﻿Title:,"Table 3 - Emissions and waste"
Subtitle:,"Academic years 2015/16 to 2022/23"
Reference ID:,DT042 Table 3
Data source:,HESA
Data source link:,https://www.hesa.ac.uk/data-and-analysis/estates/table-3
Data file canonical link:,https://www.hesa.ac.uk/data-and-analysis/estates/table-3.csv
Licence:,Creative Commons Attribution 4.0 International Licence
Date:,2024
Filters:,Country of HE provider,Choose a value... 
,Region of HE provider,Choose a value... 
,Academic year,2016/17 
Search:,


"UKPRN","HE provider","Total scope 1 and 2 carbon emissions (Kg CO2e)","Total volume of wastewater (m3)","Total scope 3 carbon emissions from waste (tonnes CO2e)","Total scope 3 carbon emissions from water supply (tonnes CO2e)","Total scope 3 carbon emissions from wastewater treatment (tonnes CO2e)","Total waste mass (tonnes)"
"10008026","St Mary's University College","539,272.503","1,853.000","","0.671","1.312","84.500"
"10007843","St Mary's University, Twickenham","2,595,597.796","38,129.729","","13.950","27.139","760.198"
"10007156","The University of Salford","8,513,018.921","100,940.000","1,923.400","34.723","71.691","1,926.800"
"10007780","SOAS University of London","1,737,929.312","23,992.000","9,703.000","8.253","17.914","358.342"
"10005700","SRUC","","","","","",""
"10005790","Sheffield Hallam University","10,441,140.172","86,595.000","14.827","31.357","61.411","688.166"
"10007157","The University of Sheffield","35,549,360.412","421,520.950","62.060","159.813","298.437","10,858.180"
"10006022","Solent University","4,984,841.356","77,861.910","5,202.750","29.266","55.126","503.642"
"10007158","The University of Southampton","29,465,681.613","477,836.531","","173.027","338.308","12,626.970"
"10006299","Staffordshire University","5,962,776.252","60,567.000","","20.835","42.881","786.000"
"10007804","The University of Stirling","11,037,554.000","230,623.000","","79.589","163.281","1,887.000"
"10037449","University of St Mark and St John","2,114,837.733","32,857.000","","11.303","23.263","252.136"
"10008010","Stranmillis University College","1,823,533.228","15,523.000","","5.621","10.990","95.500"
"10007805","The University of Strathclyde","25,451,103.104","162,213.450","","58.738","114.847","1,458.600"
"10014001","University of Suffolk","1,607,687.725","13,165.150","","4.767","9.321","133.500"
"10007159","The University of Sunderland","6,320,562.417","80,916.000","14.000","27.835","57.289","1,389.255"
"10007160","The University of Surrey","21,463,781.610","365,909.748","36.300","146.670","262.782","1,809.515"
"10007806","The University of Sussex","16,113,616.230","724,842.213","24.074","262.470","513.841","1,687.200"
"10007855","Swansea University","18,270,184.832","270,238.000","26.800","97.854","191.470","1,237.110"
"10007161","Teesside University","6,690,618.283","56,690.000","0.000","19.501","40.287","656.298"
"10008017","Trinity Laban Conservatoire of Music and Dance","1,170,233.074","8,249.666","278.349","3.052","5.841","278.349"
"10007858","University of Wales Trinity Saint David","6,143,827.969","63,608.000","11.273","21.880","46.773","530.585"
"10007114","University of the Highlands and Islands","7,735,064.000","37,442.000","0.000","14.113","26.509","3,814.000"
"10007807","Ulster University","11,572,841.269","75,754.900","","27.431","58.026","772.750"
"10007784","University College London","62,065,402.382","403,104.478","","178.322","285.398","8,842.460"
"10007793","University of South Wales","9,439,823.289","121,306.000","459.111","44.322","85.885","5,732.039"
"10007163","The University of Warwick","39,828,173.521","563,182.433","121.483","193.734","408.485","26,710.976"
"10007164","University of the West of England, Bristol","15,022,705.418","323,437.000","75.630","117.119","228.993","3,418.768"
"10007800","The University of the West of Scotland","7,286,453.590","76,495.000","10.758","27.840","54.158","484.258"
"10006566","The University of West London","3,014,289.661","22,502.090","","7.741","15.931","444.123"
"10007165","The University of Westminster","8,915,679.552","124,921.850","26.720","42.974","89.768","1,331.790"
"10003614","The University of Winchester","2,825,862.508","67,485.000","10.500","24.916","47.779","587.400"
"10007166","The University of Wolverhampton","11,083,966.268","152,775.000","2,181.933","55.321","108.165","2,320.429"
"10007139","University of Worcester","3,988,105.033","66,586.970","26.132","22.906","51.103","514.542"
"10007833","Wrexham University","2,906,546.379","17,158.000","","11.783","12.200","200.138"
"10007657","Writtle University College","1,666,756.766","18,978.000","","9.148","13.790","1,039.657"
"10007713","York St John University","3,563,582.027","63,382.100","11.997","22.951","44.877","571.306"
"10007167","The University of York","22,176,144.928","286,363.085","39.587","103.693","202.935","1,819.993"
