﻿Title:,"Table 59 - UK permanent address HE students by HE provider and permanent address"
Subtitle:,"Academic years 2014/15 to 2023/24"
Reference ID:,DT051 Table 59
Data source:,HESA
Data source link:,https://www.hesa.ac.uk/data-and-analysis/students/table-59
Data file canonical link:,https://www.hesa.ac.uk/data-and-analysis/students/table-59.zip
Licence:,Creative Commons Attribution 4.0 International Licence
Date:,2025
Filters:,Country of HE provider,All 
,Region of HE provider,All 
,Level of study,All 
,Mode of study,All 
,Academic year,2017/18 
Search:,


"UKPRN","HE Provider","Channel Islands not otherwise specified","Isle of Man","Total Other UK","Not known","Total"
"10004060","London School of Business and Finance (UK) Limited","0","0","0","0","5"
"10013109","London Bridge Business Academy","0","0","0","0","135"
"10007769","London Business School","0","0","0","0","535"
"10030391","London Churchill College Ltd","0","0","0","0","910"
"10007797","University of London (Institutes and activities)","0","0","0","0","140"
"10039082","City and Guilds of London Art School","0","0","0","0","110"
"10023434","London School of Commerce & IT Limited","0","0","0","0","50"
"10015506","The London College","0","0","0","0","870"
"10004048","London Metropolitan University","0","0","5","0","8,765"
"10032594","London School of Academics Ltd","0","0","0","0","115"
"10004078","London South Bank University","5","0","5","0","15,530"
"10004063","London School of Economics and Political Science","0","0","5","0","3,740"
"10007771","London School of Hygiene and Tropical Medicine","0","0","0","0","540"
"10022285","London School of Management Education","0","0","0","0","310"
"10004075","London School of Theology","0","0","0","0","310"
"10004079","London Studio Centre","0","0","0","0","285"
"10000939","West London College","0","0","0","0","0"
"10008289","The London Institute of Banking & Finance","0","0","0","0","190"
"10004113","Loughborough University","40","20","60","0","13,485"
"10009612","Luther King House Educational Trust","0","0","0","0","110"
"10004180","The Manchester Metropolitan University","25","35","60","0","30,615"
"10007798","The University of Manchester","45","25","70","0","26,390"
"10009527","Istituto Marangoni Limited","0","0","0","0","110"
"10023452","The Markfield Institute of Higher Education","0","0","0","0","70"
"10023453","Matrix College of Counselling and Psychotherapy Ltd","0","0","0","0","65"
"10020416","Missio Dei","0","0","0","0","90"
"10030776","St Mellitus College","0","0","0","0","495"
"10004320","The Metanoia Institute","0","0","0","0","460"
"10004351","Middlesex University","15","5","20","0","15,180"
"10004365","Millennium Performing Arts Ltd","0","0","5","5","100"
"10032277","The Minster Centre","0","0","0","0","125"
"10004450","Mountview Academy of Theatre Arts","0","0","0","0","330"
"10023777","Mont Rose College of Management and Sciences","0","0","0","0","1,225"
"10023454","Moorlands College","0","0","0","0","265"
"10000216","All Nations Christian College","0","0","0","0","50"
"10004538","Nazarene Theological College","0","0","0","0","200"
"10030129","Nelson College London Ltd","0","0","0","0","1,045"
"10007799","Newcastle University","30","30","60","0","19,685"
"10045289","St Nicholas Montessori Training Limited","0","0","0","0","25"
"10048199","Northeastern University London","0","0","0","0","95"
"10008397","Norland College","5","0","5","0","260"
"10007138","The University of Northampton","5","5","10","0","10,370"
"10009614","Grŵp NPTC Group","0","0","0","0","130"
"10004740","Northern College of Acupuncture","0","0","0","0","145"
"10001282","University of Northumbria at Newcastle","25","35","65","5","22,950"
"10004775","Norwich University of the Arts","5","0","10","0","2,055"
"10007154","University of Nottingham","15","20","35","0","25,495"
"10004797","The Nottingham Trent University","25","40","70","5","26,755"
"10010227","Oak Hill College","0","0","0","0","135"
"10007773","The Open University","0","0","0","0","117,725"
"10023445","ICOM","0","0","0","0","55"
"10004930","Oxford Brookes University","35","5","45","0","14,180"
"10020439","Oxford Business College","0","0","0","0","50"
"10007774","The University of Oxford","35","10","45","0","16,700"
"10006243","St Patrick's International College","0","0","0","0","3,055"
"10005127","Arts University Plymouth","5","0","5","0","1,380"
"10007801","University of Plymouth","60","5","60","0","18,705"
"10019178","Point Blank Music School","0","0","45","45","195"
"10007155","The University of Portsmouth","50","5","60","0","20,430"
"10005337","Queen Margaret University, Edinburgh","20","5","25","0","4,095"
"10007775","Queen Mary University of London","5","5","10","0","13,370"
"10005544","Royal Academy of Dance","0","0","5","0","100"
"10005389","Ravensbourne University London","0","5","5","0","2,255"
"10005470","Richmond, The American International University in London","0","0","0","0","310"
"10007802","The University of Reading","25","5","40","10","12,635"
"10003331","Regent's University London","5","0","5","0","545"
"10021100","Regents Theological College","0","0","0","0","235"
"10008455","Regent College London","0","0","0","0","1,185"
"10005500","Robert Gordon University","10","15","25","0","10,390"
"10007776","Roehampton University","5","0","5","0","10,950"
"10005523","Rose Bruford College of Theatre and Performance","0","0","0","0","620"
"10007835","Royal Academy of Music","0","0","5","0","470"
"10005545","Royal Agricultural University","0","0","0","0","1,050"
"10007777","Royal College of Art","0","0","0","0","740"
"10007778","Royal College of Music","0","0","0","0","440"
"10005561","Royal Conservatoire of Scotland","0","0","5","0","855"
"10007816","The Royal Central School of Speech and Drama","0","0","0","0","785"
"10005553","Royal Holloway and Bedford New College","15","5","25","5","7,700"
"10007837","Royal Northern College of Music","5","0","10","0","655"
"10007779","The Royal Veterinary College","0","0","0","0","2,070"
"10007803","The University of St. Andrews","15","15","30","0","5,835"
"10007839","SAE Education Limited","0","0","0","0","620"
"10007782","St George's, University of London","5","0","5","0","4,495"
"10008026","St Mary's University College","0","0","0","0","980"
"10007843","St Mary's University, Twickenham","10","0","15","0","4,940"
"10007156","The University of Salford","5","15","15","0","18,295"
"10021256","The Salvation Army","0","0","0","0","45"
"10008362","London School of Science and Technology Limited","0","0","145","145","1,940"
"10007780","SOAS University of London","10","5","15","0","3,560"
"10005700","SRUC","0","0","0","0","1,595"
"10005790","Sheffield Hallam University","10","60","70","0","28,380"
"10007157","The University of Sheffield","20","25","45","0","20,710"
"10053279","The Sherwood Institute","0","0","0","0","220"
"10005916","Slough Borough Council","0","0","0","0","85"
"10006022","Solent University","35","5","45","0","8,745"
"10007158","The University of Southampton","45","10","55","0","17,430"
"10006093","Spurgeon's College","0","0","0","0","300"
"10006299","Staffordshire University","5","15","35","15","13,910"
"10007804","The University of Stirling","10","10","25","0","10,030"
"10037449","University of St Mark and St John","10","0","10","0","2,565"
"10008010","Stranmillis University College","0","0","0","0","1,490"
"10022944","Stratford College London","0","0","0","0","395"
"10007805","The University of Strathclyde","0","0","0","0","18,090"
"10014001","University of Suffolk","0","0","0","0","5,235"
"10007159","The University of Sunderland","0","0","5","0","11,455"
"10007160","The University of Surrey","25","5","30","0","12,010"
"10007806","The University of Sussex","85","0","85","0","12,220"
"10007855","Swansea University","20","10","45","20","16,765"
"10007161","Teesside University","5","5","10","0","17,335"
"10037822","Tottenham Hotspur Foundation","0","0","0","0","75"
"10008017","Trinity Laban Conservatoire of Music and Dance","5","0","5","0","805"
"10007858","University of Wales Trinity Saint David","0","0","5","0","9,740"
"10007114","University of the Highlands and Islands","0","0","0","0","9,020"
"10007807","Ulster University","0","0","5","0","21,605"
"10039956","The University of Law","30","10","40","0","7,390"
"10007784","University College London","25","10","60","30","22,015"
"10007793","University of South Wales","5","0","5","0","19,875"
"10008574","The University of Wales (central functions)","0","0","0","0","5"
"10029843","Waltham International College Limited","0","0","0","0","40"
"10007163","The University of Warwick","20","10","30","0","16,715"
"10007361","Waverley Abbey College","0","0","0","0","140"
"10007164","University of the West of England, Bristol","25","5","35","0","24,990"
"10007800","The University of the West of Scotland","5","0","5","0","14,730"
"10032288","West Dean College","0","0","0","0","45"
"10006566","The University of West London","5","0","5","0","9,255"
"10007165","The University of Westminster","5","0","5","0","12,865"
"10003614","The University of Winchester","90","0","95","0","7,125"
"10023290","West London College of Business and Management Sciences Limited","0","0","0","0","610"
"10007166","The University of Wolverhampton","5","0","5","0","18,625"
"10007139","University of Worcester","10","5","10","0","10,170"
"10007833","Wrexham University","0","0","0","0","4,740"
"10007657","Writtle University College","0","0","0","0","730"
"10007713","York St John University","0","10","10","0","5,920"
"10007167","The University of York","20","25","50","0","14,745"
"","Total","2,485","1410","4,485","585","1,945,910"
