﻿Title:,"Table 1 - HE student enrolments by HE provider"
Subtitle:,"Academic years 2014/15 to 2023/24"
Reference ID:,DT051 Table 1
Data source:,HESA
Data source link:,https://www.hesa.ac.uk/data-and-analysis/students/table-1
Data file canonical link:,https://www.hesa.ac.uk/data-and-analysis/students/table-1.zip
Licence:,Creative Commons Attribution 4.0 International Licence
Date:,2025
Filters:,Country of HE provider,All 
,Region of HE provider,All 
,Entrant marker,All 
,Level of study,All 
,Mode of study,All 
,Academic year,2014/15 
Search:,


"UKPRN","HE provider","England","Scotland","Wales","Northern Ireland","Other UK","Total UK","European Union","Non-European Union","Total Non-UK","Not known","Total"
"10007825","Guildhall School of Music and Drama","540","30","30","10","0","615","160","135","295","0","905"
"10040812","Harper Adams University","4,085","210","330","190","15","4,825","80","135","215","0","5,045"
"10007764","Heriot-Watt University","1,705","4,930","35","340","10","7,015","1,020","2,665","3,685","5","10,705"
"10007147","University of Hertfordshire","20,385","65","145","55","35","20,685","825","3,340","4,165","30","24,880"
"10007765","Heythrop College","610","5","5","5","0","625","25","55","80","0","700"
"10042194","Holborn College Limited","345","0","0","0","0","350","15","60","75","0","425"
"10007148","The University of Huddersfield","16,175","35","100","50","40","16,400","890","2,335","3,220","0","19,620"
"10007149","The University of Hull","13,660","40","120","55","15","13,890","810","2,305","3,115","0","17,010"
"10003239","ICON College of Technology and Management","1,465","0","0","0","0","1,465","0","0","0","0","1,465"
"10003270","Imperial College of Science, Technology and Medicine","8,165","210","175","90","10","8,645","2,595","5,365","7,965","0","16,610"
"10007766","Institute of Education","4,745","30","20","15","5","4,815","225","630","855","0","5,670"
"10035638","Institute of Contemporary Music Performance","495","5","10","5","5","525","145","60","200","0","725"
"10007767","Keele University","7,720","45","290","55","20","8,130","200","1,300","1,500","0","9,635"
"10003566","Kensington College of Business","270","0","0","0","0","270","0","0","0","0","270"
"10007150","The University of Kent","14,005","65","125","50","55","14,300","1,760","2,925","4,685","0","18,985"
"10003645","King's College London","19,750","165","300","110","30","20,355","3,305","5,060","8,365","0","28,720"
"10003678","Kingston University","17,465","85","210","70","30","17,860","1,290","2,765","4,055","0","21,915"
"10007768","The University of Lancaster","8,145","100","255","50","65","8,610","1,255","3,100","4,355","0","12,965"
"10003854","Leeds Arts University","1,100","10","20","5","5","1,145","15","15","30","0","1,170"
"10003861","Leeds Beckett University","23,320","125","250","195","65","23,955","440","1,630","2,070","0","26,025"
"10007795","The University of Leeds","24,125","195","350","125","45","24,835","1,175","5,020","6,195","0","31,030"
"10003863","Leeds Trinity University","3,415","5","20","25","0","3,465","20","20","40","0","3,505"
"10007796","The University of Leicester","11,475","110","270","40","50","11,940","755","5,300","6,055","0","17,995"
"10007151","The University of Lincoln","11,355","75","80","30","15","11,565","230","1,475","1,700","0","13,265"
"10003956","Liverpool Hope University","4,655","5","150","500","15","5,330","85","135","220","0","5,550"
"10003957","Liverpool John Moores University","16,670","45","1,190","1,380","70","19,360","300","975","1,275","0","20,635"
"10003945","The Liverpool Institute for Performing Arts","485","15","30","10","10","550","20","145","160","0","715"
"10006842","The University of Liverpool","14,365","75","860","440","110","15,850","635","6,230","6,865","0","22,715"
"10007162","University of the Arts, London","9,295","110","150","50","25","9,635","2,140","6,000","8,140","0","17,775"
"10004060","London School of Business and Finance (UK) Limited","2,685","0","0","0","0","2,685","40","85","125","0","2,810"
"10013109","London Bridge Business Academy","115","0","0","0","0","115","0","0","0","0","115"
"10007769","London Business School","535","5","0","0","5","550","320","920","1,240","0","1,790"
"10030391","London Churchill College Ltd","765","0","0","0","0","765","0","0","0","0","765"
"10018361","City of London College","825","0","0","0","0","825","0","0","0","0","825"
"10007797","University of London (Institutes and activities)","125","0","0","0","0","125","45","65","110","0","235"
"10004006","London Centre of Contemporary Music","125","0","0","0","0","130","70","40","110","0","235"
"10015506","The London College","745","0","0","0","0","745","10","45","55","0","800"
"10004048","London Metropolitan University","11,980","45","90","40","5","12,155","1,320","625","1,940","0","14,100"
"10032594","London School of Academics Ltd","80","0","0","0","0","80","0","0","0","0","80"
"10004078","London South Bank University","15,725","35","75","35","5","15,875","625","1,240","1,860","0","17,735"
"10004063","London School of Economics and Political Science","3,405","40","60","30","10","3,545","1,905","5,150","7,055","0","10,600"
"10007771","London School of Hygiene and Tropical Medicine","620","10","5","0","0","640","135","475","605","0","1,245"
"10022285","London School of Management Education","100","0","0","0","0","100","35","0","35","0","130"
"10004075","London School of Theology","165","5","0","0","0","175","5","15","20","0","195"
"10004079","London Studio Centre","250","15","5","0","0","270","25","20","45","0","320"
"10000939","West London College","35","0","0","0","0","35","70","235","305","0","345"
"10008289","The London Institute of Banking & Finance","930","35","15","5","15","995","0","0","5","25","1,025"
"10004113","Loughborough University","12,015","125","350","100","60","12,645","750","2,195","2,945","0","15,590"
"10004180","The Manchester Metropolitan University","27,760","130","855","405","50","29,205","915","1,240","2,150","0","31,355"
"10007798","The University of Manchester","24,615","335","940","420","70","26,380","2,210","10,000","12,215","0","38,590"
"10020416","Missio Dei","105","0","0","0","0","105","0","0","0","0","105"
"10030776","St Mellitus College","260","0","5","0","0","265","0","0","0","0","265"
"10004351","Middlesex University","13,010","55","70","30","10","13,175","1,590","2,720","4,310","0","17,480"
"10004450","Mountview Academy of Theatre Arts","255","15","15","0","0","290","5","5","10","0","300"
"10023777","Mont Rose College of Management and Sciences","655","0","0","0","0","655","0","0","0","0","655"
"10023454","Moorlands College","180","0","10","0","0","190","5","0","5","0","195"
"10004538","Nazarene Theological College","60","5","0","0","0","65","0","0","0","0","65"
"10030129","Nelson College London Ltd","1,005","0","0","0","0","1,005","0","0","0","0","1,005"
"10007799","Newcastle University","15,340","435","195","470","55","16,495","1,015","5,600","6,615","0","23,110"
"10008397","Norland College","125","0","5","0","0","135","0","0","0","0","135"
"10007138","The University of Northampton","11,565","55","95","40","20","11,775","280","1,225","1,505","0","13,285"
"10004740","Northern College of Acupuncture","90","5","0","0","0","95","0","0","0","0","95"
"10001282","University of Northumbria at Newcastle","22,485","265","100","815","85","23,755","495","2,825","3,320","0","27,075"
"10004775","Norwich University of the Arts","1,760","5","5","5","5","1,780","50","45","95","0","1,875"
"10007154","University of Nottingham","23,925","110","455","130","40","24,660","1,540","5,710","7,245","0","31,910"
"10004797","The Nottingham Trent University","23,015","55","195","95","75","23,440","720","2,730","3,450","0","26,890"
"10007773","The Open University","106,765","14,180","7,295","3,800","5","132,045","230","80","315","0","132,360"
"10004930","Oxford Brookes University","13,615","95","390","70","35","14,205","930","2,330","3,260","0","17,460"
"10007774","The University of Oxford","17,705","385","400","140","30","18,660","2,400","4,945","7,345","0","26,005"
"10006243","St Patrick's International College","3,680","0","0","0","0","3,680","15","80","90","0","3,775"
"10005127","Arts University Plymouth","925","0","15","10","0","950","35","10","45","0","995"
"10007801","University of Plymouth","22,575","70","595","90","65","23,395","805","1,695","2,500","0","25,895"
"10007155","The University of Portsmouth","17,180","95","330","50","70","17,725","1,015","2,885","3,895","0","21,625"
"10005337","Queen Margaret University, Edinburgh","515","3,425","30","190","5","4,165","730","370","1,100","0","5,270"
"10007775","Queen Mary University of London","10,370","70","160","65","25","10,690","1,635","3,640","5,270","0","15,960"
"10005544","Royal Academy of Dance","90","5","5","0","0","105","20","5","20","0","125"
"10005389","Ravensbourne University London","1,835","10","15","25","0","1,890","85","80","165","0","2,055"
"10005470","Richmond, The American International University in London","305","5","0","0","0","310","160","375","530","0","840"
"10007802","The University of Reading","9,845","40","470","55","60","10,475","850","3,005","3,850","0","14,325"
"10003331","Regent's University London","495","10","5","0","5","510","765","825","1,585","0","2,100"
"10021100","Regents Theological College","145","5","15","0","0","160","0","0","0","0","165"
"10008455","Regent College London","550","0","0","0","0","550","40","0","40","0","595"
"10005500","Robert Gordon University","910","9,465","30","100","5","10,510","1,180","1,550","2,730","0","13,240"
"10007776","Roehampton University","6,645","20","65","15","5","6,745","300","600","900","0","7,650"
"10005523","Rose Bruford College of Theatre and Performance","650","15","20","5","0","690","35","65","95","0","790"
"10007835","Royal Academy of Music","350","20","25","10","0","410","165","200","365","0","775"
"10005545","Royal Agricultural University","945","30","40","5","5","1,025","45","115","160","0","1,185"
"10007777","Royal College of Art","585","10","15","5","0","620","350","475","825","0","1,445"
"10007778","Royal College of Music","375","25","20","0","0","425","165","215","385","0","810"
"10005561","Royal Conservatoire of Scotland","185","520","5","25","0","730","110","145","255","0","985"
"10007816","The Royal Central School of Speech and Drama","705","20","20","10","0","760","80","160","235","0","995"
"10005553","Royal Holloway and Bedford New College","6,550","40","145","15","30","6,775","900","2,240","3,140","0","9,915"
"10007837","Royal Northern College of Music","490","45","40","10","15","600","65","140","205","0","805"
"10007779","The Royal Veterinary College","1,735","30","50","30","5","1,850","65","225","295","0","2,145"
"10007803","The University of St. Andrews","2,510","2,860","70","175","20","5,635","1,520","3,510","5,030","0","10,660"
"10007839","SAE Education Limited","645","115","10","5","5","780","80","55","135","0","915"
"10007782","St George's, University of London","5,025","10","60","25","5","5,125","130","250","380","0","5,505"
"10008026","St Mary's University College","0","0","0","1,135","0","1,135","20","0","20","0","1,155"
"10007843","St Mary's University, Twickenham","4,845","25","50","50","15","4,980","170","185","355","0","5,335"
"10007156","The University of Salford","15,320","65","240","130","20","15,775","1,030","2,120","3,150","0","18,920"
"10008362","London School of Science and Technology Limited","1,530","0","0","0","0","1,530","10","0","10","0","1,540"
"10007780","SOAS University of London","2,950","30","30","5","5","3,025","890","1,800","2,690","195","5,910"
"10005700","SRUC","70","1,395","5","10","0","1,485","105","25","130","0","1,615"
"10005790","Sheffield Hallam University","27,610","150","255","55","50","28,115","390","3,020","3,415","0","31,530"
"10007157","The University of Sheffield","18,135","115","350","115","40","18,750","1,295","7,150","8,450","0","27,195"
"10005916","Slough Borough Council","75","0","0","0","0","75","5","0","5","0","75"
"10006022","Solent University","9,370","80","200","60","50","9,755","895","655","1,550","0","11,305"
"10007158","The University of Southampton","16,165","65","470","100","100","16,900","1,550","5,350","6,895","0","23,795"
"10006299","Staffordshire University","15,785","150","320","80","35","16,370","490","880","1,365","0","17,735"
"10007804","The University of Stirling","950","7,625","30","285","10","8,895","800","1,400","2,205","0","11,100"
"10037449","University of St Mark and St John","2,290","5","45","10","15","2,365","30","25","55","0","2,420"
"10008010","Stranmillis University College","0","0","0","1,525","0","1,525","30","0","30","0","1,555"
"10022944","Stratford College London","245","0","0","0","0","245","0","0","0","0","245"
"10007805","The University of Strathclyde","565","16,645","25","155","0","17,390","1,635","2,180","3,810","5","21,210"
"10014001","University of Suffolk","4,930","0","5","5","5","4,950","70","45","115","0","5,060"
"10007159","The University of Sunderland","9,355","55","20","60","0","9,490","665","3,535","4,205","0","13,695"
"10007160","The University of Surrey","9,975","50","145","40","20","10,230","1,150","2,920","4,070","0","14,300"
"10007806","The University of Sussex","9,040","35","130","35","85","9,330","1,045","3,165","4,210","0","13,535"
"10007855","Swansea University","5,040","20","8,100","45","20","13,225","460","2,310","2,775","20","16,020"
"10032299","Tech Music Schools","805","10","20","5","5","855","285","60","345","5","1,200"
"10007161","Teesside University","16,385","275","80","115","15","16,870","225","825","1,050","0","17,920"
"10037822","Tottenham Hotspur Foundation","90","0","0","0","0","90","5","0","5","0","95"
"10008017","Trinity Laban Conservatoire of Music and Dance","640","25","40","10","0","720","150","90","245","0","960"
"10007858","University of Wales Trinity Saint David","1,560","30","7,890","35","5","9,520","215","690","905","0","10,425"
"10007114","University of the Highlands and Islands","140","7,445","10","15","0","7,610","125","115","240","0","7,850"
"10007807","Ulster University","1,535","95","25","21,535","5","23,195","1,740","1,145","2,885","0","26,085"
"10039956","The University of Law","405","0","25","0","0","435","5","50","50","0","485"
"10007784","University College London","16,625","175","290","125","35","17,255","3,745","8,945","12,690","0","29,945"
"10007793","University of South Wales","4,680","105","19,345","85","10","24,225","1,185","2,300","3,490","0","27,710"
"10008574","The University of Wales (central functions)","0","0","5","0","0","5","0","0","0","0","5"
"10007163","The University of Warwick","15,640","160","350","75","35","16,260","1,900","5,525","7,425","0","23,685"
"10007164","University of the West of England, Bristol","21,080","60","1,985","75","45","23,250","720","2,705","3,420","0","26,670"
"10007800","The University of the West of Scotland","195","13,530","5","65","5","13,800","530","405","935","0","14,730"
"10006566","The University of West London","8,420","60","75","35","5","8,595","615","1,280","1,895","0","10,490"
"10007165","The University of Westminster","14,185","35","105","35","15","14,370","2,100","3,995","6,095","0","20,465"
"10003614","The University of Winchester","6,805","15","70","15","110","7,015","100","370","470","0","7,485"
"10023290","West London College of Business and Management Sciences Limited","1,060","0","0","0","0","1,060","0","0","0","0","1,060"
"10007166","The University of Wolverhampton","17,180","50","120","35","5","17,395","430","1,245","1,670","0","19,065"
"10007139","University of Worcester","9,255","20","250","20","10","9,560","375","135","510","0","10,065"
"10007833","Wrexham University","1,450","35","3,575","20","0","5,080","710","975","1,685","0","6,765"
"10007657","Writtle University College","660","0","5","5","5","675","20","65","85","0","760"
"10007713","York St John University","5,840","20","45","25","15","5,950","55","545","605","0","6,550"
"10007167","The University of York","12,600","150","240","95","65","13,150","890","2,795","3,685","0","16,835"
"","Total","1,541,010","164,350","99,535","64,020","4,375","1,873,295","127,135","315,085","442,225","325","2,315,840"
