﻿Title:,"Table 3 - Emissions and waste"
Subtitle:,"Academic years 2015/16 to 2022/23"
Reference ID:,DT042 Table 3
Data source:,HESA
Data source link:,https://www.hesa.ac.uk/data-and-analysis/estates/table-3
Data file canonical link:,https://www.hesa.ac.uk/data-and-analysis/estates/table-3.csv
Licence:,Creative Commons Attribution 4.0 International Licence
Date:,2024
Filters:,Country of HE provider,Choose a value... 
,Region of HE provider,Choose a value... 
,Academic year,2018/19 
Search:,


"UKPRN","HE provider","Total scope 1 and 2 carbon emissions (Kg CO2e)","Total volume of wastewater (m3)","Total scope 3 carbon emissions from waste (tonnes CO2e)","Total scope 3 carbon emissions from water supply (tonnes CO2e)","Total scope 3 carbon emissions from wastewater treatment (tonnes CO2e)","Total waste mass (tonnes)"
"10007802","The University of Reading","10,693,414.764","149,079.427","20.766","60.916","108.696","2,819.550"
"10005500","Robert Gordon University","5,634,001.988","60,492.000","12.300","22.594","42.828","535.649"
"10007776","Roehampton University","5,234,387.297","108,389.000","","37.286","76.739","4,578.080"
"10005523","Rose Bruford College of Theatre and Performance","495,092.260","5,023.000","21.000","1.728","3.556","158.000"
"10007835","Royal Academy of Music","689,178.005","6,010.000","","2.067","4.255","71.699"
"10005545","Royal Agricultural University","765,514.532","24,880.160","12.400","9.009","17.922","258.030"
"10007777","Royal College of Art","2,158,235.000","26,500.000","10.000","13.760","18.762","440.378"
"10007778","Royal College of Music","563,660.903","2,880.104","","1.008","2.039","25.828"
"10007816","The Royal Central School of Speech and Drama","494,846.883","5,100.000","0.000","1.754","3.611","135.077"
"10005553","Royal Holloway and Bedford New College","9,094,651.129","222,990.000","","76.709","157.877","1,769.906"
"10007837","Royal Northern College of Music","805,695.078","8,206.000","","2.823","5.810",""
"10007779","The Royal Veterinary College","4,450,992.842","61,303.000","0.000","33.434","46.235","230.000"
"10007803","The University of St. Andrews","14,803,261.848","283,209.000","414.870","92.873","200.583","2,510.129"
"10007782","St George's, University of London","7,656,865.655","114,753.020","5.680","39.475","93.415","691.974"
"10008026","St Mary's University College","490,116.680","1,900.000","","0.688","1.345","61.510"
"10007843","St Mary's University, Twickenham","2,434,694.747","32,851.411","0.000","13.115","23.449","1,063.619"
"10007156","The University of Salford","6,407,860.117","68,141.000","45.000","23.441","48.474","725.000"
"10007780","SOAS University of London","1,359,860.852","32,991.000","7.587","11.349","25.356","374.571"
"10005700","SRUC","","","","","",""
"10005790","Sheffield Hallam University","8,049,062.785","82,494.000","12.239","29.872","58.874","587.641"
"10007157","The University of Sheffield","26,265,981.613","400,298.911","171.620","149.206","283.591","71,480.950"
"10006022","Solent University","3,270,219.306","65,960.350","10.307","24.466","46.700","508.057"
"10007158","The University of Southampton","23,952,072.746","382,216.947","","138.402","270.610","3,702.254"
"10006299","Staffordshire University","4,788,175.091","57,800.000","","19.767","40.922","876.830"
"10007804","The University of Stirling","10,053,261.174","230,623.000","","65.383","163.281","1,343.000"
"10037449","University of St Mark and St John","1,689,156.066","46,088.000","4.170","20.589","32.630","212.685"
"10008010","Stranmillis University College","1,720,838.403","15,237.000","","5.782","10.788","66.130"
"10007805","The University of Strathclyde","22,581,331.143","","42.900","","","1,051.880"
"10014001","University of Suffolk","1,164,296.062","14,173.200","","5.452","10.035","153.790"
"10007159","The University of Sunderland","5,014,421.042","61,973.460","12.185","21.318","43.877","938.913"
"10007160","The University of Surrey","18,004,195.778","325,161.000","36.320","134.383","230.214","1,701.000"
"10007806","The University of Sussex","14,826,478.108","311,109.800","12.909","112.655","220.266","2,548.122"
"10007855","Swansea University","15,170,097.701","236,651.000","24.000","85.693","167.654","1,299.000"
"10007161","Teesside University","5,599,935.775","75,265.270","0.000","25.891","53.393","1,470.239"
"10008017","Trinity Laban Conservatoire of Music and Dance","989,345.674","10,134.107","278.349","3.699","7.175","278.349"
"10007858","University of Wales Trinity Saint David","5,220,261.894","34,225.640","10,518.890","12.394","25.302","504.750"
"10007114","University of the Highlands and Islands","5,433,760.530","","","","",""
"10007807","Ulster University","9,999,228.181","76,594.700","","27.735","57.744","755.030"
"10007784","University College London","54,580,590.917","390,124.435","98.918","197.253","276.208","4,710.376"
"10007793","University of South Wales","7,527,395.578","107,983.125","20.040","39.775","76.452","761.140"
"10007163","The University of Warwick","40,495,934.187","611,511.788","","210.360","442.702","16,609.850"
"10007164","University of the West of England, Bristol","11,951,965.405","229,669.000","39.277","83.165","162.607","4,225.080"
"10007800","The University of the West of Scotland","5,777,912.518","87,881.880","9.920","30.627","62.220","136,369.570"
"10006566","The University of West London","2,455,591.672","25,695.601","4,324.000","8.839","18.192","212.171"
"10007165","The University of Westminster","7,294,011.772","133,805.000","19.500","46.029","99.340","1,011.230"
"10003614","The University of Winchester","2,336,587.102","63,058.000","9.250","22.833","44.645","554.860"
"10007166","The University of Wolverhampton","10,061,552.854","121,711.000","1,464.727","44.073","86.171","2,823.194"
"10007139","University of Worcester","3,229,459.511","65,547.000","9.120","22.548","50.366","563.010"
"10007833","Wrexham University","2,505,022.822","28,302.000","","10.248","20.094","208.015"
"10007657","Writtle University College","1,243,067.053","27,529.200","","16.057","19.845","883.850"
"10007713","York St John University","2,652,406.788","89,011.900","8.010","32.233","63.023","385.443"
"10007167","The University of York","20,120,639.903","272,355.000","41.822","98.621","193.028","2,028.944"
