﻿Title:,"Table 11 - HE staff FTE by HE provider and cost centre"
Subtitle:,"Academic years 2014/15 to 2023/24"
Reference ID:,DT025 Table 11
Data source:,HESA
Data source link:,https://www.hesa.ac.uk/data-and-analysis/staff/table-11
Data file canonical link:,https://www.hesa.ac.uk/data-and-analysis/staff/table-11.zip
Licence:,Creative Commons Attribution 4.0 International Licence
Date:,2025
Filters:,Country of HE provider,All 
,Region of HE provider,All 
,Contract marker,All (including atypical) 
,Academic year,2022/23 
Search:,


"UKPRN","HE Provider","Medicine, dentistry & health","Agriculture, forestry & veterinary science","Biological, mathematical & physical sciences","Engineering & technology","Architecture & planning","Administration & business studies","Social studies","Humanities & language based studies & archaeology","Design, creative & performing arts","Education","Total academic services","Central administration & services, staff and student facilities","Premises","Residences & catering","Total all cost centres"
"10040812","Harper Adams University*","","","","","","","","","","","","","","",""
"10080811","Hartpury University","0","115","0","0","0","0","0","0","0","80","20","35","15","25","285"
"10007764","Heriot-Watt University","25","0","350","340","55","195","20","45","35","10","55","735","45","170","2,085"
"10007147","University of Hertfordshire","440","20","140","290","5","300","180","40","105","80","510","600","40","15","2,770"
"10007148","The University of Huddersfield*","","","","","","","","","","","","","","",""
"10007149","The University of Hull","325","0","150","125","0","140","115","55","35","95","50","775","120","35","2,015"
"10003239","ICON College of Technology and Management*","","","","","","","","","","","","","","",""
"10003270","Imperial College of Science, Technology and Medicine","2,620","0","1,300","1,595","0","405","0","0","0","75","375","1,300","290","125","8,080"
"10013220","Institute of Art - London Limited*","","","","","","","","","","","","","","",""
"10035638","Institute of Contemporary Music Performance*","","","","","","","","","","","","","","",""
"10082570","Kaplan International Colleges U.K. Limited*","","","","","","","","","","","","","","",""
"10021682","Kaplan Open Learning (Essex) Limited*","","","","","","","","","","","","","","",""
"10007767","Keele University","530","25","210","50","0","30","120","55","5","15","240","310","145","115","1,845"
"10007150","The University of Kent","265","0","295","165","40","160","380","200","50","45","175","670","185","260","2,895"
"10003645","King's College London","2,300","0","460","360","0","195","750","355","40","75","395","3,170","625","175","8,890"
"10003678","Kingston University","205","0","115","175","55","120","125","40","230","85","155","420","20","0","1,745"
"10003758","LAMDA Limited","0","0","0","0","0","0","0","0","55","0","0","85","5","0","145"
"10007768","The University of Lancaster","265","0","560","235","10","330","240","205","65","30","375","595","280","75","3,260"
"10003854","Leeds Arts University*","","","","","","","","","","","","","","",""
"10003861","Leeds Beckett University","205","0","35","90","90","175","115","35","120","270","265","665","130","65","2,260"
"10034449","Leeds Conservatoire","0","0","0","0","0","0","0","0","60","0","40","55","0","0","155"
"10007795","The University of Leeds","1,565","75","1,020","715","0","395","475","485","260","65","1,005","1,900","420","260","8,640"
"10003863","Leeds Trinity University","35","0","0","5","0","40","75","10","0","95","90","230","50","10","645"
"10082828","College of Legal Practice Limited*","","","","","","","","","","","","","","",""
"10007796","The University of Leicester","715","0","615","145","0","175","360","195","10","40","165","815","255","95","3,580"
"10089591","LIBF Limited*","","","","","","","","","","","","","","",""
"10007151","The University of Lincoln","275","70","170","125","20","205","240","85","155","80","180","360","40","70","2,075"
"10036456","Academy of Live Technology Ltd*","","","","","","","","","","","","","","",""
"10003956","Liverpool Hope University*","","","","","","","","","","","","","","",""
"10003957","Liverpool John Moores University*","","","","","","","","","","","","","","",""
"10003945","The Liverpool Institute for Performing Arts*","","","","","","","","","","","","","","",""
"10006842","The University of Liverpool","1,350","390","1,030","360","125","265","425","270","45","10","630","610","315","155","5,975"
"10003958","Liverpool School of Tropical Medicine","545","0","0","0","0","0","0","0","0","0","0","0","0","0","545"
"10007162","University of the Arts, London","0","0","0","50","30","125","150","0","1,855","0","140","950","120","55","3,465"
"10013109","London Bridge Business Academy*","","","","","","","","","","","","","","",""
"10007769","London Business School*","","","","","","","","","","","","","","",""
"10007797","University of London (Institutes and activities)*","","","","","","","","","","","","","","",""
"10004036","London Film School Limited*","","","","","","","","","","","","","","",""
"10004048","London Metropolitan University","50","0","65","40","25","75","105","15","70","55","175","255","5","0","930"
"10004078","London South Bank University*","","","","","","","","","","","","","","",""
"10004063","London School of Economics and Political Science","60","0","145","0","0","250","1,195","155","0","0","220","720","295","150","3,190"
"10007771","London School of Hygiene and Tropical Medicine","745","0","380","0","0","0","0","0","0","0","0","410","35","5","1,570"
"10022285","London School of Management Education*","","","","","","","","","","","","","","",""
"10004075","London School of Theology*","","","","","","","","","","","","","","",""
"10062810","The London School of Architecture*","","","","","","","","","","","","","","",""
"10067623","The London Interdisciplinary School Ltd*","","","","","","","","","","","","","","",""
"10004113","Loughborough University","65","0","220","720","60","230","225","45","90","135","165","790","265","240","3,255"
"10009612","Luther King House Educational Trust*","","","","","","","","","","","","","","",""
"10004180","The Manchester Metropolitan University","255","0","220","205","70","445","350","155","270","210","775","710","285","80","4,030"
"10007798","The University of Manchester","2,030","0","2,195","1,415","85","575","805","435","100","175","835","1,385","610","130","10,775"
"10023453","Matrix College of Counselling and Psychotherapy Ltd*","","","","","","","","","","","","","","",""
"10020416","Missio Dei*","","","","","","","","","","","","","","",""
"10030776","St Mellitus College*","","","","","","","","","","","","","","",""
"10004320","The Metanoia Institute*","","","","","","","","","","","","","","",""
"10004351","Middlesex University","165","0","80","125","0","150","170","5","155","80","280","220","20","5","1,470"
"10023777","Mont Rose College of Management and Sciences*","","","","","","","","","","","","","","",""
"10023454","Moorlands College*","","","","","","","","","","","","","","",""
"10001444","National Centre for Circus Arts*","","","","","","","","","","","","","","",""
"10004538","Nazarene Theological College*","","","","","","","","","","","","","","",""
"10030129","Nelson College London Ltd","0","0","0","0","0","10","0","0","0","0","0","5","0","0","15"
"10007799","Newcastle University","1,470","85","570","670","120","235","360","310","85","80","550","820","390","160","5,900"
"10067406","New Model Institute for Technology and Engineering (NMITE)*","","","","","","","","","","","","","","",""
"10048199","Northeastern University London*","","","","","","","","","","","","","","",""
"10007138","The University of Northampton","220","0","35","55","5","185","75","20","75","95","255","265","0","10","1,300"
"10008816","Northern School of Contemporary Dance*","","","","","","","","","","","","","","",""
"10001282","University of Northumbria at Newcastle","310","0","245","210","110","235","280","110","205","120","490","705","180","10","3,200"
"10004775","Norwich University of the Arts*","","","","","","","","","","","","","","",""
"10007154","University of Nottingham*","","","","","","","","","","","","","","",""
"10004797","The Nottingham Trent University*","","","","","","","","","","","","","","",""
"10007773","The Open University*","","","","","","","","","","","","","","",""
"10004930","Oxford Brookes University","285","0","100","95","170","230","150","95","60","130","130","545","70","45","2,105"
"10007774","The University of Oxford","4,790","0","2,290","935","25","445","1,095","1,015","55","310","1,065","1,715","245","10","13,990"
"10004028","The Place, London Contemporary Dance School (LCDS)*","","","","","","","","","","","","","","",""
"10005127","Arts University Plymouth*","","","","","","","","","","","","","","",""
"10007801","University of Plymouth*","","","","","","","","","","","","","","",""
"10019178","Point Blank Music School*","","","","","","","","","","","","","","",""
"10007155","The University of Portsmouth","235","0","220","275","55","230","315","70","85","90","345","800","90","60","2,855"
"10005337","Queen Margaret University, Edinburgh","165","0","10","0","0","30","25","0","20","20","90","125","5","0","485"
"10007775","Queen Mary University of London","1,575","0","475","475","0","185","440","305","20","0","235","845","230","90","4,875"
"10009292","Royal Academy of Dramatic Art*","","","","","","","","","","","","","","",""
"10005378","Rambert School*","","","","","","","","","","","","","","",""
"10005389","Ravensbourne University London","0","0","0","0","0","0","50","0","45","0","0","140","10","0","250"
"10007802","The University of Reading","205","155","360","40","70","455","155","225","50","55","240","900","245","135","3,290"
"10008455","Regent College London*","","","","","","","","","","","","","","",""
"10005500","Robert Gordon University","235","0","30","145","35","115","140","0","55","30","70","370","135","0","1,350"
"10007776","Roehampton University","110","0","25","15","0","90","60","45","20","75","150","290","25","0","910"
"10005523","Rose Bruford College of Theatre and Performance*","","","","","","","","","","","","","","",""
"10007835","Royal Academy of Music*","","","","","","","","","","","","","","",""
"10005545","Royal Agricultural University*","","","","","","","","","","","","","","",""
"10007777","Royal College of Art","0","0","0","0","0","0","0","0","280","0","140","155","30","0","610"
"10007778","Royal College of Music*","","","","","","","","","","","","","","",""
"10005561","Royal Conservatoire of Scotland","0","0","0","0","0","0","0","0","155","5","10","85","35","0","290"
"10007816","The Royal Central School of Speech and Drama","0","0","0","0","0","0","0","0","115","0","50","40","5","0","210"
"10005553","Royal Holloway and Bedford New College","105","0","190","110","0","130","255","140","55","0","155","425","95","80","1,740"
"10007837","Royal Northern College of Music","0","0","0","0","0","0","0","0","85","0","10","110","15","15","230"
"10007779","The Royal Veterinary College*","","","","","","","","","","","","","","",""
"10007803","The University of St. Andrews","215","0","625","65","0","55","190","425","0","0","385","405","255","240","2,860"
"10007839","SAE Education Limited*","","","","","","","","","","","","","","",""
"10007782","St George's, University of London","375","0","85","0","0","0","0","0","0","0","10","265","10","5","750"
"10008026","St Mary's University College","0","0","0","0","0","0","10","0","0","35","15","25","20","5","110"
"10007843","St Mary's University, Twickenham","60","0","5","0","0","25","30","20","20","140","50","225","25","60","660"
"10007156","The University of Salford","315","0","115","150","85","110","245","35","150","30","470","540","225","0","2,470"
"10007780","SOAS University of London","0","0","0","0","0","25","220","120","30","25","130","275","65","5","900"
"10005700","SRUC","0","705","45","35","0","5","0","0","0","5","15","235","20","10","1,065"
"10005790","Sheffield Hallam University","360","20","105","270","85","240","265","50","135","305","655","985","235","60","3,780"
"10007157","The University of Sheffield","1,085","0","655","1,715","185","240","530","295","40","90","1,160","815","535","120","7,475"
"10006022","Solent University","50","0","5","140","15","50","85","5","100","70","105","115","35","5","775"
"10007158","The University of Southampton","1,320","0","720","865","0","225","290","275","180","65","530","965","265","205","5,910"
"10088214","S P Jain London School of Management Limited*","","","","","","","","","","","","","","",""
"10006093","Spurgeon's College*","","","","","","","","","","","","","","",""
"10006299","Staffordshire University","170","0","35","125","0","55","175","15","115","85","125","485","15","45","1,450"
"10007804","The University of Stirling","180","0","200","35","0","120","200","95","0","80","130","395","95","100","1,630"
"10037449","University of St Mark and St John","40","0","0","0","0","5","0","0","10","85","0","135","25","0","305"
"10008010","Stranmillis University College*","","","","","","","","","","","","","","",""
"10007805","The University of Strathclyde","315","0","455","1,155","40","300","265","95","0","230","355","790","95","125","4,215"
"10014001","University of Suffolk","115","0","25","15","0","15","45","10","25","5","5","280","10","0","555"
"10007159","The University of Sunderland","365","0","30","100","0","280","180","35","60","125","390","395","85","35","2,085"
"10007160","The University of Surrey","230","105","395","435","0","210","145","70","70","10","300","505","220","100","2,790"
"10007806","The University of Sussex","265","0","390","155","0","295","415","145","10","70","365","555","10","30","2,710"
"10007855","Swansea University","755","0","245","660","0","220","390","125","0","45","385","635","130","30","3,630"
"10083403","The Engineering and Design Institute London*","","","","","","","","","","","","","","",""
"10007161","Teesside University","350","0","100","280","0","125","125","25","55","70","540","250","95","35","2,050"
"10082743","ThinkSpace Education Limited*","","","","","","","","","","","","","","",""
"10008017","Trinity Laban Conservatoire of Music and Dance*","","","","","","","","","","","","","","",""
"10007858","University of Wales Trinity Saint David","20","0","5","125","15","230","110","95","120","115","165","230","120","30","1,380"
"10067648","University Academy 92 Limited*","","","","","","","","","","","","","","",""
"10007114","University of the Highlands and Islands","45","0","5","5","0","0","0","20","0","0","60","150","5","0","290"
"10007807","Ulster University*","","","","","","","","","","","","","","",""
"10039956","The University of Law*","","","","","","","","","","","","","","",""
"10007784","University College London","4,570","0","1,675","1,190","750","150","700","670","65","670","420","2,250","260","55","13,420"
"10007793","University of South Wales","230","0","110","160","15","125","160","20","235","125","395","450","75","65","2,160"
"10008574","The University of Wales (central functions)","0","0","0","0","0","0","0","0","0","0","0","25","0","0","25"
"10029843","Waltham International College Limited*","","","","","","","","","","","","","","",""
"10007163","The University of Warwick","480","0","965","1,130","0","590","480","360","60","125","595","1,030","590","550","6,955"
"10007361","Waverley Abbey College*","","","","","","","","","","","","","","",""
"10007164","University of the West of England, Bristol","525","0","220","345","185","360","420","70","175","125","280","680","235","60","3,680"
"10007800","The University of the West of Scotland","210","0","85","140","0","145","100","5","30","125","150","325","90","35","1,440"
"10006566","The University of West London*","","","","","","","","","","","","","","",""
"10007165","The University of Westminster","65","0","85","125","135","220","215","85","150","15","140","595","55","20","1,910"
"10003614","The University of Winchester","120","0","5","15","0","50","100","75","35","110","75","205","55","95","940"
"10007166","The University of Wolverhampton*","","","","","","","","","","","","","","",""
"10007139","University of Worcester","190","0","35","30","0","40","50","25","25","185","85","310","60","25","1,060"
"10007833","Wrexham University","80","10","0","60","5","20","25","5","20","30","70","155","30","5","515"
"10007657","Writtle University College*","","","","","","","","","","","","","","",""
"10007713","York St John University","80","0","10","15","0","115","70","70","55","60","115","230","100","10","945"
"10007167","The University of York*","","","","","","","","","","","","","","",""
"","Total","","","","","","","","","","","","","","",""
