﻿Title:,"Table 59 - UK permanent address HE students by HE provider and permanent address"
Subtitle:,"Academic years 2014/15 to 2023/24"
Reference ID:,DT051 Table 59
Data source:,HESA
Data source link:,https://www.hesa.ac.uk/data-and-analysis/students/table-59
Data file canonical link:,https://www.hesa.ac.uk/data-and-analysis/students/table-59.zip
Licence:,Creative Commons Attribution 4.0 International Licence
Date:,2025
Filters:,Country of HE provider,All 
,Region of HE provider,All 
,Level of study,All 
,Mode of study,All 
,Academic year,2015/16 
Search:,


"UKPRN","HE Provider","Antrim and Newtownabbey","Armagh, Banbridge and Craigavon","Belfast","Causeway Coast and Glens","Derry and Strabane","Fermanagh and Omagh","Lisburn and Castlereagh","Mid Ulster","Mid and East Antrim","North Down and Ards","Newry, Mourne and Down","Northern Ireland (district council area unknown)","Total Northern Ireland","Total"
"10007146","The University of Greenwich","5","5","5","5","10","0","10","5","5","5","5","0","65","16,455"
"10007937","GSM London","0","0","0","0","0","0","0","0","0","0","0","0","0","6,770"
"10007825","Guildhall School of Music and Drama","0","0","0","0","0","0","5","0","0","0","0","0","10","630"
"10040812","Harper Adams University","5","35","5","20","10","25","10","20","10","15","25","0","170","5,350"
"10007764","Heriot-Watt University","20","40","40","25","45","25","55","15","20","65","35","0","375","7,210"
"10007147","University of Hertfordshire","5","15","5","0","5","5","0","5","5","10","10","0","60","20,860"
"10007765","Heythrop College","0","0","0","0","0","0","0","0","0","0","0","0","5","495"
"10007148","The University of Huddersfield","0","5","5","5","10","10","5","0","0","5","5","0","50","16,150"
"10007149","The University of Hull","0","5","10","5","5","5","5","5","0","5","5","0","50","13,920"
"10003239","ICON College of Technology and Management","0","0","0","0","0","0","0","0","0","0","0","0","0","1,260"
"10003270","Imperial College of Science, Technology and Medicine","10","5","25","5","5","0","10","5","5","5","5","5","85","8,515"
"10035638","Institute of Contemporary Music Performance","0","0","5","0","0","0","0","0","0","0","0","0","5","470"
"10029682","The Islamic College","0","0","0","0","0","0","0","0","0","0","0","0","0","30"
"10021682","Kaplan Open Learning (Essex) Limited","0","0","0","0","0","0","0","0","0","0","0","0","0","515"
"10007767","Keele University","5","5","10","5","5","10","5","0","5","5","0","5","60","8,685"
"10003566","Kensington College of Business","0","0","0","0","0","0","0","0","0","0","0","0","0","320"
"10007150","The University of Kent","0","5","10","5","5","0","5","0","0","0","5","0","40","14,870"
"10003645","King's College London","10","10","25","5","10","5","15","5","10","10","10","0","120","19,995"
"10008325","KLC School of Design","0","0","0","0","0","0","0","0","0","0","0","0","0","140"
"10003678","Kingston University","5","5","10","5","5","5","5","0","5","5","10","0","60","17,180"
"10009285","Kogan Academy of Dramatic Arts","0","0","0","0","0","0","0","0","0","0","0","0","0","15"
"10007768","The University of Lancaster","0","5","5","5","0","5","5","5","5","5","5","0","45","8,590"
"10003854","Leeds Arts University","0","0","0","0","0","0","0","5","0","5","0","0","10","1,255"
"10003861","Leeds Beckett University","15","15","25","20","30","10","15","5","10","20","15","5","180","24,170"
"10007795","The University of Leeds","5","10","20","5","20","15","25","5","5","15","10","0","140","25,205"
"10003863","Leeds Trinity University","5","5","0","0","5","5","0","5","0","0","5","0","35","3,665"
"10007796","The University of Leicester","5","5","10","0","5","0","5","5","0","5","5","0","50","12,025"
"10007151","The University of Lincoln","0","5","5","5","5","0","10","0","0","5","0","0","30","12,070"
"10003956","Liverpool Hope University","30","55","80","50","70","60","35","40","25","25","80","0","550","4,735"
"10003957","Liverpool John Moores University","75","115","230","150","265","145","90","105","100","100","195","0","1,570","20,465"
"10003945","The Liverpool Institute for Performing Arts","0","0","5","0","0","0","0","0","0","0","0","0","10","560"
"10006842","The University of Liverpool","20","35","75","35","70","40","35","25","15","45","50","0","445","17,460"
"10003958","Liverpool School of Tropical Medicine","0","0","5","0","0","0","0","0","0","0","0","0","10","260"
"10007162","University of the Arts, London","5","5","10","0","0","5","5","5","5","10","5","0","60","9,740"
"10004060","London School of Business and Finance (UK) Limited","0","0","0","0","0","0","0","0","0","0","0","0","0","760"
"10013109","London Bridge Business Academy","0","0","0","0","0","0","0","0","0","0","0","0","0","140"
"10007769","London Business School","0","0","0","0","0","0","0","0","0","0","0","0","0","620"
"10030391","London Churchill College Ltd","0","0","0","0","0","0","0","0","0","0","0","0","0","900"
"10018361","City of London College","0","0","0","0","0","0","0","0","0","0","0","0","0","195"
"10007797","University of London (Institutes and activities)","0","0","0","0","0","0","0","0","0","0","0","0","0","125"
"10039082","City and Guilds of London Art School","0","0","0","0","0","0","0","0","0","0","0","0","0","85"
"10004006","London Centre of Contemporary Music","0","0","0","0","0","0","0","0","0","0","0","0","0","145"
"10015506","The London College","0","0","0","0","0","0","0","0","0","0","0","0","0","715"
"10004048","London Metropolitan University","0","5","5","5","10","5","5","0","0","0","5","0","40","11,115"
"10032594","London School of Academics Ltd","0","0","0","0","0","0","0","0","0","0","0","0","0","115"
"10004078","London South Bank University","0","5","5","5","5","5","0","0","5","5","5","0","40","15,705"
"10004063","London School of Economics and Political Science","5","5","10","0","0","5","5","5","0","0","0","0","35","3,520"
"10007771","London School of Hygiene and Tropical Medicine","0","0","0","0","0","0","0","0","0","0","0","0","5","655"
"10022285","London School of Management Education","0","0","0","0","0","0","0","0","0","0","0","0","0","230"
"10004075","London School of Theology","0","0","0","0","0","0","0","0","0","0","0","0","0","155"
"10004079","London Studio Centre","0","0","0","0","0","0","0","0","0","0","0","0","0","285"
"10000939","West London College","0","0","0","0","0","0","0","0","0","0","0","0","0","35"
"10008289","The London Institute of Banking & Finance","0","0","0","0","0","0","0","0","0","0","0","0","0","525"
"10004113","Loughborough University","5","10","15","5","5","5","10","5","10","10","10","0","100","13,460"
"10009612","Luther King House Educational Trust","0","0","0","0","0","0","0","0","0","0","0","0","0","60"
"10004180","The Manchester Metropolitan University","25","30","60","35","100","50","40","10","15","25","30","0","415","30,190"
"10007798","The University of Manchester","25","30","95","30","50","35","40","35","25","50","45","0","455","26,785"
"10009527","Istituto Marangoni Limited","0","0","0","0","0","0","0","0","0","0","0","0","0","95"
"10023452","The Markfield Institute of Higher Education","0","0","0","0","0","0","0","0","0","0","0","0","0","20"
"10023453","Matrix College of Counselling and Psychotherapy Ltd","0","0","0","0","0","0","0","0","0","0","0","0","0","65"
"10020416","Missio Dei","0","0","0","0","0","0","0","0","0","0","0","0","0","95"
"10030776","St Mellitus College","0","0","0","0","0","0","0","0","0","0","0","0","0","350"
"10004320","The Metanoia Institute","0","0","0","0","0","0","0","0","0","0","0","0","0","100"
"10004351","Middlesex University","0","0","10","5","0","0","0","5","5","5","0","0","35","14,255"
"10004365","Millennium Performing Arts Ltd","0","0","0","0","0","0","0","0","0","0","0","0","0","20"
"10004450","Mountview Academy of Theatre Arts","0","0","0","0","0","0","0","0","0","0","0","0","5","280"
"10023777","Mont Rose College of Management and Sciences","0","0","0","0","0","0","0","0","0","0","0","0","0","790"
"10023454","Moorlands College","0","0","0","0","0","0","0","0","0","0","0","0","0","190"
"10000216","All Nations Christian College","0","0","0","0","0","0","0","0","0","0","0","0","0","30"
"10004538","Nazarene Theological College","0","0","0","0","0","0","0","0","0","0","0","0","0","75"
"10030129","Nelson College London Ltd","0","0","0","0","0","0","0","0","0","0","0","0","0","830"
"10007799","Newcastle University","25","30","95","50","40","25","60","15","30","75","30","0","475","17,240"
"10045289","St Nicholas Montessori Training Limited","0","0","0","0","0","0","0","0","0","0","0","0","0","35"
"10048199","Northeastern University London","0","0","0","0","0","0","0","0","0","0","0","0","0","95"
"10008397","Norland College","0","0","0","0","0","0","0","0","0","0","0","0","5","215"
"10007138","The University of Northampton","0","5","5","0","5","0","10","0","5","5","5","0","40","11,515"
"10023130","Nova College of Accounting and Business Ltd","0","0","0","0","0","0","0","0","0","0","0","0","0","190"
"10004740","Northern College of Acupuncture","0","0","0","0","0","0","0","0","0","0","0","0","0","95"
"10001282","University of Northumbria at Newcastle","45","45","110","80","80","85","65","20","45","85","40","0","700","23,940"
"10004775","Norwich University of the Arts","0","0","0","0","0","0","0","0","0","0","0","0","5","1,870"
"10007154","University of Nottingham","5","15","20","15","10","10","15","10","10","15","15","0","140","24,875"
"10004797","The Nottingham Trent University","5","15","15","5","5","5","15","5","5","10","5","0","95","24,345"
"10010227","Oak Hill College","0","0","0","0","0","0","0","0","0","0","0","0","0","140"
"10004879","Open College of the Arts","0","0","0","0","0","0","0","0","0","0","0","0","10","1,145"
"10007773","The Open University","340","390","860","235","230","160","350","175","265","415","320","0","3,740","126,390"
"10023445","ICOM","0","0","0","0","0","0","0","0","0","0","0","0","0","55"
"10004930","Oxford Brookes University","0","5","10","5","5","0","5","0","0","15","5","0","55","14,625"
"10020439","Oxford Business College","0","0","0","0","0","0","0","0","0","0","0","0","0","20"
"10007774","The University of Oxford","5","10","30","10","10","10","15","10","5","15","15","5","140","16,800"
"10006243","St Patrick's International College","0","0","0","0","0","0","0","0","0","0","0","0","0","1,585"
"10005127","Arts University Plymouth","0","5","0","5","5","0","0","0","0","0","0","0","15","1,160"
"10007801","University of Plymouth","10","15","5","5","10","5","15","5","5","5","5","0","90","20,885"
"10019178","Point Blank Music School","0","0","0","0","0","0","0","0","0","0","0","0","0","25"
"10007155","The University of Portsmouth","5","5","5","5","5","0","5","0","5","5","5","0","50","18,255"
"10005337","Queen Margaret University, Edinburgh","20","20","10","15","20","20","15","10","15","5","20","0","175","4,205"
"10007775","Queen Mary University of London","5","10","15","0","5","5","10","5","5","5","5","0","75","11,570"
"10005544","Royal Academy of Dance","0","0","0","0","0","0","0","0","0","0","0","0","5","110"
"10005389","Ravensbourne University London","0","0","0","15","0","0","0","0","5","5","0","0","20","2,005"
"10005470","Richmond, The American International University in London","0","0","0","0","0","0","0","0","0","0","0","0","0","320"
"10007802","The University of Reading","5","5","10","5","0","5","10","0","5","10","0","0","60","10,995"
"10003331","Regent's University London","0","0","0","0","0","0","0","0","0","0","0","0","0","475"
"10021100","Regents Theological College","0","0","0","0","0","0","0","0","0","0","0","0","0","135"
"10008455","Regent College London","0","0","0","0","0","0","0","0","0","0","0","0","0","880"
"10005500","Robert Gordon University","5","15","15","5","10","5","10","5","5","10","5","0","90","10,270"
"10007776","Roehampton University","0","0","5","0","0","0","0","0","5","5","5","0","20","8,040"
"10005523","Rose Bruford College of Theatre and Performance","0","0","0","0","0","0","0","0","0","0","0","0","5","645"
"10007835","Royal Academy of Music","0","0","0","0","0","0","0","0","0","0","0","0","5","420"
"10005545","Royal Agricultural University","0","0","0","0","0","0","0","0","0","0","0","0","0","1,055"
"10007777","Royal College of Art","0","0","0","0","0","0","0","0","0","0","0","0","0","695"
"10007778","Royal College of Music","0","0","0","0","0","0","0","0","0","0","0","0","0","425"
"10005561","Royal Conservatoire of Scotland","5","0","5","0","5","0","0","0","5","5","0","0","20","790"
"10007816","The Royal Central School of Speech and Drama","0","0","0","0","0","0","0","0","0","5","0","0","10","815"
"10005553","Royal Holloway and Bedford New College","0","0","5","0","0","0","0","0","5","5","0","0","15","7,020"
"10007837","Royal Northern College of Music","0","0","0","0","0","5","0","0","0","0","5","0","15","630"
"10007779","The Royal Veterinary College","5","5","5","0","0","5","5","5","5","0","5","0","30","1,990"
"10007803","The University of St. Andrews","20","15","35","10","5","5","25","5","15","35","15","0","195","5,675"
"10007839","SAE Education Limited","0","0","0","0","0","0","0","0","0","0","0","0","5","725"
"10007782","St George's, University of London","5","0","10","5","5","0","0","0","0","0","0","0","30","5,490"
"10008026","St Mary's University College","45","85","215","50","70","95","50","160","25","20","195","5","1,020","1,020"
"10007843","St Mary's University, Twickenham","0","5","5","5","10","10","0","15","0","5","20","0","70","5,145"
"10007156","The University of Salford","10","20","20","10","30","10","10","10","15","10","15","0","155","17,310"
"10021256","The Salvation Army","0","0","0","0","0","0","0","0","0","0","0","0","0","45"
"10008362","London School of Science and Technology Limited","0","0","0","0","0","0","0","0","0","0","0","0","0","1,660"
"10007780","SOAS University of London","0","0","0","0","0","0","0","0","0","0","0","0","10","3,140"
"10005700","SRUC","5","0","0","5","5","0","0","0","0","0","0","0","20","1,510"
"10005790","Sheffield Hallam University","5","10","15","5","0","5","10","0","5","5","5","0","65","28,210"
"10007157","The University of Sheffield","5","10","25","10","10","10","10","5","10","10","10","0","115","19,395"
"10053279","The Sherwood Institute","0","0","0","0","0","0","0","0","0","0","0","0","0","95"
"10005916","Slough Borough Council","0","0","0","0","0","0","0","0","0","0","0","0","0","85"
"10006022","Solent University","5","0","10","5","5","5","5","5","10","10","10","0","70","9,575"
"10007158","The University of Southampton","10","5","20","5","5","5","10","0","10","20","5","0","95","17,650"
"10006093","Spurgeon's College","0","0","0","0","0","0","0","0","0","0","0","0","0","155"
"10006299","Staffordshire University","10","5","15","5","10","5","5","5","10","5","5","0","80","14,985"
"10007804","The University of Stirling","30","55","35","35","20","15","25","15","50","45","30","0","365","9,555"
"10037449","University of St Mark and St John","0","0","0","0","0","0","0","0","0","0","0","0","10","2,290"
"10008010","Stranmillis University College","90","205","155","80","85","125","140","130","95","135","155","15","1,410","1,415"
"10022944","Stratford College London","0","0","0","0","0","0","0","0","0","0","0","0","0","385"
"10007805","The University of Strathclyde","15","10","20","10","10","5","10","5","20","20","10","0","145","17,505"
"10014001","University of Suffolk","0","0","0","0","0","0","0","0","0","0","5","0","5","4,910"
"10007159","The University of Sunderland","5","10","15","5","5","5","5","0","5","5","5","0","55","9,705"
"10007160","The University of Surrey","5","10","0","0","5","5","5","5","5","5","0","0","45","10,700"
"10007806","The University of Sussex","5","0","5","5","0","0","5","0","5","5","0","0","35","10,170"
"10007855","Swansea University","5","5","5","5","0","5","0","5","0","5","5","0","40","14,180"
"10007161","Teesside University","10","15","10","25","20","10","5","10","10","10","15","0","140","17,535"
"10037822","Tottenham Hotspur Foundation","0","0","0","0","0","0","0","0","0","0","0","0","0","95"
"10008017","Trinity Laban Conservatoire of Music and Dance","0","0","0","0","5","0","0","0","0","0","0","0","10","725"
"10007858","University of Wales Trinity Saint David","0","0","10","5","5","0","0","0","5","0","5","0","35","9,240"
"10007114","University of the Highlands and Islands","0","0","0","5","0","0","0","5","0","0","0","0","15","8,140"
"10007807","Ulster University","1,575","2,145","3,330","2,005","2,480","1,440","1,385","2,015","1,550","1,160","2,100","5","21,190","22,845"
"10039956","The University of Law","0","0","0","0","0","0","0","0","0","0","0","0","5","620"
"10007784","University College London","10","15","20","5","15","10","10","5","5","10","15","0","125","22,160"
"10007793","University of South Wales","5","5","15","5","5","5","5","5","5","5","10","0","75","21,805"
"10008574","The University of Wales (central functions)","0","0","0","0","0","0","0","0","0","0","0","0","0","5"
"10007163","The University of Warwick","5","5","15","10","0","5","10","0","10","10","5","0","75","16,225"
"10007361","Waverley Abbey College","0","0","0","0","0","0","0","0","0","0","0","0","0","135"
"10007164","University of the West of England, Bristol","10","10","10","5","10","5","10","5","5","15","5","0","85","24,130"
"10007800","The University of the West of Scotland","5","5","5","5","10","0","5","5","5","10","5","0","60","14,195"
"10032288","West Dean College","0","0","0","0","0","0","0","0","0","0","0","0","0","20"
"10006566","The University of West London","0","5","5","0","0","0","5","0","0","0","5","0","30","8,910"
"10007165","The University of Westminster","5","0","5","0","5","0","5","5","5","5","5","0","40","14,010"
"10003614","The University of Winchester","0","5","0","0","0","0","0","0","5","5","0","0","20","7,040"
"10023290","West London College of Business and Management Sciences Limited","0","0","0","0","0","0","0","0","0","0","0","0","0","915"
"10007166","The University of Wolverhampton","5","5","10","5","5","0","0","0","5","5","0","0","40","18,200"
"10007139","University of Worcester","0","0","0","0","0","0","5","0","5","0","5","0","25","9,880"
"10007833","Wrexham University","0","0","0","5","0","0","0","0","0","5","5","0","25","5,690"
"10007657","Writtle University College","0","0","0","0","0","0","0","0","0","0","0","0","10","705"
"10007713","York St John University","0","0","0","5","5","5","0","0","5","5","5","0","30","5,525"
"10007167","The University of York","5","10","15","5","5","10","10","5","5","15","0","0","95","13,735"
"","Total","4,525","6,635","11,405","4,815","5,810","4,070","5,470","4,755","4,350","5,285","6,455","130","63,715","1,889,005"
