﻿Title:,"Table 5 - Finances and people"
Subtitle:,"Academic years 2015/16 to 2022/23"
Reference ID:,DT042 Table 5
Data source:,HESA
Data source link:,https://www.hesa.ac.uk/data-and-analysis/estates/table-5
Data file canonical link:,https://www.hesa.ac.uk/data-and-analysis/estates/table-5.csv
Licence:,Creative Commons Attribution 4.0 International Licence
Date:,2024
Filters:,Country of HE provider,Choose a value... 
,Region of HE provider,Choose a value... 
,Academic year,2019/20 
Search:,


"UKPRN","HE provider","Total income (£)","Teaching income (£)","Research income (£)","Other non-residential income (£)","Non-residential income total (£)","Total expenditure (£)"
"10007791","The University of Essex","249,738,000","163,220,000","39,474,000","18,024,000","220,718,000","210,750,000"
"10007792","The University of Exeter","477,644,000","300,464,000","120,392,000","42,665,000","463,521,000","409,972,000"
"10008640","Falmouth University","62,280,000","54,581,000","1,261,000","5,747,000","61,589,000","62,131,000"
"10004511","The National Film and Television School","16,159,000","12,119,000","1,239,000","2,801,000","16,159,000","15,929,000"
"10007762","Glasgow Caledonian University","125,305,000","106,827,000","9,821,000","5,057,000","121,705,000","127,560,000"
"10002681","Glasgow School of Art","54,717,000","31,220,000","4,453,000","17,716,000","53,389,000","47,945,000"
"10007794","The University of Glasgow","690,106,000","355,312,000","225,855,000","82,747,000","663,914,000","591,343,000"
"10002718","Goldsmiths College","","","","","",""
"10007146","The University of Greenwich","214,919,000","167,855,000","17,403,000","12,244,000","197,502,000","208,271,000"
"10007825","Guildhall School of Music and Drama","32,793,000","20,864,000","758,000","10,102,000","31,724,000","35,376,000"
"10007764","Heriot-Watt University","230,690,000","154,923,000","45,427,000","17,110,000","217,460,000","222,476,000"
"10007147","University of Hertfordshire","270,552,000","194,522,000","12,865,000","33,686,000","241,073,000","277,606,000"
"10007148","The University of Huddersfield","173,384,000","144,613,000","17,607,000","10,143,000","172,363,000","172,576,000"
"10007149","The University of Hull","189,681,000","141,701,000","20,306,000","16,844,000","178,851,000","178,057,000"
"10003270","Imperial College of Science, Technology and Medicine","1,026,365,000","385,656,000","454,044,000","138,396,000","978,096,000","961,581,000"
"10007767","Keele University","163,314,000","98,481,000","23,232,000","26,579,000","148,292,000","127,024,000"
"10007150","The University of Kent","259,487,000","173,988,000","33,845,000","22,618,000","230,451,000","246,409,000"
"10003645","King's College London","964,175,000","498,673,000","279,008,000","138,767,000","916,448,000","868,079,000"
"10003678","Kingston University","199,076,000","169,988,000","6,536,000","8,588,000","185,112,000","199,585,000"
"10007768","The University of Lancaster","323,451,000","188,230,000","62,009,000","43,621,000","293,860,000","269,061,000"
"10003861","Leeds Beckett University","214,213,000","177,949,000","6,253,000","12,168,000","196,370,000","224,183,000"
"10007795","The University of Leeds","794,051,000","477,658,000","188,768,000","82,323,000","748,749,000","681,927,000"
"10003863","Leeds Trinity University","36,406,000","32,347,000","192,000","1,106,000","33,645,000","33,664,000"
"10007796","The University of Leicester","325,713,000","199,018,000","77,478,000","29,493,000","305,989,000","293,003,000"
"10007151","The University of Lincoln","174,395,000","142,421,000","13,838,000","7,095,000","163,354,000","173,654,000"
"10003956","Liverpool Hope University","50,671,000","43,557,000","1,465,000","1,201,000","46,223,000","47,560,000"
"10003957","Liverpool John Moores University","236,788,000","212,698,000","16,671,000","6,362,000","235,731,000","217,013,000"
"10006842","The University of Liverpool","583,451,000","368,454,000","127,159,000","65,853,000","561,466,000","528,743,000"
"10007162","University of the Arts, London","335,541,000","292,149,000","5,826,000","14,373,000","312,348,000","327,188,000"
"10007797","University of London (Institutes and activities)","155,413,000","72,678,000","2,848,000","44,517,000","120,043,000","162,941,000"
"10004048","London Metropolitan University","95,102,000","86,797,000","1,638,000","6,640,000","95,075,000","103,786,000"
"10004063","London School of Economics and Political Science","420,906,000","237,541,000","54,120,000","100,851,000","392,512,000","339,809,000"
"10007771","London School of Hygiene and Tropical Medicine","242,898,000","29,617,000","189,939,000","22,940,000","242,496,000","219,846,000"
"10004113","Loughborough University","327,331,000","195,127,000","57,167,000","35,373,000","287,667,000","272,635,000"
"10004180","The Manchester Metropolitan University","346,896,000","297,536,000","17,317,000","16,215,000","331,068,000","341,476,000"
"10007798","The University of Manchester","1,064,196,000","554,670,000","344,105,000","126,106,000","1,024,881,000","945,308,000"
"10004351","Middlesex University","213,466,000","175,750,000","8,348,000","21,001,000","205,099,000","216,824,000"
"10007799","Newcastle University","544,232,000","326,225,000","135,450,000","65,276,000","526,951,000","485,968,000"
"10007138","The University of Northampton","","","","","",""
"10001282","University of Northumbria at Newcastle","277,178,000","230,972,000","17,717,000","18,782,000","267,471,000","271,299,000"
"10007154","University of Nottingham","710,494,000","433,591,000","159,035,000","83,012,000","675,638,000","616,505,000"
"10004797","The Nottingham Trent University","339,131,000","304,028,000","12,023,000","16,315,000","332,366,000","332,479,000"
"10004930","Oxford Brookes University","198,582,000","144,669,000","11,767,000","20,671,000","177,107,000","208,007,000"
"10007774","The University of Oxford","2,536,311,000","442,324,000","793,494,000","1,298,153,000","2,533,971,000","2,145,496,000"
"10007801","University of Plymouth","227,993,000","167,172,000","20,582,000","37,839,000","225,593,000","224,280,000"
"10007155","The University of Portsmouth","273,553,000","241,321,000","14,979,000","11,451,000","267,751,000","268,128,000"
"10005337","Queen Margaret University, Edinburgh","40,437,000","29,596,000","3,914,000","3,055,000","36,565,000","40,916,000"
"10007775","Queen Mary University of London","512,462,000","305,574,000","153,337,000","37,291,000","496,202,000","441,162,000"
"10007802","The University of Reading","313,843,000","200,279,000","56,367,000","50,136,000","306,782,000","282,946,000"
"10005500","Robert Gordon University","92,853,000","78,011,000","4,922,000","6,093,000","89,026,000","101,460,000"
"10005523","Rose Bruford College of Theatre and Performance","10,139,000","8,413,000","64,000","449,000","8,926,000","9,731,000"
"10007816","The Royal Central School of Speech and Drama","19,830,000","17,409,000","1,181,000","1,167,000","19,757,000","19,734,000"
"10005553","Royal Holloway and Bedford New College","188,941,000","127,653,000","31,651,000","8,683,000","167,987,000","167,750,000"
"10007779","The Royal Veterinary College","108,874,000","51,537,000","22,199,000","32,902,000","106,638,000","90,192,000"
"10007803","The University of St. Andrews","261,673,000","128,219,000","59,807,000","44,813,000","232,839,000","230,638,000"
"10007782","St George's, University of London","86,723,000","54,202,000","14,224,000","15,919,000","84,345,000","85,881,000"
"10008026","St Mary's University College","9,298,000","8,541,000","9,000","620,000","9,170,000","9,073,000"
"10007843","St Mary's University, Twickenham","51,277,000","42,027,000","911,000","2,845,000","45,783,000","52,610,000"
"10007156","The University of Salford","213,803,000","179,941,000","11,298,000","14,536,000","205,775,000","185,730,000"
"10007780","SOAS University of London","89,162,000","66,925,000","14,033,000","6,650,000","87,608,000","81,081,000"
"10005700","SRUC","81,701,000","27,063,000","18,272,000","34,565,000","79,900,000","84,934,000"
"10005790","Sheffield Hallam University","290,460,000","259,115,000","16,487,000","12,177,000","287,779,000","299,027,000"
"10007157","The University of Sheffield","737,556,000","400,949,000","217,647,000","91,207,000","709,803,000","609,241,000"
"10006022","Solent University","105,808,000","93,441,000","341,000","4,246,000","98,028,000","110,245,000"
"10007158","The University of Southampton","583,344,000","292,070,000","172,843,000","86,853,000","551,766,000","486,725,000"
"10006299","Staffordshire University","122,775,000","105,599,000","1,505,000","11,168,000","118,272,000","117,233,000"
"10007804","The University of Stirling","121,339,000","75,423,000","21,439,000","9,332,000","106,194,000","108,728,000"
"10037449","University of St Mark and St John","27,380,000","22,638,000","188,000","2,682,000","25,508,000","28,892,000"
"10007805","The University of Strathclyde","334,821,000","187,170,000","105,933,000","34,061,000","327,164,000","298,743,000"
"10014001","University of Suffolk","71,054,000","67,261,000","327,000","3,458,000","71,046,000","56,509,000"
"10007160","The University of Surrey","315,165,000","189,215,000","62,236,000","32,242,000","283,693,000","264,405,000"
"10007855","Swansea University","317,505,000","181,972,000","72,719,000","39,068,000","293,759,000","285,089,000"
"10007161","Teesside University","150,550,000","130,874,000","5,116,000","10,431,000","146,421,000","147,259,000"
"10008017","Trinity Laban Conservatoire of Music and Dance","28,541,000","20,003,000","255,000","6,271,000","26,529,000","24,301,000"
"10007858","University of Wales Trinity Saint David","149,296,000","121,794,000","733,000","22,592,000","145,119,000","144,167,000"
"10007114","University of the Highlands and Islands","147,138,000","113,759,000","19,797,000","13,582,000","147,138,000","147,325,000"
"10007807","Ulster University","214,619,000","153,877,000","45,602,000","13,875,000","213,354,000","196,604,000"
"10007784","University College London","1,543,741,000","667,825,000","630,765,000","203,999,000","1,502,589,000","1,337,139,000"
"10007793","University of South Wales","198,832,000","165,078,000","10,205,000","17,394,000","192,677,000","199,377,000"
"10007163","The University of Warwick","679,843,000","384,724,000","173,400,000","84,585,000","642,709,000","557,749,000"
"10007164","University of the West of England, Bristol","303,169,000","240,198,000","21,049,000","22,483,000","283,730,000","300,552,000"
"10007800","The University of the West of Scotland","121,971,000","108,094,000","7,363,000","2,297,000","117,754,000","124,120,000"
"10006566","The University of West London","116,017,000","99,777,000","857,000","8,261,000","108,895,000","106,182,000"
"10007165","The University of Westminster","216,377,000","187,774,000","9,092,000","12,429,000","209,295,000","197,236,000"
"10003614","The University of Winchester","80,906,000","68,089,000","1,153,000","2,713,000","71,955,000","79,442,000"
"10007166","The University of Wolverhampton","181,190,000","147,954,000","8,109,000","19,840,000","175,903,000","185,844,000"
"10007139","University of Worcester","94,078,000","81,877,000","2,001,000","3,959,000","87,837,000","92,591,000"
"10007833","Wrexham University","36,980,000","30,856,000","908,000","3,492,000","35,256,000","36,625,000"
"10007713","York St John University","68,825,000","59,937,000","846,000","1,370,000","62,153,000","69,416,000"
"10007167","The University of York","376,482,000","219,248,000","93,628,000","37,151,000","350,027,000","354,751,000"
