﻿Title:,"Table 16 - HE qualifiers by HE provider and level of qualification obtained"
Subtitle:,"Academic years 2014/15 to 2023/24"
Reference ID:,DT051 Table 16
Data source:,HESA
Data source link:,https://www.hesa.ac.uk/data-and-analysis/students/table-16
Data file canonical link:,https://www.hesa.ac.uk/data-and-analysis/students/table-16.csv
Licence:,Creative Commons Attribution 4.0 International Licence
Date:,2025
Filters:,Country of HE provider,All 
,Region of HE provider,All 
,Academic year,2023/24 
Search:,


"UKPRN","HE provider","Doctorate research","Other postgraduate research","Master's taught","Postgraduate Certificate in Education","Other postgraduate taught","Total postgraduate","First degree","Foundation degree","HNC/HND","Professional Graduate Certificate in Education","Other undergraduate","Total undergraduate","Total"
"10031982","BPP University","0","0","11,045","0","1,305","12,350","530","55","0","0","290","875","13,225"
"10007785","The University of Bradford","85","5","2,740","0","595","3,420","1,925","10","0","0","400","2,335","5,760"
"10000886","The University of Brighton","45","0","900","160","480","1,585","3,375","85","0","90","375","3,925","5,510"
"10000936","The University College of Osteopathy","0","0","5","0","60","65","80","0","0","0","15","95","160"
"10007786","The University of Bristol","515","115","4,175","115","415","5,335","6,660","0","0","0","220","6,885","12,215"
"10028216","Brit College","0","0","0","0","0","0","0","0","25","0","0","25","25"
"10023464","Trinity College Bristol","5","0","15","0","5","25","5","0","0","0","15","20","45"
"10000961","Brunel University London","90","0","2,985","90","625","3,790","3,065","35","0","0","515","3,610","7,400"
"10000975","Buckinghamshire New University","0","0","610","25","255","890","3,900","115","0","0","1,115","5,130","6,025"
"10007787","The University of Buckingham","20","35","260","280","45","635","290","0","0","0","5","295","930"
"10019368","London College of Business Studies","0","0","0","0","0","0","0","0","65","0","110","170","170"
"10010308","Cambridge Arts and Sciences Limited","0","0","15","0","0","15","20","0","0","0","35","55","70"
"10007788","The University of Cambridge","1,275","220","3,355","215","340","5,405","3,735","0","0","0","385","4,120","9,525"
"10032072","The Cambridge Theological Federation","0","0","10","0","10","20","15","0","0","0","20","35","55"
"10003324","The Institute of Cancer Research","50","0","10","0","40","100","0","0","0","0","0","0","100"
"10001143","Canterbury Christ Church University","105","25","730","145","555","1,555","2,195","210","0","40","620","3,065","4,620"
"10007814","Cardiff University","445","30","3,245","0","910","4,630","6,130","0","0","0","510","6,645","11,270"
"10034450","Cardiff and Vale College","0","0","0","0","0","0","0","0","40","0","0","40","40"
"10086359","Caspian School of Academics","0","0","0","0","0","0","0","0","0","0","170","170","170"
"10007854","Cardiff Metropolitan University","35","0","2,230","370","200","2,830","2,065","45","10","10","305","2,440","5,270"
"10057213","CEG UFP Limited","0","0","0","0","0","0","0","0","0","0","540","540","540"
"10001264","Central School of Ballet","0","0","0","0","0","0","30","40","0","0","5","75","75"
"10021550","Centre for Alternative Technology","0","0","115","0","35","145","0","0","0","0","0","0","145"
"10007141","The University of Central Lancashire","80","135","2,175","0","760","3,150","3,520","80","0","0","595","4,195","7,345"
"10024024","Central Film School London","0","0","15","0","0","20","50","0","0","0","0","50","65"
"10007848","University of Chester","40","20","2,475","245","1,000","3,780","2,050","50","0","0","480","2,580","6,360"
"10007137","The University of Chichester","10","0","200","85","125","420","1,400","30","0","15","180","1,625","2,045"
"10001386","Chicken Shed Theatre Company","0","0","0","0","0","0","20","25","0","0","0","45","45"
"10001546","The College of Integrated Chinese Medicine","0","0","0","0","0","0","40","0","0","0","0","40","40"
"10026921","Christ the Redeemer College","0","0","0","0","5","5","25","0","25","0","0","55","55"
"10010213","The City College","0","0","0","0","0","0","0","0","130","0","45","175","175"
"10001478","City, University of London","120","0","2,860","0","640","3,620","3,130","15","0","0","545","3,690","7,310"
"10007912","Cliff College","0","0","10","0","5","15","15","0","0","0","0","15","30"
"10066502","The College of Health Ltd","0","0","20","0","0","20","45","0","0","0","15","60","80"
"10041295","College Cambria","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10008912","Coleg Gwent","0","0","0","0","0","0","0","0","40","0","0","40","40"
"10023442","The College of Osteopaths","0","0","0","0","0","0","25","0","0","0","0","25","25"
"10081618","The Council of the Inns of Court","0","0","0","0","120","120","0","0","0","0","0","0","120"
"10007761","Courtauld Institute of Art","10","0","215","0","35","255","80","0","0","0","0","80","335"
"10034324","Court Theatre Training Company Ltd","0","0","0","0","0","0","20","0","0","0","0","20","20"
"10001726","Coventry University","120","0","7,955","400","1,170","9,640","5,995","150","135","0","515","6,790","16,435"
"10007822","Cranfield University","155","15","2,390","0","225","2,785","0","0","0","0","0","0","2,785"
"10006427","University for the Creative Arts","10","0","1,355","0","260","1,625","1,300","0","0","0","235","1,535","3,160"
"10007842","University of Cumbria","5","0","130","500","190","825","1,765","80","0","5","285","2,130","2,955"
"10026767","Dartington Hall Trust (The)","0","0","75","0","25","100","0","0","0","0","20","20","120"
"10015688","David Game College Ltd","0","0","0","0","0","0","0","0","135","0","0","135","135"
"10001883","De Montfort University","95","10","3,135","0","835","4,070","5,645","85","40","0","1,255","7,025","11,095"
"10007851","University of Derby","40","5","2,450","190","730","3,410","3,915","185","0","0","420","4,520","7,930"
"10007852","The University of Dundee","135","20","2,725","145","565","3,590","2,540","0","0","0","200","2,740","6,330"
"10007143","University of Durham","380","65","2,245","100","130","2,920","5,670","0","0","0","295","5,960","8,880"
"10007789","The University of East Anglia","290","50","1,770","190","520","2,820","3,285","30","0","0","500","3,810","6,630"
"10007144","The University of East London","25","0","5,225","80","260","5,590","2,710","145","0","0","925","3,780","9,370"
"10032282","The Queen's Foundation for Ecumenical Theological Education","0","0","25","0","10","35","25","0","0","0","70","90","125"
"10007823","Edge Hill University","20","15","605","470","775","1,885","2,805","50","0","0","415","3,270","5,155"
"10007772","Edinburgh Napier University","30","5","2,140","30","370","2,575","2,325","0","0","0","235","2,560","5,135"
"10007790","The University of Edinburgh","910","275","6,460","245","1,325","9,210","7,385","0","0","0","620","8,005","17,215"
"10022047","Empire College London Limited","0","0","0","0","0","0","0","0","85","0","70","150","150"
"10042570","Escape Studios","0","0","40","0","5","45","200","0","0","0","25","225","275"
"10007791","The University of Essex","225","20","3,250","0","700","4,195","3,190","105","0","0","560","3,860","8,055"
"10008173","University College of Estate Management","0","0","420","0","25","445","295","0","0","0","40","335","780"
"10002313","ESCP Europe Business School","0","0","100","0","0","100","0","0","0","0","0","0","100"
"10007792","The University of Exeter","445","30","3,640","225","820","5,160","8,395","0","0","0","920","9,315","14,475"
"10008640","Falmouth University","5","0","545","0","125","675","1,790","15","0","0","100","1,910","2,580"
"10045476","Met Film School Limited","0","0","180","0","0","180","150","0","0","0","15","165","345"
"10004511","The National Film and Television School","0","0","160","0","150","305","0","0","0","0","0","0","305"
"10022087","Futureworks","0","0","0","0","0","0","115","0","0","0","30","145","145"
"10042500","Global Banking School Limited","0","0","0","0","0","0","0","0","710","0","295","1,005","1,005"
"10007762","Glasgow Caledonian University","65","0","3,100","0","780","3,945","3,090","0","0","0","530","3,620","7,560"
"10002681","Glasgow School of Art","10","10","455","0","105","575","425","0","0","0","50","475","1,050"
"10007794","The University of Glasgow","635","65","8,625","195","845","10,365","4,555","0","0","0","390","4,950","15,315"
"10007145","University of Gloucestershire","25","15","1,045","85","115","1,285","1,650","50","0","15","335","2,050","3,335"
"10002718","Goldsmiths College","90","0","2,255","100","65","2,510","1,300","0","0","0","75","1,375","3,885"
"10030408","Gower College Swansea","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10007146","The University of Greenwich","60","5","4,440","90","575","5,170","4,335","75","50","65","275","4,795","9,965"
"10007825","Guildhall School of Music and Drama","5","0","180","0","15","205","185","0","0","0","10","195","400"
"10040812","Harper Adams University","5","5","80","0","175","270","470","25","0","0","55","545","815"
"10080811","Hartpury University","5","0","80","0","50","135","520","5","0","0","140","665","800"
"10007764","Heriot-Watt University","150","5","1,425","0","335","1,915","1,555","0","0","0","400","1,960","3,875"
"10007147","University of Hertfordshire","80","10","7,940","170","1,570","9,775","3,480","195","0","5","490","4,175","13,950"
"10007148","The University of Huddersfield","180","45","1,820","105","350","2,495","3,025","85","0","15","805","3,930","6,425"
"10007149","The University of Hull","125","30","3,105","5","410","3,680","2,480","50","0","0","420","2,950","6,625"
"10003239","ICON College of Technology and Management","0","0","0","0","0","0","160","0","160","0","0","320","320"
"10003270","Imperial College of Science, Technology and Medicine","1,055","565","4,675","0","195","6,490","3,405","0","0","0","55","3,460","9,945"
"10003284","Inchbald School of Design Limited","0","0","5","0","0","5","15","0","0","0","5","20","25"
"10013220","Institute of Art - London Limited","0","0","135","0","10","145","0","0","0","0","0","0","145"
"10067388","The Institute of Ismaili Studies","0","0","45","0","0","45","0","0","0","0","0","0","45"
"10035638","Institute of Contemporary Music Performance","0","0","120","0","0","120","205","0","0","0","200","410","525"
"10082728","INTO University Partnerships Limited","0","0","0","0","0","0","0","0","0","0","75","75","75"
"10029682","The Islamic College","0","0","10","0","0","10","0","0","0","0","0","0","15"
"10067601","JSA Education Group Ltd.","0","0","5","0","0","5","10","0","0","0","5","15","20"
"10082570","Kaplan International Colleges U.K. Limited","0","0","0","0","0","0","0","0","0","0","880","880","880"
"10021682","Kaplan Open Learning (Essex) Limited","0","0","140","0","110","250","100","0","0","0","115","215","465"
"10007767","Keele University","45","5","960","0","395","1,410","1,960","25","0","0","255","2,240","3,650"
"10007150","The University of Kent","160","50","1,455","0","250","1,915","3,510","30","0","0","170","3,710","5,625"
"10003645","King's College London","725","10","8,000","165","1,265","10,165","6,805","0","0","0","370","7,180","17,340"
"10003678","Kingston University","55","5","2,940","120","305","3,425","3,325","230","10","0","560","4,130","7,555"
"10003758","LAMDA Limited","0","0","70","0","0","70","40","10","0","0","0","55","125"
"10007768","The University of Lancaster","285","25","1,770","0","365","2,450","3,940","0","0","0","375","4,315","6,765"
"10003854","Leeds Arts University","0","0","65","0","0","70","665","0","0","0","55","720","785"
"10003861","Leeds Beckett University","70","15","3,865","230","650","4,830","4,055","35","5","0","540","4,630","9,460"
"10003798","Le Cordon Bleu Limited","0","0","0","0","0","0","0","0","0","0","415","415","415"
"10034449","Leeds Conservatoire","0","0","70","0","0","75","365","25","0","0","35","420","495"
"10007795","The University of Leeds","670","30","6,850","0","535","8,090","8,095","30","0","0","290","8,415","16,505"
"10003863","Leeds Trinity University","0","0","220","170","315","710","1,325","15","0","15","545","1,900","2,610"
"10082828","College of Legal Practice Limited","0","0","25","0","0","25","0","0","0","0","15","15","40"
"10007796","The University of Leicester","270","10","2,060","90","565","2,995","2,960","0","0","10","325","3,295","6,290"
"10089591","LIBF Limited","0","0","0","0","0","0","85","0","0","0","40","125","125"
"10007151","The University of Lincoln","65","45","2,880","0","535","3,525","3,085","120","0","0","455","3,665","7,190"
"10036456","Academy of Live Technology Ltd","0","0","5","0","0","5","45","0","0","0","10","55","60"
"10003956","Liverpool Hope University","20","0","260","260","70","610","1,100","0","0","0","200","1,300","1,910"
"10003957","Liverpool John Moores University","80","5","1,575","165","1,610","3,440","6,000","40","20","0","610","6,675","10,110"
"10003945","The Liverpool Institute for Performing Arts","0","0","55","0","0","55","265","0","0","0","65","330","385"
"10006842","The University of Liverpool","530","70","2,895","0","530","4,025","6,540","0","0","0","185","6,720","10,750"
"10003958","Liverpool School of Tropical Medicine","15","0","55","0","90","155","0","0","0","0","0","0","155"
"10007820","Grŵp Llandrillo Menai","0","0","0","25","0","25","85","85","25","0","200","395","420"
"10007162","University of the Arts, London","45","0","2,915","0","185","3,145","4,920","0","0","0","535","5,455","8,600"
"10013109","London Bridge Business Academy","0","0","0","0","0","0","0","0","55","0","0","55","55"
"10007769","London Business School","20","0","1,445","0","0","1,465","0","0","0","0","0","0","1,465"
"10030391","London Churchill College Ltd","0","0","0","0","0","0","0","0","315","0","0","315","315"
"10007797","University of London (Institutes and activities)","20","0","265","0","140","425","90","0","0","0","20","110","535"
"10039082","City and Guilds of London Art School","0","0","25","0","0","25","45","0","0","0","85","125","155"
"10023434","London School of Commerce & IT Limited","0","0","0","0","0","0","0","0","10","0","15","25","25"
"10004036","London Film School Limited","0","0","195","0","5","200","0","0","0","0","0","0","200"
"10015506","The London College","0","0","0","0","0","0","135","0","260","0","0","395","395"
"10004048","London Metropolitan University","20","0","2,030","100","225","2,375","2,025","5","0","20","240","2,290","4,665"
"10032594","London School of Academics Ltd","0","0","0","0","0","0","0","0","0","0","130","130","130"
"10004078","London South Bank University","40","0","1,210","30","445","1,725","3,145","50","240","15","380","3,825","5,550"
"10004063","London School of Economics and Political Science","125","5","5,595","0","25","5,750","1,590","0","0","0","5","1,590","7,340"
"10007771","London School of Hygiene and Tropical Medicine","80","0","520","0","0","600","0","0","0","0","0","0","600"
"10022285","London School of Management Education","0","0","15","0","0","15","135","0","0","0","55","190","205"
"10004075","London School of Theology","0","0","5","0","0","10","40","0","0","0","25","65","75"
"10004079","London Studio Centre","0","0","10","0","0","15","80","10","0","0","10","95","110"
"10062810","The London School of Architecture","0","0","0","0","40","40","0","0","0","0","0","0","40"
"10004035","The Film Education Training Trust Limited","0","0","50","0","10","60","45","0","0","0","0","45","105"
"10067623","The London Interdisciplinary School Ltd","0","0","10","0","0","10","45","0","0","0","0","45","55"
"10004113","Loughborough University","235","5","2,280","60","80","2,655","4,050","0","0","0","175","4,225","6,885"
"10009612","Luther King House Educational Trust","0","0","10","0","10","20","5","0","0","0","5","10","30"
"10042679","International Business College Manchester Limited","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10004180","The Manchester Metropolitan University","100","20","3,555","395","760","4,830","7,850","20","0","0","550","8,420","13,250"
"10007798","The University of Manchester","1,035","50","7,240","305","825","9,455","9,310","0","0","0","410","9,715","19,170"
"10009527","Istituto Marangoni Limited","0","0","230","0","10","245","240","0","0","0","15","260","500"
"10023452","The Markfield Institute of Higher Education","0","0","20","0","0","20","30","0","0","0","5","40","60"
"10023453","Matrix College of Counselling and Psychotherapy Ltd","0","0","0","0","0","0","30","0","0","0","5","35","35"
"10020416","Missio Dei","0","0","15","0","0","15","0","0","0","0","0","0","15"
"10030776","St Mellitus College","0","0","35","0","5","40","30","5","0","0","65","100","140"
"10004320","The Metanoia Institute","0","0","105","0","20","125","55","0","0","0","5","65","190"
"10004351","Middlesex University","85","10","2,205","115","340","2,760","3,390","95","0","15","1,090","4,590","7,350"
"10032277","The Minster Centre","0","0","20","0","10","30","0","0","0","0","0","0","30"
"10049370","MLA College","0","0","10","0","10","20","35","0","0","0","0","35","55"
"10004450","Mountview Academy of Theatre Arts","0","0","160","0","5","165","110","15","0","0","0","125","290"
"10023777","Mont Rose College of Management and Sciences","0","0","0","0","0","0","0","0","180","0","65","245","245"
"10023454","Moorlands College","0","0","25","0","10","35","25","0","0","0","5","30","65"
"10055902","Multiverse","0","0","0","0","0","0","10","0","0","0","0","10","10"
"10001444","National Centre for Circus Arts","0","0","0","0","0","0","20","25","0","0","0","50","50"
"10000216","All Nations Christian College","0","0","15","0","0","15","10","0","0","0","5","15","30"
"10004538","Nazarene Theological College","5","0","30","0","0","35","15","0","0","0","0","15","45"
"10030129","Nelson College London Ltd","0","0","10","0","0","10","140","15","610","0","0","770","780"
"10023456","Newbold College","0","0","10","0","5","15","5","0","0","0","10","15","35"
"10007799","Newcastle University","450","285","3,245","105","485","4,570","5,540","0","0","0","540","6,080","10,655"
"10067406","New Model Institute for Technology and Engineering (NMITE)","0","0","0","0","0","0","5","0","0","0","5","5","5"
"10048199","Northeastern University London","0","0","55","0","0","55","85","0","0","0","10","95","150"
"10008397","Norland College","0","0","0","0","0","0","90","0","0","0","0","90","90"
"10007138","The University of Northampton","30","0","2,640","50","655","3,375","2,545","95","0","0","1,135","3,775","7,150"
"10009614","Grŵp NPTC Group","0","0","0","0","0","0","0","0","95","0","0","95","95"
"10008816","Northern School of Contemporary Dance","0","0","60","0","0","60","50","0","0","0","45","95","155"
"10004740","Northern College of Acupuncture","0","0","10","0","0","10","25","0","0","0","5","25","40"
"10001282","University of Northumbria at Newcastle","170","0","5,845","90","915","7,020","5,500","0","0","10","1,045","6,555","13,575"
"10004775","Norwich University of the Arts","0","0","60","0","15","75","740","0","0","0","70","810","885"
"10007154","University of Nottingham","740","110","3,970","145","420","5,385","7,685","0","0","0","550","8,235","13,620"
"10004797","The Nottingham Trent University","140","0","3,150","110","760","4,160","9,005","315","50","80","910","10,360","14,525"
"10007773","The Open University","100","0","1,705","130","570","2,510","12,025","135","0","0","6,870","19,030","21,540"
"10004930","Oxford Brookes University","80","10","1,925","75","385","2,475","3,025","175","0","0","410","3,610","6,085"
"10007774","The University of Oxford","1,445","75","3,655","120","560","5,860","3,470","0","0","15","210","3,700","9,555"
"10066143","Paris Dauphine International","0","0","0","0","0","0","10","0","0","0","0","10","10"
"10083464","Peking University HSBC Business School UK Campus","0","0","45","0","0","45","0","0","0","0","0","0","45"
"10004028","The Place, London Contemporary Dance School (LCDS)","0","0","15","0","0","15","55","0","0","0","10","70","85"
"10005127","Arts University Plymouth","0","0","35","0","0","35","280","0","0","0","10","290","325"
"10007801","University of Plymouth","125","15","1,670","40","355","2,205","3,740","75","0","10","460","4,285","6,490"
"10019178","Point Blank Music School","0","0","0","0","0","0","210","0","0","0","75","285","285"
"10007155","The University of Portsmouth","130","5","4,445","115","335","5,025","4,840","30","45","0","475","5,390","10,415"
"10083476","The Prince's Foundation","0","0","10","0","0","10","0","0","0","0","0","0","10"
"10005337","Queen Margaret University, Edinburgh","10","0","485","25","275","800","925","0","0","0","185","1,110","1,910"
"10007775","Queen Mary University of London","390","10","5,200","0","640","6,240","5,330","0","0","0","280","5,610","11,850"
"10025197","University Centre Quayside Limited","0","0","0","0","0","0","25","0","0","0","20","45","45"
"10009292","Royal Academy of Dramatic Art","0","0","20","0","5","20","45","25","0","0","0","70","90"
"10005544","Royal Academy of Dance","0","0","5","10","0","15","25","0","0","0","55","85","100"
"10005378","Rambert School","0","0","5","0","0","5","45","50","0","0","0","100","105"
"10005389","Ravensbourne University London","0","0","330","0","40","365","635","0","0","0","105","740","1,105"
"10005470","Richmond, The American International University in London","0","0","240","0","0","245","90","0","0","0","15","105","350"
"10007802","The University of Reading","285","20","1,820","165","670","2,965","3,285","45","0","25","170","3,520","6,485"
"10086591","Regent's University London Limited","0","0","480","5","30","515","195","0","5","0","10","215","730"
"10021100","Regents Theological College","0","0","10","0","5","15","20","0","0","0","5","25","40"
"10023871","Results Consortium Limited","0","0","0","0","0","0","0","0","50","0","75","125","125"
"10062833","Raindance Educational Services Limited","0","0","0","0","0","0","0","0","20","0","0","20","20"
"10008455","Regent College London","0","0","295","0","5","300","265","160","190","0","110","720","1,020"
"10005500","Robert Gordon University","40","0","1,980","0","415","2,435","2,110","0","0","0","295","2,400","4,840"
"10007776","Roehampton University","60","0","2,950","265","325","3,600","1,605","20","0","5","480","2,115","5,715"
"10005523","Rose Bruford College of Theatre and Performance","0","0","65","0","5","65","290","0","0","0","80","370","435"
"10007835","Royal Academy of Music","10","0","185","0","20","215","80","0","0","0","10","90","305"
"10005545","Royal Agricultural University","0","5","105","0","10","115","265","50","0","0","30","345","460"
"10007777","Royal College of Art","45","0","1,250","0","5","1,305","0","0","0","0","145","145","1,450"
"10007778","Royal College of Music","10","0","140","0","65","210","120","0","0","0","15","135","345"
"10005561","Royal Conservatoire of Scotland","10","0","145","10","10","170","235","0","0","0","20","255","425"
"10007816","The Royal Central School of Speech and Drama","5","0","260","0","5","270","185","0","0","0","10","195","465"
"10005553","Royal Holloway and Bedford New College","145","25","1,135","0","255","1,555","2,770","0","0","0","105","2,875","4,430"
"10007837","Royal Northern College of Music","5","0","120","0","50","175","165","0","0","0","5","170","345"
"10007779","The Royal Veterinary College","30","5","65","0","65","165","405","55","0","0","35","495","665"
"10007803","The University of St. Andrews","245","40","895","0","65","1,250","2,240","0","0","0","130","2,370","3,615"
"10007839","SAE Education Limited","0","0","5","0","0","5","265","0","0","0","35","305","310"
"10007782","St George's, University of London","25","0","310","0","160","495","750","0","0","0","55","805","1,300"
"10008026","St Mary's University College","0","0","35","20","35","85","250","0","0","0","0","250","340"
"10007843","St Mary's University, Twickenham","10","5","635","225","90","970","900","95","0","0","70","1,065","2,035"
"10007156","The University of Salford","95","25","3,420","0","420","3,960","4,275","145","25","0","530","4,970","8,930"
"10021256","The Salvation Army","0","0","0","0","0","0","0","0","0","0","10","10","10"
"10008362","London School of Science and Technology Limited","0","0","0","0","0","0","5","0","0","0","5","10","10"
"10007780","SOAS University of London","90","0","1,300","0","70","1,455","1,105","0","0","0","50","1,155","2,610"
"10005700","SRUC","0","0","20","0","0","20","175","0","500","0","30","705","725"
"10005790","Sheffield Hallam University","75","5","4,895","370","1,005","6,350","5,530","25","10","10","1,125","6,700","13,050"
"10007157","The University of Sheffield","745","10","5,570","45","825","7,200","5,375","120","20","0","140","5,660","12,855"
"10023458","The Sherwood Psychotherapy Training Institute Limited","0","0","25","0","0","25","30","0","0","0","0","35","60"
"10006022","Solent University","5","0","685","0","85","780","1,925","75","330","0","325","2,650","3,430"
"10007158","The University of Southampton","505","60","6,425","125","390","7,500","4,140","0","0","0","265","4,405","11,905"
"10006093","Spurgeon's College","0","0","20","0","5","20","10","0","0","0","20","30","55"
"10006299","Staffordshire University","35","0","1,495","70","400","2,005","3,510","480","15","0","865","4,875","6,880"
"10008098","Study Group","0","0","0","0","0","0","0","0","0","0","1,910","1,910","1,910"
"10007804","The University of Stirling","85","0","1,360","0","845","2,290","2,040","0","0","0","315","2,355","4,650"
"10037449","University of St Mark and St John","0","5","115","140","110","375","545","30","0","5","60","640","1,015"
"10090767","St Padarn's Institute","0","0","20","0","5","25","15","0","0","0","25","40","65"
"10008010","Stranmillis University College","0","0","55","15","100","175","315","0","0","0","0","315","490"
"10007805","The University of Strathclyde","335","15","3,465","480","995","5,290","3,195","0","0","0","430","3,625","8,915"
"10014001","University of Suffolk","5","0","145","0","125","280","2,250","125","5","15","640","3,035","3,315"
"10007159","The University of Sunderland","35","0","3,950","195","1,090","5,270","3,755","455","0","15","925","5,150","10,420"
"10007160","The University of Surrey","260","5","1,745","0","360","2,370","2,385","0","0","0","190","2,575","4,945"
"10007806","The University of Sussex","230","5","4,815","405","430","5,875","4,325","0","0","0","170","4,495","10,375"
"10007855","Swansea University","185","70","2,475","80","435","3,250","3,900","15","0","0","370","4,285","7,535"
"10083403","The Engineering and Design Institute London","0","0","0","0","0","0","5","0","0","0","5","10","10"
"10007161","Teesside University","70","0","3,925","50","1,515","5,555","2,690","380","305","30","400","3,800","9,360"
"10082743","ThinkSpace Education Limited","0","0","40","0","0","40","0","0","0","0","0","0","40"
"10008017","Trinity Laban Conservatoire of Music and Dance","5","0","120","0","30","155","250","0","0","0","95","345","500"
"10007858","University of Wales Trinity Saint David","55","5","1,000","195","220","1,475","1,740","95","145","55","2,450","4,485","5,960"
"10068157","University Centre Peterborough","0","0","0","0","5","5","125","15","190","0","5","340","345"
"10007114","University of the Highlands and Islands","20","10","200","80","365","680","1,080","0","1,670","0","820","3,570","4,250"
"10007807","Ulster University","125","5","6,815","105","1,270","8,320","4,780","0","0","0","760","5,540","13,860"
"10039956","The University of Law","0","0","5,225","0","2,165","7,390","1,185","0","0","0","335","1,520","8,910"
"10024766","Union Foundation","0","0","10","0","0","10","0","0","0","0","10","10","20"
"10007784","University College London","1,205","405","12,860","670","1,570","16,715","6,975","0","190","0","145","7,305","24,020"
"10007793","University of South Wales","25","5","3,920","50","460","4,460","3,170","420","140","0","810","4,540","9,000"
"10029843","Waltham International College Limited","0","0","0","0","0","0","0","0","0","0","15","15","15"
"10007163","The University of Warwick","525","55","5,135","175","505","6,395","5,785","5","0","10","405","6,200","12,595"
"10007361","Waverley Abbey College","0","0","20","0","10","30","25","0","0","0","25","45","75"
"10007164","University of the West of England, Bristol","70","0","1,575","165","1,350","3,155","6,795","125","0","0","935","7,850","11,010"
"10007800","The University of the West of Scotland","50","0","2,780","135","440","3,405","2,775","0","0","0","265","3,040","6,450"
"10032288","West Dean College","0","0","25","0","0","25","25","20","0","0","85","130","155"
"10006566","The University of West London","20","0","1,690","0","215","1,925","2,560","165","0","0","255","2,980","4,905"
