﻿Title:,"Table 5 - Research grants and contracts - breakdown by source of income and HESA cost centre"
Subtitle:,"Academic years 2015/16 to 2023/24"
Reference ID:,DT031 Table 5
Data source:,HESA / OfS
Data source link:,https://www.hesa.ac.uk/data-and-analysis/finances/table-5
Data file canonical link:,https://www.hesa.ac.uk/data-and-analysis/finances/table-5.csv
Licence:,Creative Commons Attribution 4.0 International Licence
Date:,2024
Filters:,Country of HE provider,All 
,Region of HE provider,All 
,HESA cost centre▼101 Clinical medicine,102 Clinical dentistry,103 Nursing & allied health professions,104 Psychology & behavioural sciences,105 Health & community studies,106 Anatomy & physiology,107 Pharmacy & pharmacology,108 Sports science & leisure studies,109 Veterinary science,110 Agriculture, forestry & food science,111 Earth, marine & environmental sciences,112 Biosciences,113 Chemistry,114 Physics,115 General engineering,116 Chemical engineering,117 Mineral, metallurgy & materials engineering,118 Civil engineering,119 Electrical, electronic & computer engineering,120 Mechanical, aero & production engineering,121 IT, systems sciences & computer software engineering,122 Mathematics,123 Architecture, built environment & planning,124 Geography & environmental studies,125 Area studies,126 Archaeology,127 Anthropology & development studies,128 Politics & international studies,129 Economics & econometrics,130 Law,131 Social work & social policy,132 Sociology,133 Business & management studies,134 Catering & hospitality management,135 Education,136 Continuing education,137 Modern languages,138 English language & literature,139 History,140 Classics,141 Philosophy,142 Theology & religious studies,143 Art & design,144 Music, dance, drama & performing arts,145 Media studies,201 Total academic services,202 Central administration & services,203 General educational expenditure,204 Staff & student facilities,207 Total research grants and contracts,Co-investment from external sources on funding council-funded projects (included in Heads 1 to 4 above)Research income-in-kind (included in Heads 1 to 4 above)Total academic departments,Total administration & central services
,Academic year,2020/21 
,Financial year end,All 
Search:,


"","","","","(£000s)","",""
"UKPRN","HE Provider","Financial Year End","1a Biotechnology and Biological Sciences Research Council (BBSRC)","1b Medical Research Council (MRC)","1c Natural Environment Research Council (NERC)","1d Engineering and Physical Sciences Research Council (EPSRC)","1e Economic and Social Research Council (ESRC)","1f Arts & Humanities Research Council (AHRC)","1g Science & Technology Facilities Council (STFC)","1h UK Research and Innovation","1i Other","1j Total Research Councils"
"10000824","Bournemouth University","2021-07-31","0","0","0","0","0","0","0","0","0","0"
"10007785","The University of Bradford","2021-07-31","0","0","0","0","0","0","0","0","0","0"
"10000886","The University of Brighton","2021-07-31","45","76","0","0","164","4","0","65","4","358"
"10000936","The University College of Osteopathy","2021-07-31","0","0","0","0","0","0","0","0","0","0"
"10007786","The University of Bristol","2021-07-31","664","6,309","35","72","321","0","0","2,386","22","9,809"
"10000961","Brunel University London","2021-07-31","0","0","0","0","0","0","0","0","0","0"
"10000975","Buckinghamshire New University","2021-07-31","0","0","0","0","0","0","0","0","0","0"
"10007788","The University of Cambridge","2021-07-31","2,025","64,621","0","2,967","279","8","0","719","1,135","71,754"
"10003324","The Institute of Cancer Research","2021-07-31","(2)","511","0","15","0","0","0","0","0","524"
"10001143","Canterbury Christ Church University","2021-07-31","0","0","0","0","0","0","0","0","0","0"
"10007814","Cardiff University","2021-07-31","507","3,667","0","15","886","0","0","373","37","5,485"
"10007854","Cardiff Metropolitan University","2021-07-31","0","0","0","0","0","0","0","0","0","0"
"10007141","The University of Central Lancashire","2021-07-31","0","0","0","0","0","0","0","0","0","0"
"10024024","Central Film School London","2020-09-30","0","0","0","0","0","0","0","0","0","0"
"10007848","University of Chester","2021-07-31","0","0","0","0","0","0","0","0","0","0"
"10007137","The University of Chichester","2021-07-31","0","0","0","0","0","0","0","0","0","0"
"10001386","Chicken Shed Theatre Company","2021-03-31","0","0","0","0","0","0","0","0","0","0"
"10001478","City, University of London","2021-07-31","0","0","0","0","0","0","0","0","0","0"
"10007912","Cliff College","2020-08-31","0","0","0","0","0","0","0","0","0","0"
"10066502","The College of Health Ltd","2020-08-31","0","0","0","0","0","0","0","0","0","0"
"10001653","Conservatoire for Dance and Drama","2021-07-31","0","0","0","0","0","0","0","0","0","0"
"10007761","Courtauld Institute of Art","2021-07-31","0","0","0","0","0","0","0","0","0","0"
"10034324","Court Theatre Training Company Ltd","2020-08-31","0","0","0","0","0","0","0","0","0","0"
"10001726","Coventry University","2021-07-31","0","0","0","0","0","0","0","0","0","0"
"10007822","Cranfield University","2021-07-31","0","0","0","0","0","0","0","0","0","0"
"10006427","University for the Creative Arts","2021-07-31","0","0","0","0","0","0","0","0","0","0"
"10007842","University of Cumbria","2021-07-31","0","0","0","0","0","0","0","0","0","0"
"10001883","De Montfort University","2021-07-31","0","0","0","0","0","0","0","0","0","0"
"10007851","University of Derby","2021-07-31","0","0","0","0","0","0","0","0","0","0"
"10007852","The University of Dundee","2021-07-31","396","1,506","0","19","144","0","0","0","769","2,834"
"10007143","University of Durham","2021-07-31","0","0","0","0","0","0","0","0","0","0"
"10007789","The University of East Anglia","2021-07-31","308","112","0","0","0","0","0","0","0","420"
"10007144","The University of East London","2021-07-31","0","0","0","0","0","0","0","0","0","0"
"10032282","The Queen's Foundation for Ecumenical Theological Education","2020-08-31","0","0","0","0","0","0","0","0","0","0"
"10007823","Edge Hill University","2021-07-31","0","0","0","0","0","0","0","0","0","0"
"10007772","Edinburgh Napier University","2021-07-31","0","0","0","0","0","0","0","0","0","0"
"10007790","The University of Edinburgh","2021-07-31","2,087","29,912","6","1,596","590","13","(2)","304","5","34,511"
"10042570","Escape Studios","2020-12-31","0","0","0","0","0","0","0","0","0","0"
"10007791","The University of Essex","2021-07-31","0","0","0","0","0","0","0","0","0","0"
"10008173","University College of Estate Management","2021-07-31","0","0","0","0","0","0","0","0","0","0"
"10007792","The University of Exeter","2021-07-31","364","2,999","542","102","577","128","21","150","(4)","4,879"
"10008640","Falmouth University","2021-07-31","0","0","0","0","0","0","0","0","0","0"
"10004511","The National Film and Television School","2021-07-31","0","0","0","0","0","0","0","0","0","0"
"10022087","Futureworks","2020-08-31","0","0","0","0","0","0","0","0","0","0"
"10007762","Glasgow Caledonian University","2021-07-31","0","0","0","0","0","0","0","0","0","0"
"10002681","Glasgow School of Art","2021-07-31","0","0","0","0","0","0","0","0","0","0"
"10007794","The University of Glasgow","2021-07-31","1,312","17,060","4","783","800","3","20","991","2","20,975"
"10007145","University of Gloucestershire","2021-07-31","0","0","0","0","0","0","0","0","0","0"
"10002718","Goldsmiths College","2021-07-31","0","0","0","0","0","0","0","0","0","0"
"10007146","The University of Greenwich","2021-07-31","0","0","0","0","0","0","0","0","0","0"
"10007825","Guildhall School of Music and Drama","2021-03-31","0","0","0","0","0","0","0","0","0","0"
"10040812","Harper Adams University","2021-07-31","0","0","0","0","0","0","0","0","0","0"
"10080811","Hartpury University","2021-07-31","0","0","0","0","0","0","0","0","0","0"
"10007764","Heriot-Watt University","2021-07-31","0","0","0","0","0","0","0","0","0","0"
"10007147","University of Hertfordshire","2021-07-31","0","0","0","0","0","0","0","0","0","0"
"10007148","The University of Huddersfield","2021-07-31","0","0","0","0","0","0","0","0","0","0"
"10007149","The University of Hull","2021-07-31","0","88","0","0","0","0","0","0","0","88"
"10003239","ICON College of Technology and Management","2020-09-30","0","0","0","0","0","0","0","0","0","0"
"10003270","Imperial College of Science, Technology and Medicine","2021-07-31","4,553","26,683","918","3,396","397","3","0","2,200","277","38,427"
"10035638","Institute of Contemporary Music Performance","2021-05-31","0","0","0","0","0","0","0","0","0","0"
"10082570","Kaplan International Colleges U.K. Limited","2020-12-26","0","0","0","0","0","0","0","0","0","0"
"10021682","Kaplan Open Learning (Essex) Limited","2020-12-31","0","0","0","0","0","0","0","0","0","0"
"10007767","Keele University","2021-07-31","0","2","0","0","0","0","0","0","0","2"
"10007150","The University of Kent","2021-07-31","0","0","0","0","0","0","0","0","0","0"
"10003645","King's College London","2021-07-31","761","13,905","10","4,060","1,820","45","73","0","899","21,573"
"10003678","Kingston University","2021-07-31","0","0","0","0","0","0","0","0","0","0"
"10003758","LAMDA Limited","2021-07-31","0","0","0","0","0","0","0","0","0","0"
"10007768","The University of Lancaster","2021-07-31","40","396","0","62","1","0","0","10","29","538"
"10003854","Leeds Arts University","2021-07-31","0","0","0","0","0","0","0","0","0","0"
"10003861","Leeds Beckett University","2021-07-31","0","0","0","0","0","0","0","0","0","0"
"10034449","Leeds Conservatoire","2021-07-31","0","0","0","0","0","0","0","0","0","0"
"10007795","The University of Leeds","2021-07-31","288","2,389","0","309","116","0","0","829","42","3,973"
"10003863","Leeds Trinity University","2021-07-31","0","0","0","0","0","0","0","0","0","0"
"10007796","The University of Leicester","2021-07-31","4","1,976","0","0","23","0","0","299","2","2,304"
"10007151","The University of Lincoln","2021-07-31","0","0","0","0","0","0","0","0","0","0"
"10036456","Academy of Live Technology Ltd","2020-12-31","0","0","0","0","0","0","0","0","0","0"
"10003956","Liverpool Hope University","2021-07-31","0","0","0","0","0","0","0","0","0","0"
"10003957","Liverpool John Moores University","2021-07-31","0","0","0","0","0","0","0","0","0","0"
"10003945","The Liverpool Institute for Performing Arts","2021-07-31","0","0","0","0","0","0","0","0","0","0"
"10006842","The University of Liverpool","2021-07-31","362","3,450","0","575","100","(2)","112","928","6","5,531"
"10003958","Liverpool School of Tropical Medicine","2021-07-31","724","6,327","64","372","938","4","0","4,074","182","12,685"
"10007162","University of the Arts, London","2021-07-31","0","0","0","0","0","0","0","0","0","0"
"10013109","London Bridge Business Academy","2020-12-31","0","0","0","0","0","0","0","0","0","0"
"10007769","London Business School","2021-07-31","0","0","0","0","0","0","0","0","0","0"
"10007797","University of London (Institutes and activities)","2021-07-31","0","0","0","0","0","0","0","0","0","0"
"10004036","London Film School Limited","2020-08-31","0","0","0","0","0","0","0","0","0","0"
"10004048","London Metropolitan University","2021-07-31","0","0","0","0","0","0","0","0","0","0"
"10004078","London South Bank University","2021-07-31","0","0","0","0","0","0","0","0","0","0"
"10004063","London School of Economics and Political Science","2021-07-31","0","0","0","0","0","0","0","0","0","0"
"10007771","London School of Hygiene and Tropical Medicine","2021-07-31","2,126","37,264","328","5,471","3,791","118","0","619","53","49,770"
"10022285","London School of Management Education","2020-08-31","0","0","0","0","0","0","0","0","0","0"
"10004075","London School of Theology","2020-08-31","0","0","0","0","0","0","0","0","0","0"
"10062810","The London School of Architecture","2021-06-30","0","0","0","0","0","0","0","0","0","0"
"10008289","The London Institute of Banking & Finance","2021-07-31","0","0","0","0","0","0","0","0","0","0"
"10067623","The London Interdisciplinary School Ltd","2021-07-31","0","0","0","0","0","0","0","0","0","0"
"10004113","Loughborough University","2021-07-31","0","0","0","0","0","0","0","0","0","0"
"10009612","Luther King House Educational Trust","2020-08-31","0","0","0","0","0","0","0","0","0","0"
"10004180","The Manchester Metropolitan University","2021-07-31","0","0","0","0","0","0","0","0","0","0"
"10007798","The University of Manchester","2021-07-31","531","2,921","66","953","(7)","0","95","1","2,663","7,223"
"10030776","St Mellitus College","2021-07-31","0","0","0","0","0","0","0","0","0","0"
"10004320","The Metanoia Institute","2020-08-31","0","0","0","0","0","0","0","0","0","0"
"10004351","Middlesex University","2021-07-31","0","0","0","0","0","0","0","0","0","0"
"10023777","Mont Rose College of Management and Sciences","2020-08-31","0","0","0","0","0","0","0","0","0","0"
"10023454","Moorlands College","2021-06-30","0","0","0","0","0","0","0","0","0","0"
"10004538","Nazarene Theological College","2021-06-30","0","0","0","0","0","0","0","0","0","0"
"10030129","Nelson College London Ltd","2021-07-31","0","0","0","0","0","0","0","0","0","0"
"10007799","Newcastle University","2021-07-31","1,085","6,299","0","557","278","0","30","0","55","8,304"
"10067406","New Model Institute for Technology and Engineering (NMITE)","2021-07-31","0","0","0","0","0","0","0","0","0","0"
"10048199","Northeastern University London","2021-06-30","0","0","0","0","0","0","0","0","0","0"
"10007138","The University of Northampton","2021-07-31","0","0","0","0","0","0","0","0","0","0"
"10001282","University of Northumbria at Newcastle","2021-07-31","0","0","0","0","0","0","0","0","0","0"
"10004775","Norwich University of the Arts","2021-07-31","0","0","0","0","0","0","0","0","0","0"
"10007154","University of Nottingham","2021-07-31","507","3,975","0","612","58","15","30","220","(133)","5,284"
"10004797","The Nottingham Trent University","2021-07-31","0","0","0","0","0","0","0","0","0","0"
"10007773","The Open University","2021-07-31","0","0","0","0","0","0","0","0","0","0"
"10004930","Oxford Brookes University","2021-07-31","0","0","0","0","0","0","0","0","0","0"
"10007774","The University of Oxford","2021-07-31","2,711","48,462","429","2,509","1,026","148","0","376","308","55,969"
"10005127","Arts University Plymouth","2021-07-31","0","0","0","0","0","0","0","0","0","0"
"10007801","University of Plymouth","2021-07-31","0","135","0","0","0","0","0","14","21","170"
"10019178","Point Blank Music School","2020-12-31","0","0","0","0","0","0","0","0","0","0"
"10007155","The University of Portsmouth","2021-07-31","0","0","0","0","0","0","0","0","0","0"
"10005337","Queen Margaret University, Edinburgh","2021-07-31","0","0","0","0","0","0","0","0","0","0"
"10007775","Queen Mary University of London","2021-07-31","1,574","6,896","0","380","123","222","10","22","1,718","10,945"
"10009292","Royal Academy of Dramatic Art","2021-07-31","0","0","0","0","0","0","0","0","0","0"
"10005389","Ravensbourne University London","2021-07-31","0","0","0","0","0","0","0","0","0","0"
"10007802","The University of Reading","2021-07-31","0","0","0","0","0","0","0","0","0","0"
"10008455","Regent College London","2021-07-31","0","0","0","0","0","0","0","0","0","0"
"10005500","Robert Gordon University","2021-07-31","0","0","0","0","0","0","0","0","0","0"
"10007776","Roehampton University","2021-07-31","0","0","0","0","0","0","0","0","0","0"
"10005523","Rose Bruford College of Theatre and Performance","2021-07-31","0","0","0","0","0","0","0","0","0","0"
"10007835","Royal Academy of Music","2021-07-31","0","0","0","0","0","0","0","0","0","0"
"10005545","Royal Agricultural University","2021-07-31","0","0","0","0","0","0","0","0","0","0"
"10007777","Royal College of Art","2021-07-31","0","0","0","0","0","0","0","0","0","0"
"10007778","Royal College of Music","2021-07-31","0","0","0","0","0","0","0","0","0","0"
"10005561","Royal Conservatoire of Scotland","2021-07-31","0","0","0","0","0","0","0","0","0","0"
"10007816","The Royal Central School of Speech and Drama","2021-07-31","0","0","0","0","0","0","0","0","0","0"
"10005553","Royal Holloway and Bedford New College","2021-07-31","0","0","0","0","0","0","0","0","0","0"
"10007837","Royal Northern College of Music","2021-07-31","0","0","0","0","0","0","0","0","0","0"
"10007779","The Royal Veterinary College","2021-07-31","0","0","0","0","0","0","0","0","0","0"
"10007803","The University of St. Andrews","2021-07-31","0","307","0","2","67","0","0","206","28","610"
"10007839","SAE Education Limited","2021-06-30","0","0","0","0","0","0","0","0","0","0"
"10007782","St George's, University of London","2021-07-31","176","1,519","1","85","19","0","0","41","0","1,841"
"10008026","St Mary's University College","2021-07-31","0","0","0","0","0","0","0","0","0","0"
"10007843","St Mary's University, Twickenham","2021-07-31","0","0","0","0","0","0","0","0","0","0"
"10007156","The University of Salford","2021-07-31","0","0","0","0","0","0","0","0","0","0"
"10007780","SOAS University of London","2021-07-31","0","0","0","0","0","0","0","0","0","0"
"10005700","SRUC","2021-07-31","0","0","0","0","0","0","0","0","0","0"
"10005790","Sheffield Hallam University","2021-07-31","0","0","0","0","0","0","0","0","0","0"
"10007157","The University of Sheffield","2021-07-31","134","1,827","0","256","9","0","0","156","103","2,485"
"10006022","Solent University","2021-07-31","0","0","0","0","0","0","0","0","0","0"
"10007158","The University of Southampton","2021-07-31","396","4,783","98","499","53","0","0","421","5","6,255"
"10006093","Spurgeon's College","2021-07-31","0","0","0","0","0","0","0","0","0","0"
"10006299","Staffordshire University","2021-07-31","0","0","0","0","0","0","0","0","0","0"
"10007804","The University of Stirling","2021-07-31","0","0","0","0","0","0","0","0","0","0"
"10037449","University of St Mark and St John","2021-07-31","0","0","0","0","0","0","0","0","0","0"
"10008010","Stranmillis University College","2021-07-31","0","0","0","0","0","0","0","0","0","0"
"10007805","The University of Strathclyde","2021-07-31","121","(1)","0","165","12","0","227","0","57","581"
"10014001","University of Suffolk","2021-07-31","0","0","0","0","0","0","0","0","0","0"
"10007159","The University of Sunderland","2021-07-31","0","0","0","0","0","0","0","0","0","0"
"10007160","The University of Surrey","2021-07-31","0","0","0","0","0","0","0","0","0","0"
"10007806","The University of Sussex","2021-07-31","45","76","0","0","164","4","0","65","4","358"
"10007855","Swansea University","2021-07-31","334","1,670","0","9","1,331","0","0","169","1,124","4,637"
"10083403","The Engineering and Design Institute London","2021-07-31","0","0","0","0","0","0","0","0","0","0"
"10007161","Teesside University","2021-07-31","0","0","0","0","0","0","0","0","0","0"
"10082743","ThinkSpace Education Limited","2021-07-31","0","0","0","0","0","0","0","0","0","0"
"10008017","Trinity Laban Conservatoire of Music and Dance","2021-07-31","0","0","0","0","0","0","0","0","0","0"
"10007858","University of Wales Trinity Saint David","2021-07-31","0","0","0","0","0","0","0","0","0","0"
"10067648","University Academy 92 Limited","2021-07-31","0","0","0","0","0","0","0","0","0","0"
"10068157","University Centre Peterborough","2021-07-31","0","0","0","0","0","0","0","0","0","0"
"10007114","University of the Highlands and Islands","2021-07-31","0","0","0","0","0","0","0","0","0","0"
"10007807","Ulster University","2021-07-31","0","0","0","0","0","0","0","0","0","0"
"10039956","The University of Law","2020-11-30","0","0","0","0","0","0","0","0","0","0"
"10007784","University College London","2021-07-31","2,120","37,629","35","1,096","3,516","70","0","1,408","761","46,635"
"10007793","University of South Wales","2021-07-31","0","0","0","0","0","0","0","0","0","0"
"10008574","The University of Wales (central functions)","2021-07-31","0","0","0","0","0","0","0","0","0","0"
"10029843","Waltham International College Limited","2021-07-31","0","0","0","0","0","0","0","0","0","0"
"10007163","The University of Warwick","2021-07-31","43","328","0","79","98","91","0","109","11","759"
"10007361","Waverley Abbey College","2020-08-31","0","0","0","0","0","0","0","0","0","0"
"10007164","University of the West of England, Bristol","2021-07-31","0","0","0","0","0","0","0","0","0","0"
"10007800","The University of the West of Scotland","2021-07-31","0","0","0","0","0","0","0","0","0","0"
"10006566","The University of West London","2021-07-31","0","0","0","0","0","0","0","0","0","0"
"10007165","The University of Westminster","2021-07-31","0","0","0","0","0","0","0","0","0","0"
"10003614","The University of Winchester","2021-07-31","0","0","0","0","0","0","0","0","0","0"
"10007166","The University of Wolverhampton","2021-07-31","0","0","0","0","0","0","0","0","0","0"
"10007139","University of Worcester","2021-07-31","0","0","0","0","0","0","0","0","0","0"
"10007833","Wrexham University","2021-07-31","0","0","0","0","0","0","0","0","0","0"
"10007657","Writtle University College","2021-07-31","0","0","0","0","0","0","0","0","0","0"
"10007713","York St John University","2021-07-31","0","0","0","0","0","0","0","0","0","0"
"10007167","The University of York","2021-07-31","0","338","0","2","7","0","0","0","19","366"
"","Total","","29,351","349,052","2,753","23,180","18,775","959","616","19,106","10,484","454,276"
