﻿Title:,"Table 7 - HE academic staff by HE provider and employment conditions"
Subtitle:,"Academic years 2014/15 to 2023/24"
Reference ID:,DT025 Table 7
Data source:,HESA
Data source link:,https://www.hesa.ac.uk/data-and-analysis/staff/table-7
Data file canonical link:,https://www.hesa.ac.uk/data-and-analysis/staff/table-7.zip
Licence:,Creative Commons Attribution 4.0 International Licence
Date:,2025
Filters:,Country of HE provider,All 
,Region of HE provider,All 
,Mode of employment,All 
,Activity standard occupational classification,All 
,Academic year,2018/19 
Search:,


"UKPRN","HE provider","Female","Male","Other","Total academic staff"
"10007848","University of Chester","365","295","5","665"
"10007137","The University of Chichester","265","255","0","520"
"10001478","City, University of London","960","1,160","0","2,125"
"10001653","Conservatoire for Dance and Drama","165","145","0","310"
"10007761","Courtauld Institute of Art","25","10","0","40"
"10001726","Coventry University","1,220","1,410","0","2,630"
"10007822","Cranfield University","160","515","0","680"
"10006427","University for the Creative Arts","175","190","0","365"
"10007842","University of Cumbria","285","205","0","485"
"10001883","De Montfort University","750","790","0","1,540"
"10007851","University of Derby","745","715","0","1,460"
"10007852","The University of Dundee","670","730","0","1,405"
"10007143","University of Durham","660","1,060","0","1,720"
"10007789","The University of East Anglia","970","1,030","0","1,995"
"10007144","The University of East London","435","395","0","830"
"10007823","Edge Hill University","640","400","0","1,040"
"10007772","Edinburgh Napier University","395","445","0","840"
"10007790","The University of Edinburgh","3,265","4,045","0","7,310"
"10007791","The University of Essex","610","705","5","1,320"
"10007792","The University of Exeter","1,255","1,555","0","2,810"
"10008640","Falmouth University","130","180","0","310"
"10004511","The National Film and Television School","10","25","0","35"
"10007762","Glasgow Caledonian University","420","325","0","745"
"10002681","Glasgow School of Art","110","115","0","225"
"10007794","The University of Glasgow","1,965","2,310","0","4,275"
"10007145","University of Gloucestershire","280","330","0","610"
"10002718","Goldsmiths College","610","550","0","1,160"
"10007146","The University of Greenwich","610","665","0","1,275"
"10007825","Guildhall School of Music and Drama","320","445","0","765"
"10040812","Harper Adams University","85","105","0","190"
"10080811","Hartpury University","55","25","0","80"
"10007764","Heriot-Watt University","260","560","0","820"
"10007147","University of Hertfordshire","1,065","895","0","1,960"
"10007148","The University of Huddersfield","405","520","0","925"
"10007149","The University of Hull","460","565","0","1,025"
"10003270","Imperial College of Science, Technology and Medicine","1,505","2,880","5","4,390"
"10007767","Keele University","420","385","0","805"
"10007150","The University of Kent","695","825","0","1,520"
"10003645","King's College London","2,670","2,550","0","5,220"
"10003678","Kingston University","510","510","0","1,020"
"10007768","The University of Lancaster","875","1,230","0","2,100"
"10003854","Leeds Arts University","95","80","0","170"
"10003861","Leeds Beckett University","630","665","0","1,300"
"10034449","Leeds Conservatoire","50","130","0","180"
"10007795","The University of Leeds","1,640","2,145","0","3,785"
"10003863","Leeds Trinity University","95","75","0","170"
"10007796","The University of Leicester","740","965","0","1,705"
"10007151","The University of Lincoln","605","730","0","1,335"
"10003956","Liverpool Hope University","160","145","0","305"
"10003957","Liverpool John Moores University","655","895","0","1,550"
"10003945","The Liverpool Institute for Performing Arts","25","55","0","85"
"10006842","The University of Liverpool","1,305","1,700","0","3,005"
"10003958","Liverpool School of Tropical Medicine","110","115","0","225"
"10007162","University of the Arts, London","1,205","1,005","0","2,215"
"10007769","London Business School","35","85","0","120"
"10007797","University of London (Institutes and activities)","50","45","0","100"
"10004048","London Metropolitan University","195","230","0","420"
"10004078","London South Bank University","590","535","0","1,125"
"10004063","London School of Economics and Political Science","605","1,120","0","1,725"
"10007771","London School of Hygiene and Tropical Medicine","570","395","0","965"
"10004113","Loughborough University","555","1,090","0","1,650"
"10004180","The Manchester Metropolitan University","1,440","1,285","0","2,725"
"10007798","The University of Manchester","2,140","2,940","0","5,080"
"10004351","Middlesex University","525","505","0","1,030"
"10007799","Newcastle University","1,315","1,695","0","3,010"
"10007138","The University of Northampton","460","380","0","835"
"10001282","University of Northumbria at Newcastle","690","790","0","1,480"
"10004775","Norwich University of the Arts","100","110","0","210"
"10007154","University of Nottingham","1,440","2,055","0","3,495"
"10004797","The Nottingham Trent University","1,075","1,110","0","2,185"
"10007773","The Open University","2,815","2,195","0","5,005"
"10004930","Oxford Brookes University","740","645","0","1,380"
"10007774","The University of Oxford","2,825","4,080","0","6,905"
"10005127","Arts University Plymouth","70","65","0","135"
"10007801","University of Plymouth","595","655","0","1,250"
"10007155","The University of Portsmouth","775","925","0","1,705"
"10005337","Queen Margaret University, Edinburgh","185","80","0","260"
"10007775","Queen Mary University of London","1,420","1,815","0","3,235"
"10005389","Ravensbourne University London","110","135","0","245"
"10007802","The University of Reading","970","955","0","1,925"
"10005500","Robert Gordon University","350","305","0","655"
"10007776","Roehampton University","325","240","5","570"
"10005523","Rose Bruford College of Theatre and Performance","35","35","0","70"
"10007835","Royal Academy of Music","100","200","0","305"
"10005545","Royal Agricultural University","20","40","0","60"
"10007777","Royal College of Art","85","85","0","175"
"10007778","Royal College of Music","90","190","0","280"
"10005561","Royal Conservatoire of Scotland","160","175","0","340"
"10007816","The Royal Central School of Speech and Drama","55","35","0","85"
"10005553","Royal Holloway and Bedford New College","490","665","0","1,150"
"10007837","Royal Northern College of Music","135","190","0","325"
"10007779","The Royal Veterinary College","185","130","0","315"
"10007803","The University of St. Andrews","475","750","0","1,225"
"10007782","St George's, University of London","345","220","0","565"
"10008026","St Mary's University College","35","30","0","65"
"10007843","St Mary's University, Twickenham","220","170","0","395"
"10007156","The University of Salford","480","550","0","1,035"
"10007780","SOAS University of London","370","335","0","700"
"10005700","SRUC","200","200","0","405"
"10005790","Sheffield Hallam University","1,085","1,045","0","2,130"
"10007157","The University of Sheffield","1,350","2,140","5","3,495"
"10006022","Solent University","255","430","0","685"
"10007158","The University of Southampton","1,085","1,645","0","2,735"
"10006299","Staffordshire University","380","395","0","775"
"10007804","The University of Stirling","560","485","0","1,045"
"10037449","University of St Mark and St John","60","35","0","90"
"10008010","Stranmillis University College","40","15","0","55"
"10007805","The University of Strathclyde","595","1,100","0","1,695"
"10014001","University of Suffolk","115","110","0","225"
"10007159","The University of Sunderland","450","490","0","940"
"10007160","The University of Surrey","635","835","0","1,470"
"10007806","The University of Sussex","925","1,075","0","2,000"
"10007855","Swansea University","705","1,020","5","1,730"
"10007161","Teesside University","355","365","0","720"
"10008017","Trinity Laban Conservatoire of Music and Dance","200","225","0","425"
"10007858","University of Wales Trinity Saint David","410","340","0","750"
"10007114","University of the Highlands and Islands","55","40","0","95"
"10007807","Ulster University","600","700","0","1,300"
"10007784","University College London","3,635","4,065","0","7,700"
"10007793","University of South Wales","760","970","0","1,730"
"10008574","The University of Wales (central functions)","15","15","0","30"
"10007163","The University of Warwick","1,010","1,625","0","2,635"
"10007164","University of the West of England, Bristol","980","915","0","1,895"
"10007800","The University of the West of Scotland","295","310","0","605"
"10006566","The University of West London","445","570","0","1,015"
"10007165","The University of Westminster","825","820","0","1,645"
"10003614","The University of Winchester","395","315","0","710"
"10007166","The University of Wolverhampton","470","440","0","910"
"10007139","University of Worcester","625","335","5","965"
"10007833","Wrexham University","110","95","0","205"
"10007657","Writtle University College","65","40","0","105"
"10007713","York St John University","190","190","0","380"
"10007167","The University of York","870","1,070","0","1,935"
"","Total","100,365","116,640","65","217,065"
