﻿Title:,"Table 6 - Tuition fees and education contracts analysed by HE provider, domicile, mode, level, source"
Subtitle:,"Academic years 2016/17 to 2023/24"
Reference ID:,DT031 Table 6
Data source:,HESA / OfS
Data source link:,https://www.hesa.ac.uk/data-and-analysis/finances/table-6
Data file canonical link:,https://www.hesa.ac.uk/data-and-analysis/finances/table-6.csv
Licence:,Creative Commons Attribution 4.0 International Licence
Date:,2024
Filters:,Country of HE provider,All 
,Region of HE provider,All 
,Source of fee,Total 
,Academic year,2021/22 
,Financial Year End,All 
Search:,


"","","","","(£000s)",""
"UKPRN","HE Provider","Financial Year End","Total Home fees","Total Rest of UK fees","Total UK fees","Total EU fees","Total UK and EU fees","Total Non-EU fees","Total HE course fees","Total research training support grants","Non-credit bearing course fees","FE course fees","Total tuition fees and education contracts"
"10007786","The University of Bristol","2022-07-31","","","180,812","9,091","189,903","163,349","353,252","30,823","4,357","0","388,432"
"10028216","Brit College","2021-12-31","","","65","0","65","0","65","0","0","0","65"
"10023464","Trinity College Bristol","2021-08-31","","","1,554","5","1,559","126","1,685","0","0","0","1,685"
"10000961","Brunel University London","2022-07-31","","","76,741","13,668","90,409","70,058","160,467","2,307","1,837","0","164,611"
"10000975","Buckinghamshire New University","2022-07-31","","","137,447","4,703","142,150","9,453","151,603","0","83","0","151,686"
"10007787","The University of Buckingham","2021-12-31","","","18,645","1,897","20,542","16,460","37,002","0","508","0","37,510"
"10042737","UK Business College Ltd","2022-06-30","","","0","0","0","0","0","0","0","0","0"
"10019368","London College of Business Studies","2022-07-31","","","0","0","0","0","0","0","272","0","272"
"10010308","Cambridge Arts and Sciences Limited","2021-08-31","","","240","108","348","674","1,022","0","0","11,232","12,254"
"10007788","The University of Cambridge","2022-07-31","","","132,726","31,744","164,470","168,617","333,087","26,497","16,648","0","376,232"
"10032072","The Cambridge Theological Federation","2021-08-31","","","0","0","0","0","0","0","0","0","0"
"10003324","The Institute of Cancer Research","2022-07-31","","","947","105","1,052","139","1,191","1,503","197","0","2,891"
"10001143","Canterbury Christ Church University","2022-07-31","","","142,045","3,387","145,432","5,733","151,165","0","257","0","151,422"
"10007814","Cardiff University","2022-07-31","66,951","119,291","186,242","6,262","192,504","113,333","305,837","10,053","7,620","0","323,510"
"10086359","Caspian School of Academics","2022-06-30","","","0","0","0","0","0","0","0","82","82"
"10007854","Cardiff Metropolitan University","2022-07-31","42,612","26,904","69,516","1,384","70,900","28,970","99,870","554","0","211","100,635"
"10057213","CEG UFP Limited","2021-08-31","","","73","73","146","33,956","34,102","0","0","0","34,102"
"10001264","Central School of Ballet","2022-07-31","","","686","84","770","667","1,437","0","206","0","1,643"
"10007141","The University of Central Lancashire","2022-07-31","","","137,797","3,235","141,032","63,167","204,199","0","0","5,732","209,931"
"10024024","Central Film School London","2021-09-30","","","470","237","707","128","835","0","41","0","876"
"10007848","University of Chester","2022-07-31","","","77,704","914","78,618","22,966","101,584","0","924","0","102,508"
"10007137","The University of Chichester","2022-07-31","","","41,757","842","42,599","2,710","45,309","0","0","0","45,309"
"10001386","Chicken Shed Theatre Company","2022-03-31","","","512","0","512","0","512","0","0","0","512"
"10001546","The College of Integrated Chinese Medicine","2021-11-30","","","1,235","0","1,235","21","1,256","0","66","0","1,322"
"10026921","Christ the Redeemer College","2022-07-31","","","1,056","0","1,056","0","1,056","0","78","0","1,134"
"10010213","The City College","2022-06-30","","","795","0","795","0","795","0","0","0","795"
"10001478","City, University of London","2022-07-31","","","99,317","16,083","115,400","87,955","203,355","291","5,010","0","208,656"
"10007912","Cliff College","2021-08-31","","","544","7","551","0","551","0","29","0","580"
"10066502","The College of Health Ltd","2021-08-31","","","312","36","348","0","348","0","14","0","362"
"10023442","The College of Osteopaths","2021-08-31","","","251","0","251","0","251","0","0","0","251"
"10020038","Commonwealth College of Excellence","2022-06-30","","","0","0","0","0","0","0","0","0","0"
"10081618","The Council of the Inns of Court","2021-12-31","","","696","9","705","4","709","0","0","0","709"
"10007761","Courtauld Institute of Art","2022-07-31","","","3,171","996","4,167","3,053","7,220","0","0","0","7,220"
"10034324","Court Theatre Training Company Ltd","2021-08-31","","","379","22","401","22","423","0","0","0","423"
"10001726","Coventry University","2022-07-31","","","157,989","19,057","177,046","189,069","366,115","0","7,452","0","373,567"
"10007822","Cranfield University","2022-07-31","","","23,511","6,908","30,419","41,224","71,643","0","15,997","0","87,640"
"10006427","University for the Creative Arts","2022-07-31","","","44,106","2,649","46,755","31,220","77,975","0","795","522","79,292"
"10007842","University of Cumbria","2022-07-31","","","50,594","935","51,529","1,449","52,978","0","1,338","0","54,316"
"10026767","Dartington Hall Trust (The)","2021-08-31","","","336","103","439","285","724","0","0","0","724"
"10015688","David Game College Ltd","2022-01-31","","","1,431","0","1,431","0","1,431","0","0","5,712","7,143"
"10001883","De Montfort University","2022-07-31","","","132,768","16,026","148,794","58,053","206,847","0","1,672","70","208,589"
"10007851","University of Derby","2022-07-31","","","115,625","6,856","122,481","26,317","148,798","0","306","755","149,859"
"10007852","The University of Dundee","2022-07-31","20,750","13,472","34,222","2,733","36,955","54,639","91,594","3,989","326","0","95,909"
"10007143","University of Durham","2022-07-31","","","126,598","7,582","134,180","126,983","261,163","8,545","2,645","0","272,353"
"10067355","Dyson Technical Training Limited","2021-12-31","","","53","0","53","0","53","0","0","0","53"
"10007789","The University of East Anglia","2022-07-31","","","119,505","5,291","124,796","37,866","162,662","3,314","1,658","0","167,634"
"10007144","The University of East London","2022-07-31","","","102,327","3,909","106,236","51,716","157,952","16","886","0","158,854"
"10032282","The Queen's Foundation for Ecumenical Theological Education","2021-08-31","","","1,105","25","1,130","77","1,207","0","92","0","1,299"
"10007823","Edge Hill University","2022-07-31","","","101,472","334","101,806","2,775","104,581","0","384","0","104,965"
"10007772","Edinburgh Napier University","2022-07-31","19,269","4,888","24,157","1,057","25,214","29,295","54,509","0","3,288","0","57,797"
"10007790","The University of Edinburgh","2022-07-31","39,888","85,398","125,286","16,140","141,426","325,848","467,274","22,970","6,711","0","496,955"
"10022047","Empire College London Limited","2022-03-31","","","790","0","790","0","790","0","0","0","790"
"10042570","Escape Studios","2021-12-31","","","7,503","664","8,167","109","8,276","0","1,493","0","9,769"
"10007791","The University of Essex","2022-07-31","","","88,144","13,573","101,717","73,394","175,111","97","889","0","176,097"
"10008173","University College of Estate Management","2022-07-31","","","13,236","318","13,554","2,168","15,722","0","0","54","15,776"
"10002313","ESCP Europe Business School","2021-12-31","","","234","7,254","7,488","2,293","9,781","0","0","0","9,781"
"10007792","The University of Exeter","2022-07-31","","","192,988","10,871","203,859","114,039","317,898","5,564","3,173","0","326,635"
"10008640","Falmouth University","2022-07-31","","","46,045","3,650","49,695","2,731","52,426","0","0","0","52,426"
"10033187","Fairfield School of Business Ltd","2022-06-30","","","0","0","0","0","0","0","0","0","0"
"10045476","Met Film School Limited","2021-09-30","","","3,659","2,091","5,750","2,319","8,069","0","0","0","8,069"
"10004511","The National Film and Television School","2022-07-31","","","2,711","1,602","4,313","1,263","5,576","0","1,671","0","7,247"
"10022087","Futureworks","2021-08-31","","","3,347","135","3,482","7","3,489","0","36","0","3,525"
"10042500","Global Banking School Limited","2022-02-28","","","9,863","0","9,863","0","9,863","0","0","0","9,863"
"10007762","Glasgow Caledonian University","2022-07-31","29,547","1,911","31,458","1,599","33,057","23,156","56,213","117","3,095","0","59,425"
"10002681","Glasgow School of Art","2022-07-31","2,620","3,212","5,832","925","6,757","11,704","18,461","0","755","0","19,216"
"10007794","The University of Glasgow","2022-07-31","46,625","23,031","69,656","8,693","78,349","281,611","359,960","13,454","7,303","0","380,717"
"10007145","University of Gloucestershire","2022-07-31","","","52,881","1,112","53,993","4,812","58,805","0","2,818","0","61,623"
"10002718","Goldsmiths College","2022-07-31","","","50,607","5,602","56,209","45,912","102,121","892","2,211","0","105,224"
"10007146","The University of Greenwich","2022-07-31","","","116,634","11,707","128,341","87,038","215,379","0","912","0","216,291"
"10007825","Guildhall School of Music and Drama","2022-03-31","","","6,649","1,554","8,203","3,484","11,687","0","3,920","0","15,607"
"10040812","Harper Adams University","2022-07-31","","","18,935","452","19,387","1,377","20,764","0","0","0","20,764"
"10080811","Hartpury University","2022-07-31","","","17,014","812","17,826","1,199","19,025","0","149","376","19,550"
"10007764","Heriot-Watt University","2022-07-31","12,350","9,529","21,879","6,687","28,566","107,874","136,440","2,735","2,180","0","141,355"
"10007147","University of Hertfordshire","2022-07-31","","","120,977","4,391","125,368","108,591","233,959","283","1,103","0","235,345"
"10020118","Higher Rhythm Limited","2022-03-31","","","0","0","0","0","0","0","0","0","0"
"10007148","The University of Huddersfield","2022-07-31","","","95,233","1,727","96,960","37,050","134,010","173","6,392","0","140,575"
"10007149","The University of Hull","2022-07-31","","","85,445","1,686","87,131","36,802","123,933","477","351","0","124,761"
"10003239","ICON College of Technology and Management","2021-09-30","","","9,350","0","9,350","0","9,350","0","0","0","9,350"
"10003270","Imperial College of Science, Technology and Medicine","2022-07-31","","","83,020","38,561","121,581","262,794","384,375","29,745","9,075","0","423,195"
"10003284","Inchbald School of Design Limited","2022-07-31","","","261","74","335","168","503","0","577","0","1,080"
"10057622","The School of Information Risk Management","2022-07-31","","","0","0","0","0","0","0","0","0","0"
"10013220","Institute of Art - London Limited","2021-08-31","","","484","1,210","1,694","2,489","4,183","0","657","0","4,840"
"10067388","The Institute of Ismaili Studies","2021-12-31","","","0","0","0","0","0","0","0","0","0"
"10035638","Institute of Contemporary Music Performance","2022-05-31","","","5,880","2,472","8,352","658","9,010","0","206","0","9,216"
"10082728","INTO University Partnerships Limited","2022-07-31","","","0","0","0","7,059","7,059","0","0","31,807","38,866"
"10029682","The Islamic College","2021-08-31","","","497","12","509","135","644","0","226","0","870"
"10067601","JSA Education Group Ltd.","2022-07-31","","","165","0","165","0","165","0","0","0","165"
"10082570","Kaplan International Colleges U.K. Limited","2021-12-25","","","82","11","93","8,288","8,381","0","87,479","0","95,860"
"10021682","Kaplan Open Learning (Essex) Limited","2021-12-31","","","6,283","1,401","7,684","6,320","14,004","0","0","0","14,004"
"10007767","Keele University","2022-07-31","","","79,334","1,487","80,821","11,715","92,536","0","0","0","92,536"
"10007150","The University of Kent","2022-07-31","","","112,553","5,854","118,407","37,992","156,399","2,143","828","0","159,370"
"10003645","King's College London","2022-07-31","","","187,799","42,926","230,725","326,978","557,703","14,347","38,443","0","610,493"
"10003678","Kingston University","2022-07-31","","","102,001","3,969","105,970","62,090","168,060","549","3,810","0","172,419"
"10003758","LAMDA Limited","2022-07-31","","","2,039","328","2,367","1,858","4,225","0","602","0","4,827"
"10007768","The University of Lancaster","2022-07-31","","","90,525","11,945","102,470","90,713","193,183","1,180","1,102","0","195,465"
"10003854","Leeds Arts University","2022-07-31","","","18,684","473","19,157","2,632","21,789","0","63","296","22,148"
"10003861","Leeds Beckett University","2022-07-31","","","149,472","2,490","151,962","25,959","177,921","0","2,128","0","180,049"
"10003798","Le Cordon Bleu Limited","2021-12-31","","","1,305","898","2,203","2,887","5,090","0","598","0","5,688"
"10034449","Leeds Conservatoire","2022-07-31","","","12,622","601","13,223","1,203","14,426","0","0","0","14,426"
"10007795","The University of Leeds","2022-07-31","","","211,299","11,609","222,908","253,891","476,799","12,715","10,997","0","500,511"
"10003863","Leeds Trinity University","2022-07-31","","","47,045","351","47,396","220","47,616","0","21","0","47,637"
"10082828","College of Legal Practice Limited","2022-06-30","","","179","2","181","21","202","0","0","0","202"
"10007796","The University of Leicester","2022-07-31","","","87,931","6,253","94,184","76,281","170,465","3,846","2,441","0","176,752"
"10007151","The University of Lincoln","2022-07-31","","","117,640","1,233","118,873","27,100","145,973","0","1,180","487","147,640"
"10036456","Academy of Live Technology Ltd","2021-12-31","","","579","0","579","0","579","0","0","0","579"
"10003956","Liverpool Hope University","2022-07-31","","","41,547","801","42,348","1,638","43,986","0","3,486","0","47,472"
"10003957","Liverpool John Moores University","2022-07-31","","","190,570","3,122","193,692","16,348","210,040","10","7,731","0","217,781"
"10031239","LMA","2022-06-30","","","8,694","0","8,694","0","8,694","0","0","0","8,694"
"10003945","The Liverpool Institute for Performing Arts","2022-07-31","","","6,896","376","7,272","2,850","10,122","0","451","0","10,573"
"10006842","The University of Liverpool","2022-07-31","","","169,590","6,398","175,988","114,493","290,481","10,735","7,025","0","308,241"
"10003958","Liverpool School of Tropical Medicine","2022-07-31","","","726","60","786","477","1,263","595","1,182","0","3,040"
"10007162","University of the Arts, London","2022-07-31","","","82,243","21,445","103,688","185,312","289,000","0","20,193","17,144","326,337"
"10013109","London Bridge Business Academy","2021-12-31","","","1,394","0","1,394","0","1,394","0","0","0","1,394"
"10007769","London Business School","2022-07-31","","","24,067","16,237","40,304","69,276","109,580","0","43,660","0","153,240"
"10030391","London Churchill College Ltd","2021-11-30","","","658","0","658","0","658","0","0","0","658"
"10007797","University of London (Institutes and activities)","2022-07-31","","","7,337","9,655","16,992","68,993","85,985","0","705","0","86,690"
"10039082","City and Guilds of London Art School","2021-08-31","","","1,080","190","1,270","128","1,398","0","0","721","2,119"
"10023434","London School of Commerce & IT Limited","2022-03-31","","","1,845","0","1,845","0","1,845","0","0","0","1,845"
"10004036","London Film School Limited","2021-08-31","","","704","1,290","1,994","3,094","5,088","0","0","0","5,088"
"10015506","The London College","2022-07-31","","","7,339","25","7,364","0","7,364","0","0","0","7,364"
"10004048","London Metropolitan University","2022-07-31","","","92,170","4,987","97,157","6,951","104,108","0","1,146","0","105,254"
"10032594","London School of Academics Ltd","2022-03-31","","","762","0","762","0","762","0","0","0","762"
"10004078","London South Bank University","2022-07-31","","","103,766","5,382","109,148","26,007","135,155","0","2,166","3,223","140,544"
"10004063","London School of Economics and Political Science","2022-07-31","","","54,940","32,381","87,321","147,889","235,210","0","30,562","0","265,772"
"10007771","London School of Hygiene and Tropical Medicine","2022-07-31","","","3,272","1,076","4,348","20,767","25,115","11","1,306","0","26,432"
"10022285","London School of Management Education","2021-08-31","","","3,961","0","3,961","0","3,961","0","0","0","3,961"
"10004075","London School of Theology","2021-08-31","","","1,809","169","1,978","487","2,465","0","21","0","2,486"
"10004079","London Studio Centre","2021-08-31","","","3,330","487","3,817","277","4,094","0","229","0","4,323"
"10062810","The London School of Architecture","2022-06-30","","","825","184","1,009","32","1,041","0","0","0","1,041"
"10008289","The London Institute of Banking & Finance","2022-07-31","","","2,291","81","2,372","108","2,480","0","5","14,704","17,189"
"10004035","The Film Education Training Trust Limited","2022-01-31","","","800","776","1,576","926","2,502","0","353","0","2,855"
"10067623","The London Interdisciplinary School Ltd","2022-07-31","","","533","0","533","0","533","0","0","0","533"
"10004113","Loughborough University","2022-07-31","","","115,247","4,843","120,090","58,362","178,452","0","1,375","143","179,970"
"10009612","Luther King House Educational Trust","2021-08-31","","","216","0","216","22","238","0","0","0","238"
"10042679","International Business College Manchester Limited","2022-01-31","","","0","0","0","160","160","0","0","0","160"
"10004180","The Manchester Metropolitan University","2022-07-31","","","270,298","6,434","276,732","31,115","307,847","0","571","0","308,418"
"10007798","The University of Manchester","2022-07-31","","","221,105","20,899","242,004","374,082","616,086","173","21,946","0","638,205"
"10009527","Istituto Marangoni Limited","2022-06-30","","","2,026","4,234","6,260","13,587","19,847","0","223","919","20,989"
"10023452","The Markfield Institute of Higher Education","2021-12-31","","","454","81","535","7","542","0","58","0","600"
"10023453","Matrix College of Counselling and Psychotherapy Ltd","2021-08-31","","","464","0","464","0","464","0","0","0","464"
"10020416","Missio Dei","2022-06-30","","","405","0","405","0","405","0","0","0","405"
"10030776","St Mellitus College","2022-07-31","","","2,713","0","2,713","0","2,713","0","0","266","2,979"
"10004320","The Metanoia Institute","2021-08-31","","","2,610","23","2,633","24","2,657","0","1,935","0","4,592"
"10004351","Middlesex University","2022-07-31","","","82,077","12,104","94,181","40,955","135,136","0","9,757","0","144,893"
"10032277","The Minster Centre","2022-06-30","","","503","4","507","0","507","0","1,846","0","2,353"
"10049370","MLA College","2021-09-30","","","203","34","237","437","674","0","0","0","674"
"10004450","Mountview Academy of Theatre Arts","2021-08-31","","","4,624","207","4,831","666","5,497","0","781","0","6,278"
"10023777","Mont Rose College of Management and Sciences","2021-08-31","","","5,194","0","5,194","0","5,194","0","0","0","5,194"
"10023454","Moorlands College","2022-06-30","","","1,179","6","1,185","27","1,212","0","8","4","1,224"
"10055902","Multiverse","2022-03-31","","","10,488","0","10,488","0","10,488","0","14,483","0","24,971"
"10001444","National Centre for Circus Arts","2022-07-31","","","394","75","469","155","624","0","435","0","1,059"
"10000216","All Nations Christian College","2021-08-31","","","259","140","399","143","542","0","212","0","754"
"10053304","Navitas UK Holdings Limited","2022-06-30","","","0","0","0","0","0","0","0","0","0"
"10004538","Nazarene Theological College","2022-06-30","","","606","18","624","229","853","0","33","0","886"
"10030129","Nelson College London Ltd","2022-07-31","","","11,194","0","11,194","0","11,194","0","0","0","11,194"
"10023456","Newbold College","2021-12-31","","","249","207","456","58","514","0","61","0","575"
"10007799","Newcastle University","2022-07-31","","","162,288","11,716","174,004","107,172","281,176","4,387","1,385","0","286,948"
"10067406","New Model Institute for Technology and Engineering (NMITE)","2022-07-31","","","120","0","120","0","120","0","0","0","120"
"10048199","Northeastern University London","2022-06-30","","","2,587","774","3,361","487","3,848","0","0","0","3,848"
"10008397","Norland College","2022-07-31","","","3,814","77","3,891","17","3,908","0","0","0","3,908"
"10007138","The University of Northampton","2022-07-31","","","75,369","2,091","77,460","30,089","107,549","0","7,076","0","114,625"
"10008816","Northern School of Contemporary Dance","2022-07-31","","","1,560","340","1,900","689","2,589","0","251","0","2,840"
"10004740","Northern College of Acupuncture","2022-06-30","","","985","10","995","16","1,011","0","13","0","1,024"
"10001282","University of Northumbria at Newcastle","2022-07-31","","","173,765","9,615","183,380","65,315","248,695","1,533","2,965","0","253,193"
"10004775","Norwich University of the Arts","2022-07-31","","","22,376","660","23,036","1,793","24,829","0","0","0","24,829"
"10007154","University of Nottingham","2022-07-31","","","236,172","8,134","244,306","170,294","414,600","14,716","4,388","0","433,704"
"10004797","The Nottingham Trent University","2022-07-31","","","269,561","7,902","277,463","61,389","338,852","0","620","4,855","344,327"
"10007773","The Open University","2022-07-31","","","392,336","15,754","408,090","12,091","420,181","2,232","679","0","423,092"
"10004930","Oxford Brookes University","2022-07-31","","","98,360","5,324","103,684","32,055","135,739","0","1,179","41","136,959"
"10007774","The University of Oxford","2022-07-31","","","132,833","29,000","161,833","196,528","358,361","53,574","53,883","1,015","466,833"
"10066143","Paris Dauphine International","2022-07-31","","","15","1,704","1,719","58","1,777","0","208","0","1,985"
"10004028","The Place, London Contemporary Dance School (LCDS)","2022-07-31","","","1,086","437","1,523","957","2,480","0","814","0","3,294"
"10005127","Arts University Plymouth","2022-07-31","","","8,447","137","8,584","284","8,868","0","1","89","8,958"
"10007801","University of Plymouth","2022-07-31","","","119,861","4,044","123,905","20,041","143,946","1,003","867","0","145,816"
"10019178","Point Blank Music School","2021-12-31","","","4,223","990","5,213","1,382","6,595","0","1,472","0","8,067"
"10007155","The University of Portsmouth","2022-07-31","","","147,456","9,969","157,425","72,754","230,179","23","3,600","0","233,802"
"10083476","The Prince's Foundation","2022-03-31","","","41","13","54","52","106","0","0","0","106"
"10005337","Queen Margaret University, Edinburgh","2022-07-31","7,861","1,985","9,846","3,588","13,434","3,669","17,103","0","0","0","17,103"
"10007775","Queen Mary University of London","2022-07-31","","","140,394","15,246","155,640","193,519","349,159","0","4,994","0","354,153"
"10025197","University Centre Quayside Limited","2022-02-28","","","656","0","656","0","656","0","0","1,169","1,825"
"10009292","Royal Academy of Dramatic Art","2022-07-31","","","1,449","76","1,525","313","1,838","0","912","0","2,750"
"10005544","Royal Academy of Dance","2022-07-31","","","578","87","665","69","734","0","0","0","734"
"10005378","Rambert School","2022-07-31","","","760","336","1,096","676","1,772","0","17","0","1,789"
"10005389","Ravensbourne University London","2022-07-31","","","19,906","1,507","21,413","2,219","23,632","0","0","315","23,947"
"10005470","Richmond, The American International University in London","2022-06-30","","","1,439","1,566","3,005","6,669","9,674","0","0","0","9,674"
"10007802","The University of Reading","2022-07-31","","","105,928","12,199","118,127","64,514","182,641","3,968","2,326","0","188,935"
"10086591","Regent's University London Limited","2022-06-30","","","4,964","6,266","11,230","18,262","29,492","0","4,158","0","33,650"
"10021100","Regents Theological College","2021-09-30","","","967","35","1,002","0","1,002","0","49","0","1,051"
"10023871","Results Consortium Limited","2022-07-31","","","496","0","496","0","496","0","0","819","1,315"
"10062833","Raindance Educational Services Limited","2021-10-31","","","446","0","446","0","446","0","0","0","446"
"10008455","Regent College London","2022-07-31","","","22,826","0","22,826","398","23,224","0","0","0","23,224"
"10005500","Robert Gordon University","2022-07-31","19,452","2,071","21,523","1,671","23,194","23,578","46,772","161","607","0","47,540"
"10007776","Roehampton University","2022-07-31","","","69,808","2,924","72,732","29,060","101,792","0","1,285","0","103,077"
"10020436","Royal School of Needlework (The)","2021-08-31","","","0","0","0","0","0","0","433","460","893"
"10005523","Rose Bruford College of Theatre and Performance","2022-07-31","","","6,700","345","7,045","1,538","8,583","0","716","0","9,299"
"10007835","Royal Academy of Music","2022-07-31","","","3,904","1,437","5,341","4,969","10,310","0","898","0","11,208"
"10005545","Royal Agricultural University","2022-07-31","","","8,351","394","8,745","1,486","10,231","0","1,998","41","12,270"
"10007777","Royal College of Art","2022-07-31","","","6,528","2,323","8,851","45,860","54,711","0","0","0","54,711"
"10007778","Royal College of Music","2022-07-31","","","4,136","1,476","5,612","9,314","14,926","0","1,888","0","16,814"
"10005561","Royal Conservatoire of Scotland","2022-07-31","1,391","2,144","3,535","811","4,346","4,246","8,592","0","2,390","0","10,982"
"10007816","The Royal Central School of Speech and Drama","2022-07-31","","","7,373","629","8,002","3,918","11,920","0","641","0","12,561"
"10005553","Royal Holloway and Bedford New College","2022-07-31","","","79,317","5,396","84,713","36,735","121,448","3,963","454","0","125,865"
"10007837","Royal Northern College of Music","2022-07-31","","","5,426","516","5,942","5,003","10,945","0","1,063","0","12,008"
"10007779","The Royal Veterinary College","2022-07-31","","","13,259","734","13,993","22,846","36,839","794","1,099","0","38,732"
"10007803","The University of St. Andrews","2022-07-31","6,641","26,979","33,620","8,447","42,067","88,092","130,159","3,156","4,092","0","137,407"
"10007839","SAE Education Limited","2022-06-30","","","5,154","242","5,396","228","5,624","0","7","0","5,631"
"10007782","St George's, University of London","2022-07-31","","","30,959","680","31,639","5,872","37,511","309","644","0","38,464"
"10008026","St Mary's University College","2022-07-31","4,236","0","4,236","0","4,236","0","4,236","0","0","0","4,236"
"10007843","St Mary's University, Twickenham","2022-07-31","","","32,651","2,030","34,681","5,288","39,969","0","517","0","40,486"
