﻿Title:,"Table 5 - Finances and people"
Subtitle:,"Academic years 2015/16 to 2022/23"
Reference ID:,DT042 Table 5
Data source:,HESA
Data source link:,https://www.hesa.ac.uk/data-and-analysis/estates/table-5
Data file canonical link:,https://www.hesa.ac.uk/data-and-analysis/estates/table-5.csv
Licence:,Creative Commons Attribution 4.0 International Licence
Date:,2024
Filters:,Country of HE provider,Choose a value... 
,Region of HE provider,Choose a value... 
,Academic year,2021/22 
Search:,


"UKPRN","HE provider","Total income (£)","Teaching income (£)","Research income (£)","Other non-residential income (£)","Non-residential income total (£)","Total expenditure (£)"
"10005790","Sheffield Hallam University","314,945,000","283,192,000","17,424,000","12,418,000","313,034,000","330,090,000"
"10007157","The University of Sheffield","822,397,000","427,393,000","251,805,000","105,492,000","784,690,000","892,989,000"
"10006022","Solent University","103,614,000","92,321,000","701,000","3,863,000","96,885,000","108,941,000"
"10007158","The University of Southampton","672,831,000","356,447,000","167,403,000","110,309,000","634,159,000","737,823,000"
"10006299","Staffordshire University","150,461,000","133,295,000","2,015,000","10,235,000","145,545,000","138,568,000"
"10007804","The University of Stirling","155,255,000","101,977,000","27,857,000","9,368,000","139,202,000","168,652,000"
"10037449","University of St Mark and St John","32,071,000","22,206,000","110,000","7,090,000","29,406,000","33,119,000"
"10007805","The University of Strathclyde","387,802,000","208,317,000","133,894,000","37,390,000","379,601,000","520,441,000"
"10014001","University of Suffolk","135,223,000","127,721,000","1,183,000","6,317,000","135,221,000","131,920,000"
"10007159","The University of Sunderland","199,855,000","184,079,000","2,653,000","10,091,000","196,823,000","202,079,000"
"10007160","The University of Surrey","305,319,000","180,131,000","59,854,000","31,172,000","271,157,000","376,912,000"
"10007806","The University of Sussex","346,246,000","224,583,000","54,892,000","23,676,000","303,151,000","377,310,000"
"10007855","Swansea University","370,086,000","211,147,000","90,292,000","40,374,000","341,813,000","447,629,000"
"10007161","Teesside University","180,253,000","154,387,000","6,491,000","13,482,000","174,360,000","183,469,000"
"10008017","Trinity Laban Conservatoire of Music and Dance","27,749,000","20,370,000","412,000","5,020,000","25,802,000","30,432,000"
"10007858","University of Wales Trinity Saint David","180,870,000","155,041,000","1,183,000","21,055,000","177,279,000","197,185,000"
"10007807","Ulster University","259,474,000","191,569,000","47,543,000","18,306,000","257,418,000","300,474,000"
"10007784","University College London","1,751,779,000","841,195,000","684,139,000","176,810,000","1,702,144,000","1,988,345,000"
"10007793","University of South Wales","218,934,000","183,064,000","12,473,000","16,880,000","212,417,000","216,056,000"
"10007163","The University of Warwick","778,958,000","457,043,000","181,148,000","88,323,000","726,514,000","870,111,000"
"10007164","University of the West of England, Bristol","377,595,000","298,013,000","23,899,000","33,543,000","355,455,000","368,793,000"
"10007800","The University of the West of Scotland","155,908,000","142,307,000","8,406,000","2,418,000","153,131,000","145,161,000"
"10006566","The University of West London","172,873,000","148,945,000","1,446,000","16,398,000","166,789,000","156,365,000"
"10007165","The University of Westminster","243,013,000","211,054,000","9,207,000","13,968,000","234,229,000","225,576,000"
"10003614","The University of Winchester","86,295,000","71,168,000","1,315,000","2,570,000","75,053,000","86,200,000"
"10007139","University of Worcester","92,183,000","79,481,000","1,765,000","3,410,000","84,656,000","96,399,000"
"10007833","Wrexham University","47,206,000","38,630,000","2,850,000","3,747,000","45,227,000","48,969,000"
"10007713","York St John University","77,953,000","67,754,000","1,076,000","3,099,000","71,929,000","79,822,000"
"10007167","The University of York","472,167,000","277,937,000","106,041,000","41,430,000","425,408,000","556,663,000"
