﻿Title:,"Table 7 - HE academic staff by HE provider and employment conditions"
Subtitle:,"Academic years 2014/15 to 2023/24"
Reference ID:,DT025 Table 7
Data source:,HESA
Data source link:,https://www.hesa.ac.uk/data-and-analysis/staff/table-7
Data file canonical link:,https://www.hesa.ac.uk/data-and-analysis/staff/table-7.zip
Licence:,Creative Commons Attribution 4.0 International Licence
Date:,2025
Filters:,Country of HE provider,All 
,Region of HE provider,All 
,Mode of employment,All 
,Activity standard occupational classification,All 
,Academic year,2022/23 
Search:,


"UKPRN","HE provider","Teaching only","Research only","Both teaching and research","Neither teaching nor research","Total academic staff"
"10004351","Middlesex University","35","30","805","0","870"
"10023777","Mont Rose College of Management and Sciences","40","0","0","5","40"
"10023454","Moorlands College","20","0","0","0","20"
"10001444","National Centre for Circus Arts","30","0","0","0","35"
"10004538","Nazarene Theological College","10","0","10","0","20"
"10030129","Nelson College London Ltd","10","0","0","5","10"
"10007799","Newcastle University","630","1,035","1,425","5","3,095"
"10067406","New Model Institute for Technology and Engineering (NMITE)","10","0","0","0","15"
"10048199","Northeastern University London","85","0","35","5","120"
"10007138","The University of Northampton","785","10","145","5","950"
"10008816","Northern School of Contemporary Dance","25","0","0","0","25"
"10001282","University of Northumbria at Newcastle","90","185","1,485","0","1,765"
"10004775","Norwich University of the Arts","150","5","85","0","240"
"10007154","University of Nottingham","875","1,110","1,630","0","3,615"
"10004797","The Nottingham Trent University","2,040","0","640","0","2,680"
"10007773","The Open University","4,390","145","1,210","5","5,755"
"10004930","Oxford Brookes University","685","40","875","0","1,605"
"10007774","The University of Oxford","160","4,800","2,075","15","7,050"
"10004028","The Place, London Contemporary Dance School (LCDS)","25","0","5","0","30"
"10005127","Arts University Plymouth","70","0","45","5","120"
"10007801","University of Plymouth","895","220","595","10","1,720"
"10019178","Point Blank Music School","95","0","0","0","95"
"10007155","The University of Portsmouth","625","10","1,115","0","1,750"
"10005337","Queen Margaret University, Edinburgh","35","25","250","5","315"
"10007775","Queen Mary University of London","1,505","800","1,220","5","3,530"
"10009292","Royal Academy of Dramatic Art","70","0","0","0","70"
"10005378","Rambert School","15","0","0","0","15"
"10005389","Ravensbourne University London","245","0","5","0","250"
"10007802","The University of Reading","570","350","670","20","1,610"
"10008455","Regent College London","200","0","0","5","200"
"10005500","Robert Gordon University","75","70","535","0","680"
"10007776","Roehampton University","250","10","145","5","415"
"10005523","Rose Bruford College of Theatre and Performance","65","0","40","0","105"
"10007835","Royal Academy of Music","295","0","25","0","320"
"10005545","Royal Agricultural University","25","0","15","0","45"
"10007777","Royal College of Art","180","40","205","0","425"
"10007778","Royal College of Music","265","5","30","0","305"
"10005561","Royal Conservatoire of Scotland","320","10","30","0","355"
"10007816","The Royal Central School of Speech and Drama","45","5","35","0","85"
"10005553","Royal Holloway and Bedford New College","555","130","550","5","1,235"
"10007837","Royal Northern College of Music","290","5","20","0","320"
"10007779","The Royal Veterinary College","45","65","185","0","295"
"10007803","The University of St. Andrews","285","380","670","0","1,335"
"10007839","SAE Education Limited","50","0","0","0","55"
"10007782","St George's, University of London","225","90","130","5","450"
"10008026","St Mary's University College","25","0","35","0","60"
"10007843","St Mary's University, Twickenham","140","0","295","0","440"
"10007156","The University of Salford","245","25","895","10","1,175"
"10007780","SOAS University of London","300","55","250","0","605"
"10005700","SRUC","145","140","10","210","505"
"10005790","Sheffield Hallam University","465","190","1,480","0","2,135"
"10007157","The University of Sheffield","780","1,510","1,405","0","3,700"
"10006022","Solent University","175","5","375","0","555"
"10007158","The University of Southampton","520","785","1,335","5","2,645"
"10088214","S P Jain London School of Management Limited","0","0","0","0","0"
"10006093","Spurgeon's College","5","0","10","0","20"
"10006299","Staffordshire University","915","5","110","0","1,030"
"10007804","The University of Stirling","430","175","415","0","1,020"
"10037449","University of St Mark and St John","10","5","115","0","135"
"10008010","Stranmillis University College","25","0","40","0","65"
"10007805","The University of Strathclyde","395","570","765","280","2,010"
"10014001","University of Suffolk","170","25","85","0","280"
"10007159","The University of Sunderland","715","20","640","5","1,380"
"10007160","The University of Surrey","590","330","700","5","1,625"
"10007806","The University of Sussex","800","385","835","0","2,020"
"10007855","Swansea University","705","485","565","5","1,760"
"10083403","The Engineering and Design Institute London","10","0","0","0","15"
"10007161","Teesside University","275","65","670","0","1,010"
"10082743","ThinkSpace Education Limited","5","0","0","0","10"
"10008017","Trinity Laban Conservatoire of Music and Dance","405","0","20","0","425"
"10007858","University of Wales Trinity Saint David","425","35","375","35","870"
"10067648","University Academy 92 Limited","30","0","0","0","30"
"10007114","University of the Highlands and Islands","25","30","20","15","95"
"10007807","Ulster University","465","170","705","0","1,340"
"10039956","The University of Law","570","0","5","0","580"
"10007784","University College London","3,110","3,770","3,020","5","9,910"
"10007793","University of South Wales","965","75","765","5","1,810"
"10029843","Waltham International College Limited","35","0","0","5","40"
"10007163","The University of Warwick","1,490","760","1,245","5","3,500"
"10007361","Waverley Abbey College","20","0","0","0","20"
"10007164","University of the West of England, Bristol","765","5","1,685","10","2,465"
"10007800","The University of the West of Scotland","35","30","675","0","745"
"10006566","The University of West London","1,100","0","85","0","1,185"
"10007165","The University of Westminster","1,000","70","905","5","1,980"
"10003614","The University of Winchester","565","10","165","20","760"
"10007166","The University of Wolverhampton","65","35","775","0","875"
"10007139","University of Worcester","425","15","290","10","745"
"10007833","Wrexham University","0","5","210","15","230"
"10007657","Writtle University College","115","0","0","0","115"
"10007713","York St John University","65","0","380","0","445"
"10007167","The University of York","835","795","980","5","2,615"
"","Total","85,620","49,995","103,005","1,800","240,420"
