﻿Title:,"Table 8 - HE academic staff by HE provider and highest qualification held"
Subtitle:,"Academic years 2014/15 to 2023/24"
Reference ID:,DT025 Table 8
Data source:,HESA
Data source link:,https://www.hesa.ac.uk/data-and-analysis/staff/table-8
Data file canonical link:,https://www.hesa.ac.uk/data-and-analysis/staff/table-8.csv
Licence:,Creative Commons Attribution 4.0 International Licence
Date:,2025
Filters:,Country of HE provider,All 
,Region of HE provider,All 
,Mode of employment,All 
,Academic year,2016/17 
Search:,


"UKPRN","HE Provider","Doctorate","Other higher degree","Other postgraduate qualification","First degree","Other undergraduate qualification","Other","Unknown","Total academic staff"
"10003324","The Institute of Cancer Research","365","65","90","105","15","15","10","665"
"10001143","Canterbury Christ Church University","270","230","145","130","10","10","10","800"
"10007814","Cardiff University","1,895","685","185","190","45","80","385","3,465"
"10007854","Cardiff Metropolitan University","270","220","80","150","15","5","5","740"
"10007141","The University of Central Lancashire","475","335","145","205","25","20","200","1,405"
"10007848","University of Chester","340","215","55","15","5","0","0","630"
"10007137","The University of Chichester","140","155","105","95","40","20","0","560"
"10001478","City, University of London","875","515","395","200","50","35","30","2,105"
"10001653","Conservatoire for Dance and Drama","5","30","75","65","45","35","15","270"
"10007761","Courtauld Institute of Art","30","0","10","0","0","0","0","40"
"10001726","Coventry University","980","525","425","300","70","70","30","2,400"
"10007822","Cranfield University","405","110","75","45","15","25","5","680"
"10006427","University for the Creative Arts","35","125","105","75","20","20","5","380"
"10007842","University of Cumbria","115","205","95","80","10","5","0","515"
"10001883","De Montfort University","470","305","235","140","35","15","195","1,395"
"10007851","University of Derby","335","405","240","195","95","40","0","1,310"
"10007852","The University of Dundee","860","235","55","200","20","50","10","1,425"
"10007143","University of Durham","1,345","225","25","75","10","10","10","1,700"
"10007789","The University of East Anglia","1,085","360","105","190","15","5","40","1,800"
"10007144","The University of East London","345","225","70","75","5","10","195","920"
"10007823","Edge Hill University","290","415","195","105","15","0","0","1,020"
"10007772","Edinburgh Napier University","375","180","145","125","35","20","30","915"
"10007790","The University of Edinburgh","2,045","320","415","315","75","60","1,420","4,650"
"10007791","The University of Essex","630","245","100","60","15","10","135","1,195"
"10007792","The University of Exeter","1,545","180","100","100","10","15","105","2,055"
"10008640","Falmouth University","55","110","50","60","15","10","0","300"
"10004511","The National Film and Television School","0","5","5","5","0","0","5","20"
"10007762","Glasgow Caledonian University","405","195","65","100","10","10","5","790"
"10002681","Glasgow School of Art","35","60","30","85","5","0","5","215"
"10007794","The University of Glasgow","2,760","120","60","545","5","345","10","3,840"
"10007145","University of Gloucestershire","245","195","110","75","25","5","5","655"
"10002718","Goldsmiths College","445","250","110","100","10","5","110","1,030"
"10007146","The University of Greenwich","525","345","85","95","20","0","150","1,215"
"10007825","Guildhall School of Music and Drama","45","140","210","190","60","40","0","680"
"10040812","Harper Adams University","75","25","15","35","10","5","0","160"
"10007764","Heriot-Watt University","680","40","10","15","0","0","90","840"
"10007147","University of Hertfordshire","550","625","115","305","35","50","40","1,720"
"10007765","Heythrop College","50","0","5","0","0","0","0","60"
"10007148","The University of Huddersfield","595","250","20","30","0","0","0","895"
"10007149","The University of Hull","680","140","100","85","5","10","15","1,035"
"10003270","Imperial College of Science, Technology and Medicine","3,230","620","70","270","5","10","120","4,330"
"10007767","Keele University","475","110","110","90","20","5","0","810"
"10007150","The University of Kent","825","360","20","175","10","5","35","1,425"
"10003645","King's College London","2,700","1,445","175","395","25","20","85","4,840"
"10003678","Kingston University","595","135","100","65","10","135","70","1,110"
"10007768","The University of Lancaster","1,245","255","210","175","15","35","0","1,930"
"10003854","Leeds Arts University","10","70","40","40","5","0","0","165"
"10003861","Leeds Beckett University","510","440","285","155","25","5","10","1,435"
"10007795","The University of Leeds","2,210","540","65","290","50","195","140","3,485"
"10003863","Leeds Trinity University","75","70","20","15","0","0","0","180"
"10007796","The University of Leicester","1,020","335","10","240","5","30","5","1,645"
"10007151","The University of Lincoln","515","370","75","165","35","25","25","1,205"
"10003956","Liverpool Hope University","225","50","5","15","0","0","0","295"
"10003957","Liverpool John Moores University","675","390","125","155","40","30","25","1,435"
"10003945","The Liverpool Institute for Performing Arts","5","25","0","25","5","10","0","75"
"10006842","The University of Liverpool","1,885","520","105","255","20","15","40","2,835"
"10003958","Liverpool School of Tropical Medicine","135","40","15","10","0","0","0","200"
"10007162","University of the Arts, London","245","455","600","345","135","65","1,425","3,275"
"10007769","London Business School","85","5","0","15","0","0","5","110"
"10007797","University of London (Institutes and activities)","80","10","5","0","0","0","0","95"
"10004048","London Metropolitan University","160","150","80","30","5","5","5","435"
"10004078","London South Bank University","265","290","145","55","15","15","330","1,110"
"10004063","London School of Economics and Political Science","945","455","40","120","0","0","140","1,705"
"10007771","London School of Hygiene and Tropical Medicine","495","220","95","15","0","5","10","840"
"10004113","Loughborough University","1,055","105","130","105","45","30","65","1,535"
"10004180","The Manchester Metropolitan University","905","550","560","350","100","70","25","2,555"
"10007798","The University of Manchester","3,915","580","240","315","45","15","85","5,195"
"10004351","Middlesex University","510","225","140","145","15","5","0","1,040"
"10007799","Newcastle University","1,840","325","30","360","20","240","95","2,910"
"10007138","The University of Northampton","220","290","95","90","25","10","30","755"
"10001282","University of Northumbria at Newcastle","705","395","70","175","10","20","10","1,385"
"10004775","Norwich University of the Arts","15","70","45","65","10","0","0","200"
"10007154","University of Nottingham","2,615","455","95","200","20","15","20","3,420"
"10004797","The Nottingham Trent University","725","395","370","255","20","30","70","1,875"
"10007773","The Open University","2,370","1,955","435","395","75","0","20","5,255"
"10004930","Oxford Brookes University","470","345","150","155","35","25","140","1,320"
"10007774","The University of Oxford","5,235","910","85","485","25","30","0","6,770"
"10005127","Arts University Plymouth","10","25","65","30","10","0","0","135"
"10007801","University of Plymouth","775","225","135","140","25","10","40","1,345"
"10007155","The University of Portsmouth","865","305","265","115","25","15","70","1,660"
"10005337","Queen Margaret University, Edinburgh","85","70","10","30","5","0","55","250"
"10007775","Queen Mary University of London","1,445","340","80","75","10","5","430","2,385"
"10005389","Ravensbourne University London","25","45","85","50","10","5","0","215"
"10007802","The University of Reading","1,090","205","140","65","15","5","180","1,700"
"10005500","Robert Gordon University","205","205","125","105","15","15","15","680"
"10007776","Roehampton University","320","80","50","20","5","5","70","545"
"10005523","Rose Bruford College of Theatre and Performance","10","30","10","15","5","5","0","75"
"10007835","Royal Academy of Music","30","65","25","90","50","10","30","295"
"10005545","Royal Agricultural University","30","15","10","10","0","0","0","65"
"10007777","Royal College of Art","45","90","15","15","5","0","0","170"
"10007778","Royal College of Music","25","45","35","85","60","25","15","290"
"10005561","Royal Conservatoire of Scotland","35","25","100","140","25","15","35","375"
"10007816","The Royal Central School of Speech and Drama","20","0","35","15","0","0","0","75"
"10005553","Royal Holloway and Bedford New College","760","210","105","50","5","25","75","1,230"
"10007837","Royal Northern College of Music","50","75","110","55","25","10","5","330"
"10007779","The Royal Veterinary College","155","25","45","55","5","0","5","295"
"10007803","The University of St. Andrews","985","100","0","60","5","0","5","1,165"
"10007782","St George's, University of London","210","40","60","30","5","25","85","450"
"10008026","St Mary's University College","20","40","0","0","0","0","0","60"
"10007843","St Mary's University, Twickenham","125","130","65","75","10","10","60","470"
"10007156","The University of Salford","440","235","95","130","20","15","60","995"
"10007780","SOAS University of London","325","110","60","20","5","5","255","790"
"10005700","SRUC","115","25","25","30","20","5","95","315"
"10005790","Sheffield Hallam University","730","505","515","145","15","10","80","2,005"
"10007157","The University of Sheffield","2,355","485","60","245","35","15","80","3,270"
"10006022","Solent University","135","195","185","135","80","20","0","745"
"10007158","The University of Southampton","2,115","295","260","155","50","15","150","3,030"
"10006299","Staffordshire University","215","235","70","265","40","15","55","895"
"10007804","The University of Stirling","450","135","105","120","10","20","75","915"
"10037449","University of St Mark and St John","40","35","15","5","0","0","0","100"
"10008010","Stranmillis University College","30","20","0","5","0","0","0","55"
"10007805","The University of Strathclyde","1,085","225","75","110","15","5","70","1,580"
"10014001","University of Suffolk","70","80","25","15","0","0","0","200"
"10007159","The University of Sunderland","225","200","110","120","15","45","60","780"
"10007160","The University of Surrey","940","255","55","130","25","20","0","1,425"
"10007806","The University of Sussex","925","315","40","205","20","30","335","1,865"
"10007855","Swansea University","760","260","80","180","15","65","60","1,425"
"10007161","Teesside University","275","330","80","40","0","0","0","730"
"10008017","Trinity Laban Conservatoire of Music and Dance","30","80","50","120","30","30","25","370"
"10007858","University of Wales Trinity Saint David","155","205","155","125","15","5","85","745"
"10007114","University of the Highlands and Islands","30","5","0","5","0","0","0","40"
"10007807","Ulster University","620","275","65","140","155","0","0","1,260"
"10007784","University College London","4,905","990","90","375","20","435","600","7,415"
"10007793","University of South Wales","390","470","360","390","100","40","55","1,805"
"10008574","The University of Wales (central functions)","15","10","5","5","5","0","0","45"
"10007163","The University of Warwick","1,950","375","155","160","15","35","165","2,855"
"10007164","University of the West of England, Bristol","725","465","200","195","25","15","15","1,645"
"10007800","The University of the West of Scotland","240","145","75","85","10","0","0","560"
"10006566","The University of West London","200","385","115","185","45","30","0","960"
"10007165","The University of Westminster","540","550","200","180","50","30","225","1,770"
"10003614","The University of Winchester","270","220","90","90","15","15","30","730"
"10007166","The University of Wolverhampton","370","300","85","80","5","0","0","840"
"10007139","University of Worcester","230","325","110","105","15","5","0","790"
"10007833","Wrexham University","60","85","35","35","5","5","5","230"
"10007657","Writtle University College","20","0","40","30","10","15","0","115"
"10007713","York St John University","140","105","25","50","0","5","0","325"
"10007167","The University of York","1,330","290","65","60","0","5","40","1,790"
"","Total","110,900","39,930","16,865","19,880","3,495","3,590","12,215","206,870"
