﻿Title:,"Table 49 - HE student enrolments by HE provider and subject of study"
Subtitle:,"Academic years 2014/15 to 2023/24"
Reference ID:,DT051 Table 49
Data source:,HESA
Data source link:,https://www.hesa.ac.uk/data-and-analysis/students/table-49
Data file canonical link:,https://www.hesa.ac.uk/data-and-analysis/students/table-49.csv
Licence:,Creative Commons Attribution 4.0 International Licence
Date:,2025
Filters:,Country of HE provider,All 
,Region of HE provider,All 
,Level of study,All 
,Mode of study,All 
,Academic year,2020/21 
Search:,


"UKPRN","HE provider","15-01-01 Social sciences (non-specific)","15-01-02 Sociology","15-01-03 Social policy","15-01-04 Anthropology","15-01-05 Development studies","15-01-06 Cultural studies","15-02-01 Economics","15-03-01 Politics","15-04-01 Social work","15-04-02 Childhood and youth studies","15-04-03 Health studies","15 Social sciences"
"10007144","The University of East London","30","390","70","0","75","0","60","85","430","470","0","1,610"
"10032282","The Queen's Foundation for Ecumenical Theological Education","0","0","0","0","0","0","0","0","0","0","0","0"
"10007823","Edge Hill University","15","600","90","0","0","0","0","30","170","205","155","1,265"
"10007772","Edinburgh Napier University","220","340","0","0","0","0","0","0","25","0","130","720"
"10007790","The University of Edinburgh","70","505","310","420","150","20","1,050","1,260","215","0","50","4,055"
"10022047","Empire College London Limited","0","0","0","0","0","0","0","0","0","0","0","0"
"10042570","Escape Studios","0","0","0","0","0","0","0","0","0","0","0","0"
"10007791","The University of Essex","370","760","5","10","0","0","1,070","895","175","85","55","3,430"
"10008173","University College of Estate Management","0","0","0","0","0","0","0","0","0","0","0","0"
"10002313","ESCP Europe Business School","0","0","0","0","0","0","0","0","0","0","0","0"
"10007792","The University of Exeter","0","380","0","185","0","0","1,765","1,425","0","0","0","3,755"
"10008640","Falmouth University","0","0","0","0","0","0","0","0","0","0","0","0"
"10033187","Fairfield School of Business Ltd","0","0","0","0","0","0","0","0","0","0","0","0"
"10045476","Met Film School Limited","0","0","0","0","0","0","0","0","0","0","0","0"
"10004511","The National Film and Television School","0","0","0","0","0","0","0","0","0","0","0","0"
"10038763","ForMission Ltd","0","0","0","0","0","0","0","0","0","0","0","0"
"10022087","Futureworks","0","0","0","0","0","0","0","0","0","0","0","0"
"10042500","Global Banking School Limited","0","0","0","0","0","0","0","0","0","0","120","120"
"10007762","Glasgow Caledonian University","635","5","5","0","0","0","25","5","330","0","300","1,310"
"10002681","Glasgow School of Art","30","0","0","0","0","0","0","0","0","0","0","30"
"10007794","The University of Glasgow","75","645","535","0","65","55","1,190","1,115","110","0","25","3,810"
"10007145","University of Gloucestershire","10","395","85","0","0","0","0","10","305","0","55","860"
"10002718","Goldsmiths College","0","435","10","400","0","75","295","390","275","0","0","1,885"
"10030408","Gower College Swansea","0","0","0","0","0","0","0","0","0","0","0","0"
"10007146","The University of Greenwich","0","690","0","0","5","0","385","195","215","0","20","1,505"
"10007825","Guildhall School of Music and Drama","0","0","0","0","0","0","0","0","0","0","0","0"
"10040812","Harper Adams University","0","0","0","0","0","0","0","0","0","0","0","0"
"10080811","Hartpury University","0","0","0","0","0","0","0","0","0","0","0","0"
"10007764","Heriot-Watt University","0","0","0","0","0","5","280","0","0","0","0","280"
"10007147","University of Hertfordshire","0","225","130","0","0","0","230","80","270","0","250","1,180"
"10007148","The University of Huddersfield","0","475","30","0","0","0","140","75","285","225","115","1,345"
"10007149","The University of Hull","0","560","30","0","0","0","60","325","365","190","950","2,480"
"10003239","ICON College of Technology and Management","0","0","0","0","0","0","0","0","0","0","80","80"
"10003270","Imperial College of Science, Technology and Medicine","0","0","30","0","0","0","0","0","0","0","0","30"
"10013220","Institute of Art - London Limited","0","0","0","0","0","0","0","0","0","0","0","0"
"10067388","The Institute of Ismaili Studies","0","0","0","0","0","0","0","0","0","0","0","0"
"10035638","Institute of Contemporary Music Performance","0","0","0","0","0","0","0","0","0","0","0","0"
"10082728","INTO University Partnerships Limited","0","0","0","0","0","0","0","0","0","0","0","0"
"10029682","The Islamic College","0","0","0","0","0","0","0","0","0","0","0","0"
"10082570","Kaplan International Colleges U.K. Limited","0","0","0","0","0","0","5","15","0","0","0","20"
"10021682","Kaplan Open Learning (Essex) Limited","0","190","0","0","0","0","0","0","0","0","220","410"
"10007767","Keele University","0","450","75","0","0","0","115","265","130","0","5","1,035"
"10003566","Kensington College of Business","0","0","0","0","0","0","0","0","0","0","0","0"
"10007150","The University of Kent","180","880","95","250","0","35","875","815","335","0","70","3,535"
"10003645","King's College London","230","10","550","0","375","15","1,365","2,980","0","30","105","5,655"
"10008325","KLC School of Design","0","0","0","0","0","0","0","0","0","0","0","0"
"10003678","Kingston University","0","385","0","0","0","0","230","160","595","5","0","1,375"
"10003758","LAMDA Limited","0","0","0","0","0","0","0","0","0","0","0","0"
"10007768","The University of Lancaster","15","395","80","0","0","0","630","605","880","0","140","2,745"
"10066551","LCCM AU UK Limited","0","0","0","0","0","0","0","0","0","0","0","0"
"10003854","Leeds Arts University","0","0","0","0","0","0","0","0","0","0","0","0"
"10003861","Leeds Beckett University","5","1,180","105","0","10","5","220","255","405","315","155","2,645"
"10003798","Le Cordon Bleu Limited","0","0","0","0","0","0","0","0","0","0","0","0"
"10034449","Leeds Conservatoire","0","0","0","0","0","0","0","0","0","0","0","0"
"10007795","The University of Leeds","55","680","375","0","180","130","1,085","935","160","140","85","3,825"
"10003863","Leeds Trinity University","5","275","60","0","0","0","5","0","30","130","905","1,400"
"10007796","The University of Leicester","0","625","100","0","0","0","585","530","0","0","105","1,940"
"10007151","The University of Lincoln","5","750","50","0","0","0","140","270","215","0","365","1,800"
"10003956","Liverpool Hope University","15","450","45","0","0","0","10","85","245","95","105","1,045"
"10003957","Liverpool John Moores University","20","2,300","75","120","5","0","0","65","160","105","75","2,915"
"10003945","The Liverpool Institute for Performing Arts","0","0","0","0","0","0","0","0","0","0","0","0"
"10006842","The University of Liverpool","10","765","30","0","0","0","1,015","685","0","0","0","2,500"
"10003958","Liverpool School of Tropical Medicine","0","0","0","0","0","0","0","0","0","0","0","0"
"10007820","Grŵp Llandrillo Menai","0","0","0","0","0","0","0","0","5","55","105","165"
"10007162","University of the Arts, London","0","0","0","0","0","0","0","0","0","0","0","0"
"10013109","London Bridge Business Academy","0","0","0","0","0","0","0","0","0","0","0","0"
"10007769","London Business School","0","0","0","0","0","0","0","0","0","0","0","0"
"10030391","London Churchill College Ltd","0","0","0","0","0","0","0","0","0","0","0","0"
"10007797","University of London (Institutes and activities)","70","0","25","0","30","0","225","125","0","0","40","510"
"10039082","City and Guilds of London Art School","0","0","0","0","0","0","0","0","0","0","0","0"
"10023434","London School of Commerce & IT Limited","0","0","0","0","0","0","0","0","0","0","0","0"
"10004036","London Film School Limited","0","0","0","0","0","0","0","0","0","0","0","0"
"10015506","The London College","0","0","0","0","0","0","0","0","0","0","90","90"
"10004048","London Metropolitan University","15","535","140","0","0","0","55","255","455","285","700","2,435"
"10032594","London School of Academics Ltd","0","0","0","0","0","0","0","0","0","0","0","0"
"10004078","London South Bank University","0","375","0","0","0","0","165","85","195","0","75","890"
"10004063","London School of Economics and Political Science","115","645","775","315","105","0","2,385","2,025","110","0","0","6,470"
"10007771","London School of Hygiene and Tropical Medicine","0","0","0","0","0","0","35","0","0","0","0","35"
"10022285","London School of Management Education","0","0","0","0","0","0","0","0","55","0","0","55"
"10004075","London School of Theology","0","0","0","0","0","0","0","0","0","0","0","0"
"10004079","London Studio Centre","0","0","0","0","0","0","0","0","0","0","0","0"
"10062810","The London School of Architecture","0","0","0","0","0","0","0","0","0","0","0","0"
"10008289","The London Institute of Banking & Finance","0","0","0","0","0","0","0","0","0","0","0","0"
"10004035","The Film Education Training Trust Limited","0","0","0","0","0","0","0","0","0","0","0","0"
"10004113","Loughborough University","5","260","45","0","0","5","1,175","570","0","0","0","2,065"
"10009612","Luther King House Educational Trust","0","0","0","0","0","0","0","0","0","0","0","0"
"10004180","The Manchester Metropolitan University","0","1,135","0","0","0","0","505","405","705","0","250","3,000"
"10007798","The University of Manchester","10","985","220","295","305","45","1,795","1,530","90","0","50","5,330"
"10009527","Istituto Marangoni Limited","0","0","0","0","0","0","0","0","0","0","0","0"
"10023452","The Markfield Institute of Higher Education","0","0","0","0","0","0","0","0","0","0","0","0"
"10023453","Matrix College of Counselling and Psychotherapy Ltd","0","0","0","0","0","0","0","0","0","0","0","0"
"10020416","Missio Dei","0","0","0","0","0","0","0","0","0","0","0","0"
"10030776","St Mellitus College","0","0","0","0","0","0","0","0","15","0","0","15"
"10004320","The Metanoia Institute","0","0","0","0","0","0","0","0","0","0","0","0"
"10004351","Middlesex University","0","595","55","0","25","0","200","170","695","210","35","1,985"
"10032277","The Minster Centre","0","0","0","0","0","0","0","0","0","0","0","0"
"10004450","Mountview Academy of Theatre Arts","0","0","0","0","0","0","0","0","0","0","0","0"
"10023777","Mont Rose College of Management and Sciences","0","0","0","0","0","0","0","0","0","0","80","80"
"10023454","Moorlands College","0","0","0","0","0","0","0","0","20","0","0","20"
"10000216","All Nations Christian College","0","0","0","0","0","0","0","0","0","0","0","0"
"10004538","Nazarene Theological College","0","0","0","0","0","0","0","0","5","0","0","5"
"10030129","Nelson College London Ltd","0","0","0","0","0","0","0","0","0","0","0","0"
"10023456","Newbold College","0","0","0","0","0","0","0","0","0","0","0","0"
"10007799","Newcastle University","90","310","20","0","0","0","745","615","0","0","5","1,790"
"10045289","St Nicholas Montessori Training Limited","0","0","0","0","0","0","0","0","0","0","0","0"
"10048199","Northeastern University London","0","0","0","0","0","0","25","65","0","0","0","95"
"10008397","Norland College","0","0","0","0","0","0","0","0","0","0","0","0"
"10007138","The University of Northampton","15","425","230","0","25","0","65","100","290","125","115","1,390"
"10009614","Grŵp NPTC Group","0","0","0","0","0","0","0","30","0","0","0","30"
"10004740","Northern College of Acupuncture","0","0","0","0","0","0","0","0","0","0","0","0"
"10001282","University of Northumbria at Newcastle","100","890","5","0","25","5","5","225","865","0","55","2,175"
"10004775","Norwich University of the Arts","0","0","0","0","0","0","0","0","0","0","0","0"
"10007154","University of Nottingham","15","585","120","0","0","25","1,370","1,035","155","0","10","3,310"
"10004797","The Nottingham Trent University","185","1,465","155","0","5","85","730","640","485","275","290","4,310"
"10007773","The Open University","1,825","3,755","160","0","85","0","950","1,300","1,320","3,380","4,640","17,415"
"10023445","ICOM","0","0","0","0","0","0","0","0","0","0","0","0"
"10004930","Oxford Brookes University","5","370","50","180","0","0","170","345","305","125","155","1,705"
"10020439","Oxford Business College","0","0","0","0","0","0","0","0","0","0","0","0"
"10007774","The University of Oxford","70","275","245","230","60","0","800","730","25","0","70","2,495"
"10006243","St Patrick's International College","0","0","0","0","0","0","0","0","5","0","165","170"
"10005127","Arts University Plymouth","0","0","0","0","0","0","0","0","0","0","0","0"
"10007801","University of Plymouth","0","405","250","35","0","0","155","155","155","90","45","1,290"
"10019178","Point Blank Music School","0","0","0","0","0","0","0","0","0","0","0","0"
"10007155","The University of Portsmouth","20","2,050","0","0","60","40","520","555","1,375","210","0","4,835"
"10083476","The Prince's Foundation","0","0","0","0","0","0","0","0","0","0","0","0"
"10005337","Queen Margaret University, Edinburgh","0","210","0","0","0","0","0","5","0","0","25","240"
"10007775","Queen Mary University of London","15","15","0","0","0","0","2,080","1,325","0","0","20","3,460"
"10025197","University Centre Quayside Limited","0","0","0","0","0","0","0","0","0","0","0","0"
"10009292","Royal Academy of Dramatic Art","0","0","0","0","0","0","0","0","0","0","0","0"
"10005544","Royal Academy of Dance","0","0","0","0","0","0","0","0","0","0","0","0"
"10005389","Ravensbourne University London","0","0","0","0","0","0","0","0","0","0","0","0"
"10005470","Richmond, The American International University in London","0","0","0","0","0","0","15","80","0","0","0","100"
"10007802","The University of Reading","0","0","25","5","145","0","700","910","0","0","0","1,790"
"10086591","Regent's University London Limited","0","0","0","0","0","0","0","30","0","0","0","30"
"10021100","Regents Theological College","0","0","0","0","0","0","0","0","0","0","0","0"
"10023871","Results Consortium Limited","0","0","0","0","0","0","0","0","0","0","0","0"
"10062833","Raindance Educational Services Limited","0","0","0","0","0","0","0","0","0","0","0","0"
"10008455","Regent College London","0","0","0","0","0","0","0","0","0","0","235","235"
"10005500","Robert Gordon University","280","5","0","0","0","0","0","0","610","0","140","1,035"
"10007776","Roehampton University","0","530","15","85","0","5","55","45","0","315","0","1,050"
"10005523","Rose Bruford College of Theatre and Performance","0","0","0","0","0","0","0","0","0","0","0","0"
"10007835","Royal Academy of Music","0","0","0","0","0","0","0","0","0","0","0","0"
"10005545","Royal Agricultural University","0","0","0","0","0","0","0","0","0","0","0","0"
"10007777","Royal College of Art","0","0","0","0","0","0","0","0","0","0","0","0"
"10007778","Royal College of Music","0","0","0","0","0","0","0","0","0","0","0","0"
"10005561","Royal Conservatoire of Scotland","0","0","0","0","0","0","0","0","0","0","0","0"
"10007816","The Royal Central School of Speech and Drama","0","0","0","0","0","0","0","0","0","0","0","0"
"10005553","Royal Holloway and Bedford New College","15","370","5","0","0","0","740","560","365","0","0","2,055"
"10007837","Royal Northern College of Music","0","0","0","0","0","0","0","0","0","0","0","0"
"10007779","The Royal Veterinary College","0","0","0","0","0","0","0","0","0","0","0","0"
"10007803","The University of St. Andrews","15","15","0","220","20","5","585","970","0","0","0","1,830"
"10007839","SAE Education Limited","0","0","0","0","0","0","0","0","0","0","0","0"
"10007782","St George's, University of London","0","0","0","0","40","0","0","0","0","0","90","130"
"10008026","St Mary's University College","0","0","0","0","0","0","0","0","0","0","0","0"
"10007843","St Mary's University, Twickenham","0","120","5","0","0","0","0","40","0","0","0","165"
"10007156","The University of Salford","35","545","185","0","0","0","60","140","570","5","10","1,550"
"10021256","The Salvation Army","0","0","0","0","0","0","0","0","0","0","0","0"
"10008362","London School of Science and Technology Limited","0","0","80","0","0","0","0","0","0","0","0","80"
"10007780","SOAS University of London","0","80","60","335","695","0","455","915","0","0","0","2,540"
"10005700","SRUC","0","0","0","0","0","0","0","0","0","0","0","0"
"10005790","Sheffield Hallam University","85","1,215","170","0","0","0","380","125","770","255","260","3,255"
"10007157","The University of Sheffield","115","665","150","5","35","0","1,090","800","165","225","155","3,405"
"10023458","The Sherwood Psychotherapy Training Institute Limited","0","0","0","0","0","0","0","0","0","0","0","0"
"10006022","Solent University","0","250","5","0","0","15","0","0","155","0","135","560"
"10007158","The University of Southampton","5","315","30","30","10","0","625","415","0","0","70","1,495"
"10006093","Spurgeon's College","0","0","0","0","0","0","0","0","0","0","0","0"
"10006299","Staffordshire University","165","185","125","0","0","0","0","270","395","5","160","1,305"
"10008098","Study Group","480","0","0","0","10","0","50","30","0","0","0","570"
"10007804","The University of Stirling","100","625","145","0","0","0","160","350","175","335","15","1,905"
"10037449","University of St Mark and St John","10","115","35","0","0","0","0","0","65","15","10","250"
"10008010","Stranmillis University College","0","0","0","0","0","0","0","0","0","455","55","510"
"10007805","The University of Strathclyde","95","35","270","0","0","0","340","395","365","0","0","1,495"
"10014001","University of Suffolk","30","185","660","0","0","0","5","10","115","320","210","1,535"
"10007159","The University of Sunderland","15","355","10","0","0","10","10","10","215","375","865","1,860"
"10007160","The University of Surrey","0","470","5","0","0","15","715","230","0","0","0","1,440"
"10007806","The University of Sussex","180","575","275","240","810","25","830","865","265","70","0","4,140"
"10007855","Swansea University","100","645","65","0","0","0","430","300","205","80","925","2,750"
"10007161","Teesside University","20","390","0","0","0","0","20","60","575","0","240","1,305"
"10082743","ThinkSpace Education Limited","0","0","0","0","0","0","0","0","0","0","0","0"
"10008017","Trinity Laban Conservatoire of Music and Dance","0","0","0","0","0","0","0","0","0","0","0","0"
"10007858","University of Wales Trinity Saint David","0","0","1,095","70","0","0","0","0","115","15","1,920","3,220"
"10068157","University Centre Peterborough","0","55","5","0","0","0","0","0","0","0","0","60"
"10007114","University of the Highlands and Islands","365","120","0","0","0","120","0","0","0","1,145","375","2,125"
"10007807","Ulster University","160","640","250","0","0","0","265","160","1,090","0","205","2,775"
"10039956","The University of Law","0","100","15","0","0","0","0","20","0","0","0","130"
"10007784","University College London","200","610","520","625","15","60","2,150","995","0","10","15","5,195"
"10007793","University of South Wales","110","525","120","0","0","0","0","25","295","410","380","1,860"
"10007163","The University of Warwick","305","420","25","0","0","0","1,985","1,330","95","0","0","4,165"
"10007361","Waverley Abbey College","0","0","0","0","0","0","0","0","0","0","0","0"
"10007164","University of the West of England, Bristol","15","985","0","0","0","0","415","265","280","0","2,545","4,505"
"10007800","The University of the West of Scotland","410","15","445","0","0","0","0","185","435","765","210","2,465"
"10032288","West Dean College","0","0","0","0","0","0","0","0","0","0","0","0"
"10006566","The University of West London","0","300","5","0","0","0","60","50","180","10","145","745"
"10007165","The University of Westminster","0","605","0","0","0","0","235","515","0","0","0","1,350"
"10003614","The University of Winchester","0","640","0","35","5","0","45","100","245","135","95","1,305"
"10007166","The University of Wolverhampton","40","275","175","0","0","10","50","30","355","330","1,130","2,380"
"10007139","University of Worcester","50","220","0","0","0","0","0","10","195","160","1,090","1,725"
"10007833","Wrexham University","0","205","90","0","0","0","0","10","345","105","195","955"
"10007657","Writtle University College","0","0","0","0","0","0","0","0","0","0","0","0"
"10007713","York St John University","10","335","0","0","0","5","30","90","0","200","100","770"
"10007167","The University of York","65","760","430","0","15","0","930","1,160","185","0","15","3,565"
"","Total","11,505","58,630","14,080","5,610","4,665","1,005","53,840","49,545","31,375","15,615","36,730","282,600"
