﻿Title:,"Table 7 - HE academic staff by HE provider and employment conditions"
Subtitle:,"Academic years 2014/15 to 2023/24"
Reference ID:,DT025 Table 7
Data source:,HESA
Data source link:,https://www.hesa.ac.uk/data-and-analysis/staff/table-7
Data file canonical link:,https://www.hesa.ac.uk/data-and-analysis/staff/table-7.zip
Licence:,Creative Commons Attribution 4.0 International Licence
Date:,2025
Filters:,Country of HE provider,All 
,Region of HE provider,All 
,Mode of employment,All 
,Activity standard occupational classification,All 
,Academic year,2014/15 
Search:,


"UKPRN","HE provider","Teaching only","Research only","Both teaching and research","Neither teaching nor research","Total academic staff"
"10006427","University for the Creative Arts","100","0","260","0","360"
"10007842","University of Cumbria","0","5","405","10","420"
"10001883","De Montfort University","425","25","765","0","1,215"
"10007851","University of Derby","595","15","640","0","1,250"
"10007852","The University of Dundee","320","740","475","5","1,535"
"10007143","University of Durham","260","460","930","40","1,690"
"10007789","The University of East Anglia","755","355","595","0","1,700"
"10007144","The University of East London","210","50","635","15","910"
"10007823","Edge Hill University","435","10","555","0","1,000"
"10007772","Edinburgh Napier University","230","60","555","5","850"
"10007790","The University of Edinburgh","420","1,880","1,980","0","4,280"
"10007791","The University of Essex","615","100","395","0","1,115"
"10007792","The University of Exeter","340","620","900","0","1,860"
"10008640","Falmouth University","40","5","190","0","235"
"10007762","Glasgow Caledonian University","35","90","625","15","770"
"10002681","Glasgow School of Art","0","25","160","5","190"
"10007794","The University of Glasgow","760","1,185","1,200","30","3,175"
"10007145","University of Gloucestershire","250","5","365","25","650"
"10002718","Goldsmiths College","595","40","370","5","1,010"
"10007146","The University of Greenwich","330","135","765","0","1,230"
"10007825","Guildhall School of Music and Drama","480","0","60","35","575"
"10040812","Harper Adams University","55","5","90","10","155"
"10007764","Heriot-Watt University","110","225","450","5","795"
"10007147","University of Hertfordshire","395","120","940","30","1,490"
"10007765","Heythrop College","35","5","40","0","80"
"10007148","The University of Huddersfield","0","90","720","5","815"
"10007149","The University of Hull","265","135","650","5","1,065"
"10003270","Imperial College of Science, Technology and Medicine","250","2,675","1,420","0","4,350"
"10007766","Institute of Education","90","100","275","0","465"
"10007767","Keele University","245","120","485","0","855"
"10007150","The University of Kent","1,055","180","725","15","1,970"
"10003645","King's College London","1,050","1,720","1,735","5","4,510"
"10003678","Kingston University","60","45","880","10","995"
"10007768","The University of Lancaster","610","315","795","20","1,735"
"10003854","Leeds Arts University","100","0","50","5","160"
"10003861","Leeds Beckett University","455","30","925","0","1,410"
"10007795","The University of Leeds","680","1,090","1,515","0","3,290"
"10003863","Leeds Trinity University","5","0","140","0","145"
"10007796","The University of Leicester","360","505","830","5","1,700"
"10007151","The University of Lincoln","365","45","535","0","945"
"10003956","Liverpool Hope University","45","0","220","5","265"
"10003957","Liverpool John Moores University","180","95","1,035","0","1,310"
"10003945","The Liverpool Institute for Performing Arts","60","0","0","0","60"
"10006842","The University of Liverpool","760","830","1,130","5","2,720"
"10003958","Liverpool School of Tropical Medicine","0","50","125","80","255"
"10007162","University of the Arts, London","1,055","0","825","0","1,885"
"10007769","London Business School","0","0","100","0","105"
"10007797","University of London (Institutes and activities)","20","20","30","10","80"
"10004048","London Metropolitan University","0","15","615","5","640"
"10004078","London South Bank University","790","35","210","5","1,035"
"10004063","London School of Economics and Political Science","595","420","630","0","1,645"
"10007771","London School of Hygiene and Tropical Medicine","5","340","455","0","800"
"10004113","Loughborough University","340","340","730","15","1,430"
"10004180","The Manchester Metropolitan University","990","80","1,325","40","2,435"
"10007798","The University of Manchester","780","2,195","1,970","0","4,945"
"10004351","Middlesex University","75","70","835","0","980"
"10007799","Newcastle University","520","1,140","1,135","0","2,800"
"10007138","The University of Northampton","245","15","475","0","730"
"10001282","University of Northumbria at Newcastle","90","60","1,230","0","1,380"
"10004775","Norwich University of the Arts","95","5","50","5","155"
"10007154","University of Nottingham","465","1,165","1,765","5","3,400"
"10004797","The Nottingham Trent University","420","0","1,190","0","1,610"
"10007773","The Open University","4,965","180","900","5","6,050"
"10004930","Oxford Brookes University","340","80","715","15","1,150"
"10007774","The University of Oxford","75","5,005","1,775","20","6,870"
"10005127","Arts University Plymouth","65","0","60","5","130"
"10007801","University of Plymouth","350","220","725","15","1,315"
"10007155","The University of Portsmouth","385","10","1,160","5","1,555"
"10005337","Queen Margaret University, Edinburgh","10","15","220","5","250"
"10007775","Queen Mary University of London","465","690","1,050","0","2,205"
"10005389","Ravensbourne University London","180","0","0","5","185"
"10007802","The University of Reading","600","370","655","15","1,640"
"10005500","Robert Gordon University","155","50","535","10","745"
"10007776","Roehampton University","205","10","265","10","485"
"10005523","Rose Bruford College of Theatre and Performance","0","0","75","0","75"
"10007835","Royal Academy of Music","250","0","25","0","280"
"10005545","Royal Agricultural University","0","0","55","0","60"
"10007777","Royal College of Art","0","40","135","0","175"
"10007778","Royal College of Music","0","0","285","0","285"
"10005561","Royal Conservatoire of Scotland","185","5","70","0","260"
"10007816","The Royal Central School of Speech and Drama","0","5","65","0","70"
"10005553","Royal Holloway and Bedford New College","515","160","495","0","1,170"
"10007837","Royal Northern College of Music","0","0","325","0","325"
"10007779","The Royal Veterinary College","65","80","130","0","275"
"10007803","The University of St. Andrews","135","415","615","0","1,160"
"10007782","St George's, University of London","235","125","110","0","470"
"10008026","St Mary's University College","10","0","50","0","60"
"10007843","St Mary's University, Twickenham","135","15","225","5","380"
"10007156","The University of Salford","515","25","790","0","1,335"
"10007780","SOAS University of London","465","30","305","0","795"
"10005700","SRUC","185","130","30","0","345"
"10005790","Sheffield Hallam University","550","145","1,465","0","2,160"
"10007157","The University of Sheffield","445","1,290","1,350","0","3,090"
"10006022","Solent University","85","10","645","0","740"
"10007158","The University of Southampton","580","1,065","1,330","20","2,995"
"10006299","Staffordshire University","410","0","560","5","980"
"10007804","The University of Stirling","405","95","440","5","940"
"10037449","University of St Mark and St John","5","0","95","5","105"
"10008010","Stranmillis University College","0","5","50","0","60"
"10007805","The University of Strathclyde","210","550","665","0","1,430"
"10014001","University of Suffolk","0","0","165","10","175"
"10007159","The University of Sunderland","360","15","425","5","805"
"10007160","The University of Surrey","495","310","605","5","1,415"
"10007806","The University of Sussex","670","335","700","5","1,705"
"10007855","Swansea University","415","405","540","0","1,360"
"10007161","Teesside University","5","50","635","5","700"
"10008017","Trinity Laban Conservatoire of Music and Dance","305","0","20","0","325"
"10007858","University of Wales Trinity Saint David","175","10","500","15","700"
"10007114","University of the Highlands and Islands","0","10","20","5","35"
"10007807","Ulster University","850","150","475","200","1,670"
"10007784","University College London","950","3,375","2,275","0","6,600"
"10007793","University of South Wales","1,135","35","715","15","1,900"
"10008574","The University of Wales (central functions)","0","20","0","30","50"
"10007163","The University of Warwick","685","785","1,135","0","2,600"
"10007164","University of the West of England, Bristol","315","125","1,110","30","1,580"
"10007800","The University of the West of Scotland","30","35","530","15","610"
"10006566","The University of West London","545","0","330","0","875"
"10007165","The University of Westminster","550","75","840","5","1,470"
"10003614","The University of Winchester","325","20","285","15","645"
"10007166","The University of Wolverhampton","185","30","590","5","810"
"10007139","University of Worcester","235","15","390","10","645"
"10007833","Wrexham University","70","25","205","25","320"
"10007657","Writtle University College","100","0","10","5","115"
"10007713","York St John University","30","0","290","0","315"
"10007167","The University of York","260","580","835","0","1,675"
"","Total","51,970","48,230","96,550","1,580","198,335"
