﻿Title:,"Table 5 - Research grants and contracts - breakdown by source of income and HESA cost centre"
Subtitle:,"Academic years 2015/16 to 2023/24"
Reference ID:,DT031 Table 5
Data source:,HESA / OfS
Data source link:,https://www.hesa.ac.uk/data-and-analysis/finances/table-5
Data file canonical link:,https://www.hesa.ac.uk/data-and-analysis/finances/table-5.csv
Licence:,Creative Commons Attribution 4.0 International Licence
Date:,2024
Filters:,Country of HE provider,All 
,Region of HE provider,All 
,HESA cost centre▼101 Clinical medicine,102 Clinical dentistry,103 Nursing & allied health professions,104 Psychology & behavioural sciences,105 Health & community studies,106 Anatomy & physiology,107 Pharmacy & pharmacology,108 Sports science & leisure studies,109 Veterinary science,110 Agriculture, forestry & food science,111 Earth, marine & environmental sciences,112 Biosciences,113 Chemistry,114 Physics,115 General engineering,116 Chemical engineering,117 Mineral, metallurgy & materials engineering,118 Civil engineering,119 Electrical, electronic & computer engineering,120 Mechanical, aero & production engineering,121 IT, systems sciences & computer software engineering,122 Mathematics,123 Architecture, built environment & planning,124 Geography & environmental studies,125 Area studies,126 Archaeology,127 Anthropology & development studies,128 Politics & international studies,129 Economics & econometrics,130 Law,131 Social work & social policy,132 Sociology,133 Business & management studies,134 Catering & hospitality management,135 Education,136 Continuing education,137 Modern languages,138 English language & literature,139 History,140 Classics,141 Philosophy,142 Theology & religious studies,143 Art & design,144 Music, dance, drama & performing arts,145 Media studies,201 Total academic services,202 Central administration & services,203 General educational expenditure,204 Staff & student facilities,207 Total research grants and contracts,Co-investment from external sources on funding council-funded projects (included in Heads 1 to 4 above)Research income-in-kind (included in Heads 1 to 4 above)Total academic departments,Total administration & central services
,Academic year,2019/20 
,Financial year end,All 
Search:,


"","","","","(£000s)","",""
"UKPRN","HE Provider","Financial Year End","1a Biotechnology and Biological Sciences Research Council (BBSRC)","1b Medical Research Council (MRC)","1c Natural Environment Research Council (NERC)","1d Engineering and Physical Sciences Research Council (EPSRC)","1e Economic and Social Research Council (ESRC)","1f Arts & Humanities Research Council (AHRC)","1g Science & Technology Facilities Council (STFC)","1h UK Research and Innovation","1i Other","1j Total Research Councils"
"10000824","Bournemouth University","2020-07-31","0","0","0","0","0","0","0","0","0","0"
"10007785","The University of Bradford","2020-07-31","0","0","0","0","0","0","0","0","0","0"
"10000886","The University of Brighton","2020-07-31","68","49","0","0","152","36","0","0","0","305"
"10000936","The University College of Osteopathy","2020-07-31","0","0","0","0","0","0","0","0","0","0"
"10007786","The University of Bristol","2020-07-31","557","7,117","0","4","278","0","0","0","22","7,978"
"10000961","Brunel University London","2020-07-31","0","0","0","0","0","0","0","0","0","0"
"10000975","Buckinghamshire New University","2020-07-31","0","0","0","0","0","0","0","0","0","0"
"10007788","The University of Cambridge","2020-07-31","2,233","48,553","0","941","263","55","36","194","1,472","53,747"
"10003324","The Institute of Cancer Research","2020-07-31","0","463","0","179","0","0","(47)","0","0","595"
"10001143","Canterbury Christ Church University","2020-07-31","0","0","0","0","0","0","0","0","0","0"
"10007814","Cardiff University","2020-07-31","712","5,410","0","3","241","0","0","0","14","6,380"
"10007854","Cardiff Metropolitan University","2020-07-31","0","0","0","0","0","0","0","0","0","0"
"10007141","The University of Central Lancashire","2020-07-31","0","0","0","0","0","0","0","0","0","0"
"10007848","University of Chester","2020-07-31","0","0","0","0","0","0","0","0","0","0"
"10007137","The University of Chichester","2020-07-31","0","0","0","0","0","0","0","0","0","0"
"10001386","Chicken Shed Theatre Company","2020-03-31","0","0","0","0","0","0","0","0","0","0"
"10001478","City, University of London","2020-07-31","0","0","0","0","0","0","0","0","0","0"
"10007912","Cliff College","2019-08-31","0","0","0","0","0","0","0","0","0","0"
"10001653","Conservatoire for Dance and Drama","2020-07-31","0","0","0","0","0","0","0","0","0","0"
"10007761","Courtauld Institute of Art","2020-07-31","0","0","0","0","0","0","0","0","0","0"
"10034324","Court Theatre Training Company Ltd","2019-08-31","0","0","0","0","0","0","0","0","0","0"
"10001726","Coventry University","2020-07-31","0","0","0","0","0","0","0","0","0","0"
"10007822","Cranfield University","2020-07-31","0","0","0","0","0","0","0","0","0","0"
"10006427","University for the Creative Arts","2020-07-31","0","0","0","0","0","0","0","0","0","0"
"10007842","University of Cumbria","2020-07-31","0","0","0","0","0","0","0","0","0","0"
"10001883","De Montfort University","2020-07-31","0","0","0","4","0","0","0","0","0","4"
"10007851","University of Derby","2020-07-31","0","0","0","0","0","0","0","0","0","0"
"10007852","The University of Dundee","2020-07-31","115","1,191","0","0","171","0","0","0","237","1,714"
"10007143","University of Durham","2020-07-31","0","0","0","0","0","0","0","0","0","0"
"10007789","The University of East Anglia","2020-07-31","345","161","0","0","0","0","0","0","0","506"
"10007144","The University of East London","2020-07-31","0","0","0","0","0","0","0","0","0","0"
"10032282","The Queen's Foundation for Ecumenical Theological Education","2019-08-31","0","0","0","0","0","0","0","0","0","0"
"10007823","Edge Hill University","2020-07-31","0","0","0","0","0","0","0","0","0","0"
"10007772","Edinburgh Napier University","2020-07-31","0","0","0","0","0","0","0","0","0","0"
"10007790","The University of Edinburgh","2020-07-31","1,734","28,265","16","1,063","591","0","109","261","9","32,048"
"10042570","Escape Studios","2019-12-31","0","0","0","0","0","0","0","0","0","0"
"10007791","The University of Essex","2020-07-31","0","0","0","0","0","0","0","0","0","0"
"10008173","University College of Estate Management","2020-07-31","0","0","0","0","0","0","0","0","0","0"
"10007792","The University of Exeter","2020-07-31","341","1,527","436","337","488","28","24","156","0","3,337"
"10008640","Falmouth University","2020-07-31","0","0","0","0","0","0","0","0","0","0"
"10004511","The National Film and Television School","2020-07-31","0","0","0","0","0","0","0","0","0","0"
"10022087","Futureworks","2019-08-31","0","0","0","0","0","0","0","0","0","0"
"10007762","Glasgow Caledonian University","2020-07-31","0","0","0","0","0","0","0","0","0","0"
"10002681","Glasgow School of Art","2020-07-31","0","0","0","0","0","0","0","0","0","0"
"10007794","The University of Glasgow","2020-07-31","1,090","20,279","0","648","310","0","0","88","118","22,533"
"10007145","University of Gloucestershire","2020-07-31","0","0","0","0","0","0","0","0","0","0"
"10002718","Goldsmiths College","2020-07-31","0","0","0","0","0","0","0","0","0","0"
"10007146","The University of Greenwich","2020-07-31","0","0","0","0","0","0","0","0","0","0"
"10007825","Guildhall School of Music and Drama","2020-07-31","0","0","0","0","0","0","0","0","0","0"
"10040812","Harper Adams University","2020-07-31","0","0","0","0","0","0","0","0","0","0"
"10080811","Hartpury University","2020-07-31","0","0","0","0","0","0","0","0","0","0"
"10007764","Heriot-Watt University","2020-07-31","0","0","0","0","0","0","0","0","0","0"
"10007147","University of Hertfordshire","2020-07-31","0","0","0","0","0","0","0","0","0","0"
"10007148","The University of Huddersfield","2020-07-31","0","0","0","0","0","0","0","0","0","0"
"10007149","The University of Hull","2020-07-31","0","7","0","0","0","0","0","8","0","15"
"10003270","Imperial College of Science, Technology and Medicine","2020-07-31","2,493","26,237","282","4,467","441","11","1","9","217","34,158"
"10035638","Institute of Contemporary Music Performance","2020-05-31","0","0","0","0","0","0","0","0","0","0"
"10007767","Keele University","2020-07-31","0","63","0","0","0","0","0","0","0","63"
"10007150","The University of Kent","2020-07-31","0","0","0","0","0","0","0","0","0","0"
"10003645","King's College London","2020-07-31","777","17,267","0","3,843","1,255","5","25","0","330","23,502"
"10003678","Kingston University","2020-07-31","0","0","0","0","0","0","0","0","0","0"
"10003758","LAMDA Limited","2020-07-31","0","0","0","0","0","0","0","0","0","0"
"10007768","The University of Lancaster","2020-07-31","31","173","0","28","1","0","0","3","0","236"
"10003854","Leeds Arts University","2020-07-31","0","0","0","0","0","0","0","0","0","0"
"10003861","Leeds Beckett University","2020-07-31","0","0","0","0","0","0","0","0","0","0"
"10034449","Leeds Conservatoire","2020-07-31","0","0","0","0","0","0","0","0","0","0"
"10007795","The University of Leeds","2020-07-31","370","2,213","0","423","101","0","3","672","57","3,839"
"10003863","Leeds Trinity University","2020-07-31","0","0","0","0","0","0","0","0","0","0"
"10007796","The University of Leicester","2020-07-31","151","2,427","0","0","51","0","0","0","27","2,656"
"10007151","The University of Lincoln","2020-07-31","0","0","0","0","0","0","0","0","0","0"
"10003956","Liverpool Hope University","2020-07-31","0","0","0","0","0","0","0","0","0","0"
"10003957","Liverpool John Moores University","2020-07-31","6","0","0","0","0","0","0","0","0","6"
"10003945","The Liverpool Institute for Performing Arts","2020-07-31","0","0","0","0","0","0","0","0","0","0"
"10006842","The University of Liverpool","2020-07-31","379","2,954","0","790","141","18","38","92","0","4,412"
"10003958","Liverpool School of Tropical Medicine","2020-07-31","734","7,488","68","57","1,685","0","0","123","158","10,313"
"10007162","University of the Arts, London","2020-07-31","0","0","0","0","0","0","0","0","0","0"
"10013109","London Bridge Business Academy","2019-12-31","0","0","0","0","0","0","0","0","0","0"
"10007769","London Business School","2020-07-31","0","0","0","0","0","0","0","0","0","0"
"10007797","University of London (Institutes and activities)","2020-07-31","0","0","0","0","0","0","0","0","0","0"
"10004036","London Film School Limited","2019-08-31","0","0","0","0","0","0","0","0","0","0"
"10004048","London Metropolitan University","2020-07-31","0","0","0","0","0","0","0","0","0","0"
"10004078","London South Bank University","2020-07-31","0","0","0","0","0","0","0","0","0","0"
"10004063","London School of Economics and Political Science","2020-07-31","0","0","0","0","0","0","0","0","0","0"
"10007771","London School of Hygiene and Tropical Medicine","2020-07-31","2,160","33,664","113","1,853","3,594","0","3","338","0","41,725"
"10022285","London School of Management Education","2019-08-31","0","0","0","0","0","0","0","0","0","0"
"10004075","London School of Theology","2019-08-31","0","0","0","0","0","0","0","0","0","0"
"10062810","The London School of Architecture","2020-06-30","0","0","0","0","0","0","0","0","0","0"
"10008289","The London Institute of Banking & Finance","2020-07-31","0","0","0","0","0","0","0","0","0","0"
"10067623","The London Interdisciplinary School Ltd","2020-07-31","0","0","0","0","0","0","0","0","0","0"
"10004113","Loughborough University","2020-07-31","0","0","0","0","0","0","0","0","0","0"
"10009612","Luther King House Educational Trust","2019-08-31","0","0","0","0","0","0","0","0","0","0"
"10004180","The Manchester Metropolitan University","2020-07-31","0","0","0","0","0","0","0","0","0","0"
"10007798","The University of Manchester","2020-07-31","666","4,608","1","465","54","3","121","0","1,190","7,108"
"10030776","St Mellitus College","2020-07-31","0","0","0","0","0","0","0","0","0","0"
"10004320","The Metanoia Institute","2019-08-31","0","0","0","0","0","0","0","0","0","0"
"10004351","Middlesex University","2020-07-31","0","0","0","0","0","0","0","0","0","0"
"10023777","Mont Rose College of Management and Sciences","2019-08-31","0","0","0","0","0","0","0","0","0","0"
"10023454","Moorlands College","2020-06-30","0","0","0","0","0","0","0","0","0","0"
"10004538","Nazarene Theological College","2020-06-30","0","0","0","0","0","0","0","0","0","0"
"10030129","Nelson College London Ltd","2020-07-31","0","0","0","0","0","0","0","0","0","0"
"10007799","Newcastle University","2020-07-31","1,000","5,847","0","695","131","0","32","0","23","7,728"
"10067406","New Model Institute for Technology and Engineering (NMITE)","2020-07-31","0","0","0","0","0","0","0","0","0","0"
"10048199","Northeastern University London","2020-06-30","0","0","0","0","0","0","0","0","0","0"
"10007138","The University of Northampton","2020-07-31","0","0","0","0","0","0","0","0","0","0"
"10001282","University of Northumbria at Newcastle","2020-07-31","0","0","0","0","0","0","0","0","0","0"
"10004775","Norwich University of the Arts","2020-07-31","0","0","0","0","0","0","0","0","0","0"
"10007154","University of Nottingham","2020-07-31","477","3,226","0","277","206","19","161","0","(16)","4,350"
"10004797","The Nottingham Trent University","2020-07-31","0","0","0","0","0","0","0","0","0","0"
"10007773","The Open University","2020-07-31","0","0","0","0","0","0","0","0","0","0"
"10004930","Oxford Brookes University","2020-07-31","0","0","0","0","0","0","0","0","0","0"
"10007774","The University of Oxford","2020-07-31","2,290","40,979","194","2,387","625","37","1","290","280","47,083"
"10005127","Arts University Plymouth","2020-07-31","0","0","0","0","0","0","0","0","0","0"
"10007801","University of Plymouth","2020-07-31","0","76","4","0","0","0","0","0","5","85"
"10007155","The University of Portsmouth","2020-07-31","0","0","0","0","0","0","0","0","0","0"
"10005337","Queen Margaret University, Edinburgh","2020-07-31","0","0","0","0","0","0","0","0","0","0"
"10007775","Queen Mary University of London","2020-07-31","1,616","7,052","36","233","86","0","0","23","243","9,289"
"10009292","Royal Academy of Dramatic Art","2020-07-31","0","0","0","0","0","0","0","0","0","0"
"10005389","Ravensbourne University London","2020-07-31","0","0","0","0","0","0","0","0","0","0"
"10007802","The University of Reading","2020-07-31","0","0","0","0","0","0","0","0","0","0"
"10008455","Regent College London","2020-07-31","0","0","0","0","0","0","0","0","0","0"
"10005500","Robert Gordon University","2020-07-31","0","0","0","0","0","0","0","0","0","0"
"10007776","Roehampton University","2020-07-31","0","0","0","0","0","0","0","0","0","0"
"10005523","Rose Bruford College of Theatre and Performance","2020-07-31","0","0","0","0","0","0","0","0","0","0"
"10007835","Royal Academy of Music","2020-07-31","0","0","0","0","0","0","0","0","0","0"
"10005545","Royal Agricultural University","2020-07-31","0","0","0","0","0","0","0","0","0","0"
"10007777","Royal College of Art","2020-07-31","0","0","0","0","0","0","0","0","0","0"
"10007778","Royal College of Music","2020-07-31","0","0","0","0","0","0","0","0","0","0"
"10005561","Royal Conservatoire of Scotland","2020-07-31","0","0","0","0","0","0","0","0","0","0"
"10007816","The Royal Central School of Speech and Drama","2020-07-31","0","0","0","0","0","0","0","0","0","0"
"10005553","Royal Holloway and Bedford New College","2020-07-31","0","0","0","0","0","0","0","0","0","0"
"10007837","Royal Northern College of Music","2020-07-31","0","0","0","0","0","0","0","0","0","0"
"10007779","The Royal Veterinary College","2020-07-31","0","0","0","0","0","0","0","0","0","0"
"10007803","The University of St. Andrews","2020-07-31","0","455","0","1","0","0","0","21","46","523"
"10007839","SAE Education Limited","2020-06-30","0","0","0","0","0","0","0","0","0","0"
"10007782","St George's, University of London","2020-07-31","223","1,572","0","10","13","0","0","0","0","1,818"
"10008026","St Mary's University College","2020-07-31","0","0","0","0","0","0","0","0","0","0"
"10007843","St Mary's University, Twickenham","2020-07-31","0","0","0","0","0","0","0","0","0","0"
"10007156","The University of Salford","2020-07-31","0","0","0","0","0","0","0","0","0","0"
"10007780","SOAS University of London","2020-07-31","0","0","0","0","0","0","0","0","0","0"
"10005700","SRUC","2020-07-31","0","0","0","0","0","0","0","0","0","0"
"10005790","Sheffield Hallam University","2020-07-31","0","0","0","0","0","0","0","0","0","0"
"10007157","The University of Sheffield","2020-07-31","419","1,931","0","330","(2)","0","0","0","108","2,786"
"10006022","Solent University","2020-07-31","0","0","0","0","0","0","0","0","0","0"
"10007158","The University of Southampton","2020-07-31","1,043","4,615","55","424","113","0","0","8","12","6,270"
"10006093","Spurgeon's College","2020-07-31","0","0","0","0","0","0","0","0","0","0"
"10006299","Staffordshire University","2020-07-31","0","0","0","0","0","0","0","0","0","0"
"10007804","The University of Stirling","2020-07-31","0","0","0","0","0","0","0","0","0","0"
"10037449","University of St Mark and St John","2020-07-31","0","0","0","0","0","0","0","0","0","0"
"10008010","Stranmillis University College","2020-07-31","0","0","0","0","0","0","0","0","0","0"
"10007805","The University of Strathclyde","2020-07-31","55","7","0","154","0","0","318","0","13","547"
"10014001","University of Suffolk","2020-07-31","0","0","0","0","0","0","0","0","0","0"
"10007159","The University of Sunderland","2020-07-31","0","0","0","0","0","0","0","0","0","0"
"10007160","The University of Surrey","2020-07-31","0","0","0","0","0","0","0","0","0","0"
"10007806","The University of Sussex","2020-07-31","68","49","0","0","152","36","0","0","0","305"
"10007855","Swansea University","2020-07-31","1,023","990","0","17","1,452","0","2","0","234","3,718"
"10083403","The Engineering and Design Institute London","2020-07-31","0","0","0","0","0","0","0","0","0","0"
"10007161","Teesside University","2020-07-31","0","0","0","0","0","0","0","0","0","0"
"10082743","ThinkSpace Education Limited","2020-07-31","0","0","0","0","0","0","0","0","0","0"
"10008017","Trinity Laban Conservatoire of Music and Dance","2020-07-31","0","0","0","0","0","0","0","0","0","0"
"10007858","University of Wales Trinity Saint David","2020-07-31","0","0","0","0","0","0","0","0","0","0"
"10067648","University Academy 92 Limited","2020-07-31","0","0","0","0","0","0","0","0","0","0"
"10068157","University Centre Peterborough","2020-07-31","0","0","0","0","0","0","0","0","0","0"
"10007114","University of the Highlands and Islands","2020-07-31","0","0","0","0","0","0","0","0","0","0"
"10007807","Ulster University","2020-07-31","0","0","0","0","0","0","0","0","0","0"
"10039956","The University of Law","2019-11-30","0","0","0","0","0","0","0","0","0","0"
"10007784","University College London","2020-07-31","2,340","41,489","18","1,091","3,378","67","0","0","1,156","49,539"
"10007793","University of South Wales","2020-07-31","0","0","0","0","0","0","0","0","0","0"
"10008574","The University of Wales (central functions)","2020-07-31","0","0","0","0","0","0","0","0","0","0"
"10007163","The University of Warwick","2020-07-31","154","395","0","20","10","0","0","14","12","605"
"10007164","University of the West of England, Bristol","2020-07-31","0","0","0","0","0","0","0","0","0","0"
"10007800","The University of the West of Scotland","2020-07-31","0","0","0","0","0","0","0","0","0","0"
"10006566","The University of West London","2020-07-31","0","0","0","0","0","0","0","0","0","0"
"10007165","The University of Westminster","2020-07-31","0","0","0","0","0","0","0","0","0","0"
"10003614","The University of Winchester","2020-07-31","0","0","0","0","0","0","0","0","0","0"
"10007166","The University of Wolverhampton","2020-07-31","0","0","0","0","0","0","0","0","0","0"
"10007139","University of Worcester","2020-07-31","0","0","0","0","0","0","0","0","0","0"
"10007833","Wrexham University","2020-07-31","0","0","0","0","0","0","0","0","0","0"
"10007657","Writtle University College","2020-07-31","0","0","0","0","0","0","0","0","0","0"
"10007713","York St John University","2020-07-31","0","0","0","0","0","0","0","0","0","0"
"10007167","The University of York","2020-07-31","36","368","0","0","6","0","0","0","5","415"
"","Total","","27,709","329,175","1,262","24,845","16,721","421","827","3,839","6,274","411,073"
