﻿Title:,"Table 59 - UK permanent address HE students by HE provider and permanent address"
Subtitle:,"Academic years 2014/15 to 2023/24"
Reference ID:,DT051 Table 59
Data source:,HESA
Data source link:,https://www.hesa.ac.uk/data-and-analysis/students/table-59
Data file canonical link:,https://www.hesa.ac.uk/data-and-analysis/students/table-59.zip
Licence:,Creative Commons Attribution 4.0 International Licence
Date:,2025
Filters:,Country of HE provider,All 
,Region of HE provider,All 
,Level of study,All 
,Mode of study,All 
,Academic year,2023/24 
Search:,


"UKPRN","HE Provider","Channel Islands not otherwise specified","Isle of Man","Total Other UK","Not known","Total"
"10086359","Caspian School of Academics","0","0","0","0","210"
"10007854","Cardiff Metropolitan University","15","5","20","0","9,570"
"10057213","CEG UFP Limited","0","0","0","0","10"
"10001264","Central School of Ballet","0","0","0","0","80"
"10021550","Centre for Alternative Technology","0","0","0","0","455"
"10007141","The University of Central Lancashire","10","25","30","0","19,670"
"10024024","Central Film School London","0","0","0","0","125"
"10007848","University of Chester","10","45","55","5","10,605"
"10007137","The University of Chichester","30","5","35","0","6,550"
"10001386","Chicken Shed Theatre Company","0","0","0","0","80"
"10001546","The College of Integrated Chinese Medicine","0","0","0","0","135"
"10026921","Christ the Redeemer College","0","0","0","0","345"
"10010213","The City College","0","0","0","0","290"
"10001478","City, University of London","5","5","10","30","15,230"
"10007912","Cliff College","0","0","0","0","115"
"10066502","The College of Health Ltd","0","0","0","0","315"
"10041295","College Cambria","0","0","0","0","25"
"10008912","Coleg Gwent","0","0","0","0","105"
"10023442","The College of Osteopaths","0","0","0","0","105"
"10020038","Commonwealth College of Excellence","0","0","0","0","105"
"10081618","The Council of the Inns of Court","0","0","0","0","335"
"10007761","Courtauld Institute of Art","0","0","0","0","430"
"10034324","Court Theatre Training Company Ltd","0","0","0","0","35"
"10001726","Coventry University","5","0","5","5","17,115"
"10007822","Cranfield University","0","0","0","0","2,805"
"10006427","University for the Creative Arts","5","0","5","95","9,265"
"10007842","University of Cumbria","10","20","30","15","9,015"
"10026767","Dartington Hall Trust (The)","0","0","0","10","50"
"10015688","David Game College Ltd","0","0","0","0","350"
"10001883","De Montfort University","10","5","10","45","16,445"
"10007851","University of Derby","5","10","15","20","16,320"
"10007852","The University of Dundee","0","5","10","0","11,655"
"10007143","University of Durham","80","30","110","0","14,735"
"10067355","Dyson Technical Training Limited","0","0","0","0","120"
"10007789","The University of East Anglia","15","5","25","0","14,955"
"10007144","The University of East London","10","0","10","105","11,825"
"10032282","The Queen's Foundation for Ecumenical Theological Education","0","0","0","0","250"
"10007823","Edge Hill University","30","80","110","0","13,145"
"10007772","Edinburgh Napier University","0","0","0","0","10,405"
"10007790","The University of Edinburgh","40","10","55","65","23,595"
"10022047","Empire College London Limited","0","0","0","0","265"
"10042570","Escape Studios","0","0","0","0","655"
"10007791","The University of Essex","15","0","15","70","10,375"
"10008173","University College of Estate Management","0","0","0","0","3,185"
"10002313","ESCP Europe Business School","0","0","0","0","15"
"10007792","The University of Exeter","95","15","110","5","25,025"
"10008640","Falmouth University","20","5","25","0","7,550"
"10045476","Met Film School Limited","0","0","0","0","200"
"10004511","The National Film and Television School","0","0","0","0","415"
"10022087","Futureworks","0","0","0","0","435"
"10042500","Global Banking School Limited","0","0","0","0","1,790"
"10007762","Glasgow Caledonian University","5","0","5","0","16,275"
"10002681","Glasgow School of Art","0","0","0","0","1,740"
"10007794","The University of Glasgow","25","5","30","0","25,105"
"10007145","University of Gloucestershire","5","0","10","0","6,825"
"10002718","Goldsmiths College","5","0","5","5","5,015"
"10030408","Gower College Swansea","0","0","0","0","30"
"10007146","The University of Greenwich","10","0","10","275","18,140"
"10007825","Guildhall School of Music and Drama","5","0","5","0","750"
"10040812","Harper Adams University","5","10","15","5","5,245"
"10080811","Hartpury University","10","5","15","0","2,315"
"10007764","Heriot-Watt University","5","0","5","15","6,565"
"10007147","University of Hertfordshire","5","0","10","0","15,345"
"10007148","The University of Huddersfield","0","10","10","0","16,245"
"10007149","The University of Hull","0","5","10","0","11,350"
"10003239","ICON College of Technology and Management","0","0","0","0","1,710"
"10003270","Imperial College of Science, Technology and Medicine","10","5","15","0","11,015"
"10003284","Inchbald School of Design Limited","0","0","0","0","15"
"10057622","The School of Information Risk Management","0","0","0","0","40"
"10013220","Institute of Art - London Limited","0","0","0","0","55"
"10067388","The Institute of Ismaili Studies","0","0","0","0","0"
"10035638","Institute of Contemporary Music Performance","5","5","5","0","1,410"
"10027603","International College of Musical Theatre","0","0","0","0","30"
"10082728","INTO University Partnerships Limited","0","0","0","0","0"
"10029682","The Islamic College","0","0","0","0","120"
"10067601","JSA Education Group Ltd.","0","0","0","0","90"
"10082570","Kaplan International Colleges U.K. Limited","0","0","0","0","5"
"10021682","Kaplan Open Learning (Essex) Limited","5","0","5","0","1,770"
"10007767","Keele University","10","15","20","0","12,325"
"10007150","The University of Kent","10","10","20","20","13,945"
"10003645","King's College London","15","10","25","45","24,465"
"10003678","Kingston University","10","5","15","5","14,395"
"10003758","LAMDA Limited","0","0","0","0","165"
"10007768","The University of Lancaster","20","50","70","0","13,750"
"10003854","Leeds Arts University","10","5","10","0","1,980"
"10003861","Leeds Beckett University","20","55","75","0","18,475"
"10003798","Le Cordon Bleu Limited","0","0","0","0","105"
"10034449","Leeds Conservatoire","0","0","0","0","1,255"
"10007795","The University of Leeds","60","30","85","50","24,180"
"10003863","Leeds Trinity University","0","0","0","0","14,665"
"10082828","College of Legal Practice Limited","0","0","0","0","725"
"10007796","The University of Leicester","15","5","20","5","14,130"
"10089591","LIBF Limited","0","0","0","0","680"
"10007151","The University of Lincoln","5","10","15","65","15,815"
"10036456","Academy of Live Technology Ltd","0","0","0","0","165"
"10003956","Liverpool Hope University","20","10","30","0","4,665"
"10003957","Liverpool John Moores University","115","75","190","0","24,905"
"10003945","The Liverpool Institute for Performing Arts","5","0","5","0","810"
"10006842","The University of Liverpool","70","35","105","80","22,445"
"10003958","Liverpool School of Tropical Medicine","0","0","0","0","170"
"10007820","Grŵp Llandrillo Menai","0","0","0","0","830"
"10007162","University of the Arts, London","15","5","20","0","10,390"
"10013109","London Bridge Business Academy","0","0","0","0","150"
"10007769","London Business School","0","0","0","0","370"
"10030391","London Churchill College Ltd","0","0","0","0","1,325"
"10007797","University of London (Institutes and activities)","0","0","5","0","3,095"
"10039082","City and Guilds of London Art School","0","0","0","0","235"
"10023434","London School of Commerce & IT Limited","0","0","0","0","0"
"10004036","London Film School Limited","0","0","0","0","40"
"10015506","The London College","0","0","0","0","815"
"10004048","London Metropolitan University","5","0","10","15","11,010"
"10032594","London School of Academics Ltd","0","0","0","0","155"
"10004078","London South Bank University","5","0","5","0","14,005"
"10004063","London School of Economics and Political Science","5","0","5","10","4,685"
"10007771","London School of Hygiene and Tropical Medicine","0","0","0","0","435"
"10022285","London School of Management Education","0","0","0","0","775"
"10004075","London School of Theology","0","0","0","0","220"
"10004079","London Studio Centre","0","0","0","0","265"
"10062810","The London School of Architecture","0","0","0","0","115"
"10004035","The Film Education Training Trust Limited","0","0","0","0","40"
"10067623","The London Interdisciplinary School Ltd","0","0","0","15","145"
"10004113","Loughborough University","35","25","60","20","15,190"
"10009612","Luther King House Educational Trust","0","0","0","0","50"
"10042679","International Business College Manchester Limited","0","0","0","0","10"
"10004180","The Manchester Metropolitan University","55","35","85","0","34,270"
"10007798","The University of Manchester","55","25","80","0","28,235"
"10009527","Istituto Marangoni Limited","0","0","0","0","145"
"10023452","The Markfield Institute of Higher Education","0","0","0","0","85"
"10023453","Matrix College of Counselling and Psychotherapy Ltd","0","0","0","0","105"
"10020416","Missio Dei","0","0","0","0","95"
"10030776","St Mellitus College","0","0","0","0","300"
"10004320","The Metanoia Institute","0","0","0","0","570"
"10004351","Middlesex University","10","5","15","0","11,275"
"10032277","The Minster Centre","0","0","0","0","160"
"10049370","MLA College","0","0","0","0","110"
"10004450","Mountview Academy of Theatre Arts","0","0","0","0","355"
"10023777","Mont Rose College of Management and Sciences","0","0","0","0","890"
"10023454","Moorlands College","0","0","0","0","160"
"10055902","Multiverse","0","0","0","0","6,625"
"10001444","National Centre for Circus Arts","0","0","0","0","55"
"10000216","All Nations Christian College","0","0","0","0","30"
"10004538","Nazarene Theological College","0","0","0","0","105"
"10030129","Nelson College London Ltd","0","0","0","0","1,770"
"10023456","Newbold College","0","0","0","0","45"
"10007799","Newcastle University","40","25","60","40","20,825"
"10067406","New Model Institute for Technology and Engineering (NMITE)","0","0","0","0","100"
"10048199","Northeastern University London","0","0","0","0","625"
"10008397","Norland College","0","0","0","0","270"
"10007138","The University of Northampton","0","0","0","0","12,460"
"10009614","Grŵp NPTC Group","0","0","0","0","185"
"10008816","Northern School of Contemporary Dance","0","0","0","0","200"
"10004740","Northern College of Acupuncture","0","0","0","0","150"
"10001282","University of Northumbria at Newcastle","20","30","50","0","22,920"
"10004775","Norwich University of the Arts","5","5","10","0","2,675"
"10007154","University of Nottingham","40","20","55","95","28,210"
"10004797","The Nottingham Trent University","35","30","65","100","31,355"
"10007773","The Open University","5","0","5","35","133,025"
"10004930","Oxford Brookes University","45","0","45","10","19,925"
"10007774","The University of Oxford","55","20","70","0","17,190"
"10066143","Paris Dauphine International","0","0","0","0","0"
"10004028","The Place, London Contemporary Dance School (LCDS)","0","0","0","0","160"
"10005127","Arts University Plymouth","5","0","5","0","1,010"
"10007801","University of Plymouth","55","5","60","0","16,445"
"10019178","Point Blank Music School","0","0","0","0","680"
"10007155","The University of Portsmouth","25","5","30","5","17,935"
"10083476","The Prince's Foundation","0","0","0","0","10"
"10005337","Queen Margaret University, Edinburgh","20","0","20","5","5,530"
"10007775","Queen Mary University of London","5","0","10","0","17,285"
"10025197","University Centre Quayside Limited","0","0","0","0","165"
"10009292","Royal Academy of Dramatic Art","0","0","0","0","145"
"10005544","Royal Academy of Dance","0","5","5","0","185"
"10005378","Rambert School","0","0","0","0","100"
"10005389","Ravensbourne University London","0","0","0","0","4,200"
"10005470","Richmond, The American International University in London","0","0","0","0","205"
"10007802","The University of Reading","20","10","30","45","16,405"
"10086591","Regent's University London Limited","5","0","5","5","660"
"10021100","Regents Theological College","0","0","0","0","135"
"10023871","Results Consortium Limited","0","0","0","0","635"
"10062833","Raindance Educational Services Limited","0","0","0","0","45"
"10008455","Regent College London","0","0","0","0","4,325"
"10005500","Robert Gordon University","65","10","70","20","12,190"
"10007776","Roehampton University","0","0","5","10","6,680"
"10005523","Rose Bruford College of Theatre and Performance","0","0","0","0","785"
"10007835","Royal Academy of Music","0","0","0","0","390"
"10005545","Royal Agricultural University","5","0","5","0","875"
"10007777","Royal College of Art","0","0","0","0","745"
"10007778","Royal College of Music","0","0","0","0","480"
"10005561","Royal Conservatoire of Scotland","5","0","5","0","895"
"10007816","The Royal Central School of Speech and Drama","0","0","5","0","710"
"10005553","Royal Holloway and Bedford New College","15","5","20","0","10,495"
"10007837","Royal Northern College of Music","5","0","5","0","555"
"10007779","The Royal Veterinary College","0","0","5","0","1,695"
"10007803","The University of St. Andrews","15","5","15","5","6,315"
"10007839","SAE Education Limited","0","5","5","0","635"
"10007782","St George's, University of London","5","0","10","0","3,600"
"10008026","St Mary's University College","0","0","0","0","940"
"10007843","St Mary's University, Twickenham","5","0","5","5","5,965"
"10007156","The University of Salford","10","15","25","0","21,180"
"10021256","The Salvation Army","0","0","0","0","50"
"10008362","London School of Science and Technology Limited","0","0","0","0","160"
"10007780","SOAS University of London","5","0","5","0","4,505"
"10005700","SRUC","0","0","0","0","1,785"
"10005790","Sheffield Hallam University","10","40","55","0","27,465"
"10007157","The University of Sheffield","20","25","45","15","20,310"
"10023458","The Sherwood Psychotherapy Training Institute Limited","0","0","0","0","240"
"10006022","Solent University","30","0","30","5","7,755"
"10007158","The University of Southampton","55","5","60","0","15,615"
"10088214","S P Jain London School of Management Limited","0","0","0","0","15"
"10006093","Spurgeon's College","0","0","0","0","205"
"10006299","Staffordshire University","5","5","10","20","17,910"
"10007804","The University of Stirling","15","10","25","0","9,555"
"10037449","University of St Mark and St John","10","0","10","0","2,745"
"10090767","St Padarn's Institute","0","0","0","0","210"
"10008010","Stranmillis University College","0","0","0","0","1,400"
"10007805","The University of Strathclyde","5","0","5","205","18,275"
"10014001","University of Suffolk","0","0","0","40","13,155"
"10007159","The University of Sunderland","5","5","10","15","12,955"
"10007160","The University of Surrey","30","10","35","0","12,390"
"10007806","The University of Sussex","100","5","105","30","13,515"
"10007855","Swansea University","15","5","20","0","16,415"
"10083403","The Engineering and Design Institute London","0","0","0","0","115"
"10007161","Teesside University","10","5","15","0","16,520"
"10082743","ThinkSpace Education Limited","0","0","0","0","115"
"10008017","Trinity Laban Conservatoire of Music and Dance","5","0","5","0","980"
"10007858","University of Wales Trinity Saint David","5","0","5","35","14,605"
"10068157","University Centre Peterborough","0","0","0","0","570"
"10007114","University of the Highlands and Islands","0","0","0","0","9,160"
"10007807","Ulster University","5","0","5","5","21,535"
"10039956","The University of Law","20","10","30","0","14,425"
"10024766","Union Foundation","0","0","0","0","40"
"10007784","University College London","20","15","35","5","24,550"
"10007793","University of South Wales","5","5","10","0","15,470"
"10029843","Waltham International College Limited","0","0","0","0","10"
"10007163","The University of Warwick","20","5","25","0","18,600"
"10007361","Waverley Abbey College","0","0","0","0","250"
"10007164","University of the West of England, Bristol","60","10","70","0","27,440"
"10007800","The University of the West of Scotland","0","0","0","0","12,660"
"10032288","West Dean College","5","0","5","0","200"
"10006566","The University of West London","5","0","10","0","13,860"
"10007165","The University of Westminster","5","0","10","0","14,435"
"10003614","The University of Winchester","80","5","85","0","6,930"
"10007166","The University of Wolverhampton","5","5","10","5","17,290"
"10007139","University of Worcester","10","5","20","0","7,725"
"10007833","Wrexham University","5","5","10","0","6,095"
"10007657","Writtle University College","5","0","5","0","775"
"10007713","York St John University","5","10","15","0","7,170"
"10007167","The University of York","40","50","90","5","17,745"
"","Total","2,745","1335","4,075","2,290","2,168,060"
