﻿Title:,"Table 5 - Finances and people"
Subtitle:,"Academic years 2015/16 to 2022/23"
Reference ID:,DT042 Table 5
Data source:,HESA
Data source link:,https://www.hesa.ac.uk/data-and-analysis/estates/table-5
Data file canonical link:,https://www.hesa.ac.uk/data-and-analysis/estates/table-5.csv
Licence:,Creative Commons Attribution 4.0 International Licence
Date:,2024
Filters:,Country of HE provider,Choose a value... 
,Region of HE provider,Choose a value... 
,Academic year,2022/23 
Search:,


"UKPRN","HE provider","Total income (£)","Teaching income (£)","Research income (£)","Other non-residential income (£)","Non-residential income total (£)","Total expenditure (£)"
"10007814","Cardiff University","636,381,000","339,760,000","194,680,000","72,258,000","606,698,000","611,469,000"
"10007854","Cardiff Metropolitan University","153,234,000","123,787,000","7,074,000","14,906,000","145,767,000","147,638,000"
"10007141","The University of Central Lancashire","292,494,000","237,192,000","17,083,000","31,086,000","285,361,000","297,579,000"
"10007848","University of Chester","","","","","",""
"10007137","The University of Chichester","65,959,000","48,335,000","1,998,000","6,397,000","56,730,000","65,916,000"
"10001478","City, University of London","276,726,000","233,347,000","26,265,000","15,454,000","275,066,000","272,199,000"
"10001726","Coventry University","491,296,000","425,139,000","25,785,000","26,199,000","477,123,000","497,251,000"
"10007822","Cranfield University","220,286,000","106,243,000","55,624,000","40,086,000","201,953,000","223,938,000"
"10006427","University for the Creative Arts","123,189,000","107,724,000","2,169,000","5,754,000","115,647,000","125,044,000"
"10007842","University of Cumbria","73,648,000","64,080,000","1,480,000","5,540,000","71,100,000","73,928,000"
"10001883","De Montfort University","266,325,000","235,011,000","11,216,000","16,783,000","263,010,000","243,533,000"
"10007851","University of Derby","209,652,000","174,361,000","4,860,000","18,412,000","197,633,000","212,698,000"
"10007852","The University of Dundee","325,710,000","183,066,000","100,170,000","31,688,000","314,924,000","320,922,000"
"10007143","University of Durham","484,223,000","305,078,000","89,104,000","34,415,000","428,597,000","489,132,000"
"10007789","The University of East Anglia","345,506,000","189,625,000","80,236,000","45,061,000","314,922,000","339,060,000"
"10007144","The University of East London","247,961,000","215,065,000","5,228,000","14,699,000","234,992,000","239,474,000"
"10007823","Edge Hill University","143,879,000","114,042,000","5,235,000","11,704,000","130,981,000","138,226,000"
"10007772","Edinburgh Napier University","168,844,000","138,572,000","9,280,000","9,314,000","157,166,000","161,330,000"
"10007790","The University of Edinburgh","1,384,728,000","619,693,000","444,435,000","227,300,000","1,291,428,000","1,227,519,000"
"10007791","The University of Essex","334,057,000","212,857,000","48,898,000","37,927,000","299,682,000","312,308,000"
"10007792","The University of Exeter","632,916,000","376,375,000","157,404,000","49,223,000","583,002,000","604,052,000"
"10008640","Falmouth University","73,903,000","63,728,000","2,286,000","7,137,000","73,151,000","73,630,000"
"10004511","The National Film and Television School","22,246,000","16,122,000","1,359,000","4,765,000","22,246,000","21,138,000"
"10007762","Glasgow Caledonian University","179,350,000","154,524,000","12,662,000","7,372,000","174,558,000","178,881,000"
"10002681","Glasgow School of Art","47,110,000","34,899,000","3,601,000","6,385,000","44,885,000","44,727,000"
"10007794","The University of Glasgow","952,196,000","530,452,000","287,182,000","105,262,000","922,896,000","831,439,000"
"10007145","University of Gloucestershire","88,234,000","71,460,000","4,058,000","8,320,000","83,838,000","89,054,000"
"10002718","Goldsmiths College","141,526,000","111,812,000","12,310,000","8,144,000","132,266,000","133,226,000"
"10007146","The University of Greenwich","307,017,000","250,682,000","22,791,000","12,475,000","285,948,000","296,026,000"
"10007825","Guildhall School of Music and Drama","40,074,000","22,757,000","2,719,000","12,978,000","38,454,000","42,142,000"
"10007764","Heriot-Watt University","","","","","",""
"10007147","University of Hertfordshire","383,998,000","283,592,000","19,364,000","47,509,000","350,465,000","364,064,000"
"10007148","The University of Huddersfield","188,918,000","149,833,000","27,082,000","10,920,000","187,835,000","196,378,000"
"10007149","The University of Hull","208,506,000","145,354,000","22,889,000","23,369,000","191,612,000","207,805,000"
"10003270","Imperial College of Science, Technology and Medicine","1,268,852,000","522,280,000","496,230,000","191,856,000","1,210,366,000","1,240,080,000"
"10007767","Keele University","206,323,000","118,080,000","27,133,000","42,921,000","188,134,000","183,536,000"
"10007150","The University of Kent","","","","","",""
"10003645","King's College London","1,229,959,000","669,035,000","323,350,000","168,477,000","1,160,862,000","1,101,699,000"
"10003678","Kingston University","229,505,000","188,145,000","9,458,000","13,759,000","211,362,000","231,381,000"
"10007768","The University of Lancaster","381,775,000","220,478,000","75,697,000","44,659,000","340,834,000","345,936,000"
"10003854","Leeds Arts University","25,732,000","24,692,000","461,000","579,000","25,732,000","24,121,000"
"10003861","Leeds Beckett University","238,515,000","195,272,000","8,797,000","19,960,000","224,029,000","244,970,000"
"10007795","The University of Leeds","985,279,000","556,758,000","242,375,000","124,167,000","923,300,000","912,453,000"
"10003863","Leeds Trinity University","64,230,000","57,759,000","373,000","2,595,000","60,727,000","59,795,000"
"10007796","The University of Leicester","368,999,000","215,215,000","91,698,000","36,380,000","343,293,000","357,984,000"
"10007151","The University of Lincoln","240,374,000","182,657,000","21,672,000","11,436,000","215,765,000","234,388,000"
"10003956","Liverpool Hope University","58,243,000","48,887,000","1,756,000","1,435,000","52,078,000","55,934,000"
"10003957","Liverpool John Moores University","277,270,000","241,512,000","23,538,000","9,850,000","274,900,000","255,491,000"
"10006842","The University of Liverpool","675,158,000","394,481,000","160,641,000","89,323,000","644,445,000","664,837,000"
"10003958","Liverpool School of Tropical Medicine","154,796,000","9,544,000","128,426,000","16,826,000","154,796,000","146,899,000"
"10007162","University of the Arts, London","425,378,000","362,383,000","8,534,000","23,177,000","394,094,000","409,597,000"
"10007797","University of London (Institutes and activities)","196,019,000","96,097,000","2,004,000","51,658,000","149,759,000","184,524,000"
"10004048","London Metropolitan University","152,333,000","136,062,000","2,359,000","13,912,000","152,333,000","147,436,000"
"10004078","London South Bank University","201,926,000","172,532,000","10,546,000","9,357,000","192,435,000","218,269,000"
"10004063","London School of Economics and Political Science","471,305,000","306,145,000","58,571,000","69,752,000","434,468,000","430,093,000"
"10007771","London School of Hygiene and Tropical Medicine","278,185,000","36,616,000","209,527,000","31,755,000","277,898,000","283,218,000"
"10004113","Loughborough University","379,054,000","217,344,000","69,918,000","38,546,000","325,808,000","348,652,000"
"10004180","The Manchester Metropolitan University","422,046,000","349,011,000","29,070,000","21,143,000","399,224,000","406,190,000"
"10007798","The University of Manchester","1,344,665,000","747,805,000","367,408,000","171,783,000","1,286,996,000","1,237,876,000"
"10004351","Middlesex University","201,554,000","161,554,000","10,478,000","21,166,000","193,198,000","211,949,000"
"10007799","Newcastle University","608,288,000","346,966,000","164,618,000","74,625,000","586,209,000","573,229,000"
"10007138","The University of Northampton","","","","","",""
"10001282","University of Northumbria at Newcastle","382,103,000","301,218,000","37,078,000","30,166,000","368,462,000","369,395,000"
"10004775","Norwich University of the Arts","31,140,000","27,611,000","954,000","1,344,000","29,909,000","25,904,000"
"10007154","University of Nottingham","822,840,000","492,164,000","191,499,000","87,677,000","771,340,000","776,278,000"
"10004797","The Nottingham Trent University","433,949,000","378,976,000","18,675,000","26,765,000","424,416,000","410,481,000"
"10007773","The Open University","561,944,000","508,618,000","27,904,000","24,965,000","561,487,000","535,109,000"
"10004930","Oxford Brookes University","238,030,000","159,080,000","14,474,000","36,271,000","209,825,000","238,124,000"
"10007774","The University of Oxford","2,924,682,000","569,293,000","953,242,000","1,397,226,000","2,919,761,000","2,581,179,000"
"10007801","University of Plymouth","265,324,000","184,442,000","31,761,000","45,420,000","261,623,000","251,893,000"
"10007155","The University of Portsmouth","312,438,000","259,098,000","24,618,000","21,900,000","305,616,000","314,822,000"
"10005337","Queen Margaret University, Edinburgh","51,117,000","38,659,000","3,729,000","2,748,000","45,136,000","50,955,000"
"10007775","Queen Mary University of London","679,819,000","414,312,000","186,005,000","56,965,000","657,282,000","603,306,000"
"10007802","The University of Reading","337,802,000","213,806,000","54,263,000","59,406,000","327,475,000","344,997,000"
"10005500","Robert Gordon University","129,364,000","109,336,000","6,576,000","8,839,000","124,751,000","126,624,000"
"10005523","Rose Bruford College of Theatre and Performance","14,758,000","11,744,000","248,000","1,105,000","13,097,000","14,612,000"
"10007777","Royal College of Art","100,405,000","77,186,000","7,778,000","14,713,000","99,677,000","91,004,000"
"10007778","Royal College of Music","34,074,000","23,052,000","1,643,000","8,885,000","33,580,000","32,414,000"
"10007816","The Royal Central School of Speech and Drama","24,027,000","18,127,000","4,254,000","1,533,000","23,914,000","23,779,000"
"10005553","Royal Holloway and Bedford New College","216,104,000","143,666,000","31,390,000","13,754,000","188,810,000","211,812,000"
"10007803","The University of St. Andrews","322,445,000","173,336,000","67,074,000","42,304,000","282,714,000","300,532,000"
"10007782","St George's, University of London","89,656,000","52,379,000","17,104,000","16,525,000","86,008,000","88,006,000"
"10008026","St Mary's University College","10,140,000","9,140,000","61,000","786,000","9,987,000","10,003,000"
"10007843","St Mary's University, Twickenham","57,647,000","45,700,000","1,976,000","2,642,000","50,318,000","57,288,000"
"10007156","The University of Salford","268,381,000","229,779,000","13,056,000","14,726,000","257,561,000","248,488,000"
"10007780","SOAS University of London","102,812,000","78,815,000","13,509,000","8,985,000","101,309,000","89,686,000"
"10005700","SRUC","91,690,000","30,602,000","30,545,000","28,995,000","90,142,000","97,918,000"
"10005790","Sheffield Hallam University","329,672,000","287,293,000","20,713,000","19,026,000","327,032,000","334,929,000"
"10007157","The University of Sheffield","886,951,000","453,842,000","253,808,000","138,814,000","846,464,000","794,984,000"
"10006022","Solent University","106,245,000","93,828,000","548,000","4,539,000","98,915,000","109,434,000"
"10007158","The University of Southampton","730,044,000","398,105,000","177,550,000","110,009,000","685,664,000","644,226,000"
"10006299","Staffordshire University","168,075,000","148,205,000","3,317,000","11,271,000","162,793,000","152,903,000"
"10007804","The University of Stirling","169,700,000","109,169,000","27,008,000","14,144,000","150,321,000","151,186,000"
"10037449","University of St Mark and St John","29,580,000","22,077,000","301,000","4,257,000","26,635,000","32,037,000"
"10007805","The University of Strathclyde","487,362,000","223,633,000","143,754,000","108,592,000","475,979,000","402,174,000"
"10014001","University of Suffolk","144,399,000","126,978,000","1,818,000","15,596,000","144,392,000","128,496,000"
"10007159","The University of Sunderland","227,184,000","201,602,000","3,127,000","18,776,000","223,505,000","230,285,000"
"10007160","The University of Surrey","316,331,000","177,334,000","64,213,000","36,193,000","277,740,000","323,315,000"
"10007806","The University of Sussex","380,169,000","239,592,000","65,084,000","31,248,000","335,924,000","343,489,000"
"10007855","Swansea University","412,637,000","252,517,000","87,713,000","46,155,000","386,385,000","348,691,000"
"10007161","Teesside University","210,161,000","175,487,000","9,441,000","19,667,000","204,595,000","197,584,000"
"10008017","Trinity Laban Conservatoire of Music and Dance","26,787,000","20,912,000","430,000","3,333,000","24,675,000","29,024,000"
"10007858","University of Wales Trinity Saint David","183,116,000","149,157,000","6,499,000","22,413,000","178,069,000","194,045,000"
"10007807","Ulster University","281,451,000","201,995,000","54,476,000","22,555,000","279,026,000","268,969,000"
"10007784","University College London","1,968,344,000","981,988,000","693,422,000","234,947,000","1,910,357,000","1,752,046,000"
"10007793","University of South Wales","233,031,000","189,339,000","12,128,000","24,020,000","225,487,000","227,265,000"
"10007163","The University of Warwick","839,419,000","484,285,000","188,037,000","111,108,000","783,430,000","731,969,000"
"10007164","University of the West of England, Bristol","383,410,000","299,764,000","23,465,000","34,870,000","358,099,000","378,856,000"
"10007800","The University of the West of Scotland","","","","","",""
"10006566","The University of West London","204,603,000","171,838,000","1,778,000","21,178,000","194,794,000","186,593,000"
"10007165","The University of Westminster","260,420,000","217,726,000","12,300,000","19,800,000","249,826,000","238,205,000"
"10003614","The University of Winchester","85,600,000","68,065,000","1,982,000","3,780,000","73,827,000","89,055,000"
"10007139","University of Worcester","96,093,000","78,122,000","2,414,000","7,379,000","87,915,000","99,301,000"
"10007833","Wrexham University","50,899,000","41,594,000","1,802,000","4,969,000","48,365,000","53,118,000"
"10007713","York St John University","88,552,000","76,708,000","2,211,000","2,513,000","81,432,000","91,944,000"
"10007167","The University of York","518,675,000","282,429,000","130,084,000","51,854,000","464,367,000","514,634,000"
