﻿Title:,"Table 17 - HE full-time academic staff by HE provider and contract salary"
Subtitle:,"Academic years 2014/15 to 2023/24"
Reference ID:,DT025 Table 17
Data source:,HESA
Data source link:,https://www.hesa.ac.uk/data-and-analysis/staff/table-17
Data file canonical link:,https://www.hesa.ac.uk/data-and-analysis/staff/table-17.zip
Licence:,Creative Commons Attribution 4.0 International Licence
Date:,2025
Filters:,Country of HE provider,All 
,Region of HE provider,All 
,Sex,All 
,Academic employment function,All 
,Contract levels,All 
,Academic year,2017/18 
Search:,


"UKPRN","HE provider","Contract salary < £18,777 ","Contract salary ≥ £18,777 and < £24,983 ","Contract salary ≥ £24,983 and < £33,518 ","Contract salary ≥ £33,518 and < £44,992 ","Contract salary ≥ £44,992 and < £60,410 ","Contract salary ≥ £60,410 ","Total"
"10007854","Cardiff Metropolitan University","0","0","5","135","200","60","400"
"10007141","The University of Central Lancashire","0","35","95","390","490","110","1,120"
"10007848","University of Chester","0","0","10","205","235","40","490"
"10007137","The University of Chichester","0","5","5","45","135","20","205"
"10001478","City, University of London","0","0","5","115","180","370","670"
"10001653","Conservatoire for Dance and Drama","0","0","25","55","15","5","105"
"10007761","Courtauld Institute of Art","0","0","0","5","10","15","35"
"10001726","Coventry University","0","25","255","670","480","170","1,600"
"10007822","Cranfield University","0","5","50","205","245","150","655"
"10006427","University for the Creative Arts","0","15","50","25","85","10","185"
"10007842","University of Cumbria","0","0","5","80","125","15","230"
"10001883","De Montfort University","0","0","30","330","305","135","805"
"10007851","University of Derby","0","30","75","235","315","50","705"
"10007852","The University of Dundee","0","0","105","455","395","205","1,160"
"10007143","University of Durham","0","10","130","500","425","295","1,360"
"10007789","The University of East Anglia","0","0","70","340","520","230","1,160"
"10007144","The University of East London","0","0","5","125","255","60","445"
"10007823","Edge Hill University","0","0","35","235","255","70","590"
"10007772","Edinburgh Napier University","0","0","35","145","310","50","545"
"10007790","The University of Edinburgh","0","5","320","1,465","1,260","780","3,830"
"10007791","The University of Essex","0","0","30","230","355","170","790"
"10007792","The University of Exeter","0","0","195","810","415","365","1,780"
"10008640","Falmouth University","0","5","35","50","80","15","180"
"10004511","The National Film and Television School","0","0","0","0","15","5","20"
"10007762","Glasgow Caledonian University","0","0","10","60","430","90","595"
"10002681","Glasgow School of Art","0","0","5","20","50","20","95"
"10007794","The University of Glasgow","5","15","355","900","760","540","2,570"
"10007145","University of Gloucestershire","0","0","35","95","155","30","310"
"10002718","Goldsmiths College","0","0","5","65","225","115","410"
"10007146","The University of Greenwich","0","0","35","195","385","100","715"
"10007825","Guildhall School of Music and Drama","0","10","25","20","35","20","105"
"10040812","Harper Adams University","0","0","0","35","80","15","135"
"10007764","Heriot-Watt University","0","0","75","220","280","155","730"
"10007147","University of Hertfordshire","0","20","85","230","410","130","875"
"10007765","Heythrop College","5","0","5","0","10","0","20"
"10007148","The University of Huddersfield","0","0","40","230","360","120","750"
"10007149","The University of Hull","0","5","50","225","375","130","780"
"10003270","Imperial College of Science, Technology and Medicine","0","0","95","1,920","600","985","3,600"
"10007767","Keele University","0","0","30","225","235","125","615"
"10007150","The University of Kent","0","0","30","295","380","260","965"
"10003645","King's College London","0","0","165","1,375","855","960","3,360"
"10003678","Kingston University","0","0","20","175","360","115","670"
"10007768","The University of Lancaster","0","5","130","405","395","230","1,165"
"10003854","Leeds Arts University","0","20","10","10","25","5","65"
"10003861","Leeds Beckett University","0","0","5","100","605","90","805"
"10007795","The University of Leeds","0","0","215","970","945","620","2,750"
"10003863","Leeds Trinity University","0","0","5","35","65","15","115"
"10007796","The University of Leicester","0","0","85","405","535","280","1,305"
"10007151","The University of Lincoln","0","0","60","320","275","105","755"
"10003956","Liverpool Hope University","0","0","10","175","75","10","265"
"10003957","Liverpool John Moores University","0","10","90","195","650","145","1,090"
"10003945","The Liverpool Institute for Performing Arts","0","0","0","15","15","0","35"
"10006842","The University of Liverpool","0","0","150","885","575","680","2,290"
"10003958","Liverpool School of Tropical Medicine","0","0","30","65","35","55","185"
"10007162","University of the Arts, London","0","5","10","180","230","130","550"
"10007769","London Business School","0","0","5","0","0","95","100"
"10007797","University of London (Institutes and activities)","0","0","5","25","5","25","60"
"10004048","London Metropolitan University","0","0","5","55","200","25","285"
"10004078","London South Bank University","0","5","40","150","315","50","560"
"10004063","London School of Economics and Political Science","0","0","20","230","145","495","890"
"10007771","London School of Hygiene and Tropical Medicine","0","0","0","270","150","120","540"
"10004113","Loughborough University","0","15","205","335","395","285","1,240"
"10004180","The Manchester Metropolitan University","0","15","205","375","750","185","1,530"
"10007798","The University of Manchester","0","5","585","1,465","950","1,145","4,145"
"10004351","Middlesex University","0","50","50","235","365","90","790"
"10007799","Newcastle University","0","15","505","680","640","540","2,375"
"10007138","The University of Northampton","0","0","5","200","235","25","465"
"10001282","University of Northumbria at Newcastle","0","15","110","295","680","150","1,245"
"10004775","Norwich University of the Arts","0","5","35","25","25","5","90"
"10007154","University of Nottingham","15","30","570","700","710","830","2,855"
"10004797","The Nottingham Trent University","0","30","130","460","505","140","1,265"
"10007773","The Open University","0","0","10","175","525","190","905"
"10004930","Oxford Brookes University","0","5","50","205","285","115","660"
"10007774","The University of Oxford","0","0","835","2,355","940","1,615","5,745"
"10005127","Arts University Plymouth","0","5","10","25","10","5","55"
"10007801","University of Plymouth","0","10","65","280","460","160","965"
"10007155","The University of Portsmouth","0","5","60","385","480","145","1,080"
"10005337","Queen Margaret University, Edinburgh","0","0","5","30","110","25","170"
"10007775","Queen Mary University of London","0","0","105","645","605","495","1,850"
"10005389","Ravensbourne University London","0","0","0","0","25","15","40"
"10007802","The University of Reading","0","0","150","280","485","235","1,150"
"10005500","Robert Gordon University","0","5","5","95","230","90","420"
"10007776","Roehampton University","0","0","25","130","205","80","440"
"10005523","Rose Bruford College of Theatre and Performance","0","0","0","5","20","5","25"
"10007835","Royal Academy of Music","0","0","0","5","5","10","20"
"10005545","Royal Agricultural University","0","0","0","15","25","5","50"
"10007777","Royal College of Art","0","0","5","0","15","25","45"
"10007778","Royal College of Music","0","0","0","5","10","15","25"
"10005561","Royal Conservatoire of Scotland","0","0","0","15","25","5","50"
"10007816","The Royal Central School of Speech and Drama","0","0","0","10","25","5","40"
"10005553","Royal Holloway and Bedford New College","0","0","25","150","295","200","670"
"10007837","Royal Northern College of Music","0","0","0","0","15","10","25"
"10007779","The Royal Veterinary College","0","0","30","60","105","45","245"
"10007803","The University of St. Andrews","0","0","80","335","405","195","1,015"
"10007782","St George's, University of London","0","0","15","90","180","70","360"
"10008026","St Mary's University College","0","0","0","5","35","5","40"
"10007843","St Mary's University, Twickenham","0","0","5","95","105","25","235"
"10007156","The University of Salford","0","0","85","165","495","70","820"
"10007780","SOAS University of London","0","0","0","70","180","100","355"
"10005700","SRUC","0","0","25","140","35","30","235"
"10005790","Sheffield Hallam University","0","0","45","380","715","155","1,295"
"10007157","The University of Sheffield","0","15","500","745","845","540","2,645"
"10006022","Solent University","0","0","10","215","200","15","435"
"10007158","The University of Southampton","0","0","405","720","575","600","2,300"
"10006299","Staffordshire University","0","0","35","170","190","50","445"
"10007804","The University of Stirling","0","0","55","195","240","95","590"
"10037449","University of St Mark and St John","0","0","0","15","40","5","60"
"10008010","Stranmillis University College","0","0","0","5","35","5","45"
"10007805","The University of Strathclyde","0","5","260","420","435","275","1,400"
"10014001","University of Suffolk","0","0","0","80","40","10","135"
"10007159","The University of Sunderland","0","15","25","125","210","40","420"
"10007160","The University of Surrey","0","0","55","315","370","255","1,000"
"10007806","The University of Sussex","15","0","75","445","420","290","1,240"
"10007855","Swansea University","0","5","210","475","365","225","1,275"
"10007161","Teesside University","0","35","35","135","345","70","615"
"10008017","Trinity Laban Conservatoire of Music and Dance","0","0","0","5","20","10","35"
"10007858","University of Wales Trinity Saint David","0","5","15","160","135","20","335"
"10007114","University of the Highlands and Islands","0","0","5","15","30","15","60"
"10007807","Ulster University","0","0","135","145","525","135","940"
"10007784","University College London","0","5","430","2,440","1,680","1,150","5,700"
"10007793","University of South Wales","5","10","55","270","375","85","795"
"10008574","The University of Wales (central functions)","0","0","5","5","5","10","25"
"10007163","The University of Warwick","0","0","265","595","600","585","2,045"
"10007164","University of the West of England, Bristol","0","0","125","305","560","130","1,120"
"10007800","The University of the West of Scotland","0","0","0","85","395","60","535"
"10006566","The University of West London","0","5","30","150","145","40","370"
"10007165","The University of Westminster","0","0","25","705","330","200","1,260"
"10003614","The University of Winchester","0","0","0","90","155","30","270"
"10007166","The University of Wolverhampton","0","35","5","165","480","90","775"
"10007139","University of Worcester","0","0","5","105","225","30","365"
"10007833","Wrexham University","0","0","5","50","65","10","130"
"10007657","Writtle University College","0","0","25","15","20","0","65"
"10007713","York St John University","0","0","20","95","105","25","250"
"10007167","The University of York","0","0","175","460","520","300","1,455"
"","Total","75","660","13,815","47,265","50,445","28,470","140,725"
