﻿Title:,"Table 59 - UK permanent address HE students by HE provider and permanent address"
Subtitle:,"Academic years 2014/15 to 2023/24"
Reference ID:,DT051 Table 59
Data source:,HESA
Data source link:,https://www.hesa.ac.uk/data-and-analysis/students/table-59
Data file canonical link:,https://www.hesa.ac.uk/data-and-analysis/students/table-59.zip
Licence:,Creative Commons Attribution 4.0 International Licence
Date:,2025
Filters:,Country of HE provider,All 
,Region of HE provider,All 
,Level of study,All 
,Mode of study,All 
,Academic year,2020/21 
Search:,


"UKPRN","HE Provider","Aberdeenshire","Angus","Argyll and Bute","City of Aberdeen","City of Dundee","City of Edinburgh","City of Glasgow","Clackmannanshire","Dumfries and Galloway","East Ayrshire","East Dunbartonshire","East Lothian","East Renfrewshire","Falkirk","Fife","Highland","Inverclyde","Midlothian","Moray","North Ayrshire","North Lanarkshire","Orkney Islands","Perth and Kinross","Renfrewshire","Scottish Borders","Shetland Islands","South Ayrshire","South Lanarkshire","Stirling","West Dunbartonshire","West Lothian","Western Isles (Eilean Siar)","Scotland (council area unknown)","Total Scotland","Total"
"10007760","Birkbeck College","0","0","0","0","0","5","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","25","10,515"
"10007140","Birmingham City University","5","5","5","5","5","5","10","0","0","0","5","0","0","0","5","5","0","0","0","5","5","0","5","0","0","0","0","0","0","0","0","0","0","80","24,665"
"10006840","The University of Birmingham","5","0","0","10","5","30","15","0","0","0","5","0","10","0","5","0","0","0","5","5","5","0","5","5","5","0","0","5","5","0","5","0","0","140","28,220"
"10000712","University College Birmingham","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10","3,800"
"10007832","Birmingham Newman University","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","2,820"
"10000894","Bristol Baptist College","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","60"
"10007811","Bishop Grosseteste University","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2,430"
"10004061","Bloomsbury Institute","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","955"
"10006841","The University of Bolton","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","20","9,345"
"10000385","The Arts University Bournemouth","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","15","2,945"
"10000824","Bournemouth University","5","0","0","5","0","5","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","30","15,005"
"10031982","BPP University","0","0","5","10","5","55","10","0","0","5","0","5","5","0","0","5","0","0","0","0","5","0","5","0","0","0","5","0","0","0","5","0","0","125","8,425"
"10007785","The University of Bradford","5","0","0","0","0","5","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","25","8,535"
"10000886","The University of Brighton","5","0","0","5","0","10","10","0","0","0","0","5","0","0","0","5","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","50","15,340"
"10000936","The University College of Osteopathy","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","400"
"10007786","The University of Bristol","5","5","0","5","0","90","10","0","5","0","5","5","0","5","10","5","0","0","5","5","5","0","10","5","5","0","5","5","0","0","5","0","0","205","21,695"
"10028216","Brit College","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","25"
"10023464","Trinity College Bristol","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","160"
"10000961","Brunel University London","0","0","0","0","0","5","5","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","30","12,105"
"10000975","Buckinghamshire New University","0","0","0","0","0","10","5","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","50","17,035"
"10007787","The University of Buckingham","5","0","0","0","0","10","0","0","0","0","0","5","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","35","2,290"
"10019368","London College of Business Studies","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10010308","Cambridge Arts and Sciences Limited","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","50"
"10007788","The University of Cambridge","5","0","5","10","5","95","30","0","5","0","15","10","5","0","25","10","0","5","0","5","0","0","15","5","5","0","5","5","10","0","5","0","0","290","14,880"
"10032072","The Cambridge Theological Federation","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","150"
"10003324","The Institute of Cancer Research","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","265"
"10001143","Canterbury Christ Church University","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","15","15,665"
"10007814","Cardiff University","10","0","0","5","0","15","5","0","0","0","5","0","0","0","5","5","0","0","0","0","5","0","0","0","5","0","0","5","0","0","5","0","0","85","25,780"
"10007854","Cardiff Metropolitan University","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","20","9,565"
"10057213","CEG UFP Limited","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10"
"10007141","The University of Central Lancashire","5","5","0","5","5","15","20","0","25","5","5","0","5","5","10","0","0","0","0","0","5","0","5","5","5","0","5","5","0","0","5","0","0","155","22,315"
"10024024","Central Film School London","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","45"
"10007848","University of Chester","0","0","5","5","0","10","10","0","0","0","0","5","0","0","10","0","0","0","0","0","0","0","0","5","0","0","0","0","5","0","5","0","0","70","12,405"
"10007137","The University of Chichester","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","5","0","0","0","0","0","0","0","0","30","5,650"
"10001386","Chicken Shed Theatre Company","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","95"
"10001546","The College of Integrated Chinese Medicine","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","185"
"10001419","Christie's Education Limited","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","20"
"10026921","Christ the Redeemer College","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","220"
"10010213","The City College","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","70"
"10001478","City, University of London","0","0","0","0","0","15","10","0","0","0","0","5","0","0","0","5","0","0","0","0","5","0","0","0","0","0","0","5","0","0","0","0","0","55","14,590"
"10007912","Cliff College","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","140"
"10066502","The College of Health Ltd","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","255"
"10023442","The College of Osteopaths","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","40"
"10001653","Conservatoire for Dance and Drama","0","0","0","0","0","0","5","0","0","0","0","0","0","0","5","5","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","30","700"
"10081618","The Council of the Inns of Court","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","85"
"10007761","Courtauld Institute of Art","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","340"
"10034324","Court Theatre Training Company Ltd","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","35"
"10001726","Coventry University","0","0","0","0","0","15","10","0","0","0","0","0","5","0","10","0","0","0","5","0","5","0","0","5","0","0","0","0","0","0","0","0","0","65","25,400"
"10007822","Cranfield University","5","0","5","0","0","5","10","0","0","0","0","0","0","5","5","0","0","0","0","0","0","0","5","5","0","0","0","0","0","5","0","0","0","55","2,895"
"10006427","University for the Creative Arts","0","0","0","0","0","10","10","0","0","5","0","5","5","0","5","5","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","70","6,300"
"10007842","University of Cumbria","0","0","5","0","5","15","10","0","95","0","0","5","0","0","10","10","0","5","0","0","5","0","10","5","10","0","0","5","0","5","0","0","0","220","9,005"
"10026767","Dartington Hall Trust (The)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","60"
"10015688","David Game College Ltd","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","195"
"10001883","De Montfort University","5","0","0","0","0","0","5","0","0","0","0","0","5","0","5","5","0","0","0","0","5","0","0","5","0","0","0","5","0","0","0","0","0","45","21,170"
"10007851","University of Derby","10","0","0","15","5","10","10","0","5","0","0","5","0","0","15","10","0","0","5","5","0","0","5","5","0","0","5","5","5","0","0","0","0","130","19,055"
"10007852","The University of Dundee","310","1,035","85","250","1,830","905","620","85","130","75","195","160","195","145","1,870","240","65","100","110","90","170","40","740","145","155","25","125","220","200","55","225","20","10","10,630","13,170"
"10007143","University of Durham","10","5","5","10","0","110","10","5","5","0","5","10","5","0","15","5","0","5","0","0","0","0","15","5","10","0","0","5","10","0","5","0","0","265","14,465"
"10007789","The University of East Anglia","0","0","0","0","0","10","5","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","5","0","5","0","0","0","0","0","0","0","0","45","15,920"
"10007144","The University of East London","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","25","12,175"
"10032282","The Queen's Foundation for Ecumenical Theological Education","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","360"
"10007823","Edge Hill University","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","25","14,185"
"10007772","Edinburgh Napier University","275","105","95","195","115","2,990","375","85","180","60","105","455","75","355","880","320","50","500","100","60","350","25","265","125","480","25","70","285","210","50","1,050","40","185","10,520","11,505"
"10007790","The University of Edinburgh","420","125","130","380","160","3,170","685","110","190","65","245","445","235","250","685","365","90","340","120","75","295","30","330","155","390","45","130","310","265","50","550","20","20","10,875","22,235"
"10022047","Empire College London Limited","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","170"
"10042570","Escape Studios","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1,330"
"10007791","The University of Essex","0","0","0","5","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","30","12,490"
"10008173","University College of Estate Management","0","5","0","0","5","5","5","0","0","0","0","0","5","0","0","10","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","55","3,015"
"10002313","ESCP Europe Business School","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5"
"10007792","The University of Exeter","10","5","5","20","5","75","15","5","5","0","5","10","5","0","20","0","0","5","10","0","0","0","15","0","10","5","0","0","5","0","0","0","0","245","22,615"
"10008640","Falmouth University","5","0","0","0","0","0","5","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","30","5,635"
"10033187","Fairfield School of Business Ltd","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","30"
"10045476","Met Film School Limited","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","195"
"10004511","The National Film and Television School","0","0","0","0","0","5","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","15","410"
"10038763","ForMission Ltd","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","85"
"10022087","Futureworks","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","395"
"10042500","Global Banking School Limited","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1,640"
"10007762","Glasgow Caledonian University","140","60","230","110","65","355","3,940","65","205","470","820","80","770","380","235","240","380","55","60","485","1,855","20","160","1,010","105","15","445","1,725","255","460","245","50","0","15,490","16,505"
"10002681","Glasgow School of Art","10","10","15","5","5","115","320","10","15","10","50","10","45","25","15","20","20","5","10","25","55","5","15","50","10","0","15","65","20","15","20","5","0","1,025","1,535"
"10007794","The University of Glasgow","415","110","305","385","150","1,735","4,735","105","505","355","920","225","875","345","535","435","355","125","115","400","1,260","35","390","940","255","20","405","1,540","395","410","340","40","55","19,215","23,900"
"10007145","University of Gloucestershire","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10","7,610"
"10002718","Goldsmiths College","0","0","0","0","0","5","10","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","40","7,125"
"10030408","Gower College Swansea","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","65"
"10007146","The University of Greenwich","0","0","0","5","5","10","10","0","0","0","0","0","0","0","5","0","0","0","5","0","0","0","0","0","5","0","0","5","0","0","0","0","0","55","15,800"
"10007825","Guildhall School of Music and Drama","5","0","0","0","0","5","5","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","35","745"
"10040812","Harper Adams University","30","20","5","5","0","10","0","0","30","5","0","10","0","5","10","15","0","10","5","0","0","0","15","0","30","0","5","10","5","0","5","5","0","240","4,870"
"10080811","Hartpury University","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","25","2,030"
"10007764","Heriot-Watt University","280","60","50","215","70","1,435","305","50","125","45","90","205","60","205","540","240","40","195","60","45","160","35","165","80","195","30","60","190","135","20","480","15","250","6,115","7,925"
"10007147","University of Hertfordshire","10","0","0","0","5","15","15","5","0","0","0","0","5","5","5","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","85","20,390"
"10007148","The University of Huddersfield","0","0","0","0","0","5","5","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","30","16,915"
"10007149","The University of Hull","5","0","5","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","30","12,420"
"10003239","ICON College of Technology and Management","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1,750"
"10003270","Imperial College of Science, Technology and Medicine","5","5","0","20","5","55","25","0","5","0","10","0","5","0","10","5","0","0","0","0","0","0","10","5","0","0","5","5","0","0","0","0","0","190","10,105"
"10013220","Institute of Art - London Limited","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","90"
"10067388","The Institute of Ismaili Studies","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10035638","Institute of Contemporary Music Performance","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","755"
"10029682","The Islamic College","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","100"
"10082570","Kaplan International Colleges U.K. Limited","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10"
"10021682","Kaplan Open Learning (Essex) Limited","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10","1,755"
"10007767","Keele University","5","0","0","0","0","5","5","0","5","0","5","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","35","10,700"
"10003566","Kensington College of Business","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","60"
"10007150","The University of Kent","5","0","0","0","0","0","0","0","0","0","5","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","30","15,045"
"10003645","King's College London","0","5","5","15","5","100","25","0","5","0","5","5","5","0","15","5","0","5","5","0","5","0","5","10","5","0","0","5","0","5","5","0","0","245","22,895"
"10008325","KLC School of Design","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","175"
"10003678","Kingston University","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","25","13,650"
"10003758","LAMDA Limited","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","185"
"10007768","The University of Lancaster","5","0","0","0","0","20","10","0","5","0","5","5","5","0","10","0","0","0","5","0","5","0","0","0","5","0","5","5","5","5","5","0","0","105","12,000"
"10066551","LCCM AU UK Limited","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","75"
"10003854","Leeds Arts University","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","5","0","0","0","0","0","0","0","0","30","2,085"
"10003861","Leeds Beckett University","5","0","0","0","0","20","10","0","0","0","0","5","5","0","5","0","0","0","5","0","5","0","5","0","5","0","0","5","0","0","0","0","0","80","21,410"
"10003798","Le Cordon Bleu Limited","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","155"
"10034449","Leeds Conservatoire","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","25","1,385"
"10007795","The University of Leeds","5","0","0","10","0","70","15","5","5","5","5","5","5","0","10","5","0","0","0","5","5","0","5","5","5","0","0","5","10","0","0","0","0","180","26,385"
"10003863","Leeds Trinity University","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10","7,615"
"10007796","The University of Leicester","5","0","0","0","0","5","15","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","5","0","0","55","11,845"
"10007151","The University of Lincoln","10","0","5","5","0","10","5","0","5","5","0","0","0","0","10","0","0","0","5","5","0","0","0","0","5","0","0","0","0","0","0","0","0","80","16,280"
"10003956","Liverpool Hope University","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","15","5,410"
"10003957","Liverpool John Moores University","5","0","0","10","0","5","5","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","50","25,185"
"10003945","The Liverpool Institute for Performing Arts","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","15","765"
"10006842","The University of Liverpool","5","5","0","5","5","15","10","0","5","0","5","10","5","0","5","5","0","5","0","0","0","0","5","0","5","0","5","5","5","0","10","0","0","135","21,385"
"10003958","Liverpool School of Tropical Medicine","0","0","0","0","0","5","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","15","225"
"10007820","Grŵp Llandrillo Menai","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1,050"
"10007162","University of the Arts, London","5","0","0","5","0","40","25","5","0","5","5","5","5","5","5","0","0","5","0","0","0","0","5","5","0","0","0","5","0","0","0","0","0","135","9,870"
"10013109","London Bridge Business Academy","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","255"
"10007769","London Business School","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","495"
