﻿Title:,"Table 17 - HE full-time academic staff by HE provider and contract salary"
Subtitle:,"Academic years 2014/15 to 2023/24"
Reference ID:,DT025 Table 17
Data source:,HESA
Data source link:,https://www.hesa.ac.uk/data-and-analysis/staff/table-17
Data file canonical link:,https://www.hesa.ac.uk/data-and-analysis/staff/table-17.zip
Licence:,Creative Commons Attribution 4.0 International Licence
Date:,2025
Filters:,Country of HE provider,All 
,Region of HE provider,All 
,Sex,All 
,Academic employment function,All 
,Contract levels,All 
,Academic year,2023/24 
Search:,


"UKPRN","HE provider","Contract salary < £22,681 ","Contract salary ≥ £22,681 and < £28,759 ","Contract salary ≥ £28,759 and < £38,205 ","Contract salary ≥ £38,205 and < £51,283 ","Contract salary ≥ £51,283 and < £68,857 ","Contract salary ≥ £68,857 ","Total"
"10001478","City, University of London","0","0","0","120","285","420","825"
"10007912","Cliff College","0","0","5","0","0","0","5"
"10066502","The College of Health Ltd","0","0","0","0","5","0","5"
"10007761","Courtauld Institute of Art","0","0","0","5","15","20","45"
"10034324","Court Theatre Training Company Ltd","0","0","0","0","0","0","0"
"10001726","Coventry University","5","5","190","860","495","155","1,710"
"10007822","Cranfield University","0","10","65","175","230","200","680"
"10006427","University for the Creative Arts","0","5","65","90","95","15","275"
"10007842","University of Cumbria","0","0","10","115","130","15","275"
"10015688","David Game College Ltd","0","0","0","10","0","0","15"
"10001883","De Montfort University","0","0","30","440","305","145","920"
"10007851","University of Derby","0","5","85","335","325","60","815"
"10007852","The University of Dundee","0","0","85","470","420","215","1,185"
"10007143","University of Durham","0","5","110","565","590","500","1,770"
"10007789","The University of East Anglia","0","0","65","280","525","215","1,085"
"10007144","The University of East London","0","0","10","195","260","45","510"
"10032282","The Queen's Foundation for Ecumenical Theological Education","0","0","5","5","0","0","10"
"10007823","Edge Hill University","0","0","10","270","250","80","605"
"10007772","Edinburgh Napier University","0","0","15","165","405","75","655"
"10007790","The University of Edinburgh","0","5","180","1,780","1,530","925","4,425"
"10042570","Escape Studios","0","0","0","10","10","10","25"
"10007791","The University of Essex","0","0","65","285","580","195","1,125"
"10008173","University College of Estate Management","0","0","5","10","10","5","30"
"10007792","The University of Exeter","0","0","245","895","770","495","2,405"
"10008640","Falmouth University","0","10","40","75","90","5","220"
"10004511","The National Film and Television School","0","5","10","10","10","20","55"
"10022087","Futureworks","0","5","15","5","0","0","20"
"10007762","Glasgow Caledonian University","0","0","10","100","435","105","650"
"10002681","Glasgow School of Art","0","0","0","15","70","20","100"
"10007794","The University of Glasgow","0","0","275","1,060","1,060","845","3,245"
"10007145","University of Gloucestershire","0","0","30","140","150","35","355"
"10002718","Goldsmiths College","0","0","5","65","225","130","425"
"10007146","The University of Greenwich","0","10","90","405","420","110","1,035"
"10007825","Guildhall School of Music and Drama","0","0","65","55","55","35","215"
"10040812","Harper Adams University","0","0","0","40","85","15","145"
"10080811","Hartpury University","0","25","50","45","25","10","155"
"10007764","Heriot-Watt University","0","0","70","265","305","195","840"
"10007147","University of Hertfordshire","0","5","90","340","425","125","990"
"10007148","The University of Huddersfield","0","0","30","260","275","100","665"
"10007149","The University of Hull","0","0","35","285","310","115","740"
"10003239","ICON College of Technology and Management","0","0","0","15","5","5","25"
"10003270","Imperial College of Science, Technology and Medicine","0","0","0","1,045","1,280","1,520","3,840"
"10057622","The School of Information Risk Management","0","5","5","0","0","0","10"
"10013220","Institute of Art - London Limited","0","0","0","0","5","5","10"
"10035638","Institute of Contemporary Music Performance","0","0","0","5","0","0","10"
"10082728","INTO University Partnerships Limited","0","25","65","50","10","5","150"
"10082570","Kaplan International Colleges U.K. Limited","0","0","120","70","10","0","200"
"10021682","Kaplan Open Learning (Essex) Limited","0","10","10","10","5","0","30"
"10007767","Keele University","0","0","30","250","270","125","675"
"10007150","The University of Kent","0","0","30","275","380","240","915"
"10003645","King's College London","0","0","155","1,310","1,175","1,290","3,930"
"10003678","Kingston University","0","5","25","180","365","95","670"
"10003758","LAMDA Limited","0","0","5","25","5","0","35"
"10007768","The University of Lancaster","0","5","115","450","445","280","1,290"
"10003854","Leeds Arts University","0","25","10","25","25","5","90"
"10003861","Leeds Beckett University","0","0","55","285","520","120","980"
"10034449","Leeds Conservatoire","0","0","0","15","5","0","20"
"10007795","The University of Leeds","0","0","195","1,195","1,030","700","3,125"
"10003863","Leeds Trinity University","0","0","10","95","85","35","225"
"10082828","College of Legal Practice Limited","0","0","0","0","5","0","5"
"10007796","The University of Leicester","0","0","115","505","570","310","1,500"
"10089591","LIBF Limited","0","0","5","0","5","5","15"
"10007151","The University of Lincoln","0","25","115","420","350","120","1,030"
"10036456","Academy of Live Technology Ltd","0","0","5","5","0","0","15"
"10003956","Liverpool Hope University","0","0","10","160","90","25","285"
"10003957","Liverpool John Moores University","0","10","110","280","750","130","1,285"
"10031239","LMA","0","0","15","10","0","5","35"
"10003945","The Liverpool Institute for Performing Arts","0","0","0","20","10","5","35"
"10006842","The University of Liverpool","0","0","145","905","670","835","2,555"
"10003958","Liverpool School of Tropical Medicine","0","0","25","75","25","70","195"
"10007162","University of the Arts, London","0","0","20","375","360","135","885"
"10007769","London Business School","0","0","5","0","0","95","100"
"10007797","University of London (Institutes and activities)","0","0","0","25","10","35","65"
"10004036","London Film School Limited","0","0","5","20","5","0","25"
"10004048","London Metropolitan University","0","0","25","150","190","75","440"
"10004078","London South Bank University","5","10","145","240","270","65","740"
"10004063","London School of Economics and Political Science","0","0","45","275","190","580","1,090"
"10007771","London School of Hygiene and Tropical Medicine","0","0","0","315","175","175","665"
"10022285","London School of Management Education","0","0","5","10","0","0","15"
"10004075","London School of Theology","0","0","0","10","5","0","15"
"10062810","The London School of Architecture","0","0","0","0","0","0","0"
"10067623","The London Interdisciplinary School Ltd","0","0","0","5","5","0","10"
"10004113","Loughborough University","0","15","220","305","485","300","1,325"
"10009612","Luther King House Educational Trust","0","0","0","0","0","0","0"
"10004180","The Manchester Metropolitan University","0","5","180","585","760","170","1,700"
"10007798","The University of Manchester","0","0","540","1,370","1,090","1,220","4,220"
"10023453","Matrix College of Counselling and Psychotherapy Ltd","0","0","0","0","0","0","0"
"10020416","Missio Dei","0","0","0","0","0","0","0"
"10030776","St Mellitus College","0","0","0","15","5","0","20"
"10004320","The Metanoia Institute","0","0","0","0","5","5","10"
"10004351","Middlesex University","0","20","20","195","310","70","620"
"10023777","Mont Rose College of Management and Sciences","0","0","5","15","15","5","35"
"10023454","Moorlands College","0","0","0","5","0","0","5"
"10001444","National Centre for Circus Arts","0","0","0","0","0","0","5"
"10004538","Nazarene Theological College","0","0","5","0","0","0","5"
"10030129","Nelson College London Ltd","0","5","5","0","0","0","15"
"10007799","Newcastle University","0","0","475","615","775","620","2,480"
"10067406","New Model Institute for Technology and Engineering (NMITE)","0","0","0","5","5","0","15"
"10048199","Northeastern University London","0","0","0","60","35","25","120"
"10007138","The University of Northampton","0","0","25","255","260","15","555"
"10008816","Northern School of Contemporary Dance","0","0","20","0","0","0","20"
"10001282","University of Northumbria at Newcastle","0","10","110","435","815","220","1,590"
"10004775","Norwich University of the Arts","0","10","45","35","35","5","130"
"10007154","University of Nottingham","0","0","560","775","840","810","2,985"
"10004797","The Nottingham Trent University","0","35","215","725","735","180","1,890"
"10007773","The Open University","0","0","15","605","670","220","1,515"
"10004930","Oxford Brookes University","0","5","45","240","315","110","720"
"10007774","The University of Oxford","0","0","715","2,435","1,145","1,805","6,100"
"10004028","The Place, London Contemporary Dance School (LCDS)","0","0","0","5","0","0","10"
"10005127","Arts University Plymouth","0","5","5","10","10","5","35"
"10007801","University of Plymouth","0","0","45","255","420","90","815"
"10019178","Point Blank Music School","0","0","0","5","5","0","10"
"10007155","The University of Portsmouth","0","30","105","425","475","140","1,175"
"10005337","Queen Margaret University, Edinburgh","0","0","0","55","110","20","185"
"10007775","Queen Mary University of London","0","0","70","820","570","780","2,240"
"10009292","Royal Academy of Dramatic Art","0","0","5","5","10","5","25"
"10005378","Rambert School","0","0","0","5","0","0","5"
"10005389","Ravensbourne University London","0","0","0","5","45","10","65"
"10007802","The University of Reading","0","0","90","230","500","250","1,070"
"10008455","Regent College London","0","0","10","100","10","10","130"
"10005500","Robert Gordon University","0","0","25","190","215","80","515"
"10007776","Roehampton University","0","0","20","95","180","50","350"
"10005523","Rose Bruford College of Theatre and Performance","0","0","0","5","10","5","20"
"10007835","Royal Academy of Music","0","0","0","5","5","10","20"
"10005545","Royal Agricultural University","0","0","5","15","15","10","45"
"10007777","Royal College of Art","0","0","0","20","50","35","105"
"10007778","Royal College of Music","0","0","0","0","10","15","25"
"10005561","Royal Conservatoire of Scotland","0","0","5","20","25","5","55"
"10007816","The Royal Central School of Speech and Drama","0","0","0","15","30","10","55"
"10005553","Royal Holloway and Bedford New College","0","0","20","180","340","235","775"
"10007837","Royal Northern College of Music","0","0","0","5","15","10","30"
"10007779","The Royal Veterinary College","0","0","30","45","90","70","235"
"10007803","The University of St. Andrews","0","0","85","380","440","215","1,120"
"10007839","SAE Education Limited","0","5","20","5","0","0","30"
"10007782","St George's, University of London","0","0","10","60","135","85","295"
"10008026","St Mary's University College","0","0","0","5","25","0","35"
"10007843","St Mary's University, Twickenham","0","0","5","85","100","20","215"
"10007156","The University of Salford","0","5","100","325","490","110","1,025"
"10007780","SOAS University of London","0","0","10","85","150","80","325"
"10005700","SRUC","0","15","60","215","70","40","395"
"10005790","Sheffield Hallam University","0","0","55","480","645","150","1,325"
"10007157","The University of Sheffield","0","0","245","1,130","935","580","2,890"
"10006022","Solent University","0","0","5","240","105","10","360"
"10007158","The University of Southampton","0","0","235","650","620","720","2,225"
"10088214","S P Jain London School of Management Limited","0","0","0","0","0","5","5"
"10006093","Spurgeon's College","0","0","0","5","5","0","5"
"10006299","Staffordshire University","0","0","30","245","205","50","530"
"10007804","The University of Stirling","0","0","50","180","250","105","590"
"10037449","University of St Mark and St John","0","0","5","45","30","5","85"
"10008010","Stranmillis University College","0","0","0","5","35","5","45"
"10007805","The University of Strathclyde","0","0","240","540","510","390","1,675"
"10014001","University of Suffolk","0","0","5","105","70","15","195"
"10007159","The University of Sunderland","0","15","90","415","270","40","830"
"10007160","The University of Surrey","0","0","70","275","460","360","1,165"
"10007806","The University of Sussex","0","0","30","375","505","330","1,240"
"10007855","Swansea University","0","5","205","505","440","240","1,395"
"10083403","The Engineering and Design Institute London","0","0","0","5","0","5","10"
"10007161","Teesside University","0","10","135","385","305","90","930"
"10082743","ThinkSpace Education Limited","0","0","0","0","0","0","5"
"10008017","Trinity Laban Conservatoire of Music and Dance","0","0","0","10","15","5","35"
"10007858","University of Wales Trinity Saint David","0","0","50","255","130","25","460"
"10067648","University Academy 92 Limited","0","0","5","20","5","5","40"
"10007114","University of the Highlands and Islands","0","5","10","20","20","5","60"
"10007807","Ulster University","0","0","110","275","565","165","1,120"
"10039956","The University of Law","0","0","0","155","195","50","400"
"10007784","University College London","0","0","270","2,175","2,115","2,050","6,610"
"10007793","University of South Wales","0","5","45","385","285","65","785"
"10029843","Waltham International College Limited","0","0","10","10","0","0","25"
"10007163","The University of Warwick","0","0","255","720","790","625","2,390"
"10007361","Waverley Abbey College","0","0","0","0","0","0","0"
"10007164","University of the West of England, Bristol","0","0","110","515","625","140","1,385"
"10007800","The University of the West of Scotland","0","0","10","190","420","70","690"
"10006566","The University of West London","0","0","45","205","220","50","520"
"10007165","The University of Westminster","0","0","0","235","325","190","750"
"10003614","The University of Winchester","0","0","0","95","130","35","260"
"10007166","The University of Wolverhampton","0","0","50","170","395","40","655"
"10007139","University of Worcester","0","0","10","110","190","40","350"
"10007833","Wrexham University","0","0","5","95","55","10","160"
"10007657","Writtle University College","0","0","25","25","15","5","65"
"10007713","York St John University","0","0","20","145","170","30","365"
"10007167","The University of York","0","0","205","630","635","415","1,880"
"","Total","25","555","13,210","54,770","57,040","34,360","159,960"
