﻿Title:,"Table 59 - UK permanent address HE students by HE provider and permanent address"
Subtitle:,"Academic years 2014/15 to 2023/24"
Reference ID:,DT051 Table 59
Data source:,HESA
Data source link:,https://www.hesa.ac.uk/data-and-analysis/students/table-59
Data file canonical link:,https://www.hesa.ac.uk/data-and-analysis/students/table-59.zip
Licence:,Creative Commons Attribution 4.0 International Licence
Date:,2025
Filters:,Country of HE provider,All 
,Region of HE provider,All 
,Level of study,All 
,Mode of study,All 
,Academic year,2022/23 
Search:,


"UKPRN","HE Provider","Channel Islands not otherwise specified","Isle of Man","Total Other UK","Not known","Total"
"10035638","Institute of Contemporary Music Performance","0","0","0","0","845"
"10027603","International College of Musical Theatre","0","0","0","0","10"
"10082728","INTO University Partnerships Limited","0","0","0","5","5"
"10029682","The Islamic College","0","0","0","0","105"
"10067601","JSA Education Group Ltd.","0","0","0","0","50"
"10082570","Kaplan International Colleges U.K. Limited","0","0","0","0","0"
"10021682","Kaplan Open Learning (Essex) Limited","0","0","5","0","1,825"
"10007767","Keele University","10","5","15","10","11,665"
"10007150","The University of Kent","10","10","25","5","14,315"
"10003645","King's College London","15","10","25","5","25,045"
"10003678","Kingston University","15","5","20","15","14,490"
"10003758","LAMDA Limited","0","0","0","0","175"
"10007768","The University of Lancaster","20","50","70","0","13,190"
"10003854","Leeds Arts University","10","5","10","0","2,025"
"10003861","Leeds Beckett University","20","40","55","0","18,945"
"10003798","Le Cordon Bleu Limited","0","0","0","0","115"
"10034449","Leeds Conservatoire","0","5","5","0","1,340"
"10007795","The University of Leeds","65","30","95","5","24,840"
"10003863","Leeds Trinity University","5","0","5","0","13,545"
"10082828","College of Legal Practice Limited","0","0","0","0","455"
"10007796","The University of Leicester","10","5","15","5","12,765"
"10089591","LIBF Limited","0","0","0","0","320"
"10007151","The University of Lincoln","5","10","20","45","16,270"
"10036456","Academy of Live Technology Ltd","0","0","0","0","170"
"10003956","Liverpool Hope University","20","10","30","0","5,055"
"10003957","Liverpool John Moores University","125","80","205","0","25,950"
"10003945","The Liverpool Institute for Performing Arts","5","0","5","0","735"
"10006842","The University of Liverpool","80","40","120","135","21,605"
"10003958","Liverpool School of Tropical Medicine","0","0","0","0","185"
"10007820","Grŵp Llandrillo Menai","0","0","0","0","875"
"10007162","University of the Arts, London","20","10","30","0","10,635"
"10013109","London Bridge Business Academy","0","0","0","0","155"
"10007769","London Business School","0","0","0","0","430"
"10030391","London Churchill College Ltd","0","0","0","0","835"
"10007797","University of London (Institutes and activities)","5","0","5","0","3,080"
"10039082","City and Guilds of London Art School","0","0","0","0","255"
"10023434","London School of Commerce & IT Limited","0","0","0","0","105"
"10004036","London Film School Limited","0","0","0","0","45"
"10015506","The London College","0","0","0","0","915"
"10004048","London Metropolitan University","5","0","5","20","11,820"
"10032594","London School of Academics Ltd","0","0","0","0","145"
"10004078","London South Bank University","5","0","5","0","14,730"
"10004063","London School of Economics and Political Science","0","0","0","20","4,635"
"10007771","London School of Hygiene and Tropical Medicine","0","0","0","0","490"
"10022285","London School of Management Education","0","0","0","0","715"
"10004075","London School of Theology","0","0","0","0","270"
"10004079","London Studio Centre","0","0","0","0","265"
"10062810","The London School of Architecture","0","0","0","0","110"
"10004035","The Film Education Training Trust Limited","0","0","0","0","45"
"10067623","The London Interdisciplinary School Ltd","0","0","0","20","90"
"10004113","Loughborough University","35","25","60","35","15,140"
"10009612","Luther King House Educational Trust","0","0","0","0","65"
"10042679","International Business College Manchester Limited","0","0","0","0","5"
"10004180","The Manchester Metropolitan University","40","35","75","0","34,430"
"10007798","The University of Manchester","50","25","70","0","28,300"
"10009527","Istituto Marangoni Limited","0","0","0","0","110"
"10023452","The Markfield Institute of Higher Education","0","0","0","0","90"
"10023453","Matrix College of Counselling and Psychotherapy Ltd","0","0","0","0","105"
"10020416","Missio Dei","0","0","0","0","75"
"10030776","St Mellitus College","0","0","0","0","345"
"10004320","The Metanoia Institute","0","0","0","0","455"
"10004351","Middlesex University","10","5","15","5","12,465"
"10032277","The Minster Centre","0","0","0","0","180"
"10049370","MLA College","0","0","0","0","100"
"10004450","Mountview Academy of Theatre Arts","0","0","5","0","380"
"10023777","Mont Rose College of Management and Sciences","0","0","0","0","685"
"10023454","Moorlands College","0","0","0","0","165"
"10055902","Multiverse","0","0","0","0","5,170"
"10001444","National Centre for Circus Arts","0","0","0","0","45"
"10000216","All Nations Christian College","0","0","0","0","40"
"10004538","Nazarene Theological College","0","0","0","0","120"
"10030129","Nelson College London Ltd","0","0","0","0","1,650"
"10023456","Newbold College","0","0","0","0","35"
"10007799","Newcastle University","40","30","70","45","21,280"
"10067406","New Model Institute for Technology and Engineering (NMITE)","0","0","0","0","55"
"10048199","Northeastern University London","0","0","0","0","590"
"10008397","Norland College","0","0","0","0","260"
"10007138","The University of Northampton","0","0","5","5","12,135"
"10009614","Grŵp NPTC Group","0","0","0","0","190"
"10008816","Northern School of Contemporary Dance","0","0","0","0","190"
"10004740","Northern College of Acupuncture","0","0","0","0","160"
"10001282","University of Northumbria at Newcastle","15","30","45","0","23,905"
"10004775","Norwich University of the Arts","5","5","10","0","2,660"
"10007154","University of Nottingham","40","20","60","75","29,205"
"10004797","The Nottingham Trent University","35","40","75","5","33,735"
"10007773","The Open University","5","0","5","35","139,960"
"10004930","Oxford Brookes University","50","5","55","25","15,030"
"10007774","The University of Oxford","55","15","70","0","17,750"
"10066143","Paris Dauphine International","0","0","0","0","0"
"10004028","The Place, London Contemporary Dance School (LCDS)","0","0","0","0","140"
"10005127","Arts University Plymouth","5","0","5","0","975"
"10007801","University of Plymouth","70","5","80","0","16,840"
"10019178","Point Blank Music School","0","0","0","0","680"
"10007155","The University of Portsmouth","25","5","35","5","19,340"
"10083476","The Prince's Foundation","0","0","0","0","10"
"10005337","Queen Margaret University, Edinburgh","50","0","50","0","5,485"
"10007775","Queen Mary University of London","5","5","5","0","17,430"
"10025197","University Centre Quayside Limited","0","0","0","0","155"
"10009292","Royal Academy of Dramatic Art","0","0","0","0","155"
"10005544","Royal Academy of Dance","0","0","0","0","210"
"10005378","Rambert School","0","0","0","0","95"
"10005389","Ravensbourne University London","0","0","0","0","3,380"
"10005470","Richmond, The American International University in London","0","0","0","0","220"
"10007802","The University of Reading","20","10","30","40","15,445"
"10086591","Regent's University London Limited","0","0","0","10","450"
"10021100","Regents Theological College","0","0","0","0","140"
"10023871","Results Consortium Limited","0","0","0","0","445"
"10062833","Raindance Educational Services Limited","0","0","0","0","50"
"10008455","Regent College London","0","0","0","0","3,520"
"10005500","Robert Gordon University","5","5","10","15","11,270"
"10007776","Roehampton University","0","0","0","10","7,245"
"10005523","Rose Bruford College of Theatre and Performance","0","0","0","10","870"
"10007835","Royal Academy of Music","0","0","0","0","390"
"10005545","Royal Agricultural University","0","0","5","0","940"
"10007777","Royal College of Art","0","0","0","0","845"
"10007778","Royal College of Music","0","0","0","0","450"
"10005561","Royal Conservatoire of Scotland","5","0","5","0","890"
"10007816","The Royal Central School of Speech and Drama","0","0","5","0","750"
"10005553","Royal Holloway and Bedford New College","15","0","15","5","10,130"
"10007837","Royal Northern College of Music","5","0","5","0","605"
"10007779","The Royal Veterinary College","0","0","5","0","1,705"
"10007803","The University of St. Andrews","10","5","20","5","6,405"
"10007839","SAE Education Limited","0","5","5","0","585"
"10007782","St George's, University of London","10","0","10","0","3,685"
"10008026","St Mary's University College","0","0","0","0","950"
"10007843","St Mary's University, Twickenham","0","0","5","10","5,365"
"10007156","The University of Salford","10","10","15","0","21,515"
"10021256","The Salvation Army","0","0","0","0","45"
"10008362","London School of Science and Technology Limited","0","0","0","0","50"
"10007780","SOAS University of London","10","0","10","5","4,185"
"10005700","SRUC","0","0","0","0","1,680"
"10005790","Sheffield Hallam University","5","40","50","0","29,520"
"10007157","The University of Sheffield","20","30","50","0","20,165"
"10023458","The Sherwood Psychotherapy Training Institute Limited","0","0","0","0","240"
"10006022","Solent University","25","5","30","0","7,285"
"10007158","The University of Southampton","55","5","60","0","15,435"
"10006093","Spurgeon's College","0","0","0","0","210"
"10006299","Staffordshire University","5","5","10","25","19,665"
"10007804","The University of Stirling","15","5","20","0","9,505"
"10037449","University of St Mark and St John","5","0","10","0","2,605"
"10008010","Stranmillis University College","0","0","0","0","1,320"
"10007805","The University of Strathclyde","0","0","0","220","19,095"
"10014001","University of Suffolk","0","0","0","15","12,700"
"10007159","The University of Sunderland","0","5","5","25","13,935"
"10007160","The University of Surrey","35","5","40","5","11,535"
"10007806","The University of Sussex","95","5","100","5","14,125"
"10007855","Swansea University","20","10","30","0","17,170"
"10083403","The Engineering and Design Institute London","0","0","0","0","65"
"10007161","Teesside University","10","5","10","0","16,725"
"10082743","ThinkSpace Education Limited","0","0","0","0","130"
"10008017","Trinity Laban Conservatoire of Music and Dance","5","0","5","0","905"
"10007858","University of Wales Trinity Saint David","5","0","5","75","15,305"
"10068157","University Centre Peterborough","0","0","0","0","720"
"10007114","University of the Highlands and Islands","0","0","0","0","9,195"
"10007807","Ulster University","0","5","5","20","21,810"
"10039956","The University of Law","25","10","35","0","13,525"
"10007784","University College London","30","10","40","5","23,695"
"10007793","University of South Wales","5","5","5","0","18,925"
"10029843","Waltham International College Limited","0","0","0","0","35"
"10007163","The University of Warwick","15","5","25","0","18,115"
"10007361","Waverley Abbey College","0","0","0","0","240"
"10007164","University of the West of England, Bristol","55","10","70","0","29,130"
"10007800","The University of the West of Scotland","0","0","0","10","13,855"
"10032288","West Dean College","0","0","5","0","220"
"10006566","The University of West London","10","0","10","0","14,780"
"10007165","The University of Westminster","5","0","5","0","14,240"
"10003614","The University of Winchester","75","5","80","0","7,560"
"10007166","The University of Wolverhampton","5","5","10","5","17,905"
"10007139","University of Worcester","5","5","10","0","8,250"
"10007833","Wrexham University","10","0","15","5","6,610"
"10007657","Writtle University College","0","0","0","0","735"
"10007713","York St John University","5","10","15","0","6,670"
"10007167","The University of York","45","50","95","0","17,190"
"","Total","2,805","1335","4,140","2,220","2,175,530"
