﻿Title:,"Table 24 - HE staff by HE provider and nationality"
Subtitle:,"Academic years 2014/15 to 2023/24"
Reference ID:,DT025 Table 24
Data source:,HESA
Data source link:,https://www.hesa.ac.uk/data-and-analysis/staff/table-24
Data file canonical link:,https://www.hesa.ac.uk/data-and-analysis/staff/table-24.csv
Licence:,Creative Commons Attribution 4.0 International Licence
Date:,2025
Filters:,Country of HE provider,All 
,Region of HE provider,All 
,Atypical marker,Non-atypical 
,Contract marker,All (excluding atypical) 
,Mode of employment,All 
,Academic year,2015/16 
Search:,


"UKPRN","HE provider","UK","European Union","Non-European Union","Not known","Total"
"10005700","SRUC","1,155","55","30","5","1,240"
"10005790","Sheffield Hallam University","4,080","155","145","25","4,405"
"10007157","The University of Sheffield","6,040","610","590","0","7,240"
"10006022","Solent University","1,370","85","50","0","1,505"
"10007158","The University of Southampton","4,870","820","630","40","6,355"
"10006299","Staffordshire University","1,575","40","35","30","1,680"
"10007804","The University of Stirling","1,765","200","115","0","2,080"
"10037449","University of St Mark and St John","335","10","5","0","350"
"10008010","Stranmillis University College","160","20","5","5","190"
"10007805","The University of Strathclyde","2,880","335","240","5","3,450"
"10014001","University of Suffolk","390","30","10","0","430"
"10007159","The University of Sunderland","1,740","70","65","55","1,935"
"10007160","The University of Surrey","2,305","335","245","0","2,885"
"10007806","The University of Sussex","1,960","410","295","250","2,915"
"10007855","Swansea University","2,535","220","180","20","2,950"
"10007161","Teesside University","1,690","60","50","0","1,800"
"10008017","Trinity Laban Conservatoire of Music and Dance","440","50","25","5","515"
"10007858","University of Wales Trinity Saint David","1,240","40","25","190","1,495"
"10007114","University of the Highlands and Islands","215","10","5","0","225"
"10007807","Ulster University","1,725","745","95","0","2,565"
"10007784","University College London","7,925","2,520","1,550","215","12,215"
"10007793","University of South Wales","3,010","120","95","20","3,245"
"10008574","The University of Wales (central functions)","120","5","0","0","125"
"10007163","The University of Warwick","4,775","785","635","115","6,310"
"10007164","University of the West of England, Bristol","3,155","170","140","65","3,530"
"10007800","The University of the West of Scotland","1,405","55","55","5","1,520"
"10006566","The University of West London","1,025","140","75","0","1,235"
"10007165","The University of Westminster","2,010","470","235","0","2,715"
"10003614","The University of Winchester","1,075","80","40","10","1,205"
"10007166","The University of Wolverhampton","2,215","85","115","0","2,415"
"10007139","University of Worcester","1,915","130","45","0","2,085"
"10007833","Wrexham University","520","15","25","5","560"
"10007657","Writtle University College","300","10","5","0","315"
"10007713","York St John University","730","35","25","0","790"
"10007167","The University of York","3,205","400","295","5","3,905"
"","Total","326,375","46,250","32,410","5,480","410,515"
