﻿Title:,"Table 3 - Emissions and waste"
Subtitle:,"Academic years 2015/16 to 2022/23"
Reference ID:,DT042 Table 3
Data source:,HESA
Data source link:,https://www.hesa.ac.uk/data-and-analysis/estates/table-3
Data file canonical link:,https://www.hesa.ac.uk/data-and-analysis/estates/table-3.csv
Licence:,Creative Commons Attribution 4.0 International Licence
Date:,2024
Filters:,Country of HE provider,Choose a value... 
,Region of HE provider,Choose a value... 
,Academic year,2020/21 
Search:,


"UKPRN","HE provider","Total scope 1 and 2 carbon emissions (Kg CO2e)","Total volume of wastewater (m3)","Total scope 3 carbon emissions from waste (tonnes CO2e)","Total scope 3 carbon emissions from water supply (tonnes CO2e)","Total scope 3 carbon emissions from wastewater treatment (tonnes CO2e)","Total waste mass (tonnes)"
"10007767","Keele University","7,984,135.634","163,433.000","16.010","24.352","44.460","1,846.230"
"10007150","The University of Kent","11,156,406.228","160,624.700","19.306","25.193","43.690","964.118"
"10003645","King's College London","25,908,767.405","216,579.000","18.269","50.728","58.911","1,064.539"
"10003678","Kingston University","5,728,144.146","186,416.000","7.843","27.776","50.705","2,051.877"
"10007768","The University of Lancaster","16,851,191.304","368,079.000","","54.843","100.183","1,321.047"
"10003861","Leeds Beckett University","6,093,758.426","47,559.250","18.300","9.448","12.999","1,150.500"
"10007795","The University of Leeds","43,565,255.042","566,510.285","38.220","93.895","154.091","54,821.950"
"10003863","Leeds Trinity University","1,542,050.629","29,662.999","","4.652","8.068","145.783"
"10007796","The University of Leicester","16,350,810.138","199,901.000","36.177","29.785","54.385","641.790"
"10007151","The University of Lincoln","6,632,646.881","137,406.600","11.402","22.748","37.375","1,612.925"
"10003956","Liverpool Hope University","2,640,346.851","46,411.000","5.054","6.915","12.625","241.804"
"10003957","Liverpool John Moores University","6,149,612.701","57,584.000","","8.580","15.663","495.713"
"10006842","The University of Liverpool","39,147,791.381","260,367.000","1,946.000","39.586","70.820","1,712.000"
"10003958","Liverpool School of Tropical Medicine","1,639,622.755","2,286.536","1.720","0.426","0.622","72.463"
"10007162","University of the Arts, London","5,215,921.086","74,835.935","13.505","11.151","20.355","642.571"
"10007797","University of London (Institutes and activities)","5,086,867.000","79,820.000","","11.894","21.711","471.910"
"10004048","London Metropolitan University","2,003,810.229","34,625.000","4.250","5.687","9.418","80.982"
"10004078","London South Bank University","3,808,439.557","40,138.996","4.902","5.981","10.918","302.317"
"10004063","London School of Economics and Political Science","7,320,316.652","138,533.000","12.650","21.383","38.465","2,299.930"
"10007771","London School of Hygiene and Tropical Medicine","1,410,801.612","5,001.000","0.544","2.484","1.360","26.200"
"10004113","Loughborough University","21,012,554.339","284,641.000","95.930","42.411","77.422","1,376.523"
"10004180","The Manchester Metropolitan University","8,066,614.436","94,219.000","19.100","14.039","25.640","4,855.650"
"10007798","The University of Manchester","52,215,856.347","603,511.021","724.000","89.923","164.155","3,178.100"
"10004351","Middlesex University","3,431,201.890","30,156.620","3.102","4.494","8.267","202.200"
"10007799","Newcastle University","21,572,114.649","215,627.200","49.377","33.820","58.651","7,770.082"
"10007138","The University of Northampton","3,596,660.099","94,508.170","15.350","15.657","25.706","720.421"
"10001282","University of Northumbria at Newcastle","8,618,783.681","125,252.759","15.409","19.645","34.477","874.497"
"10004775","Norwich University of the Arts","701,879.996","4,556.700","","0.755","1.239","212.700"
"10007154","University of Nottingham","37,671,443.483","544,096.000","28.058","90.079","161.740","1,891.939"
"10004797","The Nottingham Trent University","10,117,836.883","87,828.143","8.726","13.543","23.889","610.879"
"10007773","The Open University","5,459,322.210","25,646.000","","4.246","6.976","383.130"
"10004930","Oxford Brookes University","7,883,373.488","219,240.000","6,343.000","32.689","59.938","641.024"
"10007774","The University of Oxford","47,676,903.768","329,491.000","0.000","72.197","92.559","1,445.000"
"10007801","University of Plymouth","5,601,703.556","42,256.950","15.290","6.628","11.583","995.250"
"10007155","The University of Portsmouth","6,471,424.420","109,508.675","6.078","18.485","29.786","285.437"
"10005337","Queen Margaret University, Edinburgh","1,157,339.406","54,352.000","3.781","8.527","14.784","143.577"
"10007775","Queen Mary University of London","13,124,165.880","208,033.000","","30.997","56.585","1,867.956"
"10007802","The University of Reading","10,984,881.038","86,957.000","14.241","15.633","24.441","579.361"
"10005500","Robert Gordon University","5,468,601.063","58,789.000","2.800","9.265","15.991","108.295"
"10005523","Rose Bruford College of Theatre and Performance","438,724.591","2,186.000","12.000","0.325","0.595","66.000"
"10007778","Royal College of Music","554,629.585","3,653.000","0.306","0.544","0.994","12.098"
"10007816","The Royal Central School of Speech and Drama","344,074.351","2,773.000","0.000","0.413","0.754","76.214"
"10005553","Royal Holloway and Bedford New College","7,783,874.168","223,150.000","","33.408","60.697","455.870"
"10007803","The University of St. Andrews","14,269,801.646","212,268.000","879.242","33.292","57.764",""
"10007782","St George's, University of London","7,574,744.183","70,736.000","2.140","10.540","27.392","227.700"
"10008026","St Mary's University College","404,634.485","1,966.000","","0.308","0.535","9.470"
"10007843","St Mary's University, Twickenham","2,017,696.984","25,680.000","","4.297","7.031","588.300"
"10007156","The University of Salford","5,302,326.777","37,105.000","5.000","5.529","10.242","3,858.000"
"10007780","SOAS University of London","1,139,646.191","14,221.000","1.129","1.897","3.907","54.752"
"10005700","SRUC","","","","","",""
"10005790","Sheffield Hallam University","5,740,482.867","40,668.000","5.029","6.378","11.068","242.835"
"10007157","The University of Sheffield","24,529,410.368","352,888.382","35.180","55.549","95.986","4,727.170"
"10006022","Solent University","2,986,434.584","52,144.950","4.650","8.970","14.183","256.318"
"10007158","The University of Southampton","22,131,713.422","274,158.000","","43.000","74.571","5,348.687"
"10006299","Staffordshire University","4,026,084.287","49,602.000","7.130","5.827","13.492","483.040"
"10007804","The University of Stirling","9,111,602.486","230,623.000","","26.286","62.729","1,030.000"
"10037449","University of St Mark and St John","1,499,938.469","83,084.314","","16.078","22.599","151.103"
"10007805","The University of Strathclyde","22,717,588.013","100,153.000","6.830","","","350.270"
"10014001","University of Suffolk","842,727.360","42,373.000","","7.008","11.525","127.710"
"10007160","The University of Surrey","15,166,035.027","234,049.000","","40.523","88.028","1,012.363"
"10007855","Swansea University","13,246,911.657","189,120.000","12.000","29.663","51.515","683.000"
"10007161","Teesside University","5,170,764.879","44,011.000","0.000","6.558","12.006","933.527"
"10008017","Trinity Laban Conservatoire of Music and Dance","771,724.339","9,408.683","278.349","1.412","2.559","278.349"
"10007858","University of Wales Trinity Saint David","3,647,551.076","22,721.235","4,593.333","3.563","6.341","222.631"
"10007807","Ulster University","7,912,353.141","60,705.000","","9.521","25.397","323.703"
"10007784","University College London","47,943,344.729","450,476.803","27.519","98.655","122.530","1,310.410"
"10007793","University of South Wales","5,382,585.997","66,882.000","8.271","10.464","18.192","421.650"
"10007163","The University of Warwick","38,199,143.265","472,335.194","51.321","73.038","133.331","5,240.940"
"10007164","University of the West of England, Bristol","12,826,147.229","226,479.657","41.116","35.522","61.618","3,601.160"
"10007800","The University of the West of Scotland","3,176,543.928","27,303.000","4.000","4.599","7.426","142.320"
"10006566","The University of West London","1,946,411.616","23,975.582","1,574.600","3.572","6.521","73.739"
"10007165","The University of Westminster","6,215,215.789","118,778.000","6.341","17.698","32.642","394.822"
"10003614","The University of Winchester","2,133,894.330","40,868.000","8.039","6.410","11.243","382.680"
"10007166","The University of Wolverhampton","10,078,689.505","150,709.000","576.039","23.638","40.993","1,207.730"
"10007139","University of Worcester","3,148,883.251","40,957.000","5.900","6.103","12.661","1,500.780"
"10007833","Wrexham University","2,102,304.171","16,344.000","","2.565","4.465","198.650"
"10007713","York St John University","1,678,710.233","56,525.000","4.753","8.866","15.376","268.626"
"10007167","The University of York","19,962,269.297","195,896.000","26.385","30.725","53.361","1,362.318"
