﻿Title:,"Table 7 - HE academic staff by HE provider and employment conditions"
Subtitle:,"Academic years 2014/15 to 2023/24"
Reference ID:,DT025 Table 7
Data source:,HESA
Data source link:,https://www.hesa.ac.uk/data-and-analysis/staff/table-7
Data file canonical link:,https://www.hesa.ac.uk/data-and-analysis/staff/table-7.zip
Licence:,Creative Commons Attribution 4.0 International Licence
Date:,2025
Filters:,Country of HE provider,All 
,Region of HE provider,All 
,Mode of employment,All 
,Activity standard occupational classification,All 
,Academic year,2023/24 
Search:,


"UKPRN","HE provider","Teaching only","Research only","Both teaching and research","Neither teaching nor research","Total academic staff"
"10004063","London School of Economics and Political Science","715","545","660","0","1,920"
"10007771","London School of Hygiene and Tropical Medicine","30","415","605","0","1,050"
"10022285","London School of Management Education","15","0","0","0","20"
"10004075","London School of Theology","5","0","25","0","25"
"10062810","The London School of Architecture","5","0","0","0","5"
"10067623","The London Interdisciplinary School Ltd","0","0","20","0","20"
"10004113","Loughborough University","550","320","815","0","1,690"
"10009612","Luther King House Educational Trust","0","0","0","0","0"
"10004180","The Manchester Metropolitan University","1,495","65","1,045","15","2,620"
"10007798","The University of Manchester","1,265","1,945","2,095","0","5,310"
"10023453","Matrix College of Counselling and Psychotherapy Ltd","0","0","0","0","0"
"10020416","Missio Dei","0","0","0","0","5"
"10030776","St Mellitus College","25","0","0","0","30"
"10004320","The Metanoia Institute","85","0","5","0","90"
"10004351","Middlesex University","30","25","765","0","820"
"10023777","Mont Rose College of Management and Sciences","35","0","0","5","40"
"10023454","Moorlands College","20","0","0","0","20"
"10001444","National Centre for Circus Arts","30","0","0","0","30"
"10004538","Nazarene Theological College","10","0","10","0","20"
"10030129","Nelson College London Ltd","10","0","0","5","15"
"10007799","Newcastle University","565","1,005","1,455","5","3,030"
"10067406","New Model Institute for Technology and Engineering (NMITE)","15","0","0","0","20"
"10048199","Northeastern University London","105","0","55","0","165"
"10007138","The University of Northampton","895","10","150","5","1,050"
"10008816","Northern School of Contemporary Dance","20","0","0","0","20"
"10001282","University of Northumbria at Newcastle","95","180","1,535","0","1,810"
"10004775","Norwich University of the Arts","170","5","100","0","275"
"10007154","University of Nottingham","1,055","1,120","1,680","0","3,855"
"10004797","The Nottingham Trent University","2,240","0","635","0","2,880"
"10007773","The Open University","4,120","145","1,220","10","5,495"
"10004930","Oxford Brookes University","670","30","925","0","1,625"
"10007774","The University of Oxford","195","4,940","2,075","15","7,220"
"10004028","The Place, London Contemporary Dance School (LCDS)","30","0","5","0","35"
"10005127","Arts University Plymouth","70","0","35","5","110"
"10007801","University of Plymouth","940","210","600","10","1,755"
"10019178","Point Blank Music School","95","0","0","0","95"
"10007155","The University of Portsmouth","720","15","1,010","5","1,755"
"10005337","Queen Margaret University, Edinburgh","70","30","235","5","335"
"10007775","Queen Mary University of London","1,550","915","1,275","5","3,745"
"10009292","Royal Academy of Dramatic Art","65","0","0","0","65"
"10005378","Rambert School","15","0","0","0","15"
"10005389","Ravensbourne University London","240","0","15","5","260"
"10007802","The University of Reading","615","340","670","20","1,645"
"10008455","Regent College London","260","0","0","5","265"
"10005500","Robert Gordon University","50","75","555","0","685"
"10007776","Roehampton University","280","10","125","5","425"
"10005523","Rose Bruford College of Theatre and Performance","55","0","40","0","95"
"10007835","Royal Academy of Music","275","0","25","0","305"
"10005545","Royal Agricultural University","25","0","25","0","55"
"10007777","Royal College of Art","195","50","210","0","460"
"10007778","Royal College of Music","265","5","30","0","300"
"10005561","Royal Conservatoire of Scotland","325","0","40","0","365"
"10007816","The Royal Central School of Speech and Drama","45","0","40","0","90"
"10005553","Royal Holloway and Bedford New College","560","115","580","5","1,260"
"10007837","Royal Northern College of Music","300","5","20","0","325"
"10007779","The Royal Veterinary College","50","65","180","0","300"
"10007803","The University of St. Andrews","290","365","690","0","1,345"
"10007839","SAE Education Limited","60","0","0","0","60"
"10007782","St George's, University of London","235","80","140","0","455"
"10008026","St Mary's University College","30","0","35","0","65"
"10007843","St Mary's University, Twickenham","170","0","310","0","480"
"10007156","The University of Salford","285","20","985","10","1,300"
"10007780","SOAS University of London","295","60","260","0","615"
"10005700","SRUC","195","150","15","160","520"
"10005790","Sheffield Hallam University","455","205","1,495","0","2,155"
"10007157","The University of Sheffield","795","1,550","1,445","0","3,795"
"10006022","Solent University","170","5","360","0","535"
"10007158","The University of Southampton","530","840","1,420","5","2,800"
"10088214","S P Jain London School of Management Limited","0","0","0","0","5"
"10006093","Spurgeon's College","5","0","10","0","15"
"10006299","Staffordshire University","935","5","110","0","1,055"
"10007804","The University of Stirling","420","165","430","0","1,015"
"10037449","University of St Mark and St John","20","5","110","0","135"
"10008010","Stranmillis University College","35","0","40","0","75"
"10007805","The University of Strathclyde","405","575","775","255","2,005"
"10014001","University of Suffolk","170","20","90","0","285"
"10007159","The University of Sunderland","785","25","725","5","1,535"
"10007160","The University of Surrey","570","370","715","0","1,660"
"10007806","The University of Sussex","825","320","885","0","2,035"
"10007855","Swansea University","730","415","590","5","1,740"
"10083403","The Engineering and Design Institute London","10","0","0","0","15"
"10007161","Teesside University","340","75","680","0","1,095"
"10082743","ThinkSpace Education Limited","5","0","0","5","10"
"10008017","Trinity Laban Conservatoire of Music and Dance","325","0","20","0","350"
"10007858","University of Wales Trinity Saint David","470","45","405","45","965"
"10067648","University Academy 92 Limited","45","0","0","5","45"
"10007114","University of the Highlands and Islands","25","25","20","10","80"
"10007807","Ulster University","490","180","765","5","1,440"
"10039956","The University of Law","605","0","20","0","625"
"10007784","University College London","3,430","3,860","3,050","10","10,350"
"10007793","University of South Wales","1,010","75","775","0","1,860"
"10029843","Waltham International College Limited","45","0","0","0","45"
"10007163","The University of Warwick","1,675","815","1,285","5","3,780"
"10007361","Waverley Abbey College","20","0","0","0","20"
"10007164","University of the West of England, Bristol","730","5","1,720","15","2,470"
"10007800","The University of the West of Scotland","40","25","730","0","795"
"10006566","The University of West London","995","0","90","0","1,080"
"10007165","The University of Westminster","1,000","60","915","5","1,980"
"10003614","The University of Winchester","575","10","145","20","750"
"10007166","The University of Wolverhampton","55","20","695","0","770"
"10007139","University of Worcester","440","20","270","15","740"
"10007833","Wrexham University","0","0","225","15","240"
"10007657","Writtle University College","110","0","5","5","115"
"10007713","York St John University","65","5","435","0","505"
"10007167","The University of York","795","825","1,030","5","2,655"
"","Total","88,725","50,285","106,290","1,630","246,930"
