﻿Title:,"Table 17 - HE full-time academic staff by HE provider and contract salary"
Subtitle:,"Academic years 2014/15 to 2023/24"
Reference ID:,DT025 Table 17
Data source:,HESA
Data source link:,https://www.hesa.ac.uk/data-and-analysis/staff/table-17
Data file canonical link:,https://www.hesa.ac.uk/data-and-analysis/staff/table-17.zip
Licence:,Creative Commons Attribution 4.0 International Licence
Date:,2025
Filters:,Country of HE provider,All 
,Region of HE provider,All 
,Sex,All 
,Academic employment function,All 
,Contract levels,All 
,Academic year,2018/19 
Search:,


"UKPRN","HE provider","Contract salary < £19,202 ","Contract salary ≥ £19,202 and < £25,482 ","Contract salary ≥ £25,482 and < £34,189 ","Contract salary ≥ £34,189 and < £45,892 ","Contract salary ≥ £45,892 and < £61,618 ","Contract salary ≥ £61,618 ","Total"
"10007145","University of Gloucestershire","0","0","30","95","165","30","315"
"10002718","Goldsmiths College","0","0","10","60","235","125","430"
"10007146","The University of Greenwich","0","0","45","195","360","85","685"
"10007825","Guildhall School of Music and Drama","0","10","25","25","40","25","125"
"10040812","Harper Adams University","0","0","0","40","80","20","145"
"10080811","Hartpury University","0","0","20","25","10","0","55"
"10007764","Heriot-Watt University","0","0","65","215","275","150","705"
"10007147","University of Hertfordshire","0","15","75","245","425","125","885"
"10007148","The University of Huddersfield","0","0","45","270","320","125","760"
"10007149","The University of Hull","0","5","60","210","405","130","800"
"10003270","Imperial College of Science, Technology and Medicine","0","0","30","1,795","705","1,150","3,680"
"10007767","Keele University","0","10","25","200","235","125","595"
"10007150","The University of Kent","0","0","20","305","395","260","980"
"10003645","King's College London","0","5","205","1,400","970","1,000","3,585"
"10003678","Kingston University","0","0","15","180","380","110","680"
"10007768","The University of Lancaster","0","5","115","400","420","235","1,175"
"10003854","Leeds Arts University","0","20","10","20","25","5","80"
"10003861","Leeds Beckett University","0","0","0","90","570","110","770"
"10034449","Leeds Conservatoire","0","0","0","5","15","0","20"
"10007795","The University of Leeds","0","0","220","1,080","1,000","620","2,920"
"10003863","Leeds Trinity University","0","0","5","35","65","15","115"
"10007796","The University of Leicester","0","0","105","445","540","280","1,365"
"10007151","The University of Lincoln","0","0","55","355","295","95","795"
"10003956","Liverpool Hope University","0","0","5","150","75","10","245"
"10003957","Liverpool John Moores University","0","10","85","220","660","140","1,115"
"10003945","The Liverpool Institute for Performing Arts","0","0","0","15","15","0","30"
"10006842","The University of Liverpool","0","0","175","905","585","700","2,360"
"10003958","Liverpool School of Tropical Medicine","0","5","35","65","35","60","195"
"10007162","University of the Arts, London","0","0","20","200","265","135","625"
"10007769","London Business School","0","0","0","5","0","100","110"
"10007797","University of London (Institutes and activities)","0","0","0","25","10","30","65"
"10004048","London Metropolitan University","0","0","10","65","180","30","285"
"10004078","London South Bank University","0","5","50","185","275","55","570"
"10004063","London School of Economics and Political Science","0","0","20","225","155","510","910"
"10007771","London School of Hygiene and Tropical Medicine","0","0","10","340","180","150","685"
"10004113","Loughborough University","0","15","215","325","430","295","1,280"
"10004180","The Manchester Metropolitan University","0","25","230","410","770","175","1,610"
"10007798","The University of Manchester","0","0","595","1,380","915","1,125","4,015"
"10004351","Middlesex University","0","50","60","235","360","85","790"
"10007799","Newcastle University","0","15","545","650","630","555","2,395"
"10007138","The University of Northampton","0","0","0","205","240","20","470"
"10001282","University of Northumbria at Newcastle","0","10","110","340","690","160","1,310"
"10004775","Norwich University of the Arts","0","5","35","25","25","5","100"
"10007154","University of Nottingham","25","30","540","755","720","815","2,885"
"10004797","The Nottingham Trent University","0","30","160","505","525","145","1,370"
"10007773","The Open University","0","0","20","175","530","190","915"
"10004930","Oxford Brookes University","0","5","60","200","275","100","635"
"10007774","The University of Oxford","0","0","880","2,430","980","1,705","5,995"
"10005127","Arts University Plymouth","0","5","15","20","5","5","55"
"10007801","University of Plymouth","0","5","60","255","455","140","915"
"10007155","The University of Portsmouth","0","5","45","395","480","140","1,060"
"10005337","Queen Margaret University, Edinburgh","0","0","5","35","105","20","170"
"10007775","Queen Mary University of London","0","0","100","680","640","495","1,920"
"10005389","Ravensbourne University London","0","0","0","0","35","10","50"
"10007802","The University of Reading","0","0","130","280","490","230","1,125"
"10005500","Robert Gordon University","0","5","15","100","235","75","425"
"10007776","Roehampton University","0","0","20","110","210","80","420"
"10005523","Rose Bruford College of Theatre and Performance","0","0","0","0","10","0","15"
"10007835","Royal Academy of Music","0","0","0","5","5","10","25"
"10005545","Royal Agricultural University","0","0","0","15","25","5","50"
"10007777","Royal College of Art","0","0","5","5","20","25","55"
"10007778","Royal College of Music","0","0","0","5","10","15","30"
"10005561","Royal Conservatoire of Scotland","0","0","0","15","25","5","50"
"10007816","The Royal Central School of Speech and Drama","0","0","0","10","30","5","45"
"10005553","Royal Holloway and Bedford New College","0","0","30","140","295","215","680"
"10007837","Royal Northern College of Music","0","0","0","0","10","10","20"
"10007779","The Royal Veterinary College","0","0","35","55","105","60","260"
"10007803","The University of St. Andrews","0","0","95","335","425","205","1,060"
"10007782","St George's, University of London","0","5","20","90","200","80","390"
"10008026","St Mary's University College","0","0","0","5","30","5","40"
"10007843","St Mary's University, Twickenham","0","0","10","65","100","20","195"
"10007156","The University of Salford","0","5","85","165","495","80","835"
"10007780","SOAS University of London","0","0","25","75","165","90","360"
"10005700","SRUC","0","20","45","160","45","35","305"
"10005790","Sheffield Hallam University","0","0","55","400","695","165","1,320"
"10007157","The University of Sheffield","0","5","580","755","890","550","2,785"
"10006022","Solent University","0","0","20","245","180","5","450"
"10007158","The University of Southampton","0","0","370","605","540","635","2,155"
"10006299","Staffordshire University","0","0","20","165","175","55","415"
"10007804","The University of Stirling","0","0","135","145","240","105","630"
"10037449","University of St Mark and St John","0","0","5","15","40","0","60"
"10008010","Stranmillis University College","0","0","0","5","35","5","45"
"10007805","The University of Strathclyde","0","0","235","470","435","285","1,425"
"10014001","University of Suffolk","0","0","5","90","40","10","150"
"10007159","The University of Sunderland","0","25","25","130","225","40","445"
"10007160","The University of Surrey","0","0","75","295","390","270","1,025"
"10007806","The University of Sussex","5","5","65","440","440","300","1,255"
"10007855","Swansea University","0","10","255","540","370","245","1,425"
"10007161","Teesside University","0","35","45","150","320","70","625"
"10008017","Trinity Laban Conservatoire of Music and Dance","0","0","0","0","20","10","30"
"10007858","University of Wales Trinity Saint David","0","5","15","150","135","20","325"
"10007114","University of the Highlands and Islands","0","0","10","20","30","10","70"
"10007807","Ulster University","0","0","150","155","535","135","975"
"10007784","University College London","5","5","370","2,420","1,890","1,155","5,845"
"10007793","University of South Wales","0","5","55","295","355","85","800"
"10008574","The University of Wales (central functions)","0","0","5","5","5","10","25"
"10007163","The University of Warwick","0","0","285","620","610","605","2,120"
"10007164","University of the West of England, Bristol","0","0","110","345","565","145","1,165"
"10007800","The University of the West of Scotland","0","0","15","85","385","50","535"
"10006566","The University of West London","0","0","25","145","150","45","375"
"10007165","The University of Westminster","0","0","5","115","285","190","595"
"10003614","The University of Winchester","0","0","0","95","150","35","280"
"10007166","The University of Wolverhampton","0","35","20","185","460","95","795"
"10007139","University of Worcester","0","0","5","115","210","30","360"
"10007833","Wrexham University","0","0","5","60","60","10","135"
"10007657","Writtle University College","0","0","20","20","15","0","60"
"10007713","York St John University","0","5","25","110","110","25","270"
"10007167","The University of York","0","0","200","480","530","315","1,525"
"","Total","80","705","14,260","47,815","51,455","29,195","143,510"
