﻿Title:,"Table 1 - HE staff by HE provider and activity standard occupational classification"
Subtitle:,"Academic years 2014/15 to 2023/24"
Reference ID:,DT025 Table 1
Data source:,HESA
Data source link:,https://www.hesa.ac.uk/data-and-analysis/staff/table-1
Data file canonical link:,https://www.hesa.ac.uk/data-and-analysis/staff/table-1.zip
Licence:,Creative Commons Attribution 4.0 International Licence
Date:,2025
Filters:,Country of HE provider,All 
,Region of HE provider,All 
,Mode of employment,All 
,Academic year,2020/21 
Search:,


"UKPRN","HE Provider","Managers, directors and senior officials","Professional occupations","Associate professional occupations","Clerical and manual occupations","Total academic staff","Managers, directors and senior officials ","Professional occupations ","Associate professional occupations ","Administrative and secretarial occupations","Skilled trades occupations","Caring, leisure and other service occupations","Sales and customer service occupations","Process, plant and machine operatives","Elementary occupations","Total non-academic staff","Total"
"10013220","Institute of Art - London Limited*","0","20","0","0","20","","","","","","","","","","",""
"10035638","Institute of Contemporary Music Performance*","0","20","0","0","20","","","","","","","","","","",""
"10082570","Kaplan International Colleges U.K. Limited*","0","350","0","0","350","","","","","","","","","","",""
"10021682","Kaplan Open Learning (Essex) Limited*","0","20","0","0","20","","","","","","","","","","",""
"10007767","Keele University","0","805","10","0","820","80","180","185","425","65","80","10","0","180","1,205","2,020"
"10007150","The University of Kent","0","1,475","0","0","1,475","60","280","465","495","90","65","40","10","290","1,790","3,270"
"10003645","King's College London","0","5,015","5","0","5,015","40","1,080","1,040","1,310","75","80","15","0","500","4,135","9,155"
"10003678","Kingston University","5","925","30","0","955","5","160","220","460","0","0","0","0","0","850","1,805"
"10003758","LAMDA Limited","0","55","0","0","55","5","10","0","55","0","0","0","0","0","80","130"
"10007768","The University of Lancaster","5","2,095","0","0","2,100","95","335","470","585","75","95","5","10","270","1,935","4,040"
"10003854","Leeds Arts University","0","180","5","0","185","0","0","0","0","0","0","0","0","0","5","190"
"10003861","Leeds Beckett University","0","1,170","0","0","1,170","55","350","280","520","35","45","5","5","120","1,415","2,585"
"10034449","Leeds Conservatoire","5","230","0","0","235","10","20","25","35","5","15","5","0","20","140","370"
"10007795","The University of Leeds","10","3,750","10","0","3,770","190","1,125","645","2,165","45","135","40","5","465","4,815","8,585"
"10003863","Leeds Trinity University","0","175","0","0","180","20","60","80","105","10","5","0","0","30","315","495"
"10007796","The University of Leicester","5","1,700","5","0","1,705","40","350","705","630","55","25","5","0","300","2,105","3,810"
"10007151","The University of Lincoln","0","1,415","0","0","1,415","65","195","285","375","15","0","5","0","25","960","2,375"
"10036456","Academy of Live Technology Ltd*","0","10","0","0","10","","","","","","","","","","",""
"10003956","Liverpool Hope University*","0","285","0","0","285","","","","","","","","","","",""
"10003957","Liverpool John Moores University*","0","1,590","50","0","1,640","","","","","","","","","","",""
"10003945","The Liverpool Institute for Performing Arts*","0","95","0","0","95","","","","","","","","","","",""
"10006842","The University of Liverpool","5","3,070","10","0","3,085","140","650","755","1,135","60","175","55","10","345","3,330","6,415"
"10003958","Liverpool School of Tropical Medicine","0","235","0","0","235","10","140","75","95","0","0","0","5","0","325","560"
"10007162","University of the Arts, London","0","2,315","0","0","2,315","45","225","470","660","0","115","20","0","0","1,540","3,855"
"10013109","London Bridge Business Academy*","0","0","0","0","0","","","","","","","","","","",""
"10007769","London Business School*","0","115","0","0","115","","","","","","","","","","",""
"10007797","University of London (Institutes and activities)*","10","85","0","0","95","","","","","","","","","","",""
"10004036","London Film School Limited*","0","25","10","0","35","","","","","","","","","","",""
"10004048","London Metropolitan University","5","460","0","0","465","45","85","95","145","0","15","25","0","5","420","885"
"10004078","London South Bank University*","5","1,100","55","0","1,160","","","","","","","","","","",""
"10004063","London School of Economics and Political Science","0","1,775","0","0","1,780","100","570","450","660","80","90","135","0","365","2,450","4,225"
"10007771","London School of Hygiene and Tropical Medicine","0","1,055","0","0","1,055","10","475","85","75","10","0","0","0","10","665","1,715"
"10022285","London School of Management Education*","0","15","0","0","15","","","","","","","","","","",""
"10004075","London School of Theology*","0","20","0","0","25","","","","","","","","","","",""
"10062810","The London School of Architecture*","0","5","0","0","5","","","","","","","","","","",""
"10008289","The London Institute of Banking & Finance*","0","15","0","0","15","","","","","","","","","","",""
"10067623","The London Interdisciplinary School Ltd*","0","10","0","0","10","","","","","","","","","","",""
"10004113","Loughborough University","0","1,535","55","0","1,595","70","260","650","475","245","80","20","15","325","2,145","3,740"
"10009612","Luther King House Educational Trust*","0","5","0","0","5","","","","","","","","","","",""
"10004180","The Manchester Metropolitan University","0","2,270","75","0","2,345","215","460","715","495","45","30","15","0","265","2,250","4,595"
"10007798","The University of Manchester","5","5,055","0","0","5,060","80","1,080","1,720","1,680","145","430","135","15","205","5,490","10,550"
"10030776","St Mellitus College*","0","40","0","0","40","","","","","","","","","","",""
"10004320","The Metanoia Institute*","5","80","0","0","80","","","","","","","","","","",""
"10004351","Middlesex University","5","975","0","0","980","110","225","230","215","0","30","5","0","0","810","1,790"
"10023777","Mont Rose College of Management and Sciences*","0","30","0","0","30","","","","","","","","","","",""
"10023454","Moorlands College*","0","30","0","0","30","","","","","","","","","","",""
"10004538","Nazarene Theological College*","0","15","0","0","15","","","","","","","","","","",""
"10030129","Nelson College London Ltd","0","5","0","0","5","0","0","0","5","0","0","0","0","0","10","15"
"10007799","Newcastle University","30","2,975","0","0","3,010","130","730","665","1,245","70","55","5","5","495","3,395","6,405"
"10067406","New Model Institute for Technology and Engineering (NMITE)*","0","10","0","0","10","","","","","","","","","","",""
"10048199","Northeastern University London*","5","65","0","0","65","","","","","","","","","","",""
"10007138","The University of Northampton","25","745","0","0","765","55","110","205","190","0","10","20","0","10","600","1,365"
"10001282","University of Northumbria at Newcastle","0","1,695","0","0","1,695","110","415","275","360","10","55","0","0","210","1,440","3,135"
"10004775","Norwich University of the Arts*","0","225","0","0","225","","","","","","","","","","",""
"10007154","University of Nottingham*","0","3,485","5","0","3,495","","","","","","","","","","",""
"10004797","The Nottingham Trent University*","0","2,415","0","0","2,415","","","","","","","","","","",""
"10007773","The Open University*","0","5,105","0","0","5,105","","","","","","","","","","",""
"10004930","Oxford Brookes University","5","1,450","30","0","1,480","85","275","300","325","25","40","5","15","35","1,100","2,585"
"10007774","The University of Oxford","0","6,970","10","0","6,980","125","2,855","1,685","1,955","180","215","35","25","270","7,345","14,325"
"10005127","Arts University Plymouth*","0","130","0","0","130","","","","","","","","","","",""
"10007801","University of Plymouth*","10","1,530","25","0","1,560","","","","","","","","","","",""
"10019178","Point Blank Music School*","0","50","0","0","50","","","","","","","","","","",""
"10007155","The University of Portsmouth","0","1,710","20","0","1,730","85","235","440","550","40","55","45","5","335","1,795","3,525"
"10005337","Queen Margaret University, Edinburgh","0","260","0","0","260","15","60","75","40","0","10","10","0","15","225","485"
"10007775","Queen Mary University of London","5","3,105","25","0","3,130","135","510","455","800","25","60","10","5","265","2,270","5,400"
"10009292","Royal Academy of Dramatic Art*","0","75","0","0","75","","","","","","","","","","",""
"10005389","Ravensbourne University London","0","255","0","0","255","10","60","35","45","0","0","0","0","5","160","415"
"10007802","The University of Reading","15","1,775","0","0","1,785","60","530","410","775","90","20","5","5","280","2,175","3,965"
"10008455","Regent College London*","0","60","0","0","60","","","","","","","","","","",""
"10005500","Robert Gordon University","0","585","0","0","585","45","90","225","255","5","35","30","5","80","770","1,355"
"10007776","Roehampton University","0","475","15","0","490","15","175","115","145","20","0","0","0","30","490","980"
"10005523","Rose Bruford College of Theatre and Performance*","0","95","0","0","95","","","","","","","","","","",""
"10007835","Royal Academy of Music*","0","310","0","0","310","","","","","","","","","","",""
"10005545","Royal Agricultural University*","5","60","0","0","60","","","","","","","","","","",""
"10007777","Royal College of Art","5","185","0","0","190","50","130","45","115","0","0","0","0","10","350","535"
"10007778","Royal College of Music*","5","300","0","0","300","","","","","","","","","","",""
"10005561","Royal Conservatoire of Scotland","0","315","0","0","315","15","25","50","60","0","5","10","0","25","190","505"
"10007816","The Royal Central School of Speech and Drama","5","80","0","0","85","5","35","20","30","0","5","0","0","0","95","180"
"10005553","Royal Holloway and Bedford New College","0","1,070","0","0","1,070","70","360","250","210","55","5","15","5","70","1,040","2,110"
"10007837","Royal Northern College of Music","0","325","0","0","325","10","10","55","65","25","10","5","0","5","180","505"
"10007779","The Royal Veterinary College","0","310","5","0","315","35","100","120","210","10","210","5","5","40","735","1,050"
"10007803","The University of St. Andrews","0","1,325","0","0","1,325","0","490","165","500","130","160","0","5","180","1,635","2,955"
"10007839","SAE Education Limited*","0","50","0","0","50","","","","","","","","","","",""
"10007782","St George's, University of London","0","500","0","0","505","60","100","65","215","0","0","0","0","0","440","945"
"10008026","St Mary's University College","0","65","0","0","65","5","5","15","30","5","5","0","0","20","85","150"
"10007843","St Mary's University, Twickenham","25","415","0","0","440","60","30","55","150","50","0","15","0","55","410","850"
"10007156","The University of Salford","0","1,090","0","0","1,090","20","230","220","490","25","40","0","0","195","1,220","2,310"
"10007780","SOAS University of London","5","495","0","0","500","30","85","60","235","5","0","0","0","50","465","965"
"10005700","SRUC","25","355","55","0","430","90","60","115","230","80","35","0","5","35","655","1,085"
"10005790","Sheffield Hallam University","0","2,025","0","0","2,025","135","765","600","365","35","50","15","0","280","2,245","4,270"
"10007157","The University of Sheffield","0","3,520","0","0","3,520","165","905","1,085","1,250","95","40","10","20","565","4,140","7,660"
"10006022","Solent University","0","595","5","0","600","25","85","140","170","0","30","0","0","0","455","1,055"
"10007158","The University of Southampton","5","2,640","0","0","2,645","205","895","825","850","80","70","5","5","390","3,325","5,970"
"10006093","Spurgeon's College*","0","15","0","0","15","","","","","","","","","","",""
"10006299","Staffordshire University","20","845","35","0","895","60","80","145","265","35","65","10","10","35","705","1,605"
"10007804","The University of Stirling","0","845","15","0","865","20","200","195","210","35","85","15","5","215","980","1,845"
"10037449","University of St Mark and St John","0","115","0","0","115","15","15","55","75","0","5","0","0","45","215","330"
"10008010","Stranmillis University College*","0","60","0","0","60","","","","","","","","","","",""
"10007805","The University of Strathclyde","0","1,865","0","0","1,865","155","605","450","595","95","50","0","25","350","2,325","4,190"
"10014001","University of Suffolk","0","250","0","0","250","15","60","110","110","5","10","0","0","0","310","560"
"10007159","The University of Sunderland","0","980","5","0","985","60","95","260","330","15","35","35","5","105","940","1,920"
"10007160","The University of Surrey","10","1,550","10","0","1,575","75","440","335","345","90","45","20","10","225","1,595","3,170"
"10007806","The University of Sussex","0","2,165","5","0","2,170","65","215","400","610","0","25","0","0","0","1,320","3,490"
"10007855","Swansea University","0","1,665","0","0","1,665","105","785","255","690","20","20","40","0","85","1,995","3,660"
"10083403","The Engineering and Design Institute London*","0","0","0","0","0","","","","","","","","","","",""
"10007161","Teesside University","0","830","0","0","830","45","160","170","430","15","30","0","5","150","1,000","1,830"
"10082743","ThinkSpace Education Limited*","0","5","0","0","5","","","","","","","","","","",""
"10008017","Trinity Laban Conservatoire of Music and Dance*","5","425","0","0","430","","","","","","","","","","",""
"10007858","University of Wales Trinity Saint David","25","670","5","0","700","70","130","45","255","55","60","0","0","0","615","1,315"
"10067648","University Academy 92 Limited*","0","10","0","0","10","","","","","","","","","","",""
"10007114","University of the Highlands and Islands","0","95","0","0","95","10","125","50","50","0","0","0","0","0","240","335"
"10007807","Ulster University*","30","1,400","10","0","1,440","","","","","","","","","","",""
"10039956","The University of Law*","0","390","0","0","390","","","","","","","","","","",""
"10007784","University College London","5","9,075","20","0","9,100","215","1,620","1,310","2,585","40","20","15","5","40","5,855","14,955"
"10007793","University of South Wales","0","1,650","15","0","1,665","40","180","275","355","50","10","5","15","70","1,000","2,665"
"10008574","The University of Wales (central functions)","0","0","0","0","0","5","0","5","15","0","0","0","0","0","25","25"
"10007163","The University of Warwick","0","3,005","0","0","3,005","400","1,080","855","910","215","145","60","0","675","4,340","7,345"
"10007361","Waverley Abbey College*","0","15","0","0","15","","","","","","","","","","",""
"10007164","University of the West of England, Bristol","0","2,040","10","0","2,050","55","460","375","850","35","40","10","30","230","2,080","4,130"
"10007800","The University of the West of Scotland","5","600","25","0","630","25","105","165","240","20","20","5","10","125","710","1,340"
"10006566","The University of West London*","0","1,140","0","0","1,140","","","","","","","","","","",""
"10007165","The University of Westminster","0","1,775","10","0","1,785","45","40","400","345","5","15","20","0","25","900","2,685"
"10003614","The University of Winchester","0","650","0","0","650","10","180","125","90","40","20","5","0","75","545","1,195"
"10007166","The University of Wolverhampton","0","1,005","0","0","1,005","70","230","250","490","40","70","20","10","220","1,405","2,410"
"10007139","University of Worcester","5","705","5","0","715","20","115","165","265","15","15","0","0","785","1,380","2,095"
"10007833","Wrexham University","0","195","0","0","195","30","70","70","85","10","10","5","0","15","295","495"
"10007657","Writtle University College*","0","105","0","0","110","","","","","","","","","","",""
"10007713","York St John University","5","385","5","0","395","30","50","120","205","35","10","5","0","50","500","895"
"10007167","The University of York*","0","2,065","0","0","2,070","","","","","","","","","","",""
"","Total","540","222,490","1,495","5","224,530","","","","","","","","","","",""
