﻿Title:,"Table 1 - HE student enrolments by HE provider"
Subtitle:,"Academic years 2014/15 to 2023/24"
Reference ID:,DT051 Table 1
Data source:,HESA
Data source link:,https://www.hesa.ac.uk/data-and-analysis/students/table-1
Data file canonical link:,https://www.hesa.ac.uk/data-and-analysis/students/table-1.zip
Licence:,Creative Commons Attribution 4.0 International Licence
Date:,2025
Filters:,Country of HE provider,All 
,Region of HE provider,All 
,Entrant marker,All 
,Level of study,All 
,Mode of study,All 
,Academic year,2017/18 
Search:,


"UKPRN","HE provider","England","Scotland","Wales","Northern Ireland","Other UK","Total UK","European Union","Non-European Union","Total Non-UK","Not known","Total"
"10007147","University of Hertfordshire","20,175","65","130","55","15","20,435","785","3,180","3,965","0","24,400"
"10007765","Heythrop College","180","0","0","0","0","180","5","15","20","0","200"
"10007148","The University of Huddersfield","14,660","30","105","45","15","14,855","630","2,760","3,390","0","18,245"
"10007149","The University of Hull","13,475","35","80","40","25","13,655","610","1,320","1,935","0","15,585"
"10003239","ICON College of Technology and Management","1,095","0","0","0","0","1,095","0","0","0","0","1,095"
"10003270","Imperial College of Science, Technology and Medicine","8,340","205","205","65","5","8,815","3,075","6,485","9,560","0","18,375"
"10004023","London College of International Business Studies Ltd","10","0","0","0","0","10","15","5","15","0","25"
"10035638","Institute of Contemporary Music Performance","600","10","10","5","0","625","235","75","310","0","935"
"10029682","The Islamic College","60","0","0","0","0","60","0","0","0","0","60"
"10021682","Kaplan Open Learning (Essex) Limited","850","5","15","0","0","875","0","0","0","0","875"
"10007767","Keele University","9,375","40","255","55","30","9,755","230","885","1,115","0","10,870"
"10003566","Kensington College of Business","440","0","0","0","0","440","0","0","0","0","440"
"10007150","The University of Kent","15,045","35","110","35","60","15,280","1,650","2,895","4,545","0","19,825"
"10003645","King's College London","20,415","195","320","130","35","21,095","4,080","7,095","11,175","0","32,270"
"10008325","KLC School of Design","180","0","0","0","0","180","10","10","20","0","195"
"10003678","Kingston University","14,380","55","160","35","20","14,650","815","2,150","2,965","0","17,615"
"10009285","Kogan Academy of Dramatic Arts","10","0","0","0","0","10","5","0","5","0","15"
"10007768","The University of Lancaster","8,975","95","340","60","60","9,530","1,435","3,245","4,680","0","14,210"
"10066551","LCCM AU UK Limited","160","0","0","0","0","160","65","25","90","0","250"
"10003854","Leeds Arts University","1,420","10","30","15","5","1,480","30","100","125","0","1,605"
"10003861","Leeds Beckett University","21,545","120","270","195","50","22,185","415","975","1,385","0","23,570"
"10007795","The University of Leeds","25,495","180","415","190","60","26,335","1,510","6,575","8,085","0","34,420"
"10003863","Leeds Trinity University","3,260","5","20","30","0","3,315","30","20","50","0","3,365"
"10007796","The University of Leicester","12,660","65","260","50","45","13,080","635","3,615","4,250","0","17,325"
"10007151","The University of Lincoln","13,535","60","125","40","10","13,770","230","975","1,200","0","14,970"
"10003956","Liverpool Hope University","4,075","15","160","730","25","5,010","95","90","185","0","5,200"
"10003957","Liverpool John Moores University","18,055","60","1,395","1,985","95","21,595","400","1,235","1,635","0","23,230"
"10003945","The Liverpool Institute for Performing Arts","555","15","35","15","5","625","25","145","170","0","795"
"10006842","The University of Liverpool","19,175","75","955","505","120","20,830","945","7,020","7,960","0","28,795"
"10003958","Liverpool School of Tropical Medicine","230","15","10","5","0","265","30","145","170","0","435"
"10007820","Grŵp Llandrillo Menai","15","0","1,390","0","0","1,405","0","0","0","0","1,410"
"10007162","University of the Arts, London","9,425","125","155","65","25","9,795","2,460","6,715","9,175","0","18,970"
"10004060","London School of Business and Finance (UK) Limited","5","0","0","0","0","5","0","5","5","0","10"
"10013109","London Bridge Business Academy","135","0","0","0","0","135","0","0","0","0","135"
"10007769","London Business School","520","15","0","0","0","535","315","1,065","1,380","0","1,915"
"10030391","London Churchill College Ltd","910","0","0","0","0","910","0","0","0","0","910"
"10007797","University of London (Institutes and activities)","135","0","0","0","0","140","35","55","90","0","225"
"10039082","City and Guilds of London Art School","110","0","0","0","0","110","15","5","25","0","135"
"10023434","London School of Commerce & IT Limited","50","0","0","0","0","50","0","0","0","0","50"
"10015506","The London College","870","0","0","0","0","870","15","0","15","0","885"
"10004048","London Metropolitan University","8,660","40","50","15","5","8,765","645","350","995","0","9,765"
"10032594","London School of Academics Ltd","115","0","0","0","0","115","0","0","0","0","115"
"10004078","London South Bank University","15,400","25","65","30","5","15,530","570","1,030","1,600","0","17,130"
"10004063","London School of Economics and Political Science","3,585","50","65","35","5","3,740","2,060","5,825","7,885","0","11,620"
"10007771","London School of Hygiene and Tropical Medicine","530","5","5","0","0","540","105","445","550","0","1,085"
"10022285","London School of Management Education","310","0","0","0","0","310","5","0","5","0","315"
"10004075","London School of Theology","295","5","10","5","0","310","15","20","35","0","345"
"10004079","London Studio Centre","255","15","15","0","0","285","40","20","60","0","345"
"10000939","West London College","0","0","0","0","0","0","0","0","0","0","0"
"10008289","The London Institute of Banking & Finance","180","0","5","0","0","190","0","0","0","0","190"
"10004113","Loughborough University","12,790","125","375","130","60","13,485","880","2,950","3,830","0","17,315"
"10009612","Luther King House Educational Trust","105","0","5","0","0","110","0","5","5","0","115"
"10004180","The Manchester Metropolitan University","29,200","125","800","425","60","30,615","970","1,500","2,470","0","33,080"
"10007798","The University of Manchester","24,685","295","875","465","70","26,390","2,785","10,965","13,750","0","40,140"
"10009527","Istituto Marangoni Limited","110","0","0","0","0","110","210","455","665","0","775"
"10023452","The Markfield Institute of Higher Education","70","0","0","0","0","70","5","0","5","0","75"
"10023453","Matrix College of Counselling and Psychotherapy Ltd","65","0","0","0","0","65","0","0","0","0","65"
"10020416","Missio Dei","85","0","0","0","0","90","0","0","0","0","90"
"10030776","St Mellitus College","495","0","0","0","0","495","0","0","0","0","495"
"10004320","The Metanoia Institute","460","0","0","0","0","460","15","15","30","0","490"
"10004351","Middlesex University","14,975","65","90","25","20","15,180","1,825","2,685","4,510","0","19,690"
"10004365","Millennium Performing Arts Ltd","90","5","0","0","5","100","5","0","5","0","105"
"10032277","The Minster Centre","125","0","0","0","0","125","0","0","0","0","125"
"10004450","Mountview Academy of Theatre Arts","295","20","10","0","0","330","20","35","55","0","385"
"10023777","Mont Rose College of Management and Sciences","1,225","0","0","0","0","1,225","0","0","0","0","1,225"
"10023454","Moorlands College","255","0","10","0","0","265","0","0","0","0","265"
"10000216","All Nations Christian College","50","0","0","0","0","50","15","10","30","0","80"
"10004538","Nazarene Theological College","160","30","0","5","0","200","0","5","10","0","205"
"10030129","Nelson College London Ltd","1,045","0","0","0","0","1,045","0","0","0","0","1,045"
"10007799","Newcastle University","18,380","500","225","515","60","19,685","1,375","5,415","6,785","0","26,470"
"10045289","St Nicholas Montessori Training Limited","25","0","0","0","0","25","0","0","5","0","25"
"10048199","Northeastern University London","90","0","0","0","0","95","35","15","55","0","145"
"10008397","Norland College","245","10","5","0","5","260","5","0","10","0","270"
"10007138","The University of Northampton","10,200","50","80","30","10","10,370","420","1,185","1,605","0","11,975"
"10009614","Grŵp NPTC Group","0","0","130","0","0","130","0","0","0","0","130"
"10004740","Northern College of Acupuncture","135","10","0","0","0","145","0","0","0","0","145"
"10001282","University of Northumbria at Newcastle","21,865","265","110","645","65","22,950","760","2,940","3,695","0","26,645"
"10004775","Norwich University of the Arts","2,015","5","15","10","10","2,055","70","95","165","0","2,215"
"10007154","University of Nottingham","24,770","90","455","140","35","25,495","1,585","6,015","7,600","0","33,100"
"10004797","The Nottingham Trent University","26,205","75","290","115","70","26,755","835","3,300","4,135","0","30,890"
"10010227","Oak Hill College","130","0","0","0","0","135","0","5","5","0","140"
"10007773","The Open University","90,890","16,185","6,915","3,735","0","117,725","165","50","215","0","117,935"
"10023445","ICOM","55","0","0","0","0","55","0","0","0","0","55"
"10004930","Oxford Brookes University","13,635","75","370","55","45","14,180","955","2,040","2,995","0","17,170"
"10020439","Oxford Business College","50","0","0","0","0","50","5","20","20","0","75"
"10007774","The University of Oxford","15,680","405","425","145","45","16,700","2,640","5,570","8,210","5","24,915"
"10006243","St Patrick's International College","3,055","0","0","0","0","3,055","0","0","0","0","3,055"
"10005127","Arts University Plymouth","1,310","0","40","20","5","1,380","25","10","35","0","1,415"
"10007801","University of Plymouth","17,850","55","645","90","60","18,705","655","1,410","2,060","0","20,765"
"10019178","Point Blank Music School","145","0","0","0","45","195","40","70","115","0","310"
"10007155","The University of Portsmouth","19,770","80","455","70","60","20,430","1,025","2,940","3,965","0","24,395"
"10005337","Queen Margaret University, Edinburgh","520","3,385","20","145","25","4,095","790","290","1,075","0","5,175"
"10007775","Queen Mary University of London","13,030","80","175","75","10","13,370","1,935","4,765","6,700","0","20,070"
"10005544","Royal Academy of Dance","85","5","5","5","5","100","15","5","25","0","125"
"10005389","Ravensbourne University London","2,210","10","10","20","5","2,255","135","140","275","0","2,530"
"10005470","Richmond, The American International University in London","295","5","5","0","0","310","195","380","570","0","880"
"10007802","The University of Reading","11,935","50","545","60","40","12,635","1,105","3,260","4,365","0","16,995"
"10003331","Regent's University London","530","10","0","0","5","545","670","1,210","1,880","0","2,430"
"10021100","Regents Theological College","205","0","20","5","0","235","5","5","5","0","240"
"10008455","Regent College London","1,185","0","0","0","0","1,185","5","0","5","0","1,190"
"10005500","Robert Gordon University","830","9,425","35","75","25","10,390","1,110","1,030","2,140","0","12,530"
"10007776","Roehampton University","10,865","15","35","35","5","10,950","555","775","1,330","0","12,285"
"10005523","Rose Bruford College of Theatre and Performance","575","20","25","0","0","620","50","65","120","0","740"
"10007835","Royal Academy of Music","405","30","25","5","5","470","170","210","375","0","845"
"10005545","Royal Agricultural University","980","25","35","5","0","1,050","45","95","140","0","1,190"
"10007777","Royal College of Art","710","15","10","5","0","740","525","890","1,415","0","2,155"
"10007778","Royal College of Music","385","30","25","0","0","440","165","240","400","0","840"
"10005561","Royal Conservatoire of Scotland","195","615","15","25","5","855","155","200","360","0","1,210"
"10007816","The Royal Central School of Speech and Drama","735","30","15","5","0","785","115","195","305","0","1,090"
"10005553","Royal Holloway and Bedford New College","7,490","30","135","20","25","7,700","865","2,000","2,865","0","10,565"
"10007837","Royal Northern College of Music","545","50","45","10","10","655","85","200","285","0","940"
"10007779","The Royal Veterinary College","1,930","45","65","30","0","2,070","90","385","470","0","2,545"
"10007803","The University of St. Andrews","2,640","2,910","80","170","30","5,835","1,265","3,640","4,905","0","10,735"
"10007839","SAE Education Limited","500","110","0","5","0","620","65","40","105","0","725"
"10007782","St George's, University of London","4,410","20","40","20","5","4,495","80","350","430","0","4,925"
"10008026","St Mary's University College","0","0","0","980","0","980","20","0","20","0","1,000"
"10007843","St Mary's University, Twickenham","4,780","20","40","85","15","4,940","240","135","375","0","5,310"
"10007156","The University of Salford","17,700","70","325","180","15","18,295","675","1,320","1,995","0","20,290"
"10021256","The Salvation Army","45","0","0","0","0","45","0","0","0","0","45"
"10008362","London School of Science and Technology Limited","1,795","0","0","0","145","1,940","0","0","0","0","1,940"
"10007780","SOAS University of London","3,450","40","40","15","15","3,560","910","1,800","2,710","0","6,270"
"10005700","SRUC","105","1,460","15","15","0","1,595","125","20","145","0","1,740"
"10005790","Sheffield Hallam University","27,890","105","235","85","70","28,380","485","1,865","2,345","0","30,730"
"10007157","The University of Sheffield","20,135","105","335","95","45","20,710","1,495","7,470","8,965","0","29,675"
"10053279","The Sherwood Institute","220","0","0","0","0","220","0","0","0","0","220"
"10005916","Slough Borough Council","80","0","5","0","0","85","0","0","0","0","85"
"10006022","Solent University","8,450","35","145","75","45","8,745","1,265","565","1,830","0","10,575"
"10007158","The University of Southampton","16,755","75","450","95","55","17,430","1,820","5,370","7,190","0","24,625"
"10006093","Spurgeon's College","285","5","5","0","0","300","5","15","20","0","320"
"10006299","Staffordshire University","13,350","115","335","75","35","13,910","130","310","440","0","14,345"
"10007804","The University of Stirling","1,080","8,460","45","420","25","10,030","1,005","1,545","2,550","0","12,585"
"10037449","University of St Mark and St John","2,485","5","55","10","10","2,565","55","20","75","0","2,635"
"10008010","Stranmillis University College","15","0","0","1,475","0","1,490","20","10","30","0","1,520"
"10022944","Stratford College London","395","0","0","0","0","395","0","0","0","0","395"
"10007805","The University of Strathclyde","885","16,965","30","210","0","18,090","1,655","2,540","4,200","5","22,295"
"10014001","University of Suffolk","5,205","5","20","5","0","5,235","115","25","140","0","5,375"
"10007159","The University of Sunderland","11,350","50","20","35","5","11,455","995","1,615","2,610","0","14,070"
"10007160","The University of Surrey","11,680","55","180","65","30","12,010","1,685","3,250","4,935","0","16,945"
"10007806","The University of Sussex","11,910","35","135","50","85","12,220","1,320","4,255","5,580","0","17,800"
"10007855","Swansea University","7,550","30","9,085","55","45","16,765","950","2,700","3,650","0","20,415"
"10007161","Teesside University","16,920","220","85","95","10","17,335","260","780","1,045","0","18,375"
"10037822","Tottenham Hotspur Foundation","75","0","0","0","0","75","0","0","0","0","75"
"10008017","Trinity Laban Conservatoire of Music and Dance","715","35","30","20","5","805","185","95","275","0","1,080"
"10007858","University of Wales Trinity Saint David","2,460","20","7,240","20","5","9,740","180","360","540","0","10,280"
"10007114","University of the Highlands and Islands","200","8,795","10","15","0","9,020","210","95","305","0","9,325"
"10007807","Ulster University","1,430","125","60","19,985","5","21,605","1,530","575","2,110","0","23,715"
"10039956","The University of Law","7,080","40","190","45","40","7,390","310","645","955","0","8,350"
"10007784","University College London","21,235","250","355","110","60","22,015","4,930","13,060","17,990","10","40,015"
"10007793","University of South Wales","4,125","95","15,570","80","5","19,875","1,415","1,570","2,985","0","22,860"
"10008574","The University of Wales (central functions)","0","0","5","0","0","5","0","0","0","0","5"
"10029843","Waltham International College Limited","40","0","0","0","0","40","0","0","0","0","40"
"10007163","The University of Warwick","16,075","150","380","80","30","16,715","2,500","6,495","8,990","0","25,705"
"10007361","Waverley Abbey College","135","0","0","0","0","140","0","0","0","0","140"
"10007164","University of the West of England, Bristol","22,605","65","2,185","105","35","24,990","975","2,825","3,795","0","28,790"
"10007800","The University of the West of Scotland","545","14,125","10","45","5","14,730","555","1,155","1,705","0","16,435"
"10032288","West Dean College","45","0","0","0","0","45","10","15","25","0","70"
"10006566","The University of West London","9,115","20","85","30","5","9,255","930","585","1,515","0","10,770"
"10007165","The University of Westminster","12,730","30","70","30","5","12,865","2,285","4,090","6,375","0","19,245"
"10003614","The University of Winchester","6,925","15","60","30","95","7,125","105","355","460","0","7,585"
"10023290","West London College of Business and Management Sciences Limited","610","0","0","0","0","610","0","0","0","0","610"
"10007166","The University of Wolverhampton","18,395","65","130","25","5","18,625","285","720","1,005","0","19,630"
"10007139","University of Worcester","9,715","25","385","30","10","10,170","420","205","630","0","10,800"
"10007833","Wrexham University","1,125","10","3,585","20","0","4,740","880","125","1,005","0","5,745"
"10007657","Writtle University College","700","5","10","15","0","730","25","50","75","0","805"
"10007713","York St John University","5,805","25","55","30","10","5,920","60","270","330","0","6,250"
"10007167","The University of York","14,195","145","270","85","50","14,745","890","3,185","4,075","0","18,825"
"","Total","1,607,675","171,450","99,195","63,105","4,485","1,945,910","142,895","326,505","469,395","30","2,415,335"
