﻿Title:,"Table 1 - HE staff by HE provider and activity standard occupational classification"
Subtitle:,"Academic years 2014/15 to 2023/24"
Reference ID:,DT025 Table 1
Data source:,HESA
Data source link:,https://www.hesa.ac.uk/data-and-analysis/staff/table-1
Data file canonical link:,https://www.hesa.ac.uk/data-and-analysis/staff/table-1.zip
Licence:,Creative Commons Attribution 4.0 International Licence
Date:,2025
Filters:,Country of HE provider,All 
,Region of HE provider,All 
,Mode of employment,All 
,Academic year,2022/23 
Search:,


"UKPRN","HE Provider","Managers, directors and senior officials","Professional occupations","Associate professional occupations","Clerical and manual occupations","Total academic staff","Managers, directors and senior officials ","Professional occupations ","Associate professional occupations ","Administrative and secretarial occupations","Skilled trades occupations","Caring, leisure and other service occupations","Sales and customer service occupations","Process, plant and machine operatives","Elementary occupations","Total non-academic staff","Total"
"10007854","Cardiff Metropolitan University","0","885","0","0","885","60","235","210","320","15","10","0","0","70","915","1,805"
"10001264","Central School of Ballet*","0","15","0","0","15","","","","","","","","","","",""
"10007141","The University of Central Lancashire","0","1,730","50","0","1,780","10","235","505","615","20","60","10","25","145","1,625","3,405"
"10024024","Central Film School London*","0","5","0","0","5","","","","","","","","","","",""
"10007848","University of Chester","0","710","0","0","710","40","215","280","340","40","35","10","10","95","1,065","1,780"
"10007137","The University of Chichester*","0","565","0","0","565","","","","","","","","","","",""
"10001386","Chicken Shed Theatre Company*","0","0","25","0","25","","","","","","","","","","",""
"10001478","City, University of London","0","1,825","0","0","1,830","85","355","375","435","20","20","20","5","50","1,360","3,190"
"10007912","Cliff College*","0","10","0","0","10","","","","","","","","","","",""
"10066502","The College of Health Ltd*","0","10","0","0","10","","","","","","","","","","",""
"10007761","Courtauld Institute of Art*","0","90","0","0","90","","","","","","","","","","",""
"10034324","Court Theatre Training Company Ltd*","0","10","0","0","10","","","","","","","","","","",""
"10001726","Coventry University","0","3,005","0","0","3,005","285","375","295","825","20","15","80","5","170","2,065","5,075"
"10007822","Cranfield University","0","745","5","0","755","25","145","330","445","30","15","0","5","20","1,015","1,770"
"10006427","University for the Creative Arts*","0","400","60","0","460","","","","","","","","","","",""
"10007842","University of Cumbria","0","575","0","0","575","10","40","185","260","10","10","0","10","30","555","1,130"
"10015688","David Game College Ltd*","0","30","0","0","30","","","","","","","","","","",""
"10001883","De Montfort University","0","1,510","0","0","1,510","55","280","575","370","25","40","5","0","170","1,520","3,030"
"10007851","University of Derby","10","1,425","50","0","1,490","75","135","165","555","30","50","5","0","125","1,140","2,630"
"10007852","The University of Dundee","0","1,435","5","0","1,440","40","415","510","550","45","40","0","5","160","1,770","3,210"
"10007143","University of Durham","0","2,480","50","0","2,530","50","640","560","800","150","120","25","5","570","2,920","5,450"
"10007789","The University of East Anglia","0","2,005","0","0","2,005","40","350","655","635","75","150","10","10","280","2,205","4,215"
"10007144","The University of East London","20","1,030","10","0","1,055","140","215","135","285","20","5","30","0","70","905","1,960"
"10032282","The Queen's Foundation for Ecumenical Theological Education*","0","15","0","0","15","","","","","","","","","","",""
"10007823","Edge Hill University*","0","970","0","0","970","","","","","","","","","","",""
"10007772","Edinburgh Napier University","5","935","0","0","940","35","310","190","295","40","5","5","10","140","1,030","1,970"
"10007790","The University of Edinburgh","10","7,695","165","0","7,870","280","2,315","1,490","2,340","270","515","100","5","870","8,185","16,055"
"10042570","Escape Studios*","0","35","0","0","35","","","","","","","","","","",""
"10007791","The University of Essex","0","1,520","20","0","1,540","30","510","310","590","50","10","15","5","145","1,670","3,215"
"10008173","University College of Estate Management*","0","110","0","0","110","","","","","","","","","","",""
"10007792","The University of Exeter","0","3,750","5","0","3,760","170","780","650","1,105","160","90","80","10","210","3,255","7,015"
"10008640","Falmouth University*","0","410","25","0","430","","","","","","","","","","",""
"10004511","The National Film and Television School*","5","70","0","0","75","","","","","","","","","","",""
"10022087","Futureworks*","0","20","0","0","20","","","","","","","","","","",""
"10007762","Glasgow Caledonian University","0","810","0","0","810","40","135","230","290","15","20","0","5","120","855","1,665"
"10002681","Glasgow School of Art","5","170","70","0","245","5","5","20","340","0","5","0","0","0","370","615"
"10007794","The University of Glasgow","5","5,555","25","0","5,585","195","690","795","1,920","55","175","10","20","395","4,265","9,850"
"10007145","University of Gloucestershire*","0","695","5","0","695","","","","","","","","","","",""
"10002718","Goldsmiths College","0","1,170","0","0","1,170","45","220","145","280","15","10","0","0","135","855","2,030"
"10007146","The University of Greenwich","5","1,085","65","0","1,155","40","215","95","510","5","0","0","0","0","865","2,020"
"10007825","Guildhall School of Music and Drama","20","775","10","0","805","10","55","5","0","0","0","0","0","0","70","875"
"10040812","Harper Adams University*","0","230","0","0","235","","","","","","","","","","",""
"10080811","Hartpury University","15","130","35","0","180","35","25","60","85","10","25","0","10","55","305","485"
"10007764","Heriot-Watt University","0","910","15","0","925","145","325","170","305","45","50","10","5","195","1,250","2,175"
"10007147","University of Hertfordshire","0","2,195","0","0","2,195","80","260","410","465","20","50","0","155","5","1,450","3,645"
"10007148","The University of Huddersfield*","0","945","0","0","945","","","","","","","","","","",""
"10007149","The University of Hull","0","965","5","0","970","0","360","105","505","35","20","0","0","145","1,170","2,140"
"10003239","ICON College of Technology and Management*","0","25","0","0","25","","","","","","","","","","",""
"10003270","Imperial College of Science, Technology and Medicine","0","4,390","5","0","4,395","335","1,825","920","765","80","105","10","0","190","4,230","8,625"
"10013220","Institute of Art - London Limited*","0","20","0","0","20","","","","","","","","","","",""
"10035638","Institute of Contemporary Music Performance*","0","15","0","0","15","","","","","","","","","","",""
"10082570","Kaplan International Colleges U.K. Limited*","0","380","0","0","380","","","","","","","","","","",""
"10021682","Kaplan Open Learning (Essex) Limited*","0","30","0","0","30","","","","","","","","","","",""
"10007767","Keele University","0","870","5","0","875","70","180","180","440","50","60","5","0","185","1,175","2,050"
"10007150","The University of Kent","0","1,365","0","0","1,365","60","305","530","590","80","55","45","15","280","1,960","3,330"
"10003645","King's College London","0","6,190","5","0","6,195","215","1,030","1,235","1,380","70","105","10","0","465","4,510","10,705"
"10003678","Kingston University","0","935","25","0","965","5","160","260","490","0","0","0","0","0","920","1,880"
"10003758","LAMDA Limited","0","60","0","0","60","0","0","0","85","0","5","5","0","0","95","155"
"10007768","The University of Lancaster","0","2,245","0","0","2,250","100","360","505","590","65","85","5","10","260","1,980","4,225"
"10003854","Leeds Arts University*","0","165","5","0","170","","","","","","","","","","",""
"10003861","Leeds Beckett University","5","1,410","45","0","1,460","50","220","235","510","35","40","5","5","110","1,210","2,670"
"10034449","Leeds Conservatoire","0","190","0","0","190","10","20","30","30","5","0","10","0","0","105","300"
"10007795","The University of Leeds","0","3,875","0","0","3,875","220","1,415","680","2,335","50","135","45","5","460","5,350","9,225"
"10003863","Leeds Trinity University","0","235","0","0","235","35","95","95","140","15","5","0","0","40","425","660"
"10082828","College of Legal Practice Limited*","0","5","0","0","5","","","","","","","","","","",""
"10007796","The University of Leicester","5","1,835","0","0","1,840","35","325","735","715","55","65","5","0","330","2,270","4,110"
"10089591","LIBF Limited*","0","45","0","0","45","","","","","","","","","","",""
"10007151","The University of Lincoln","0","1,550","0","0","1,555","70","195","265","415","10","0","0","0","20","980","2,530"
"10036456","Academy of Live Technology Ltd*","0","10","0","0","10","","","","","","","","","","",""
"10003956","Liverpool Hope University*","0","325","0","0","325","","","","","","","","","","",""
"10003957","Liverpool John Moores University*","0","1,735","25","0","1,765","","","","","","","","","","",""
"10003945","The Liverpool Institute for Performing Arts*","0","100","0","0","100","","","","","","","","","","",""
"10006842","The University of Liverpool","5","3,145","15","0","3,160","140","705","815","1,315","60","210","45","10","325","3,625","6,785"
"10003958","Liverpool School of Tropical Medicine","0","250","0","0","250","10","135","75","90","0","5","0","5","0","325","575"
"10007162","University of the Arts, London","0","2,735","0","0","2,740","35","270","600","695","0","100","15","0","0","1,720","4,460"
"10013109","London Bridge Business Academy*","0","0","0","0","0","","","","","","","","","","",""
"10007769","London Business School*","0","110","0","0","110","","","","","","","","","","",""
"10007797","University of London (Institutes and activities)*","5","85","0","0","90","","","","","","","","","","",""
"10004036","London Film School Limited*","0","25","15","0","45","","","","","","","","","","",""
"10004048","London Metropolitan University","10","485","5","0","500","45","85","95","175","0","10","25","0","5","440","940"
"10004078","London South Bank University*","0","1,250","55","0","1,305","","","","","","","","","","",""
"10004063","London School of Economics and Political Science","0","1,905","0","0","1,910","50","505","480","675","85","85","20","0","615","2,520","4,425"
"10007771","London School of Hygiene and Tropical Medicine","0","1,105","0","0","1,105","25","445","80","70","10","10","0","0","40","675","1,780"
"10022285","London School of Management Education*","0","20","0","0","20","","","","","","","","","","",""
"10004075","London School of Theology*","5","25","0","0","25","","","","","","","","","","",""
"10062810","The London School of Architecture*","0","5","0","0","5","","","","","","","","","","",""
"10067623","The London Interdisciplinary School Ltd*","0","20","0","0","20","","","","","","","","","","",""
"10004113","Loughborough University","0","1,625","45","0","1,675","65","255","655","500","260","65","10","15","295","2,115","3,790"
"10009612","Luther King House Educational Trust*","0","5","0","0","5","","","","","","","","","","",""
"10004180","The Manchester Metropolitan University","5","2,365","130","0","2,500","265","440","640","490","40","40","30","0","265","2,210","4,710"
"10007798","The University of Manchester","5","5,380","0","0","5,385","85","990","2,110","1,925","145","380","120","15","215","5,990","11,375"
"10023453","Matrix College of Counselling and Psychotherapy Ltd*","0","0","0","0","0","","","","","","","","","","",""
"10020416","Missio Dei*","0","5","0","0","5","","","","","","","","","","",""
"10030776","St Mellitus College*","0","30","0","0","30","","","","","","","","","","",""
"10004320","The Metanoia Institute*","5","85","0","0","85","","","","","","","","","","",""
"10004351","Middlesex University","5","860","5","0","870","90","190","180","185","0","20","5","0","0","675","1,545"
"10023777","Mont Rose College of Management and Sciences*","0","40","0","0","40","","","","","","","","","","",""
"10023454","Moorlands College*","0","20","0","0","20","","","","","","","","","","",""
"10001444","National Centre for Circus Arts*","0","35","0","0","35","","","","","","","","","","",""
"10004538","Nazarene Theological College*","0","20","0","0","20","","","","","","","","","","",""
"10030129","Nelson College London Ltd","0","10","0","0","10","0","0","0","5","0","0","0","0","0","5","20"
"10007799","Newcastle University","20","3,070","0","0","3,095","145","950","530","1,290","85","65","10","5","455","3,540","6,635"
"10067406","New Model Institute for Technology and Engineering (NMITE)*","0","15","0","0","15","","","","","","","","","","",""
"10048199","Northeastern University London*","5","120","0","0","120","","","","","","","","","","",""
"10007138","The University of Northampton","30","920","0","0","950","55","130","235","210","0","10","20","0","10","660","1,610"
"10008816","Northern School of Contemporary Dance*","0","25","0","0","25","","","","","","","","","","",""
"10001282","University of Northumbria at Newcastle","0","1,760","0","0","1,765","130","575","295","455","10","55","0","0","200","1,720","3,480"
"10004775","Norwich University of the Arts*","0","240","0","0","240","","","","","","","","","","",""
"10007154","University of Nottingham*","0","3,610","5","0","3,615","","","","","","","","","","",""
"10004797","The Nottingham Trent University*","0","2,680","0","0","2,680","","","","","","","","","","",""
"10007773","The Open University*","0","5,755","0","0","5,755","","","","","","","","","","",""
"10004930","Oxford Brookes University","5","1,565","35","0","1,605","80","275","320","325","20","45","5","10","30","1,110","2,715"
"10007774","The University of Oxford","0","7,045","5","0","7,050","140","3,390","1,595","2,080","175","170","40","30","210","7,835","14,890"
"10004028","The Place, London Contemporary Dance School (LCDS)*","0","30","0","0","30","","","","","","","","","","",""
"10005127","Arts University Plymouth*","0","120","0","0","120","","","","","","","","","","",""
"10007801","University of Plymouth*","10","1,695","20","0","1,720","","","","","","","","","","",""
"10019178","Point Blank Music School*","0","95","0","0","95","","","","","","","","","","",""
"10007155","The University of Portsmouth","0","1,730","20","0","1,750","85","250","455","625","40","90","70","30","545","2,190","3,940"
"10005337","Queen Margaret University, Edinburgh","0","315","5","0","315","20","75","75","45","0","5","10","0","15","245","560"
"10007775","Queen Mary University of London","5","3,515","10","0","3,530","160","590","440","925","35","50","15","5","315","2,535","6,065"
"10009292","Royal Academy of Dramatic Art*","0","70","0","0","70","","","","","","","","","","",""
"10005378","Rambert School*","0","15","0","0","15","","","","","","","","","","",""
"10005389","Ravensbourne University London","0","250","0","0","250","10","60","30","45","0","0","0","0","5","150","405"
"10007802","The University of Reading","15","1,595","0","0","1,610","45","565","395","755","90","25","5","5","335","2,225","3,835"
"10008455","Regent College London*","0","200","0","0","200","","","","","","","","","","",""
"10005500","Robert Gordon University","0","680","0","0","680","50","130","245","275","5","40","25","5","85","860","1,540"
"10007776","Roehampton University","0","395","15","0","415","20","160","115","155","15","0","0","0","25","490","905"
"10005523","Rose Bruford College of Theatre and Performance*","0","105","0","0","105","","","","","","","","","","",""
"10007835","Royal Academy of Music*","0","320","0","0","320","","","","","","","","","","",""
"10005545","Royal Agricultural University*","0","45","0","0","45","","","","","","","","","","",""
"10007777","Royal College of Art","0","420","0","0","425","50","135","65","140","0","0","0","0","5","395","820"
"10007778","Royal College of Music*","0","305","0","0","305","","","","","","","","","","",""
"10005561","Royal Conservatoire of Scotland","0","355","0","0","355","15","40","40","50","5","0","5","0","40","195","550"
"10007816","The Royal Central School of Speech and Drama","5","80","0","0","85","5","30","30","40","0","5","0","0","0","110","195"
"10005553","Royal Holloway and Bedford New College","0","1,230","0","0","1,235","65","370","270","205","50","5","10","5","60","1,050","2,285"
"10007837","Royal Northern College of Music","0","320","0","0","320","10","15","55","55","15","10","5","0","5","165","485"
"10007779","The Royal Veterinary College*","0","295","0","0","295","","","","","","","","","","",""
"10007803","The University of St. Andrews","0","1,335","0","0","1,335","0","575","165","545","140","150","0","5","195","1,780","3,115"
"10007839","SAE Education Limited*","0","55","0","0","55","","","","","","","","","","",""
"10007782","St George's, University of London","0","445","0","0","450","55","115","45","180","0","0","5","0","0","400","850"
"10008026","St Mary's University College","0","60","0","0","60","5","5","15","25","5","5","0","0","20","85","145"
"10007843","St Mary's University, Twickenham","0","440","0","0","440","40","60","100","130","40","0","10","0","50","425","860"
"10007156","The University of Salford","5","1,170","0","0","1,175","20","245","210","590","30","40","0","0","210","1,340","2,515"
"10007780","SOAS University of London","5","605","0","0","605","35","100","90","250","5","0","0","0","55","535","1,140"
"10005700","SRUC","15","440","45","0","505","75","75","180","145","140","15","0","5","30","670","1,175"
"10005790","Sheffield Hallam University","0","2,135","0","0","2,135","135","790","705","380","35","30","20","0","270","2,370","4,505"
"10007157","The University of Sheffield","0","3,700","0","0","3,700","275","1,035","1,285","1,140","95","60","10","20","535","4,455","8,150"
"10006022","Solent University","0","550","5","0","555","15","70","105","130","0","20","0","0","0","340","895"
"10007158","The University of Southampton","5","2,635","0","0","2,645","270","1,045","910","890","90","70","5","5","320","3,605","6,245"
"10088214","S P Jain London School of Management Limited*","0","0","0","0","0","","","","","","","","","","",""
"10006093","Spurgeon's College*","0","20","0","0","20","","","","","","","","","","",""
"10006299","Staffordshire University","15","995","20","0","1,030","65","120","140","300","40","80","15","10","40","800","1,835"
"10007804","The University of Stirling","0","1,005","15","0","1,020","25","260","285","250","30","95","50","5","225","1,220","2,245"
"10037449","University of St Mark and St John","0","135","0","0","135","10","35","60","60","5","0","0","0","45","220","350"
"10008010","Stranmillis University College*","0","65","0","0","65","","","","","","","","","","",""
"10007805","The University of Strathclyde","0","2,010","0","0","2,010","180","690","555","565","90","50","0","20","365","2,525","4,535"
"10014001","University of Suffolk","0","275","5","0","280","15","60","135","125","5","15","0","0","0","345","625"
"10007159","The University of Sunderland","0","1,375","5","0","1,380","70","120","320","330","10","35","30","0","90","1,005","2,390"
"10007160","The University of Surrey","15","1,590","15","0","1,625","90","455","300","385","80","75","15","10","185","1,605","3,225"
"10007806","The University of Sussex","0","2,020","5","0","2,020","90","275","425","680","0","10","0","0","0","1,480","3,505"
"10007855","Swansea University","0","1,760","0","0","1,760","95","1,100","215","580","10","25","20","0","55","2,095","3,860"
"10083403","The Engineering and Design Institute London*","0","10","0","0","15","","","","","","","","","","",""
"10007161","Teesside University","0","1,010","0","0","1,010","50","165","185","445","15","30","5","5","165","1,060","2,070"
"10082743","ThinkSpace Education Limited*","0","5","0","0","10","","","","","","","","","","",""
"10008017","Trinity Laban Conservatoire of Music and Dance*","5","420","0","0","425","","","","","","","","","","",""
"10007858","University of Wales Trinity Saint David","35","820","10","0","870","120","125","70","305","55","90","0","0","0","765","1,635"
"10067648","University Academy 92 Limited*","0","30","0","0","30","","","","","","","","","","",""
"10007114","University of the Highlands and Islands","0","95","0","0","95","15","115","55","60","0","0","0","0","0","240","335"
"10007807","Ulster University*","5","1,325","10","0","1,340","","","","","","","","","","",""
"10039956","The University of Law*","0","580","0","0","580","","","","","","","","","","",""
"10007784","University College London","5","9,895","10","0","9,910","200","1,985","1,440","2,495","40","50","10","10","45","6,275","16,185"
"10007793","University of South Wales","0","1,790","15","0","1,810","40","210","340","405","45","5","0","25","55","1,125","2,930"
"10008574","The University of Wales (central functions)","0","0","0","0","0","5","0","10","15","0","0","0","0","0","25","25"
"10029843","Waltham International College Limited*","0","35","0","0","40","","","","","","","","","","",""
"10007163","The University of Warwick","0","3,495","0","0","3,500","420","1,180","940","990","200","150","60","0","605","4,555","8,050"
"10007361","Waverley Abbey College*","0","20","0","0","20","","","","","","","","","","",""
"10007164","University of the West of England, Bristol","0","2,455","10","0","2,465","60","470","375","925","35","40","10","20","235","2,170","4,635"
"10007800","The University of the West of Scotland","0","720","20","0","745","40","115","175","320","20","15","5","5","115","815","1,555"
"10006566","The University of West London*","0","1,185","0","0","1,185","","","","","","","","","","",""
"10007165","The University of Westminster","0","1,975","5","0","1,980","40","120","360","350","5","15","25","0","20","925","2,905"
"10003614","The University of Winchester","0","755","0","0","760","10","180","145","90","50","15","5","0","65","560","1,320"
"10007166","The University of Wolverhampton*","0","870","5","0","875","","","","","","","","","","",""
"10007139","University of Worcester","10","725","5","0","745","20","120","140","270","10","15","0","0","670","1,250","1,990"
"10007833","Wrexham University","0","225","0","0","230","30","65","65","110","10","15","5","0","10","305","535"
"10007657","Writtle University College*","0","115","0","0","115","","","","","","","","","","",""
"10007713","York St John University","0","445","0","0","445","25","65","110","220","45","10","5","0","60","535","980"
"10007167","The University of York*","0","2,615","0","0","2,615","","","","","","","","","","",""
"","Total","550","237,995","1,875","5","240,420","","","","","","","","","","",""
