﻿Title:,"Table 1 - HE staff by HE provider and activity standard occupational classification"
Subtitle:,"Academic years 2014/15 to 2023/24"
Reference ID:,DT025 Table 1
Data source:,HESA
Data source link:,https://www.hesa.ac.uk/data-and-analysis/staff/table-1
Data file canonical link:,https://www.hesa.ac.uk/data-and-analysis/staff/table-1.zip
Licence:,Creative Commons Attribution 4.0 International Licence
Date:,2025
Filters:,Country of HE provider,All 
,Region of HE provider,All 
,Mode of employment,All 
,Academic year,2019/20 
Search:,


"UKPRN","HE Provider","Managers, directors and senior officials","Professional occupations","Associate professional occupations","Clerical and manual occupations","Total academic staff","Managers, directors and senior officials ","Professional occupations ","Associate professional occupations ","Administrative and secretarial occupations","Skilled trades occupations","Caring, leisure and other service occupations","Sales and customer service occupations","Process, plant and machine operatives","Elementary occupations","Total non-academic staff","Total"
"10007786","The University of Bristol","0","3,385","0","0","3,385","415","715","880","1,355","130","120","55","20","535","4,230","7,615"
"10000961","Brunel University London","10","1,210","0","0","1,215","125","275","215","420","30","10","20","5","135","1,240","2,455"
"10000975","Buckinghamshire New University*","0","390","20","0","410","","","","","","","","","","",""
"10007787","The University of Buckingham*","10","165","0","0","175","","","","","","","","","","",""
"10007788","The University of Cambridge","10","6,160","0","0","6,170","120","2,210","1,365","1,185","130","255","0","505","365","6,140","12,310"
"10003324","The Institute of Cancer Research","0","675","15","0","690","35","135","135","90","10","15","0","0","10","425","1,110"
"10001143","Canterbury Christ Church University","5","735","0","0","740","30","520","120","125","40","75","10","0","105","1,025","1,765"
"10007814","Cardiff University","40","3,295","15","0","3,350","505","775","495","1,475","105","5","5","0","190","3,550","6,900"
"10007854","Cardiff Metropolitan University","0","710","0","0","715","35","115","240","265","20","25","0","0","60","755","1,470"
"10007141","The University of Central Lancashire","0","1,675","25","0","1,695","10","200","480","690","20","65","10","10","180","1,660","3,355"
"10007848","University of Chester","5","650","0","0","650","45","215","280","355","45","50","5","10","140","1,140","1,795"
"10007137","The University of Chichester*","0","470","0","0","470","","","","","","","","","","",""
"10001386","Chicken Shed Theatre Company*","0","0","25","0","25","","","","","","","","","","",""
"10001478","City, University of London","0","2,365","10","0","2,375","75","320","390","400","20","20","15","5","50","1,295","3,675"
"10007912","Cliff College*","0","10","0","0","10","","","","","","","","","","",""
"10001653","Conservatoire for Dance and Drama*","0","200","0","0","200","","","","","","","","","","",""
"10007761","Courtauld Institute of Art*","0","55","0","0","55","","","","","","","","","","",""
"10034324","Court Theatre Training Company Ltd*","0","10","0","0","10","","","","","","","","","","",""
"10001726","Coventry University","5","2,800","10","0","2,810","275","270","320","835","30","25","100","15","190","2,060","4,870"
"10007822","Cranfield University*","0","665","5","0","675","","","","","","","","","","",""
"10006427","University for the Creative Arts*","0","315","60","0","380","","","","","","","","","","",""
"10007842","University of Cumbria","0","460","0","0","465","10","25","175","255","20","10","0","15","40","545","1,010"
"10001883","De Montfort University","0","1,645","0","0","1,650","75","205","590","435","25","50","5","5","190","1,575","3,225"
"10007851","University of Derby","0","1,430","50","0","1,480","55","130","235","610","35","130","0","20","175","1,390","2,870"
"10007852","The University of Dundee","0","1,430","5","0","1,435","45","410","530","585","60","40","5","5","175","1,860","3,295"
"10007143","University of Durham","0","1,780","50","0","1,830","35","560","455","700","145","110","15","5","600","2,630","4,460"
"10007789","The University of East Anglia","0","2,115","0","0","2,115","55","330","590","625","70","120","15","5","380","2,190","4,305"
"10007144","The University of East London","0","860","0","0","860","50","150","165","295","20","5","35","0","80","800","1,655"
"10032282","The Queen's Foundation for Ecumenical Theological Education*","0","15","0","0","15","","","","","","","","","","",""
"10007823","Edge Hill University","0","990","0","0","990","50","145","220","320","30","80","20","5","170","1,035","2,025"
"10007772","Edinburgh Napier University","5","805","0","0","815","25","255","175","270","50","5","5","15","130","935","1,745"
"10007790","The University of Edinburgh","5","7,465","20","0","7,490","190","1,380","1,740","2,550","160","340","60","5","1,195","7,620","15,110"
"10042570","Escape Studios*","0","35","0","0","35","","","","","","","","","","",""
"10007791","The University of Essex","0","1,440","10","0","1,450","25","470","360","500","55","15","30","10","115","1,575","3,025"
"10008173","University College of Estate Management*","0","105","0","0","105","","","","","","","","","","",""
"10007792","The University of Exeter","5","3,140","0","0","3,145","95","705","740","780","190","95","45","10","185","2,845","5,990"
"10008640","Falmouth University*","0","300","25","0","325","","","","","","","","","","",""
"10004511","The National Film and Television School*","5","60","0","0","65","","","","","","","","","","",""
"10022087","Futureworks*","0","25","0","0","25","","","","","","","","","","",""
"10007762","Glasgow Caledonian University","0","765","0","0","765","35","115","215","255","15","15","0","5","125","780","1,550"
"10002681","Glasgow School of Art","0","140","80","0","215","0","5","25","270","0","0","0","0","0","300","515"
"10007794","The University of Glasgow","0","4,660","15","0","4,680","135","650","835","1,415","110","195","15","30","520","3,900","8,580"
"10007145","University of Gloucestershire*","0","600","0","0","600","","","","","","","","","","",""
"10002718","Goldsmiths College","0","1,180","0","0","1,180","30","195","250","295","25","15","5","0","110","935","2,115"
"10007146","The University of Greenwich","5","890","0","0","895","45","175","130","420","10","5","5","5","25","810","1,705"
"10007825","Guildhall School of Music and Drama","20","725","10","0","755","15","60","20","30","5","0","0","0","0","130","885"
"10040812","Harper Adams University*","0","200","5","0","205","","","","","","","","","","",""
"10080811","Hartpury University","0","85","5","0","90","35","20","80","80","30","35","0","10","55","345","430"
"10007764","Heriot-Watt University","0","835","10","0","845","35","215","215","395","60","40","10","5","210","1,190","2,035"
"10007147","University of Hertfordshire","0","1,970","0","0","1,970","70","245","400","410","20","60","5","150","10","1,375","3,345"
"10007148","The University of Huddersfield*","0","945","0","0","945","","","","","","","","","","",""
"10007149","The University of Hull","0","990","15","0","1,005","0","355","125","480","45","15","0","0","165","1,185","2,190"
"10003270","Imperial College of Science, Technology and Medicine","5","4,430","0","0","4,435","305","1,715","870","760","100","105","15","5","300","4,180","8,615"
"10035638","Institute of Contemporary Music Performance*","0","15","0","0","15","","","","","","","","","","",""
"10007767","Keele University","0","775","10","0","785","85","165","195","430","65","80","10","0","195","1,225","2,010"
"10007150","The University of Kent","0","1,610","0","0","1,610","70","320","495","555","95","100","35","10","300","1,980","3,590"
"10003645","King's College London","0","5,475","10","0","5,485","35","1,000","1,065","1,320","75","90","15","0","470","4,065","9,550"
"10003678","Kingston University","5","945","30","0","980","5","155","205","445","0","0","0","0","0","815","1,790"
"10003758","LAMDA Limited","0","35","0","0","35","5","10","5","60","0","5","0","0","0","85","120"
"10007768","The University of Lancaster","5","2,170","0","0","2,175","95","325","460","595","70","100","5","10","275","1,940","4,115"
"10003854","Leeds Arts University","0","170","5","0","175","5","15","40","50","0","0","0","10","0","120","295"
"10003861","Leeds Beckett University","0","1,265","0","0","1,265","70","355","280","535","40","45","5","10","115","1,450","2,715"
"10034449","Leeds Conservatoire","0","210","0","0","210","10","15","50","40","5","10","0","0","25","150","365"
"10007795","The University of Leeds","10","3,800","5","0","3,815","180","1,095","660","2,180","45","150","45","5","485","4,840","8,655"
"10003863","Leeds Trinity University","0","150","0","0","150","20","50","75","85","10","5","0","0","35","275","425"
"10007796","The University of Leicester","0","1,695","0","0","1,695","45","350","725","640","60","55","5","0","315","2,190","3,890"
"10007151","The University of Lincoln","0","1,330","0","0","1,330","60","190","260","380","15","0","5","0","30","935","2,260"
"10003956","Liverpool Hope University*","0","285","0","0","285","","","","","","","","","","",""
"10003957","Liverpool John Moores University","0","1,520","50","0","1,570","40","215","365","455","0","70","10","5","190","1,350","2,920"
"10003945","The Liverpool Institute for Performing Arts*","0","85","0","0","85","","","","","","","","","","",""
"10006842","The University of Liverpool","5","3,145","10","0","3,155","140","695","820","1,255","60","180","55","10","360","3,580","6,735"
"10003958","Liverpool School of Tropical Medicine","0","235","0","0","235","10","125","80","100","0","0","0","5","0","320","555"
"10007162","University of the Arts, London","0","2,335","0","0","2,335","45","240","440","640","0","120","20","0","0","1,510","3,845"
"10013109","London Bridge Business Academy*","0","0","0","0","0","","","","","","","","","","",""
"10007769","London Business School*","5","115","5","0","120","","","","","","","","","","",""
"10007797","University of London (Institutes and activities)*","10","95","0","0","105","","","","","","","","","","",""
"10004036","London Film School Limited*","0","25","10","0","35","","","","","","","","","","",""
"10004048","London Metropolitan University","5","435","5","0","445","40","100","95","150","0","15","30","0","5","430","875"
"10004078","London South Bank University*","5","1,115","50","0","1,170","","","","","","","","","","",""
"10004063","London School of Economics and Political Science","0","1,780","0","0","1,780","90","525","430","735","85","100","120","0","495","2,575","4,360"
"10007771","London School of Hygiene and Tropical Medicine","0","1,000","0","0","1,000","10","455","85","70","10","0","0","0","10","640","1,640"
"10022285","London School of Management Education*","0","15","0","0","15","","","","","","","","","","",""
"10004075","London School of Theology*","0","20","0","0","25","","","","","","","","","","",""
"10008289","The London Institute of Banking & Finance*","0","20","0","0","20","","","","","","","","","","",""
"10004113","Loughborough University","0","1,585","45","0","1,630","75","265","660","515","270","95","20","15","350","2,265","3,900"
"10009612","Luther King House Educational Trust*","0","5","0","0","5","","","","","","","","","","",""
"10004180","The Manchester Metropolitan University","0","2,515","85","0","2,600","180","460","710","515","30","30","15","5","250","2,200","4,805"
"10007798","The University of Manchester","5","5,150","0","0","5,150","90","1,200","1,895","1,840","160","430","160","15","265","6,060","11,210"
"10030776","St Mellitus College*","0","40","0","0","40","","","","","","","","","","",""
"10004320","The Metanoia Institute*","0","75","0","0","75","","","","","","","","","","",""
"10004351","Middlesex University","5","985","0","0","990","100","210","225","220","0","25","5","0","0","790","1,780"
"10023777","Mont Rose College of Management and Sciences*","0","30","0","0","30","","","","","","","","","","",""
"10023454","Moorlands College*","0","10","0","0","10","","","","","","","","","","",""
"10004538","Nazarene Theological College*","0","20","0","0","20","","","","","","","","","","",""
"10030129","Nelson College London Ltd","0","5","0","0","5","0","0","0","5","0","0","0","0","0","5","10"
"10007799","Newcastle University","15","3,080","20","0","3,115","110","730","625","1,330","70","35","5","5","520","3,420","6,540"
"10048199","Northeastern University London*","0","65","0","0","65","","","","","","","","","","",""
"10007138","The University of Northampton","20","820","0","0","835","55","120","210","190","0","10","20","0","10","610","1,445"
"10001282","University of Northumbria at Newcastle","0","1,555","0","0","1,555","105","410","265","355","10","55","0","0","210","1,420","2,975"
"10004775","Norwich University of the Arts*","0","215","0","0","215","","","","","","","","","","",""
"10007154","University of Nottingham*","0","3,590","15","0","3,605","","","","","","","","","","",""
"10004797","The Nottingham Trent University*","0","2,335","0","0","2,340","","","","","","","","","","",""
"10007773","The Open University*","0","5,070","0","0","5,070","","","","","","","","","","",""
"10004930","Oxford Brookes University","5","1,425","30","0","1,455","80","285","285","350","40","45","10","15","65","1,175","2,630"
"10007774","The University of Oxford","0","6,980","15","0","6,995","125","2,825","1,650","2,045","185","205","35","20","300","7,390","14,385"
"10005127","Arts University Plymouth*","0","130","0","0","135","","","","","","","","","","",""
"10007801","University of Plymouth","10","1,335","30","0","1,370","80","225","345","580","20","10","0","5","120","1,385","2,755"
"10007155","The University of Portsmouth","0","1,720","15","0","1,735","80","265","455","565","50","55","110","5","665","2,250","3,985"
"10005337","Queen Margaret University, Edinburgh","0","255","0","0","255","15","50","65","40","0","5","10","0","15","205","460"
"10007775","Queen Mary University of London","0","3,370","20","0","3,390","140","575","480","820","35","45","10","10","275","2,395","5,785"
"10009292","Royal Academy of Dramatic Art*","0","70","0","0","70","","","","","","","","","","",""
"10005389","Ravensbourne University London","0","230","0","0","235","15","55","35","40","0","0","0","0","0","145","380"
"10007802","The University of Reading","15","1,880","0","0","1,895","60","540","400","810","105","20","5","10","270","2,225","4,120"
"10005500","Robert Gordon University","0","590","0","0","590","45","90","225","265","5","40","25","5","80","770","1,360"
"10007776","Roehampton University","0","540","15","0","555","20","160","110","190","15","0","0","0","25","520","1,075"
"10005523","Rose Bruford College of Theatre and Performance*","0","85","0","0","85","","","","","","","","","","",""
"10007835","Royal Academy of Music*","0","300","0","0","300","","","","","","","","","","",""
"10005545","Royal Agricultural University*","0","50","0","0","55","","","","","","","","","","",""
"10007777","Royal College of Art","5","180","0","0","180","40","130","40","100","0","0","0","0","10","320","500"
"10007778","Royal College of Music*","5","295","0","0","295","","","","","","","","","","",""
"10005561","Royal Conservatoire of Scotland","0","330","0","0","330","15","25","50","60","0","5","10","0","25","195","520"
"10007816","The Royal Central School of Speech and Drama","0","80","0","0","85","25","25","15","30","0","5","0","0","0","100","185"
"10005553","Royal Holloway and Bedford New College","0","1,150","0","0","1,150","75","220","245","225","55","0","15","5","80","920","2,075"
"10007837","Royal Northern College of Music","0","325","0","0","325","10","10","55","70","25","5","5","0","5","180","510"
"10007779","The Royal Veterinary College","0","315","0","0","315","35","100","125","210","5","190","5","5","50","725","1,040"
"10007803","The University of St. Andrews","0","1,230","0","0","1,230","0","470","155","485","135","165","0","5","195","1,605","2,835"
"10007839","SAE Education Limited*","0","45","0","0","45","","","","","","","","","","",""
"10007782","St George's, University of London","5","490","0","0","495","65","100","70","205","0","0","0","0","0","445","940"
"10008026","St Mary's University College","0","65","0","0","65","5","5","15","25","5","5","0","0","20","85","150"
"10007843","St Mary's University, Twickenham","25","385","0","0","410","60","25","65","160","50","0","15","0","55","435","845"
"10007156","The University of Salford","0","1,085","0","0","1,090","20","255","220","480","25","40","0","0","195","1,230","2,320"
"10007780","SOAS University of London","5","625","0","0","635","40","90","60","260","15","0","0","0","75","545","1,180"
"10005700","SRUC","20","330","55","0","410","90","60","130","240","85","35","0","5","70","720","1,130"
"10005790","Sheffield Hallam University","0","2,085","0","0","2,085","140","740","615","375","35","50","10","0","280","2,240","4,325"
"10007157","The University of Sheffield","0","3,650","0","0","3,650","175","880","1,220","1,205","95","35","35","25","530","4,200","7,850"
"10006022","Solent University","0","630","5","0","635","25","95","160","190","0","35","0","0","0","510","1,145"
"10007158","The University of Southampton","5","2,705","0","0","2,715","210","845","900","920","110","60","5","5","360","3,420","6,135"
"10006093","Spurgeon's College*","0","20","0","0","20","","","","","","","","","","",""
"10006299","Staffordshire University","20","805","30","0","855","55","75","145","250","35","65","10","5","45","685","1,540"
"10007804","The University of Stirling","0","995","5","0","1,005","25","210","260","240","45","85","15","10","300","1,195","2,200"
"10037449","University of St Mark and St John","0","120","0","0","120","10","20","70","75","0","5","5","0","45","230","350"
"10008010","Stranmillis University College*","0","55","0","0","55","","","","","","","","","","",""
"10007805","The University of Strathclyde","0","1,765","0","0","1,770","140","535","435","640","95","55","0","25","355","2,285","4,050"
"10014001","University of Suffolk","0","235","0","0","235","15","55","95","105","5","15","0","0","0","290","525"
"10007159","The University of Sunderland","0","1,040","5","0","1,045","60","90","260","355","15","30","35","5","90","940","1,985"
"10007160","The University of Surrey","15","1,465","10","0","1,490","80","455","370","360","90","45","20","5","210","1,635","3,125"
"10007806","The University of Sussex","0","2,005","5","0","2,010","65","235","435","615","5","30","0","0","0","1,385","3,395"
"10007855","Swansea University","0","1,730","0","0","1,730","120","745","265","715","30","25","50","0","150","2,095","3,820"
"10007161","Teesside University","0","745","0","0","745","50","185","210","470","10","35","0","5","160","1,130","1,875"
"10008017","Trinity Laban Conservatoire of Music and Dance*","5","420","0","0","425","","","","","","","","","","",""
"10007858","University of Wales Trinity Saint David","25","690","10","0","730","70","125","25","265","60","80","0","0","15","645","1,375"
"10007114","University of the Highlands and Islands","0","105","0","0","105","10","115","50","50","0","0","0","0","0","230","335"
"10007807","Ulster University*","5","1,325","10","0","1,345","","","","","","","","","","",""
"10039956","The University of Law*","0","330","0","0","330","","","","","","","","","","",""
"10007784","University College London","0","7,955","10","0","7,965","190","1,400","1,245","2,435","45","20","15","5","45","5,390","13,355"
"10007793","University of South Wales","5","1,705","10","0","1,720","40","165","285","365","55","15","0","15","80","1,025","2,740"
"10008574","The University of Wales (central functions)","0","15","0","0","15","5","5","5","25","0","0","0","0","5","50","60"
"10007163","The University of Warwick","0","3,160","0","0","3,160","405","1,040","880","965","245","160","60","5","730","4,490","7,655"
"10007164","University of the West of England, Bristol","0","1,965","10","0","1,975","55","485","375","840","35","45","10","30","220","2,095","4,070"
"10007800","The University of the West of Scotland","0","570","20","0","590","30","95","160","225","15","20","5","5","140","695","1,285"
"10006566","The University of West London*","0","1,060","0","0","1,060","","","","","","","","","","",""
"10007165","The University of Westminster","0","1,780","10","0","1,790","45","20","405","315","5","15","20","0","25","855","2,645"
"10003614","The University of Winchester","0","685","0","0","685","10","165","115","90","40","15","5","0","80","520","1,210"
"10007166","The University of Wolverhampton","0","960","0","0","965","80","205","310","525","50","110","25","10","250","1,565","2,530"
"10007139","University of Worcester","5","970","10","0","985","20","115","185","290","15","25","0","0","1,165","1,810","2,795"
"10007833","Wrexham University","0","195","0","0","195","25","65","70","80","10","10","5","0","10","270","465"
"10007657","Writtle University College*","0","110","0","0","110","","","","","","","","","","",""
"10007713","York St John University","5","360","25","0","390","30","50","125","210","35","10","0","0","45","505","895"
"10007167","The University of York*","0","2,030","0","0","2,030","","","","","","","","","","",""
"","Total","490","221,545","1,490","5","223,525","","","","","","","","","","",""
