﻿Title:,"Table 59 - UK permanent address HE students by HE provider and permanent address"
Subtitle:,"Academic years 2014/15 to 2023/24"
Reference ID:,DT051 Table 59
Data source:,HESA
Data source link:,https://www.hesa.ac.uk/data-and-analysis/students/table-59
Data file canonical link:,https://www.hesa.ac.uk/data-and-analysis/students/table-59.zip
Licence:,Creative Commons Attribution 4.0 International Licence
Date:,2025
Filters:,Country of HE provider,All 
,Region of HE provider,All 
,Level of study,All 
,Mode of study,All 
,Academic year,2016/17 
Search:,


"UKPRN","HE Provider","Channel Islands not otherwise specified","Isle of Man","Total Other UK","Not known","Total"
"10005337","Queen Margaret University, Edinburgh","20","5","25","0","4,095"
"10007775","Queen Mary University of London","10","10","20","5","12,920"
"10005544","Royal Academy of Dance","0","0","0","0","95"
"10005389","Ravensbourne University London","0","5","5","0","2,060"
"10005470","Richmond, The American International University in London","0","0","0","0","355"
"10007802","The University of Reading","25","5","35","5","11,725"
"10003331","Regent's University London","5","0","5","0","535"
"10021100","Regents Theological College","0","0","0","0","135"
"10008455","Regent College London","0","0","0","0","1,185"
"10005500","Robert Gordon University","5","10","15","0","10,280"
"10007776","Roehampton University","5","0","5","0","9,620"
"10005523","Rose Bruford College of Theatre and Performance","0","0","0","0","620"
"10007835","Royal Academy of Music","5","0","5","0","455"
"10005545","Royal Agricultural University","0","0","0","0","1,130"
"10007777","Royal College of Art","0","0","0","0","745"
"10007778","Royal College of Music","0","0","0","0","435"
"10005561","Royal Conservatoire of Scotland","0","0","0","0","840"
"10007816","The Royal Central School of Speech and Drama","0","0","0","0","810"
"10005553","Royal Holloway and Bedford New College","15","5","25","5","7,420"
"10007837","Royal Northern College of Music","10","5","15","0","680"
"10007779","The Royal Veterinary College","0","0","5","0","2,005"
"10007803","The University of St. Andrews","15","10","25","0","5,635"
"10007839","SAE Education Limited","0","0","10","10","645"
"10007782","St George's, University of London","5","0","10","5","4,435"
"10008026","St Mary's University College","0","0","0","0","975"
"10007843","St Mary's University, Twickenham","10","5","10","0","5,185"
"10007156","The University of Salford","5","10","15","0","17,705"
"10021256","The Salvation Army","0","0","0","0","50"
"10008362","London School of Science and Technology Limited","0","0","0","0","1,865"
"10007780","SOAS University of London","10","0","10","0","3,450"
"10005700","SRUC","0","0","0","0","1,540"
"10005790","Sheffield Hallam University","5","45","55","0","28,100"
"10007157","The University of Sheffield","20","30","45","0","20,485"
"10053279","The Sherwood Institute","0","0","0","0","95"
"10005916","Slough Borough Council","0","0","0","0","85"
"10006022","Solent University","40","5","50","0","9,250"
"10007158","The University of Southampton","50","15","65","0","18,070"
"10006093","Spurgeon's College","0","0","0","0","200"
"10006299","Staffordshire University","10","10","35","15","14,165"
"10007804","The University of Stirling","10","5","15","0","9,605"
"10037449","University of St Mark and St John","5","0","5","0","2,325"
"10008010","Stranmillis University College","0","0","0","0","1,455"
"10022944","Stratford College London","0","0","0","0","410"
"10007805","The University of Strathclyde","0","0","0","0","18,765"
"10014001","University of Suffolk","0","0","0","0","4,945"
"10007159","The University of Sunderland","0","0","5","5","10,320"
"10007160","The University of Surrey","20","0","20","0","11,585"
"10007806","The University of Sussex","95","0","100","0","11,225"
"10007855","Swansea University","15","15","60","30","15,650"
"10007161","Teesside University","5","0","10","0","17,605"
"10037822","Tottenham Hotspur Foundation","0","0","0","0","90"
"10008017","Trinity Laban Conservatoire of Music and Dance","5","0","5","0","765"
"10007858","University of Wales Trinity Saint David","0","0","5","0","9,145"
"10007114","University of the Highlands and Islands","0","5","5","0","8,420"
"10007807","Ulster University","0","0","0","0","22,445"
"10039956","The University of Law","10","5","15","0","4,430"
"10007784","University College London","35","10","85","45","22,185"
"10007793","University of South Wales","5","5","10","0","20,315"
"10008574","The University of Wales (central functions)","0","0","0","0","5"
"10007163","The University of Warwick","20","10","30","0","16,590"
"10007361","Waverley Abbey College","0","0","0","0","140"
"10007164","University of the West of England, Bristol","40","5","45","0","24,245"
"10007800","The University of the West of Scotland","5","0","10","0","14,320"
"10032288","West Dean College","0","0","0","0","20"
"10006566","The University of West London","0","5","5","0","9,020"
"10007165","The University of Westminster","5","5","10","0","13,490"
"10003614","The University of Winchester","90","5","95","0","7,055"
"10023290","West London College of Business and Management Sciences Limited","0","0","0","0","960"
"10007166","The University of Wolverhampton","5","0","5","0","18,320"
"10007139","University of Worcester","5","5","10","0","10,180"
"10007833","Wrexham University","0","0","0","0","5,420"
"10007657","Writtle University College","0","0","5","0","700"
"10007713","York St John University","0","10","10","0","5,515"
"10007167","The University of York","25","25","55","5","14,250"
"","Total","2,445","1395","4,245","405","1,927,160"
