﻿Title:,"Table 59 - UK permanent address HE students by HE provider and permanent address"
Subtitle:,"Academic years 2014/15 to 2023/24"
Reference ID:,DT051 Table 59
Data source:,HESA
Data source link:,https://www.hesa.ac.uk/data-and-analysis/students/table-59
Data file canonical link:,https://www.hesa.ac.uk/data-and-analysis/students/table-59.zip
Licence:,Creative Commons Attribution 4.0 International Licence
Date:,2025
Filters:,Country of HE provider,All 
,Region of HE provider,All 
,Level of study,All 
,Mode of study,All 
,Academic year,2020/21 
Search:,


"UKPRN","HE Provider","Channel Islands not otherwise specified","Isle of Man","Total Other UK","Not known","Total"
"10068157","University Centre Peterborough","0","0","0","0","695"
"10007114","University of the Highlands and Islands","0","0","5","0","9,985"
"10007807","Ulster University","0","5","5","0","23,945"
"10039956","The University of Law","40","20","60","0","12,380"
"10007784","University College London","15","5","30","10","22,355"
"10007793","University of South Wales","5","0","10","0","19,825"
"10007163","The University of Warwick","20","10","30","0","17,800"
"10007361","Waverley Abbey College","0","0","0","0","230"
"10007164","University of the West of England, Bristol","40","10","55","0","28,435"
"10007800","The University of the West of Scotland","0","0","0","0","15,450"
"10032288","West Dean College","0","0","0","0","55"
"10006566","The University of West London","5","0","5","0","11,145"
"10007165","The University of Westminster","10","0","10","0","13,715"
"10003614","The University of Winchester","80","0","85","5","7,825"
"10007166","The University of Wolverhampton","0","0","5","0","17,115"
"10007139","University of Worcester","5","0","10","0","9,290"
"10007833","Wrexham University","30","5","30","0","6,525"
"10007657","Writtle University College","0","0","0","0","740"
"10007713","York St John University","0","15","15","0","6,635"
"10007167","The University of York","30","50","85","0","16,855"
"","Total","2,790","1325","4,495","380","2,146,760"
