﻿Title:,"Table 1 - HE staff by HE provider and activity standard occupational classification"
Subtitle:,"Academic years 2014/15 to 2023/24"
Reference ID:,DT025 Table 1
Data source:,HESA
Data source link:,https://www.hesa.ac.uk/data-and-analysis/staff/table-1
Data file canonical link:,https://www.hesa.ac.uk/data-and-analysis/staff/table-1.zip
Licence:,Creative Commons Attribution 4.0 International Licence
Date:,2025
Filters:,Country of HE provider,All 
,Region of HE provider,All 
,Mode of employment,All 
,Academic year,2021/22 
Search:,


"UKPRN","HE Provider","Managers, directors and senior officials","Professional occupations","Associate professional occupations","Clerical and manual occupations","Total academic staff","Managers, directors and senior officials ","Professional occupations ","Associate professional occupations ","Administrative and secretarial occupations","Skilled trades occupations","Caring, leisure and other service occupations","Sales and customer service occupations","Process, plant and machine operatives","Elementary occupations","Total non-academic staff","Total"
"10001386","Chicken Shed Theatre Company*","0","0","25","0","25","","","","","","","","","","",""
"10001478","City, University of London","0","1,745","5","0","1,750","75","320","370","410","20","25","15","5","45","1,285","3,035"
"10007912","Cliff College*","0","10","0","0","10","","","","","","","","","","",""
"10066502","The College of Health Ltd*","0","5","0","0","5","","","","","","","","","","",""
"10001653","Conservatoire for Dance and Drama*","0","130","0","0","130","","","","","","","","","","",""
"10007761","Courtauld Institute of Art*","0","80","0","0","80","","","","","","","","","","",""
"10034324","Court Theatre Training Company Ltd*","0","10","0","0","10","","","","","","","","","","",""
"10001726","Coventry University","0","2,885","5","0","2,890","265","330","270","850","20","15","85","10","170","2,010","4,900"
"10007822","Cranfield University","0","720","10","0","730","25","145","315","425","35","15","0","5","20","990","1,720"
"10006427","University for the Creative Arts*","0","375","65","0","440","","","","","","","","","","",""
"10007842","University of Cumbria","0","520","0","0","520","10","40","165","245","15","5","0","10","35","525","1,045"
"10001883","De Montfort University","0","1,635","0","0","1,635","70","250","630","435","25","55","5","0","180","1,645","3,280"
"10007851","University of Derby","10","1,350","50","0","1,410","70","120","175","540","30","50","0","5","130","1,120","2,530"
"10007852","The University of Dundee","0","1,440","5","0","1,445","45","420","480","540","50","40","0","5","165","1,750","3,190"
"10007143","University of Durham","0","2,260","50","0","2,310","40","605","510","705","140","130","20","5","575","2,725","5,035"
"10007789","The University of East Anglia","0","1,980","0","0","1,980","45","315","625","630","75","145","10","5","280","2,130","4,110"
"10007144","The University of East London","10","915","5","0","930","100","165","130","295","15","5","30","0","70","810","1,740"
"10032282","The Queen's Foundation for Ecumenical Theological Education*","0","15","0","0","15","","","","","","","","","","",""
"10007823","Edge Hill University*","0","940","0","0","945","","","","","","","","","","",""
"10007772","Edinburgh Napier University","10","880","0","0","890","30","345","180","275","35","5","5","5","95","975","1,870"
"10007790","The University of Edinburgh","5","7,610","105","0","7,725","270","1,985","1,570","2,155","175","385","55","5","1,015","7,625","15,345"
"10042570","Escape Studios*","0","40","0","0","40","","","","","","","","","","",""
"10007791","The University of Essex","0","1,470","30","0","1,500","25","490","305","545","45","15","20","5","110","1,565","3,065"
"10008173","University College of Estate Management*","0","105","0","0","105","","","","","","","","","","",""
"10007792","The University of Exeter","5","3,575","5","0","3,585","115","810","685","990","165","80","55","10","195","3,110","6,695"
"10008640","Falmouth University*","0","355","25","0","380","","","","","","","","","","",""
"10004511","The National Film and Television School*","5","65","0","0","70","","","","","","","","","","",""
"10022087","Futureworks*","0","25","0","0","25","","","","","","","","","","",""
"10007762","Glasgow Caledonian University","0","790","0","0","790","35","135","225","265","15","15","0","5","120","820","1,610"
"10002681","Glasgow School of Art","5","150","70","0","225","5","5","20","320","0","0","0","0","0","345","570"
"10007794","The University of Glasgow","5","5,225","25","0","5,255","150","635","1,250","1,850","60","160","15","25","380","4,530","9,785"
"10007145","University of Gloucestershire*","0","670","5","0","675","","","","","","","","","","",""
"10002718","Goldsmiths College","0","1,170","0","0","1,170","40","185","185","300","15","10","5","0","150","890","2,060"
"10007146","The University of Greenwich","5","945","0","0","955","40","205","145","520","5","0","0","0","0","915","1,875"
"10007825","Guildhall School of Music and Drama","20","790","10","0","820","10","65","15","20","5","0","0","0","0","115","935"
"10040812","Harper Adams University*","0","225","5","0","230","","","","","","","","","","",""
"10080811","Hartpury University","15","120","40","0","175","35","15","50","90","20","30","0","5","60","310","485"
"10007764","Heriot-Watt University","0","855","10","0","865","110","340","190","280","45","25","5","5","195","1,195","2,060"
"10007147","University of Hertfordshire","0","2,045","0","0","2,045","80","250","390","435","20","55","0","165","5","1,400","3,445"
"10007148","The University of Huddersfield*","0","935","0","0","935","","","","","","","","","","",""
"10007149","The University of Hull","0","900","10","0","910","0","340","120","435","30","15","0","0","140","1,085","1,990"
"10003239","ICON College of Technology and Management*","0","25","0","0","25","","","","","","","","","","",""
"10003270","Imperial College of Science, Technology and Medicine","0","4,435","5","0","4,440","305","1,800","850","795","75","95","10","0","190","4,115","8,555"
"10013220","Institute of Art - London Limited*","0","20","0","0","20","","","","","","","","","","",""
"10035638","Institute of Contemporary Music Performance*","0","20","0","0","20","","","","","","","","","","",""
"10082570","Kaplan International Colleges U.K. Limited","0","410","0","0","410","0","0","0","0","0","0","0","0","0","0","415"
"10021682","Kaplan Open Learning (Essex) Limited*","0","25","0","0","25","","","","","","","","","","",""
"10007767","Keele University","0","830","10","0","840","70","180","175","425","55","65","5","0","200","1,170","2,010"
"10007150","The University of Kent","0","1,435","0","0","1,435","55","285","470","560","85","70","40","10","290","1,865","3,300"
"10003645","King's College London","0","5,710","5","0","5,715","190","1,045","1,090","1,270","65","85","10","0","490","4,240","9,960"
"10003678","Kingston University","5","925","30","0","955","5","160","230","495","0","0","0","0","0","890","1,845"
"10003758","LAMDA Limited","0","55","0","0","55","0","0","0","70","0","5","0","0","0","75","130"
"10007768","The University of Lancaster","5","2,235","0","0","2,240","90","335","475","580","75","95","5","10","260","1,920","4,155"
"10003854","Leeds Arts University","0","165","5","0","170","0","0","0","0","0","0","0","0","0","0","175"
"10003861","Leeds Beckett University","0","1,405","35","0","1,440","55","195","255","505","35","45","5","5","110","1,210","2,650"
"10034449","Leeds Conservatoire","5","250","0","0","250","10","20","30","35","0","0","5","0","5","105","355"
"10007795","The University of Leeds","5","3,745","5","0","3,760","200","1,190","635","2,270","50","140","45","5","465","4,995","8,755"
"10003863","Leeds Trinity University","0","205","0","0","205","25","70","85","110","10","5","0","0","30","335","540"
"10082828","College of Legal Practice Limited*","0","5","0","0","5","","","","","","","","","","",""
"10007796","The University of Leicester","5","1,650","0","0","1,655","40","320","665","630","50","65","5","0","290","2,060","3,715"
"10007151","The University of Lincoln","0","1,400","0","0","1,405","65","195","255","385","10","0","0","0","20","930","2,335"
"10036456","Academy of Live Technology Ltd*","0","15","0","0","15","","","","","","","","","","",""
"10003956","Liverpool Hope University*","0","330","0","0","335","","","","","","","","","","",""
"10003957","Liverpool John Moores University*","0","1,635","50","0","1,690","","","","","","","","","","",""
"10003945","The Liverpool Institute for Performing Arts*","0","100","0","0","100","","","","","","","","","","",""
"10006842","The University of Liverpool","5","3,090","10","0","3,110","135","655","750","1,240","55","185","40","10","315","3,385","6,495"
"10003958","Liverpool School of Tropical Medicine","0","245","0","0","250","10","140","85","90","0","5","0","5","0","335","585"
"10007162","University of the Arts, London","0","3,670","0","0","3,670","40","215","500","685","0","110","20","0","0","1,580","5,250"
"10013109","London Bridge Business Academy*","0","0","0","0","0","","","","","","","","","","",""
"10007769","London Business School*","0","110","0","0","110","","","","","","","","","","",""
"10007797","University of London (Institutes and activities)*","10","70","0","0","75","","","","","","","","","","",""
"10004036","London Film School Limited*","0","25","10","0","40","","","","","","","","","","",""
"10004048","London Metropolitan University","5","460","5","0","470","45","90","90","155","0","10","25","0","5","425","895"
"10004078","London South Bank University*","5","1,135","60","0","1,195","","","","","","","","","","",""
"10004063","London School of Economics and Political Science","5","1,825","0","0","1,830","85","520","420","575","75","70","90","0","430","2,260","4,090"
"10007771","London School of Hygiene and Tropical Medicine","0","1,090","0","0","1,090","15","450","75","65","10","0","0","0","10","630","1,720"
"10022285","London School of Management Education*","0","15","0","0","15","","","","","","","","","","",""
"10004075","London School of Theology*","5","20","0","0","25","","","","","","","","","","",""
"10062810","The London School of Architecture*","0","5","0","0","5","","","","","","","","","","",""
"10008289","The London Institute of Banking & Finance*","0","30","0","0","30","","","","","","","","","","",""
"10067623","The London Interdisciplinary School Ltd*","0","10","0","0","10","","","","","","","","","","",""
"10004113","Loughborough University","0","1,535","55","0","1,590","65","250","705","460","250","75","20","10","310","2,140","3,730"
"10009612","Luther King House Educational Trust*","0","5","0","0","5","","","","","","","","","","",""
"10004180","The Manchester Metropolitan University","5","2,230","85","0","2,320","230","380","620","505","45","35","20","0","280","2,120","4,440"
"10007798","The University of Manchester","0","5,280","0","0","5,280","90","1,010","1,870","1,815","140","410","120","15","230","5,700","10,980"
"10023453","Matrix College of Counselling and Psychotherapy Ltd*","0","0","0","0","0","","","","","","","","","","",""
"10030776","St Mellitus College*","0","35","0","0","35","","","","","","","","","","",""
"10004320","The Metanoia Institute*","5","95","0","0","95","","","","","","","","","","",""
"10004351","Middlesex University","5","930","5","0","935","100","210","200","195","0","25","5","0","0","735","1,675"
"10023777","Mont Rose College of Management and Sciences*","0","40","0","0","40","","","","","","","","","","",""
"10023454","Moorlands College*","0","25","0","0","25","","","","","","","","","","",""
"10004538","Nazarene Theological College*","0","20","0","0","20","","","","","","","","","","",""
"10030129","Nelson College London Ltd","0","10","0","0","10","0","0","0","5","0","0","0","0","0","5","15"
"10007799","Newcastle University","25","3,005","0","0","3,030","135","850","560","1,260","70","70","10","5","475","3,435","6,460"
"10067406","New Model Institute for Technology and Engineering (NMITE)*","0","15","0","0","15","","","","","","","","","","",""
"10048199","Northeastern University London*","5","85","0","0","90","","","","","","","","","","",""
"10007138","The University of Northampton","20","840","0","0","860","55","120","230","195","0","10","20","0","5","635","1,500"
"10001282","University of Northumbria at Newcastle","0","1,720","0","0","1,720","125","465","280","400","10","60","0","0","195","1,530","3,250"
"10004775","Norwich University of the Arts*","0","240","0","0","240","","","","","","","","","","",""
"10007154","University of Nottingham*","0","3,530","10","0","3,540","","","","","","","","","","",""
"10004797","The Nottingham Trent University*","0","2,610","0","0","2,610","","","","","","","","","","",""
"10007773","The Open University*","0","5,800","0","0","5,800","","","","","","","","","","",""
"10004930","Oxford Brookes University","5","1,535","35","0","1,570","75","275","295","340","25","40","5","15","30","1,100","2,665"
"10007774","The University of Oxford","0","6,940","10","0","6,945","130","3,035","1,760","1,950","180","190","40","25","240","7,550","14,495"
"10005127","Arts University Plymouth*","0","120","0","0","120","","","","","","","","","","",""
"10007801","University of Plymouth*","10","1,600","25","0","1,635","","","","","","","","","","",""
"10019178","Point Blank Music School*","0","85","0","0","85","","","","","","","","","","",""
"10007155","The University of Portsmouth","5","1,765","20","0","1,785","85","240","455","605","45","70","70","5","460","2,040","3,825"
"10005337","Queen Margaret University, Edinburgh","0","300","0","0","300","15","65","70","40","0","5","10","0","15","225","525"
"10007775","Queen Mary University of London","5","3,285","15","0","3,300","145","560","435","820","35","50","15","5","285","2,350","5,650"
"10009292","Royal Academy of Dramatic Art*","0","75","0","0","75","","","","","","","","","","",""
"10005389","Ravensbourne University London","0","225","0","0","225","10","60","40","50","0","0","0","0","5","165","390"
"10007802","The University of Reading","15","1,675","0","0","1,690","55","545","385","770","90","25","5","5","305","2,180","3,870"
"10008455","Regent College London*","0","135","0","0","135","","","","","","","","","","",""
"10005500","Robert Gordon University","0","640","0","0","640","45","110","240","260","5","40","20","5","80","800","1,445"
"10007776","Roehampton University","0","485","15","0","500","15","155","110","140","15","0","0","0","30","465","965"
"10005523","Rose Bruford College of Theatre and Performance*","0","105","0","0","105","","","","","","","","","","",""
"10007835","Royal Academy of Music*","0","300","0","0","300","","","","","","","","","","",""
"10005545","Royal Agricultural University*","5","60","0","0","65","","","","","","","","","","",""
"10007777","Royal College of Art","0","190","0","0","190","55","140","55","125","0","0","0","0","10","385","575"
"10007778","Royal College of Music*","0","285","0","0","285","","","","","","","","","","",""
"10005561","Royal Conservatoire of Scotland","0","335","0","0","335","15","30","50","60","0","5","10","0","25","190","525"
"10007816","The Royal Central School of Speech and Drama","5","80","0","0","85","5","30","30","35","0","5","0","0","0","110","195"
"10005553","Royal Holloway and Bedford New College","0","1,160","0","0","1,165","70","385","255","195","55","5","10","5","70","1,055","2,215"
"10007837","Royal Northern College of Music","0","310","0","0","310","10","10","55","50","15","5","5","0","5","160","470"
"10007779","The Royal Veterinary College","0","295","5","0","300","35","95","125","200","5","210","5","5","40","720","1,020"
"10007803","The University of St. Andrews","0","1,355","0","0","1,355","0","520","165","530","140","155","0","5","185","1,700","3,055"
"10007839","SAE Education Limited*","0","50","0","0","50","","","","","","","","","","",""
"10007782","St George's, University of London","5","475","0","0","480","60","105","60","215","0","0","0","0","0","435","915"
"10008026","St Mary's University College","0","60","0","0","60","5","5","15","25","5","5","0","0","20","85","145"
"10007843","St Mary's University, Twickenham","0","450","0","0","450","35","35","75","170","40","0","10","0","55","420","870"
"10007156","The University of Salford","5","1,065","0","0","1,065","15","235","185","505","30","35","0","0","190","1,195","2,260"
"10007780","SOAS University of London","5","510","0","0","515","35","85","65","255","5","0","0","0","50","495","1,010"
"10005700","SRUC","20","360","60","0","440","90","60","130","230","80","30","0","5","40","665","1,105"
"10005790","Sheffield Hallam University","0","2,095","0","0","2,095","135","760","670","345","35","35","15","0","270","2,265","4,360"
"10007157","The University of Sheffield","0","3,610","0","0","3,610","255","980","1,240","1,060","95","50","5","20","520","4,225","7,835"
"10006022","Solent University","0","570","5","0","575","20","70","115","145","0","25","0","0","0","380","955"
"10007158","The University of Southampton","5","2,590","0","0","2,600","235","970","860","840","80","70","5","5","315","3,380","5,980"
"10006093","Spurgeon's College*","0","15","0","0","15","","","","","","","","","","",""
"10006299","Staffordshire University","15","965","35","0","1,015","60","100","135","300","35","65","15","10","35","750","1,760"
"10007804","The University of Stirling","0","970","20","0","990","25","205","255","205","30","80","15","5","235","1,055","2,045"
"10037449","University of St Mark and St John","0","120","0","0","120","15","25","60","75","0","0","0","0","55","230","350"
"10008010","Stranmillis University College*","0","70","0","0","70","","","","","","","","","","",""
"10007805","The University of Strathclyde","0","1,930","0","0","1,930","170","645","500","600","90","50","0","25","355","2,440","4,365"
"10014001","University of Suffolk","0","275","0","0","275","15","65","135","120","5","10","0","0","0","345","620"
"10007159","The University of Sunderland","0","1,150","5","0","1,160","65","105","290","320","10","35","30","5","95","955","2,115"
"10007160","The University of Surrey","10","1,610","15","0","1,635","80","460","315","360","80","40","25","10","205","1,575","3,210"
"10007806","The University of Sussex","0","2,140","10","0","2,150","70","235","395","640","0","30","0","0","0","1,370","3,520"
"10007855","Swansea University","0","1,685","0","0","1,685","100","945","220","620","15","15","30","0","70","2,015","3,700"
"10083403","The Engineering and Design Institute London*","0","10","0","0","10","","","","","","","","","","",""
"10007161","Teesside University","0","845","0","0","845","50","160","170","395","10","30","5","5","150","965","1,810"
"10082743","ThinkSpace Education Limited*","0","5","0","0","5","","","","","","","","","","",""
"10008017","Trinity Laban Conservatoire of Music and Dance*","5","435","0","0","440","","","","","","","","","","",""
"10007858","University of Wales Trinity Saint David","25","755","0","0","785","95","120","60","285","60","50","0","0","0","665","1,445"
"10067648","University Academy 92 Limited*","0","30","0","0","30","","","","","","","","","","",""
"10007114","University of the Highlands and Islands","0","95","0","0","95","10","120","55","50","0","0","0","0","0","240","330"
"10007807","Ulster University*","25","1,445","5","0","1,480","","","","","","","","","","",""
"10039956","The University of Law*","0","480","0","0","480","","","","","","","","","","",""
"10007784","University College London","5","9,575","10","0","9,585","375","2,605","1,750","1,195","35","40","15","20","40","6,075","15,660"
"10007793","University of South Wales","0","1,705","15","0","1,715","45","170","295","370","40","5","5","20","55","1,005","2,725"
"10008574","The University of Wales (central functions)","0","0","0","0","0","5","0","5","15","0","0","0","0","0","25","25"
"10029843","Waltham International College Limited*","5","15","0","0","20","","","","","","","","","","",""
"10007163","The University of Warwick","0","3,160","0","0","3,160","380","1,015","850","965","210","155","55","0","645","4,270","7,430"
"10007361","Waverley Abbey College*","0","20","0","0","20","","","","","","","","","","",""
"10007164","University of the West of England, Bristol","0","2,255","10","0","2,260","55","480","370","840","35","35","30","25","225","2,095","4,355"
"10007800","The University of the West of Scotland","0","630","20","0","655","30","110","165","260","20","15","5","5","120","725","1,380"
"10006566","The University of West London*","0","1,420","0","0","1,420","","","","","","","","","","",""
"10007165","The University of Westminster","0","1,870","5","0","1,875","45","75","365","330","5","15","20","0","25","875","2,750"
"10003614","The University of Winchester","0","725","0","0","725","10","185","120","80","35","20","5","0","75","535","1,255"
"10007166","The University of Wolverhampton","0","1,010","5","0","1,010","50","210","195","430","35","60","20","10","215","1,225","2,235"
"10007139","University of Worcester","5","690","5","0","700","15","115","155","260","15","20","0","0","535","1,115","1,820"
"10007833","Wrexham University","0","205","0","0","205","35","70","65","85","10","10","5","0","15","290","500"
"10007657","Writtle University College*","0","115","0","0","115","","","","","","","","","","",""
"10007713","York St John University","5","415","0","0","420","25","65","115","220","45","10","5","0","50","540","960"
"10007167","The University of York*","0","2,295","0","0","2,295","","","","","","","","","","",""
"","Total","540","231,805","1,670","5","234,020","","","","","","","","","","",""
