﻿Title:,"Table 24 - HE staff by HE provider and nationality"
Subtitle:,"Academic years 2014/15 to 2023/24"
Reference ID:,DT025 Table 24
Data source:,HESA
Data source link:,https://www.hesa.ac.uk/data-and-analysis/staff/table-24
Data file canonical link:,https://www.hesa.ac.uk/data-and-analysis/staff/table-24.csv
Licence:,Creative Commons Attribution 4.0 International Licence
Date:,2025
Filters:,Country of HE provider,All 
,Region of HE provider,All 
,Atypical marker,Non-atypical 
,Contract marker,All (excluding atypical) 
,Mode of employment,All 
,Academic year,2019/20 
Search:,


"UKPRN","HE provider","UK","European Union","Non-European Union","Not known","Total"
"10007114","University of the Highlands and Islands","305","20","10","0","335"
"10007807","Ulster University*","","","","",""
"10039956","The University of Law*","","","","",""
"10007784","University College London","8,720","2,855","1,735","50","13,355"
"10007793","University of South Wales","2,505","110","125","0","2,740"
"10008574","The University of Wales (central functions)","60","0","5","0","60"
"10007163","The University of Warwick","5,805","935","880","35","7,655"
"10007164","University of the West of England, Bristol","3,520","265","240","45","4,070"
"10007800","The University of the West of Scotland","1,145","70","65","5","1,285"
"10006566","The University of West London*","","","","",""
"10007165","The University of Westminster","1,985","460","195","0","2,645"
"10003614","The University of Winchester","1,060","85","45","15","1,210"
"10007166","The University of Wolverhampton","2,305","95","125","0","2,530"
"10007139","University of Worcester","2,560","180","55","0","2,795"
"10007833","Wrexham University","445","10","10","0","465"
"10007657","Writtle University College*","","","","",""
"10007713","York St John University","835","35","30","0","895"
"10007167","The University of York*","","","","",""
"","Total","","","","",""
